レースコード,レース日,レース場,レース回,締切時刻,取得日時,気象観測時刻,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃)
202608222101,2026-08-22,21,01R,08:32,2026-08-22T08:22:22.509904+09:00,0755,1.0,5,1.0,1,29.4,31.0
202608222301,2026-08-22,23,01R,08:44,2026-08-22T08:34:21.329546+09:00,0800,2.0,6,2.0,1,28.0,30.0
202608222102,2026-08-22,21,02R,08:58,2026-08-22T08:48:26.499967+09:00,0835,0.0,,1.0,1,30.8,31.2
202608222302,2026-08-22,23,02R,09:10,2026-08-22T09:00:49.763524+09:00,0848,0.0,,1.0,1,30.0,30.0
202608222103,2026-08-22,21,03R,09:24,2026-08-22T09:14:26.178153+09:00,0901,1.0,3,1.0,1,31.4,31.2
202608222303,2026-08-22,23,03R,09:36,2026-08-22T09:26:29.040539+09:00,0914,0.0,,1.0,1,30.0,30.0
202608222104,2026-08-22,21,04R,09:50,2026-08-22T09:40:26.437588+09:00,0927,2.0,3,2.0,1,32.2,31.3
202608222304,2026-08-22,23,04R,10:02,2026-08-22T09:52:29.933226+09:00,0940,1.0,2,1.0,1,31.0,30.0
202608222105,2026-08-22,21,05R,10:20,2026-08-22T10:10:32.547834+09:00,0953,2.0,3,2.0,1,32.0,31.4
202608222305,2026-08-22,23,05R,10:28,2026-08-22T10:18:30.633901+09:00,0940,1.0,2,1.0,1,31.0,30.0
202608220801,2026-08-22,08,01R,10:30,2026-08-22T10:20:30.373001+09:00,0950,2.0,6,1.0,1,29.0,30.0
202608220201,2026-08-22,02,01R,10:47,2026-08-22T10:38:28.688525+09:00,1030,1.0,1,1.0,1,29.0,29.0
202608222106,2026-08-22,21,06R,10:50,2026-08-22T10:40:22.290911+09:00,1023,3.0,3,3.0,1,32.4,31.4
202608221601,2026-08-22,16,01R,10:52,2026-08-22T10:42:40.908029+09:00,0951,2.0,4,3.0,1,29.0,30.0
202608220802,2026-08-22,08,02R,10:58,2026-08-22T10:48:25.327584+09:00,0950,2.0,6,1.0,1,29.0,30.0
202608222306,2026-08-22,23,06R,11:01,2026-08-22T10:52:24.651988+09:00,1032,3.0,2,3.0,1,31.0,30.0
202608220301,2026-08-22,03,01R,11:14,2026-08-22T11:04:29.987768+09:00,1100,1.0,4,5.0,2,29.0,28.0
202608220202,2026-08-22,02,02R,11:16,2026-08-22T11:06:28.791977+09:00,1050,1.0,1,1.0,1,29.0,29.0
202608222107,2026-08-22,21,07R,11:20,2026-08-22T11:10:24.980900+09:00,1053,4.0,3,4.0,1,32.8,31.5
202608221602,2026-08-22,16,02R,11:24,2026-08-22T11:14:30.362877+09:00,1055,1.0,4,1.0,1,30.0,30.0
202608220803,2026-08-22,08,03R,11:29,2026-08-22T11:20:26.577414+09:00,1102,2.0,6,1.0,1,29.0,31.0
202608222307,2026-08-22,23,07R,11:32,2026-08-22T11:22:26.644208+09:00,1105,4.0,2,4.0,1,31.0,30.0
202608220601,2026-08-22,06,01R,11:35,2026-08-22T11:26:28.061839+09:00,0940,3.0,5,2.0,2,28.0,31.0
202608220302,2026-08-22,03,02R,11:41,2026-08-22T11:32:30.728252+09:00,1117,2.0,5,5.0,2,29.0,28.0
202608220203,2026-08-22,02,03R,11:45,2026-08-22T11:36:22.181251+09:00,1119,1.0,1,1.0,1,30.0,29.0
202608222108,2026-08-22,21,08R,11:51,2026-08-22T11:42:23.620891+09:00,1123,4.0,3,4.0,1,33.4,31.7
202608221603,2026-08-22,16,03R,11:53,2026-08-22T11:44:30.538421+09:00,1128,2.0,4,3.0,1,31.0,30.0
202608220401,2026-08-22,04,01R,11:55,2026-08-22T11:46:24.502635+09:00,1052,1.0,5,3.0,1,29.0,29.0
202608220804,2026-08-22,08,04R,11:58,2026-08-22T11:48:20.867048+09:00,1133,3.0,6,1.0,1,30.0,31.0
202608220602,2026-08-22,06,02R,12:00,2026-08-22T11:50:40.262617+09:00,0940,3.0,5,2.0,2,28.0,31.0
202608222308,2026-08-22,23,08R,12:03,2026-08-22T11:54:28.570135+09:00,1136,4.0,2,4.0,1,31.0,30.0
202608220303,2026-08-22,03,03R,12:08,2026-08-22T11:58:26.698608+09:00,1117,2.0,5,5.0,2,29.0,28.0
202608220204,2026-08-22,02,04R,12:14,2026-08-22T12:04:30.376540+09:00,1148,2.0,1,1.0,2,30.0,29.0
202608222201,2026-08-22,22,01R,12:18,2026-08-22T12:08:29.980499+09:00,1135,2.0,1,2.0,1,32.0,27.0
202608221604,2026-08-22,16,04R,12:22,2026-08-22T12:12:32.937608+09:00,1156,2.0,4,3.0,1,31.0,30.0
202608220402,2026-08-22,04,02R,12:24,2026-08-22T12:14:35.633945+09:00,1158,1.0,5,3.0,2,30.0,29.0
202608222109,2026-08-22,21,09R,12:27,2026-08-22T12:18:34.295670+09:00,1154,3.0,3,3.0,1,33.9,31.9
202608220603,2026-08-22,06,03R,12:29,2026-08-22T12:20:28.478583+09:00,1204,5.0,5,3.0,1,29.0,30.0
202608220805,2026-08-22,08,05R,12:32,2026-08-22T12:22:25.874218+09:00,1202,2.0,6,1.0,1,30.0,31.0
202608222309,2026-08-22,23,09R,12:33,2026-08-22T12:24:20.533573+09:00,1207,4.0,2,4.0,1,32.0,30.0
