レースコード,タイトル,レース日,レース場,レース回,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃),艇1_艇番,艇1_コース,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト調整,艇1_スタート展示,艇2_艇番,艇2_コース,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト調整,艇2_スタート展示,艇3_艇番,艇3_コース,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト調整,艇3_スタート展示,艇4_艇番,艇4_コース,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト調整,艇4_スタート展示,艇5_艇番,艇5_コース,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト調整,艇5_スタート展示,艇6_艇番,艇6_コース,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト調整,艇6_スタート展示
202410160102,第６回日本一しょうゆ杯,2024-10-16,1,02R,1.0,1,1.0,2,23.0,17.0,1,1,53.1,0.0,6.78,-0.5,0.03,2,2,52.7,0.0,6.77,-0.5,0.19,3,3,49.1,0.0,6.72,-0.5,0.11,4,4,57.0,0.0,6.77,-0.5,0.01,5,5,52.0,0.0,6.79,-0.5,0.01,6,6,52.0,0.0,6.75,-0.5,0.09
202410160103,第６回日本一しょうゆ杯,2024-10-16,1,03R,1.0,1,1.0,2,22.0,17.0,1,1,52.5,0.0,6.74,-0.5,0.13,2,3,51.2,0.0,6.68,-0.5,0.13,3,4,48.4,0.0,6.8,-0.5,0.1,4,5,50.5,1.5,6.83,-0.5,0.15,5,6,46.0,1.0,6.77,-0.5,0.16,6,2,52.1,0.0,6.73,-0.5,0.27
202410160104,第６回日本一しょうゆ杯,2024-10-16,1,04R,1.0,1,1.0,2,22.0,17.0,1,1,51.0,1.0,6.73,-0.5,0.06,2,2,51.5,0.5,6.75,-0.5,0.04,3,3,52.1,0.0,6.7,0.0,0.09,4,4,47.0,0.0,6.72,-0.5,0.11,5,5,54.5,0.0,6.78,-0.5,0.13,6,6,52.0,0.0,6.79,-0.5,0.03
202410160105,第６回日本一しょうゆ杯,2024-10-16,1,05R,0.0,1,0.0,2,22.0,17.0,1,1,53.8,0.0,6.83,-0.5,0.01,2,2,52.0,0.0,6.7,-0.5,0.01,3,3,47.0,0.0,6.71,-0.5,0.04,4,5,56.3,0.0,6.79,-0.5,0.2,5,6,56.4,0.0,6.81,0.0,0.27,6,4,53.1,0.0,6.74,-0.5,0.01
202410160107,第６回日本一しょうゆ杯,2024-10-16,1,07R,2.0,3,1.0,2,22.0,17.0,1,1,52.0,0.0,6.84,-0.5,0.23,2,3,47.0,0.0,6.77,-0.5,0.05,3,2,52.7,0.0,6.82,-0.5,0.08,4,4,53.1,0.0,6.84,-0.5,0.05,5,5,52.0,0.0,6.87,-0.5,0.04,6,6,48.4,0.0,6.88,-0.5,0.02
202410160108,第６回日本一しょうゆ杯,2024-10-16,1,08R,1.0,3,1.0,2,22.0,17.0,1,1,49.1,0.0,6.75,-0.5,0.16,2,2,54.5,0.0,6.74,-0.5,0.12,3,3,55.3,0.0,6.83,-0.5,0.18,4,4,55.0,0.0,6.9,-0.5,0.13,5,5,53.5,0.0,6.86,-0.5,-0.04,6,6,50.5,1.5,6.81,-0.5,0.06
202410160109,第６回日本一しょうゆ杯,2024-10-16,1,09R,1.0,3,1.0,2,22.0,17.0,1,1,56.4,0.0,6.77,0.0,0.22,2,2,52.0,0.0,6.68,-0.5,0.03,3,3,53.9,0.0,6.75,-0.5,0.06,4,4,52.0,0.0,6.75,-0.5,0.13,5,5,52.5,0.0,6.75,-0.5,0.15,6,6,57.0,0.0,6.86,-0.5,0.13
202410160110,第６回日本一しょうゆ杯,2024-10-16,1,10R,0.0,1,0.0,2,22.0,17.0,1,1,54.9,0.0,6.77,0.0,-0.01,2,2,53.1,0.0,6.69,-0.5,0.14,3,3,52.0,0.0,6.74,-0.5,0.08,4,4,47.0,0.0,6.76,-0.5,0.12,5,5,51.2,0.0,6.74,-0.5,0.05,6,6,52.0,0.0,6.76,-0.5,0.08
202410160111,第６回日本一しょうゆ杯,2024-10-16,1,11R,1.0,,1.0,2,21.0,17.0,1,1,52.2,0.0,6.76,-0.5,0.1,2,2,52.2,0.0,6.82,-0.5,0.11,3,3,52.1,0.0,6.81,-0.5,0.32,4,5,52.0,0.0,6.76,-0.5,0.06,5,6,51.0,1.0,6.76,-0.5,0.22,6,4,53.2,0.0,6.87,-0.5,-0.01
202410160112,第６回日本一しょうゆ杯,2024-10-16,1,12R,0.0,1,0.0,2,21.0,17.0,1,1,56.3,0.0,6.71,-0.5,-0.02,2,2,47.0,0.0,6.77,-0.5,-0.04,3,3,52.4,0.0,6.81,0.0,0.11,4,4,53.5,0.0,6.82,-0.5,0.19,5,5,52.0,0.0,6.84,0.0,0.1,6,6,50.5,1.5,6.82,-0.5,0.11
