レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202512222301,2025-12-22,23,01R,,,1,100,1,100,3,200,,,1-3,360,2,1=3,270,2,1=3,150,2,1=4,170,3,3=4,540,7,1-3-4,840,4,1=3=4,520,3
202512222302,2025-12-22,23,02R,,,3,150,3,100,1,100,,,3-1,510,3,1=3,190,1,1=3,110,1,2=3,210,5,1=2,130,2,3-1-2,1410,5,1=2=3,220,1
202512222304,2025-12-22,23,04R,,,2,650,2,350,1,170,,,2-1,910,4,1=2,310,1,1=2,170,1,2=4,230,3,1=4,310,6,2-1-4,3060,11,1=2=4,480,1
202512222305,2025-12-22,23,05R,,,1,180,1,100,2,250,,,1-2,280,1,1=2,170,1,1=2,150,2,1=6,110,1,2=6,190,3,1-2-6,500,1,1=2=6,220,1
202512222306,2025-12-22,23,06R,,,5,420,5,430,6,520,,,5-6,2820,12,5=6,1720,7,5=6,720,11,4=5,800,12,4=6,600,10,5-6-4,11290,37,4=5=6,1670,9
202512222307,2025-12-22,23,07R,,,1,310,1,160,4,100,,,1-4,790,3,1=4,460,2,1=4,290,6,1=2,180,2,2=4,170,1,1-4-2,2530,9,1=2=4,660,3
202512222309,2025-12-22,23,09R,,,2,220,2,160,5,130,,,2-5,970,3,2=5,430,2,2=5,200,2,2=3,550,8,3=5,830,12,2-5-3,4630,14,2=3=5,1300,5
202512222310,2025-12-22,23,10R,,,1,130,1,100,4,760,,,1-4,1240,4,1=4,470,3,1=4,220,4,1=2,100,1,2=4,370,6,1-4-2,2390,8,1=2=4,540,2
202512222311,2025-12-22,23,11R,,,4,690,4,150,1,100,,,4-1,1850,5,1=4,420,2,1=4,200,3,3=4,1430,11,1=3,600,4,4-1-3,10680,31,1=3=4,910,3
202512222312,2025-12-22,23,12R,,,1,100,1,110,2,120,,,1-2,200,1,1=2,230,1,1=2,100,1,1=4,140,2,2=4,490,8,1-2-4,1090,4,1=2=4,570,3
