レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202512052401,2025-12-05,24,01R,,,5,100,5,160,1,110,,,5-1,1040,5,1=5,420,2,1=5,240,2,3=5,820,8,1=3,380,5,5-1-3,6620,25,1=3=5,870,4
202512052402,2025-12-05,24,02R,,,2,1290,2,220,3,320,,,2-3,16880,23,2=3,4040,10,2=3,400,7,1=2,180,2,1=3,110,1,2-3-1,37860,54,1=2=3,400,1
202512052403,2025-12-05,24,03R,,,1,130,1,120,5,210,,,1-5,460,2,1=5,310,2,1=5,140,3,1=3,100,1,3=5,190,4,1-5-3,850,2,1=3=5,210,1
202512052404,2025-12-05,24,04R,,,1,110,1,120,5,230,,,1-5,570,4,1=5,320,3,1=5,140,2,1=4,290,4,4=5,430,8,1-5-4,1950,12,1=4=5,660,5
202512052405,2025-12-05,24,05R,,,1,150,1,160,5,150,,,1-5,220,1,1=5,220,1,1=5,110,1,1=3,220,4,3=5,410,7,1-5-3,900,3,1=3=5,500,3
202512052406,2025-12-05,24,06R,,,1,100,1,100,5,100,,,1-5,240,1,1=5,280,1,1=5,110,1,1=2,240,5,2=5,160,2,1-5-2,630,1,1=2=5,230,1
202512052407,2025-12-05,24,07R,,,1,120,1,120,2,150,,,1-2,250,1,1=2,190,1,1=2,160,2,1=3,130,1,2=3,230,4,1-2-3,490,1,1=2=3,270,1
202512052408,2025-12-05,24,08R,,,1,170,1,130,3,280,,,1-3,500,2,1=3,330,2,1=3,190,2,1=4,300,4,3=4,410,8,1-3-4,1820,7,1=3=4,730,4
202512052409,2025-12-05,24,09R,,,1,110,1,100,3,280,,,1-3,380,2,1=3,510,2,1=3,210,2,1=4,340,3,3=4,870,10,1-3-4,1880,6,1=3=4,1210,5
202512052410,2025-12-05,24,10R,,,1,130,1,100,4,220,,,1-4,500,3,1=4,320,3,1=4,160,3,1=2,130,1,2=4,350,6,1-4-2,1150,3,1=2=4,400,2
202512052411,2025-12-05,24,11R,,,1,180,1,140,3,240,,,1-3,330,2,1=3,540,2,1=3,140,3,1=2,130,1,2=3,210,4,1-3-2,810,3,1=2=3,220,1
202512052412,2025-12-05,24,12R,,,4,980,4,200,6,630,,,4-6,7380,21,4=6,6650,12,4=6,1440,12,4=5,250,4,5=6,1260,11,4-6-5,29770,69,4=5=6,3900,11
202512052201,2025-12-05,22,01R,,,1,120,1,100,2,160,,,1-2,350,2,1=2,250,2,1=2,150,3,1=3,110,1,2=3,250,5,1-2-3,620,2,1=2=3,200,1
202512052202,2025-12-05,22,02R,,,2,930,2,1650,5,460,,,2-5,5710,20,2=5,6470,11,2=5,1060,11,1=2,600,9,1=5,410,6,2-5-1,32420,80,1=2=5,5510,14
202512052203,2025-12-05,22,03R,,,1,170,1,140,2,330,,,1-2,900,5,1=2,930,4,1=2,190,4,1=3,150,3,2=3,110,1,1-2-3,1700,7,1=2=3,330,1
202512052204,2025-12-05,22,04R,,,1,550,1,140,5,210,,,1-5,2280,10,1=5,1980,11,1=5,500,9,1=4,280,4,4=5,590,11,1-5-4,9600,45,1=4=5,1610,9
202512052205,2025-12-05,22,05R,,,1,400,1,130,3,210,,,1-3,540,2,1=3,410,2,1=3,170,1,1=6,250,4,3=6,300,6,1-3-6,1490,3,1=3=6,690,2
202512052206,2025-12-05,22,06R,,,4,1450,4,160,2,170,,,4-2,1130,6,2=4,330,1,2=4,110,1,4=5,500,9,2=5,470,8,4-2-5,5870,25,2=4=5,1150,5
202512052207,2025-12-05,22,07R,,,1,300,1,160,2,130,,,1-2,420,2,1=2,160,1,1=2,170,1,1=5,370,8,2=5,280,5,1-2-5,2530,7,1=2=5,730,3
202512052208,2025-12-05,22,08R,,,1,100,1,110,2,120,,,1-2,210,1,1=2,240,1,1=2,130,1,1=3,140,2,2=3,170,4,1-2-3,310,1,1=2=3,140,1
202512052209,2025-12-05,22,09R,,,1,100,1,100,4,150,,,1-4,430,2,1=4,230,1,1=4,120,2,1=3,200,4,3=4,160,3,1-4-3,1750,6,1=3=4,1070,3
202512052210,2025-12-05,22,10R,,,1,100,1,100,5,430,,,1-5,1020,3,1=5,640,3,1=5,140,3,1=2,120,1,2=5,140,2,1-5-2,1970,6,1=2=5,440,2
202512052211,2025-12-05,22,11R,,,3,560,3,160,1,110,,,3-1,1310,4,1=3,270,1,1=3,200,4,2=3,380,7,1=2,190,3,3-1-2,3420,11,1=2=3,330,1
202512052212,2025-12-05,22,12R,,,3,370,3,210,4,250,,,3-4,1950,6,3=4,1940,4,3=4,500,6,3=6,580,7,4=6,750,10,3-4-6,6360,19,3=4=6,3980,12
202512052001,2025-12-05,20,01R,,,1,170,1,260,4,210,,,1-4,780,3,1=4,530,4,1=4,300,3,1=6,370,7,4=6,510,10,1-4-6,4530,16,1=4=6,1670,8
202512052002,2025-12-05,20,02R,,,3,310,3,140,6,130,,,3-6,650,1,3=6,340,2,3=6,230,3,2=3,260,6,2=6,160,1,3-6-2,2420,4,2=3=6,800,3
202512052003,2025-12-05,20,03R,,,2,1450,2,230,3,130,,,2-3,2780,13,2=3,1330,4,2=3,120,1,2=4,510,10,3=4,210,4,2-3-4,10800,35,2=3=4,1560,6
202512052004,2025-12-05,20,04R,,,1,350,1,410,2,240,,,1-2,690,2,1=2,440,2,1=2,170,1,1=4,220,3,2=4,210,2,1-2-4,1440,2,1=2=4,280,1
202512052005,2025-12-05,20,05R,,,2,380,2,120,1,100,,,2-1,400,2,1=2,180,1,1=2,140,2,2=5,620,8,1=5,450,7,2-1-5,2560,11,1=2=5,730,4
