レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202608230201,2026-08-23,02,1R,daily,67.93,19.08,46.78,12.47,42.68,5.47,50.0,11.48,50.0,4.74,53.24,53.36,14.99,44.79,11.94,46.48,5.96,50.0,11.48,50.0,4.74,49.1,50.3,14.13,42.8,11.41,66.41,8.52,50.0,11.48,50.0,4.74,50.27,49.65,13.94,46.78,12.47,57.13,7.33,50.0,11.48,50.0,4.74,49.96,44.78,12.58,42.8,11.41,36.44,4.67,50.0,11.48,50.0,4.74,44.88,33.35,9.37,44.79,11.94,36.18,4.64,50.0,11.48,50.0,4.74,42.16
202608230202,2026-08-23,02,2R,daily,67.93,19.08,48.76,13.0,43.42,5.57,50.0,11.48,50.0,4.74,53.86,53.36,14.99,50.75,13.53,52.99,6.8,50.0,11.48,50.0,4.74,51.53,50.3,14.13,46.78,12.47,53.93,6.92,50.0,11.48,50.0,4.74,49.73,49.65,13.94,36.85,9.82,32.78,4.2,50.0,11.48,50.0,4.74,44.19,44.78,12.58,44.79,11.94,67.5,8.66,50.0,11.48,50.0,4.74,49.39,33.35,9.37,42.8,11.41,47.05,6.03,50.0,11.48,50.0,4.74,43.03
202608230203,2026-08-23,02,3R,daily,67.93,19.08,46.78,12.47,47.37,6.08,50.0,11.48,50.0,4.74,53.84,53.36,14.99,52.73,14.06,52.98,6.79,50.0,11.48,50.0,4.74,52.05,50.3,14.13,40.82,10.88,51.6,6.62,50.0,11.48,50.0,4.74,47.84,49.65,13.94,36.85,9.82,36.75,4.71,50.0,11.48,50.0,4.74,44.7,44.78,12.58,46.78,12.47,39.97,5.13,50.0,11.48,50.0,4.74,46.39,33.35,9.37,42.8,11.41,36.06,4.63,50.0,11.48,50.0,4.74,41.62
202608230204,2026-08-23,02,4R,daily,67.93,19.08,42.8,11.41,52.02,6.67,50.0,11.48,50.0,4.74,53.38,53.36,14.99,58.69,15.64,60.53,7.76,50.0,11.48,50.0,4.74,54.61,50.3,14.13,50.75,13.53,36.38,4.67,50.0,11.48,50.0,4.74,48.54,49.65,13.94,36.85,9.82,61.18,7.85,50.0,11.48,50.0,4.74,47.83,44.78,12.58,42.8,11.41,40.75,5.23,50.0,11.48,50.0,4.74,45.43,33.35,9.37,44.79,11.94,29.41,3.77,50.0,11.48,50.0,4.74,41.29
202608230205,2026-08-23,02,5R,daily,67.93,19.08,48.76,13.0,28.7,3.68,50.0,11.48,50.0,4.74,51.97,53.36,14.99,46.78,12.47,57.13,7.33,50.0,11.48,50.0,4.74,51.0,50.3,14.13,46.78,12.47,58.87,7.55,50.0,11.48,50.0,4.74,50.36,49.65,13.94,48.76,13.0,56.64,7.26,50.0,11.48,50.0,4.74,50.42,44.78,12.58,46.78,12.47,20.81,2.67,50.0,11.48,50.0,4.74,43.93,33.35,9.37,42.8,11.41,43.55,5.59,50.0,11.48,50.0,4.74,42.58
202608230206,2026-08-23,02,6R,daily,67.93,19.08,42.8,11.41,47.05,6.03,50.0,11.48,50.0,4.74,52.74,53.36,14.99,38.83,10.35,61.05,7.83,50.0,11.48,50.0,4.74,49.38,50.3,14.13,48.76,13.0,56.59,7.26,50.0,11.48,50.0,4.74,50.6,49.65,13.94,50.75,13.53,42.32,5.43,50.0,11.48,50.0,4.74,49.12,44.78,12.58,36.85,9.82,32.78,4.2,50.0,11.48,50.0,4.74,42.82,33.35,9.37,58.69,15.64,44.84,5.75,50.0,11.48,50.0,4.74,46.98
202608230207,2026-08-23,02,7R,daily,67.93,19.08,52.73,14.06,61.4,7.87,50.0,11.48,50.0,4.74,57.23,53.36,14.99,46.78,12.47,39.97,5.13,50.0,11.48,50.0,4.74,48.8,50.3,14.13,42.8,11.41,36.06,4.63,50.0,11.48,50.0,4.74,46.38,49.65,13.94,42.8,11.41,66.41,8.52,50.0,11.48,50.0,4.74,50.09,44.78,12.58,44.79,11.94,46.48,5.96,50.0,11.48,50.0,4.74,46.69,33.35,9.37,32.87,8.76,53.19,6.82,50.0,11.48,50.0,4.74,41.17
202608230208,2026-08-23,02,8R,daily,67.93,19.08,46.78,12.47,53.93,6.92,50.0,11.48,50.0,4.74,54.68,53.36,14.99,42.8,11.41,40.75,5.23,50.0,11.48,50.0,4.74,47.84,50.3,14.13,44.79,11.94,36.18,4.64,50.0,11.48,50.0,4.74,46.92,49.65,13.94,42.8,11.41,36.44,4.67,50.0,11.48,50.0,4.74,46.24,44.78,12.58,40.82,10.88,51.6,6.62,50.0,11.48,50.0,4.74,46.29,33.35,9.37,48.76,13.0,43.42,5.57,50.0,11.48,50.0,4.74,44.15
202608230209,2026-08-23,02,9R,daily,67.93,19.08,50.75,13.53,36.38,4.67,50.0,11.48,50.0,4.74,53.49,53.36,14.99,44.79,11.94,67.5,8.66,50.0,11.48,50.0,4.74,51.8,50.3,14.13,46.78,12.47,20.81,2.67,50.0,11.48,50.0,4.74,45.48,49.65,13.94,48.76,13.0,28.7,3.68,50.0,11.48,50.0,4.74,46.84,44.78,12.58,46.78,12.47,42.68,5.47,50.0,11.48,50.0,4.74,46.74,33.35,9.37,36.85,9.82,61.18,7.85,50.0,11.48,50.0,4.74,43.25
202608230210,2026-08-23,02,10R,daily,67.93,19.08,50.75,13.53,42.32,5.43,50.0,11.48,50.0,4.74,54.25,53.36,14.99,48.76,13.0,56.59,7.26,50.0,11.48,50.0,4.74,51.46,50.3,14.13,52.73,14.06,52.98,6.79,50.0,11.48,50.0,4.74,51.2,49.65,13.94,50.75,13.53,52.99,6.8,50.0,11.48,50.0,4.74,50.48,44.78,12.58,36.85,9.82,36.75,4.71,50.0,11.48,50.0,4.74,43.33,33.35,9.37,42.8,11.41,52.02,6.67,50.0,11.48,50.0,4.74,43.66
