レースコード,タイトル,レース日,レース場,レース回,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃),艇1_艇番,艇1_コース,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト調整,艇1_スタート展示,艇2_艇番,艇2_コース,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト調整,艇2_スタート展示,艇3_艇番,艇3_コース,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト調整,艇3_スタート展示,艇4_艇番,艇4_コース,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト調整,艇4_スタート展示,艇5_艇番,艇5_コース,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト調整,艇5_スタート展示,艇6_艇番,艇6_コース,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト調整,艇6_スタート展示
202503220112,みどり市発足１９周年記念　市議会議長杯,2025-03-22,1,12R,1.0,2,1.0,1,14.0,11.0,1,1,52.0,0.0,6.86,-0.5,0.04,2,2,51.0,1.0,6.81,-0.5,0.04,3,3,52.6,0.0,6.88,-0.5,-0.01,4,4,53.9,0.0,6.71,0.0,0.02,5,5,52.7,0.0,6.93,0.0,0.08,6,6,54.0,0.0,6.81,-0.5,0.03
202503220201,ベストオブミス埼玉カップ,2025-03-22,2,01R,2.0,1,2.0,1,20.0,12.0,1,1,46.5,0.5,6.75,0.0,0.07,2,4,45.5,1.5,6.72,0.0,0.09,3,2,52.7,0.0,6.77,0.0,0.05,4,5,52.5,0.0,6.77,0.0,-0.04,5,3,50.5,1.5,6.74,0.0,0.01,6,6,46.5,0.5,6.83,-0.5,-0.01
202503220202,ベストオブミス埼玉カップ,2025-03-22,2,02R,0.0,1,0.0,1,13.0,11.0,1,1,53.7,0.0,6.74,0.0,-0.04,2,2,52.6,0.0,6.74,0.0,0.01,3,3,51.5,0.5,6.81,-0.5,0.01,4,4,53.3,0.0,6.71,-0.5,0.03,5,5,52.0,0.0,6.74,0.0,0.01,6,6,47.0,0.0,6.82,0.0,0.1
202503220203,ベストオブミス埼玉カップ,2025-03-22,2,03R,0.0,1,0.0,1,15.0,11.0,1,1,51.0,1.0,6.72,-0.5,0.07,2,2,52.0,0.0,6.74,-0.5,0.05,3,3,53.1,0.0,6.72,-0.5,0.06,4,4,52.9,0.0,6.78,-0.5,0.14,5,6,52.0,0.0,6.86,-0.5,0.24,6,5,53.6,0.0,6.78,-0.5,0.16
202503220204,ベストオブミス埼玉カップ,2025-03-22,2,04R,0.0,1,0.0,1,18.0,11.0,1,1,52.0,0.0,6.76,0.0,0.12,2,2,55.1,0.0,6.72,-0.5,0.17,3,3,53.2,0.0,6.79,-0.5,0.12,4,4,47.0,0.0,6.76,-0.5,0.07,5,5,46.5,0.5,6.77,-0.5,0.11,6,6,52.8,0.0,6.83,0.0,0.01
202503220205,ベストオブミス埼玉カップ,2025-03-22,2,05R,3.0,1,2.0,1,18.0,12.0,1,1,51.5,0.5,6.73,0.0,0.19,2,2,46.0,1.0,6.72,-0.5,0.05,3,3,53.3,0.0,6.71,-0.5,0.17,4,4,52.0,0.0,6.82,-0.5,0.13,5,5,52.6,0.0,6.76,-0.5,0.17,6,6,53.4,0.0,6.71,-0.5,0.14
202503220206,ベストオブミス埼玉カップ,2025-03-22,2,06R,0.0,1,0.0,1,19.0,12.0,1,1,52.5,0.0,6.74,0.0,0.14,2,2,52.0,0.0,6.8,-0.5,0.16,3,3,52.0,0.0,6.74,-0.5,0.09,4,4,52.0,0.0,6.79,-0.5,0.18,5,5,47.0,0.0,6.81,0.0,0.21,6,6,51.5,0.5,6.73,-0.5,0.04
202503220207,ベストオブミス埼玉カップ,2025-03-22,2,07R,0.0,1,0.0,1,19.0,12.0,1,1,53.3,0.0,6.75,-0.5,0.22,2,2,53.4,0.0,6.73,-0.5,0.11,3,3,52.0,0.0,6.69,0.0,0.01,4,4,55.3,0.0,6.84,0.0,0.14,5,5,46.5,0.5,6.79,-0.5,0.15,6,6,53.1,0.0,6.78,-0.5,0.39
202503220208,ベストオブミス埼玉カップ,2025-03-22,2,08R,1.0,2,1.0,1,20.0,12.0,1,1,50.5,1.5,6.73,0.0,-0.13,2,2,52.8,0.0,6.68,0.0,0.11,3,4,53.7,0.0,6.82,-0.5,0.14,4,5,51.5,0.5,6.79,-0.5,0.14,5,3,50.5,1.5,6.81,-0.5,-0.07,6,6,52.0,0.0,6.91,0.0,0.15
202503220209,ベストオブミス埼玉カップ,2025-03-22,2,09R,1.0,1,1.0,1,20.0,12.0,1,1,53.2,0.0,6.76,-0.5,0.28,2,2,52.9,0.0,6.67,-0.5,0.15,3,3,53.4,0.0,6.72,-0.5,0.04,4,4,52.7,0.0,6.76,0.0,0.34,5,5,54.0,0.0,6.77,-0.5,0.11,6,6,52.6,0.0,6.76,0.0,0.13
202503220210,ベストオブミス埼玉カップ,2025-03-22,2,10R,0.0,1,0.0,1,20.0,12.0,1,1,52.0,0.0,6.86,-0.5,0.24,2,2,52.0,0.0,6.63,0.0,0.14,3,3,52.0,0.0,6.69,-0.5,0.04,4,4,51.5,0.5,6.77,0.0,0.24,5,5,52.0,0.0,6.82,-0.5,0.16,6,6,55.1,0.0,6.77,-0.5,0.08
202503220211,ベストオブミス埼玉カップ,2025-03-22,2,11R,0.0,1,0.0,1,20.0,12.0,1,1,52.0,0.0,6.69,-0.5,-0.03,2,2,53.6,0.0,6.74,-0.5,0.01,3,3,53.3,0.0,6.84,-0.5,0.07,4,4,53.3,0.0,6.74,-0.5,0.06,5,5,47.0,0.0,6.76,-0.5,0.01,6,6,46.0,1.0,6.8,0.0,0.08
202503220212,ベストオブミス埼玉カップ,2025-03-22,2,12R,3.0,1,2.0,1,21.0,12.0,1,1,52.0,0.0,6.71,-0.5,0.08,2,2,52.0,0.0,6.73,-0.5,0.07,3,3,51.5,0.5,6.67,-0.5,-0.04,4,4,53.7,0.0,6.74,-0.5,0.25,5,5,52.0,0.0,6.8,0.0,0.19,6,6,52.0,0.0,6.8,0.0,0.16
202503220501,多摩川巧者決定戦！第２０回澤乃井カップ,2025-03-22,5,01R,1.0,,0.0,1,22.0,15.0,1,1,54.5,0.0,6.78,-0.5,0.12,2,2,53.4,0.0,6.78,-0.5,-0.09,3,3,52.0,0.0,6.73,0.0,-0.07,4,6,52.4,0.0,6.77,-0.5,0.19,5,4,52.0,0.0,6.75,-0.5,0.23,6,5,52.9,0.0,6.87,-0.5,0.14
202503220502,多摩川巧者決定戦！第２０回澤乃井カップ,2025-03-22,5,02R,3.0,1,2.0,1,20.0,14.0,1,1,52.0,0.0,6.75,0.0,0.26,2,2,54.4,0.0,6.78,-0.5,0.21,3,3,52.3,0.0,6.77,0.0,0.12,4,4,54.5,0.0,6.77,-0.5,0.18,5,5,52.0,0.0,6.75,-0.5,0.13,6,6,53.7,0.0,6.73,-0.5,0.09
202503220503,多摩川巧者決定戦！第２０回澤乃井カップ,2025-03-22,5,03R,4.0,1,2.0,1,21.0,14.0,1,1,51.5,0.5,6.8,-0.5,0.04,2,2,57.5,0.0,6.8,-0.5,-0.07,3,3,52.3,0.0,6.82,-0.5,0.06,4,4,52.2,0.0,6.83,-0.5,0.09,5,5,52.0,0.0,6.85,0.0,0.03,6,6,54.4,0.0,6.75,-0.5,-0.01
202503220504,多摩川巧者決定戦！第２０回澤乃井カップ,2025-03-22,5,04R,2.0,,2.0,1,21.0,14.0,1,1,51.5,0.5,6.75,-0.5,0.22,2,2,52.0,0.0,6.79,-0.5,0.05,3,3,51.5,0.5,6.68,0.0,0.15,4,4,53.8,0.0,6.77,-0.5,0.12,5,5,52.0,0.0,6.8,-0.5,0.11,6,6,50.5,1.5,6.83,-0.5,0.15
