レースコード,レース日,レース場コード,レース回,状態,1枠_コースpt,1枠_寄与_コースpt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_コースpt,2枠_寄与_コースpt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_コースpt,3枠_寄与_コースpt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_コースpt,4枠_寄与_コースpt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_コースpt,5枠_寄与_コースpt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_コースpt,6枠_寄与_コースpt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202608050101,2026-08-05,01,1R,daily,61.77,22.29,38.32,8.15,42.16,5.63,50.0,10.96,50.0,3.69,50.72,50.48,18.22,42.36,9.01,44.1,5.89,50.0,10.96,50.0,3.69,47.76,50.72,18.3,40.34,8.58,40.61,5.42,50.0,10.96,50.0,3.69,46.95,49.77,17.96,46.39,9.86,53.11,7.09,50.0,10.96,50.0,3.69,49.57,46.27,16.7,46.39,9.86,51.49,6.87,50.0,10.96,50.0,3.69,48.09,40.89,14.76,42.36,9.01,44.77,5.98,50.0,10.96,50.0,3.69,44.39
202608050102,2026-08-05,01,2R,daily,61.18,22.08,52.44,11.15,64.47,8.6,50.0,10.96,50.0,3.69,56.49,49.6,17.9,42.36,9.01,55.29,7.38,50.0,10.96,50.0,3.69,48.94,51.31,18.52,42.36,9.01,56.73,7.57,50.0,10.96,50.0,3.69,49.75,48.0,17.32,48.41,10.29,39.58,5.28,50.0,10.96,50.0,3.69,47.55,47.45,17.12,36.31,7.72,52.72,7.04,50.0,10.96,50.0,3.69,46.53,42.36,15.29,46.39,9.86,50.39,6.73,50.0,10.96,50.0,3.69,46.53
202608050103,2026-08-05,01,3R,daily,61.88,22.33,44.38,9.43,64.76,8.64,50.0,10.96,50.0,3.69,55.06,48.46,17.49,40.34,8.58,50.98,6.8,50.0,10.96,50.0,3.69,47.52,51.37,18.54,44.38,9.43,46.33,6.18,50.0,10.96,50.0,3.69,48.81,48.34,17.44,38.32,8.15,66.72,8.9,50.0,10.96,50.0,3.69,49.15,47.49,17.14,36.31,7.72,49.05,6.55,50.0,10.96,50.0,3.69,46.05,42.38,15.29,46.39,9.86,52.11,6.96,50.0,10.96,50.0,3.69,46.76
202608050104,2026-08-05,01,4R,daily,63.24,22.82,46.39,9.86,53.12,7.09,50.0,10.96,50.0,3.69,54.43,49.89,18.0,40.34,8.58,50.65,6.76,50.0,10.96,50.0,3.69,47.99,47.78,17.24,42.36,9.01,50.93,6.8,50.0,10.96,50.0,3.69,47.7,51.24,18.49,38.32,8.15,36.36,4.85,50.0,10.96,50.0,3.69,46.14,44.8,16.17,40.34,8.58,43.09,5.75,50.0,10.96,50.0,3.69,45.15,42.95,15.5,48.41,10.29,50.62,6.76,50.0,10.96,50.0,3.69,47.2
202608050105,2026-08-05,01,5R,daily,63.83,23.04,50.43,10.72,50.87,6.79,50.0,10.96,50.0,3.69,55.2,49.3,17.79,40.34,8.58,47.73,6.37,50.0,10.96,50.0,3.69,47.39,49.25,17.77,46.39,9.86,51.49,6.87,50.0,10.96,50.0,3.69,49.16,50.35,18.17,48.41,10.29,52.49,7.01,50.0,10.96,50.0,3.69,50.12,45.39,16.38,52.44,11.15,52.92,7.06,50.0,10.96,50.0,3.69,49.25,41.78,15.08,38.32,8.15,46.04,6.14,50.0,10.96,50.0,3.69,44.02
202608050106,2026-08-05,01,6R,daily,80.52,29.06,48.41,10.29,59.77,7.98,50.0,10.96,50.0,3.69,61.98,43.43,15.67,40.34,8.58,40.61,5.42,50.0,10.96,50.0,3.69,44.32,43.97,15.87,44.38,9.43,46.68,6.23,50.0,10.96,50.0,3.69,46.18,45.97,16.59,52.44,11.15,37.03,4.94,50.0,10.96,50.0,3.69,47.33,44.23,15.96,42.36,9.01,56.73,7.57,50.0,10.96,50.0,3.69,47.19,41.78,15.08,44.38,9.43,52.15,6.96,50.0,10.96,50.0,3.69,46.13
202608050107,2026-08-05,01,7R,daily,77.63,28.02,48.41,10.29,54.9,7.33,50.0,10.96,50.0,3.69,60.29,43.76,15.79,48.41,10.29,39.58,5.28,50.0,10.96,50.0,3.69,46.02,50.58,18.25,46.39,9.86,37.02,4.94,50.0,10.96,50.0,3.69,47.71,44.83,16.18,42.36,9.01,44.77,5.98,50.0,10.96,50.0,3.69,45.81,42.79,15.44,42.36,9.01,44.1,5.89,50.0,10.96,50.0,3.69,44.98,40.31,14.55,36.31,7.72,49.05,6.55,50.0,10.96,50.0,3.69,43.46
202608050108,2026-08-05,01,8R,daily,70.61,25.48,44.38,9.43,63.63,8.49,50.0,10.96,50.0,3.69,58.06,43.49,15.69,40.34,8.58,43.09,5.75,50.0,10.96,50.0,3.69,44.67,46.14,16.65,46.39,9.86,53.11,7.09,50.0,10.96,50.0,3.69,48.25,47.26,17.05,46.39,9.86,56.57,7.55,50.0,10.96,50.0,3.69,49.12,50.9,18.37,48.41,10.29,39.19,5.23,50.0,10.96,50.0,3.69,48.55,41.51,14.98,36.31,7.72,52.72,7.04,50.0,10.96,50.0,3.69,44.39
202608050109,2026-08-05,01,9R,daily,70.77,25.54,46.39,9.86,52.11,6.96,50.0,10.96,50.0,3.69,57.01,47.43,17.12,38.32,8.15,46.04,6.14,50.0,10.96,50.0,3.69,46.06,47.98,17.31,38.32,8.15,42.16,5.63,50.0,10.96,50.0,3.69,45.74,47.29,17.07,40.34,8.58,47.73,6.37,50.0,10.96,50.0,3.69,46.67,45.22,16.32,38.32,8.15,36.36,4.85,50.0,10.96,50.0,3.69,43.97,41.22,14.87,56.48,12.01,48.72,6.5,50.0,10.96,50.0,3.69,48.04
202608050110,2026-08-05,01,10R,daily,76.08,27.46,46.39,9.86,50.39,6.73,50.0,10.96,50.0,3.69,58.7,46.85,16.91,52.44,11.15,64.47,8.6,50.0,10.96,50.0,3.69,51.32,44.98,16.23,48.41,10.29,52.49,7.01,50.0,10.96,50.0,3.69,48.18,47.34,17.08,48.41,10.29,50.62,6.76,50.0,10.96,50.0,3.69,48.78,43.74,15.78,40.34,8.58,50.98,6.8,50.0,10.96,50.0,3.69,45.82,40.92,14.77,48.41,10.29,59.77,7.98,50.0,10.96,50.0,3.69,47.69
