レースコード,レース日,レース場コード,レース回,状態,1枠_コースpt,1枠_寄与_コースpt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_コースpt,2枠_寄与_コースpt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_コースpt,3枠_寄与_コースpt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_コースpt,4枠_寄与_コースpt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_コースpt,5枠_寄与_コースpt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_コースpt,6枠_寄与_コースpt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202608030101,2026-08-03,01,1R,daily,61.77,22.29,38.32,8.15,38.63,5.16,50.0,10.96,50.0,3.69,50.25,50.48,18.22,42.36,9.01,48.86,6.52,50.0,10.96,50.0,3.69,48.4,50.72,18.3,40.34,8.58,38.04,5.08,50.0,10.96,50.0,3.69,46.61,49.77,17.96,36.31,7.72,44.88,5.99,50.0,10.96,50.0,3.69,46.32,46.27,16.7,52.44,11.15,37.19,4.96,50.0,10.96,50.0,3.69,47.47,40.89,14.76,40.34,8.58,40.01,5.34,50.0,10.96,50.0,3.69,43.33
202608030102,2026-08-03,01,2R,daily,61.18,22.08,40.34,8.58,43.38,5.79,50.0,10.96,50.0,3.69,51.1,49.6,17.9,44.38,9.43,63.64,8.49,50.0,10.96,50.0,3.69,50.48,51.31,18.52,50.43,10.72,47.79,6.38,50.0,10.96,50.0,3.69,50.27,48.0,17.32,38.32,8.15,69.83,9.32,50.0,10.96,50.0,3.69,49.44,47.45,17.12,44.38,9.43,53.23,7.11,50.0,10.96,50.0,3.69,48.32,42.36,15.29,46.39,9.86,46.71,6.23,50.0,10.96,50.0,3.69,46.04
202608030103,2026-08-03,01,3R,daily,61.88,22.33,44.38,9.43,46.26,6.17,50.0,10.96,50.0,3.69,52.59,48.46,17.49,48.41,10.29,37.73,5.04,50.0,10.96,50.0,3.69,47.47,51.37,18.54,46.39,9.86,65.87,8.79,50.0,10.96,50.0,3.69,51.85,48.34,17.44,36.31,7.72,49.86,6.65,50.0,10.96,50.0,3.69,46.47,47.49,17.14,48.41,10.29,56.14,7.49,50.0,10.96,50.0,3.69,49.57,42.38,15.29,46.39,9.86,57.16,7.63,50.0,10.96,50.0,3.69,47.44
202608030104,2026-08-03,01,4R,daily,63.24,22.82,40.34,8.58,44.99,6.01,50.0,10.96,50.0,3.69,52.06,49.89,18.0,38.32,8.15,41.01,5.47,50.0,10.96,50.0,3.69,46.28,47.78,17.24,42.36,9.01,55.09,7.35,50.0,10.96,50.0,3.69,48.25,51.24,18.49,46.39,9.86,59.2,7.9,50.0,10.96,50.0,3.69,50.91,44.8,16.17,48.41,10.29,52.98,7.07,50.0,10.96,50.0,3.69,48.18,42.95,15.5,48.41,10.29,51.28,6.84,50.0,10.96,50.0,3.69,47.29
202608030105,2026-08-03,01,5R,daily,63.83,23.04,42.36,9.01,50.31,6.72,50.0,10.96,50.0,3.69,53.41,49.3,17.79,40.34,8.58,50.76,6.78,50.0,10.96,50.0,3.69,47.8,49.25,17.77,52.44,11.15,53.52,7.14,50.0,10.96,50.0,3.69,50.72,50.35,18.17,48.41,10.29,45.62,6.09,50.0,10.96,50.0,3.69,49.21,45.39,16.38,36.31,7.72,44.88,5.99,50.0,10.96,50.0,3.69,44.74,41.78,15.08,44.38,9.43,65.79,8.78,50.0,10.96,50.0,3.69,47.94
202608030106,2026-08-03,01,6R,daily,80.52,29.06,42.36,9.01,48.86,6.52,50.0,10.96,50.0,3.69,59.24,43.43,15.67,42.36,9.01,55.13,7.36,50.0,10.96,50.0,3.69,46.69,43.97,15.87,46.39,9.86,38.71,5.17,50.0,10.96,50.0,3.69,45.55,45.97,16.59,42.36,9.01,62.52,8.35,50.0,10.96,50.0,3.69,48.59,44.23,15.96,48.41,10.29,46.21,6.17,50.0,10.96,50.0,3.69,47.08,41.78,15.08,44.38,9.43,59.31,7.92,50.0,10.96,50.0,3.69,47.08
202608030107,2026-08-03,01,7R,daily,77.63,28.02,38.32,8.15,47.75,6.37,50.0,10.96,50.0,3.69,57.19,43.76,15.79,40.34,8.58,40.01,5.34,50.0,10.96,50.0,3.69,44.36,50.58,18.25,52.44,11.15,61.75,8.24,50.0,10.96,50.0,3.69,52.3,44.83,16.18,44.38,9.43,53.23,7.11,50.0,10.96,50.0,3.69,47.37,42.79,15.44,56.48,12.01,46.82,6.25,50.0,10.96,50.0,3.69,48.35,40.31,14.55,50.43,10.72,45.31,6.05,50.0,10.96,50.0,3.69,45.97
202608030108,2026-08-03,01,8R,daily,70.61,25.48,42.36,9.01,55.5,7.41,50.0,10.96,50.0,3.69,56.55,43.49,15.69,54.46,11.58,43.79,5.84,50.0,10.96,50.0,3.69,47.77,46.14,16.65,44.38,9.43,48.97,6.54,50.0,10.96,50.0,3.69,47.27,47.26,17.05,40.34,8.58,43.38,5.79,50.0,10.96,50.0,3.69,46.07,50.9,18.37,40.34,8.58,44.99,6.01,50.0,10.96,50.0,3.69,47.6,41.51,14.98,42.36,9.01,42.9,5.73,50.0,10.96,50.0,3.69,44.36
202608030109,2026-08-03,01,9R,daily,70.77,25.54,38.32,8.15,69.83,9.32,50.0,10.96,50.0,3.69,57.66,47.43,17.12,46.39,9.86,49.73,6.64,50.0,10.96,50.0,3.69,48.27,47.98,17.31,44.38,9.43,65.79,8.78,50.0,10.96,50.0,3.69,50.18,47.29,17.07,48.41,10.29,37.73,5.04,50.0,10.96,50.0,3.69,47.05,45.22,16.32,40.34,8.58,38.04,5.08,50.0,10.96,50.0,3.69,44.63,41.22,14.87,38.32,8.15,41.01,5.47,50.0,10.96,50.0,3.69,43.15
202608030110,2026-08-03,01,10R,daily,76.08,27.46,42.36,9.01,62.52,8.35,50.0,10.96,50.0,3.69,59.46,46.85,16.91,48.41,10.29,52.98,7.07,50.0,10.96,50.0,3.69,48.92,44.98,16.23,48.41,10.29,45.62,6.09,50.0,10.96,50.0,3.69,47.27,47.34,17.08,44.38,9.43,52.12,6.96,50.0,10.96,50.0,3.69,48.13,43.74,15.78,36.31,7.72,49.86,6.65,50.0,10.96,50.0,3.69,44.81,40.92,14.77,46.39,9.86,50.6,6.75,50.0,10.96,50.0,3.69,46.04
