レースコード,レース日,レース場コード,レース回,状態,1枠_コースpt,1枠_寄与_コースpt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_コースpt,2枠_寄与_コースpt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_コースpt,3枠_寄与_コースpt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_コースpt,4枠_寄与_コースpt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_コースpt,5枠_寄与_コースpt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_コースpt,6枠_寄与_コースpt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202608010101,2026-08-01,01,1R,daily,61.77,22.29,38.32,8.15,41.87,5.59,50.0,10.96,50.0,3.69,50.68,50.48,18.22,40.34,8.58,45.78,6.11,50.0,10.96,50.0,3.69,47.56,50.72,18.3,42.36,9.01,50.95,6.8,50.0,10.96,50.0,3.69,48.76,49.77,17.96,36.31,7.72,49.93,6.66,50.0,10.96,50.0,3.69,47.0,46.27,16.7,48.41,10.29,36.14,4.82,50.0,10.96,50.0,3.69,46.47,40.89,14.76,46.39,9.86,47.99,6.4,50.0,10.96,50.0,3.69,45.68
202608010102,2026-08-01,01,2R,daily,61.18,22.08,52.44,11.15,56.21,7.5,50.0,10.96,50.0,3.69,55.38,49.6,17.9,38.32,8.15,40.82,5.45,50.0,10.96,50.0,3.69,46.15,51.31,18.52,44.38,9.43,60.84,8.12,50.0,10.96,50.0,3.69,50.73,48.0,17.32,50.43,10.72,45.35,6.05,50.0,10.96,50.0,3.69,48.75,47.45,17.12,46.39,9.86,37.25,4.97,50.0,10.96,50.0,3.69,46.61,42.36,15.29,44.38,9.43,45.57,6.08,50.0,10.96,50.0,3.69,45.46
202608010103,2026-08-01,01,3R,daily,61.88,22.33,52.44,11.15,35.71,4.77,50.0,10.96,50.0,3.69,52.9,48.46,17.49,48.41,10.29,51.34,6.85,50.0,10.96,50.0,3.69,49.29,51.37,18.54,46.39,9.86,54.1,7.22,50.0,10.96,50.0,3.69,50.27,48.34,17.44,40.34,8.58,35.68,4.76,50.0,10.96,50.0,3.69,45.44,47.49,17.14,36.31,7.72,45.97,6.14,50.0,10.96,50.0,3.69,45.64,42.38,15.29,42.36,9.01,55.2,7.37,50.0,10.96,50.0,3.69,46.32
202608010104,2026-08-01,01,4R,daily,63.24,22.82,42.36,9.01,57.85,7.72,50.0,10.96,50.0,3.69,54.2,49.89,18.0,48.41,10.29,54.38,7.26,50.0,10.96,50.0,3.69,50.21,47.78,17.24,44.38,9.43,53.75,7.17,50.0,10.96,50.0,3.69,48.5,51.24,18.49,48.41,10.29,41.98,5.6,50.0,10.96,50.0,3.69,49.04,44.8,16.17,52.44,11.15,46.54,6.21,50.0,10.96,50.0,3.69,48.18,42.95,15.5,46.39,9.86,49.98,6.67,50.0,10.96,50.0,3.69,46.69
202608010105,2026-08-01,01,5R,daily,63.83,23.04,40.34,8.58,39.06,5.21,50.0,10.96,50.0,3.69,51.48,49.3,17.79,46.39,9.86,47.99,6.4,50.0,10.96,50.0,3.69,48.71,49.25,17.77,38.32,8.15,62.18,8.3,50.0,10.96,50.0,3.69,48.87,50.35,18.17,40.34,8.58,50.62,6.76,50.0,10.96,50.0,3.69,48.16,45.39,16.38,46.39,9.86,57.46,7.67,50.0,10.96,50.0,3.69,48.57,41.78,15.08,56.48,12.01,46.25,6.17,50.0,10.96,50.0,3.69,47.91
202608010106,2026-08-01,01,6R,daily,80.52,29.06,44.38,9.43,65.56,8.75,50.0,10.96,50.0,3.69,61.89,43.43,15.67,40.34,8.58,50.17,6.7,50.0,10.96,50.0,3.69,45.6,43.97,15.87,38.32,8.15,40.82,5.45,50.0,10.96,50.0,3.69,44.12,45.97,16.59,42.36,9.01,52.97,7.07,50.0,10.96,50.0,3.69,47.32,44.23,15.96,36.31,7.72,49.93,6.66,50.0,10.96,50.0,3.69,45.0,41.78,15.08,38.32,8.15,51.72,6.9,50.0,10.96,50.0,3.69,44.78
202608010107,2026-08-01,01,7R,daily,77.63,28.02,50.43,10.72,45.35,6.05,50.0,10.96,50.0,3.69,59.44,43.76,15.79,44.38,9.43,42.57,5.68,50.0,10.96,50.0,3.69,45.56,50.58,18.25,54.46,11.58,33.02,4.41,50.0,10.96,50.0,3.69,48.89,44.83,16.18,42.36,9.01,47.94,6.4,50.0,10.96,50.0,3.69,46.23,42.79,15.44,42.36,9.01,50.95,6.8,50.0,10.96,50.0,3.69,45.9,40.31,14.55,40.34,8.58,35.68,4.76,50.0,10.96,50.0,3.69,42.54
202608010108,2026-08-01,01,8R,daily,70.61,25.48,48.41,10.29,54.38,7.26,50.0,10.96,50.0,3.69,57.68,43.49,15.69,44.38,9.43,45.57,6.08,50.0,10.96,50.0,3.69,45.86,46.14,16.65,40.34,8.58,45.78,6.11,50.0,10.96,50.0,3.69,45.99,47.26,17.05,36.31,7.72,45.97,6.14,50.0,10.96,50.0,3.69,45.56,50.9,18.37,48.41,10.29,47.92,6.4,50.0,10.96,50.0,3.69,49.71,41.51,14.98,42.36,9.01,42.03,5.61,50.0,10.96,50.0,3.69,44.25
202608010109,2026-08-01,01,9R,daily,70.77,25.54,50.43,10.72,47.91,6.39,50.0,10.96,50.0,3.69,57.31,47.43,17.12,44.38,9.43,53.75,7.17,50.0,10.96,50.0,3.69,48.38,47.98,17.31,48.41,10.29,36.14,4.82,50.0,10.96,50.0,3.69,47.08,47.29,17.07,52.44,11.15,56.21,7.5,50.0,10.96,50.0,3.69,50.37,45.22,16.32,42.36,9.01,51.89,6.93,50.0,10.96,50.0,3.69,46.9,41.22,14.87,48.41,10.29,50.45,6.73,50.0,10.96,50.0,3.69,46.55
202608010110,2026-08-01,01,10R,daily,76.08,27.46,52.44,11.15,46.54,6.21,50.0,10.96,50.0,3.69,59.47,46.85,16.91,42.36,9.01,55.2,7.37,50.0,10.96,50.0,3.69,47.93,44.98,16.23,44.38,9.43,65.56,8.75,50.0,10.96,50.0,3.69,49.07,47.34,17.08,46.39,9.86,56.67,7.56,50.0,10.96,50.0,3.69,49.16,43.74,15.78,38.32,8.15,62.18,8.3,50.0,10.96,50.0,3.69,46.88,40.92,14.77,44.38,9.43,48.04,6.41,50.0,10.96,50.0,3.69,45.27
202608010111,2026-08-01,01,11R,daily,78.51,28.33,46.39,9.86,37.25,4.97,50.0,10.96,50.0,3.69,57.82,45.95,16.58,56.48,12.01,46.25,6.17,50.0,10.96,50.0,3.69,49.42,45.28,16.34,44.38,9.43,66.17,8.83,50.0,10.96,50.0,3.69,49.26,46.73,16.86,44.38,9.43,42.57,5.68,50.0,10.96,50.0,3.69,46.63,42.53,15.35,46.39,9.86,49.98,6.67,50.0,10.96,50.0,3.69,46.53,40.92,14.77,38.32,8.15,39.86,5.32,50.0,10.96,50.0,3.69,42.89
202608010112,2026-08-01,01,12R,daily,78.81,28.44,54.46,11.58,33.02,4.41,50.0,10.96,50.0,3.69,59.08,45.04,16.25,48.41,10.29,47.92,6.4,50.0,10.96,50.0,3.69,47.59,46.2,16.67,46.39,9.86,37.61,5.02,50.0,10.96,50.0,3.69,46.21,44.91,16.21,48.41,10.29,51.34,6.85,50.0,10.96,50.0,3.69,48.0,44.34,16.0,48.41,10.29,41.98,5.6,50.0,10.96,50.0,3.69,46.55,40.62,14.66,40.34,8.58,50.62,6.76,50.0,10.96,50.0,3.69,44.64
