レースコード,レース日,レース場コード,レース回,状態,1枠_コースpt,1枠_寄与_コースpt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_コースpt,2枠_寄与_コースpt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_コースpt,3枠_寄与_コースpt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_コースpt,4枠_寄与_コースpt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_コースpt,5枠_寄与_コースpt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_コースpt,6枠_寄与_コースpt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202608080201,2026-08-08,02,1R,daily,68.9,19.09,46.78,12.45,43.71,6.1,50.0,11.41,50.0,4.44,53.5,51.16,14.18,46.78,12.45,42.84,5.98,50.0,11.41,50.0,4.44,48.46,48.07,13.32,42.8,11.4,44.19,6.17,50.0,11.41,50.0,4.44,46.74,49.45,13.7,48.76,12.98,48.39,6.75,50.0,11.41,50.0,4.44,49.29,43.05,11.93,44.79,11.92,44.19,6.17,50.0,11.41,50.0,4.44,45.88,39.22,10.87,48.76,12.98,45.51,6.35,50.0,11.41,50.0,4.44,46.06
202608080201,2026-08-08,02,1R,realtime,68.9,19.09,46.78,12.45,44.48,6.21,64.49,14.72,52.16,4.63,57.11,51.16,14.18,46.78,12.45,42.77,5.97,55.44,12.65,34.75,3.09,48.34,49.45,13.7,42.8,11.4,44.46,6.21,35.22,8.04,62.21,5.53,44.87,48.07,13.32,48.76,12.98,49.09,6.85,50.76,11.58,46.3,4.11,48.85,43.05,11.93,44.79,11.92,44.46,6.21,44.26,10.1,52.21,4.64,44.8,39.22,10.87,48.76,12.98,46.04,6.43,49.79,11.36,52.22,4.64,46.28
202608080202,2026-08-08,02,2R,daily,65.73,18.22,44.79,11.92,46.37,6.47,50.0,11.41,50.0,4.44,52.47,54.32,15.05,42.8,11.4,41.23,5.76,50.0,11.41,50.0,4.44,48.06,50.44,13.98,56.71,15.1,43.89,6.13,50.0,11.41,50.0,4.44,51.05,46.69,12.94,42.8,11.4,44.91,6.27,50.0,11.41,50.0,4.44,46.46,43.44,12.04,48.76,12.98,46.51,6.49,50.0,11.41,50.0,4.44,47.37,39.22,10.87,52.73,14.04,53.6,7.48,50.0,11.41,50.0,4.44,48.24
202608080202,2026-08-08,02,2R,realtime,65.73,18.22,44.79,11.92,46.05,6.43,65.46,14.94,52.74,4.68,56.19,54.32,15.05,42.8,11.4,41.82,5.84,56.51,12.9,34.62,3.07,48.26,50.44,13.98,56.71,15.1,43.84,6.12,49.61,11.32,46.41,4.12,50.64,46.69,12.94,42.8,11.4,44.48,6.21,37.26,8.5,61.86,5.49,44.54,43.44,12.04,48.76,12.98,46.32,6.47,32.19,7.35,52.1,4.63,43.46,39.22,10.87,52.73,14.04,53.45,7.46,58.95,13.45,52.12,4.63,50.45
202608080203,2026-08-08,02,3R,daily,61.92,17.16,42.8,11.4,47.56,6.64,50.0,11.41,50.0,4.44,51.05,50.84,14.09,76.56,20.38,46.53,6.5,50.0,11.41,50.0,4.44,56.82,52.89,14.66,48.76,12.98,65.57,9.15,50.0,11.41,50.0,4.44,52.65,51.1,14.16,40.82,10.87,43.91,6.13,50.0,11.41,50.0,4.44,47.01,43.87,12.16,52.73,14.04,48.01,6.7,50.0,11.41,50.0,4.44,48.75,39.22,10.87,48.76,12.98,37.63,5.25,50.0,11.41,50.0,4.44,44.96
202608080203,2026-08-08,02,3R,realtime,61.92,17.16,42.8,11.4,47.14,6.58,61.79,14.1,54.7,4.86,54.1,50.84,14.09,76.56,20.38,46.52,6.49,53.55,12.22,19.12,1.7,54.89,52.89,14.66,48.76,12.98,66.71,9.31,43.98,10.04,42.85,3.81,50.8,51.1,14.16,40.82,10.87,44.57,6.22,24.32,5.55,74.54,6.62,43.42,43.87,12.16,52.73,14.04,47.59,6.64,66.5,15.18,55.27,4.91,52.93,39.22,10.87,48.76,12.98,38.47,5.37,49.83,11.37,53.37,4.74,45.34
202608080204,2026-08-08,02,4R,daily,61.52,17.05,48.76,12.98,44.52,6.21,50.0,11.41,50.0,4.44,52.1,54.02,14.97,80.54,21.44,57.55,8.03,50.0,11.41,50.0,4.44,60.3,52.5,14.55,46.78,12.45,58.35,8.15,50.0,11.41,50.0,4.44,51.0,52.29,14.49,46.78,12.45,55.5,7.75,50.0,11.41,50.0,4.44,50.54,41.09,11.39,66.63,17.74,51.14,7.14,50.0,11.41,50.0,4.44,52.12,38.43,10.65,42.8,11.4,47.61,6.65,50.0,11.41,50.0,4.44,44.54
202608080204,2026-08-08,02,4R,realtime,61.52,17.05,48.76,12.98,44.42,6.2,41.45,9.46,54.7,4.86,50.55,54.02,14.97,80.54,21.44,57.47,8.02,45.87,10.47,19.12,1.7,56.6,52.5,14.55,46.78,12.45,58.61,8.18,52.37,11.95,42.85,3.81,50.94,52.29,14.49,46.78,12.45,55.66,7.77,38.12,8.7,74.54,6.62,50.04,41.09,11.39,66.63,17.74,50.29,7.02,63.7,14.54,55.27,4.91,55.59,38.43,10.65,42.8,11.4,48.06,6.71,58.45,13.34,53.37,4.74,46.83
202608080205,2026-08-08,02,5R,daily,69.06,19.14,52.73,14.04,45.26,6.32,50.0,11.41,50.0,4.44,55.35,47.66,13.21,42.8,11.4,44.52,6.21,50.0,11.41,50.0,4.44,46.67,50.51,14.0,42.8,11.4,54.0,7.54,50.0,11.41,50.0,4.44,48.78,52.69,14.6,66.63,17.74,54.42,7.6,50.0,11.41,50.0,4.44,55.79,41.49,11.5,46.78,12.45,42.84,5.98,50.0,11.41,50.0,4.44,45.78,38.43,10.65,34.86,9.28,46.41,6.48,50.0,11.41,50.0,4.44,42.26
202608080205,2026-08-08,02,5R,realtime,69.06,19.14,52.73,14.04,45.48,6.35,63.05,14.39,57.67,5.12,59.04,47.66,13.21,42.8,11.4,44.42,6.2,46.46,10.6,-11.33,-1.01,40.4,50.51,14.0,42.8,11.4,54.93,7.67,42.13,9.61,35.37,3.14,45.82,52.69,14.6,66.63,17.74,54.68,7.63,59.14,13.5,100.18,8.9,62.37,41.49,11.5,46.78,12.45,42.77,5.97,51.42,11.74,60.9,5.41,47.07,38.43,10.65,34.86,9.28,46.25,6.46,37.79,8.63,57.08,5.07,40.08
