レースコード,レース日,レース場,レース回,締切時刻,取得日時,艇1_コース,艇1_スタート展示,艇2_コース,艇2_スタート展示,艇3_コース,艇3_スタート展示,艇4_コース,艇4_スタート展示,艇5_コース,艇5_スタート展示,艇6_コース,艇6_スタート展示
202604080201,2026-04-08,02,01R,,backfill-from-daily,1,-0.14,2,-0.05,3,0.11,4,-0.02,5,0.04,6,0.05
202604080202,2026-04-08,02,02R,,backfill-from-daily,1,0.09,2,-0.01,3,0.05,4,0.03,5,-0.04,6,-0.07
202604080203,2026-04-08,02,03R,,backfill-from-daily,1,0.27,2,0.22,3,0.09,4,0.02,5,-0.03,6,0.01
202604080204,2026-04-08,02,04R,,backfill-from-daily,1,0.14,2,0.22,3,0.03,4,0.03,5,0.08,6,0.09
202604080205,2026-04-08,02,05R,,backfill-from-daily,1,0.09,2,0.34,3,0.19,4,0.13,5,0.29,6,0.31
202604080206,2026-04-08,02,06R,,backfill-from-daily,1,-0.01,2,0.01,3,-0.06,4,0.08,5,0.09,6,0.06
202604080207,2026-04-08,02,07R,,backfill-from-daily,1,-0.08,2,-0.02,3,-0.03,4,0.21,5,0.22,6,0.15
202604080208,2026-04-08,02,08R,,backfill-from-daily,1,-0.01,2,-0.03,3,-0.04,4,-0.1,5,-0.17,6,-0.16
202604080209,2026-04-08,02,09R,,backfill-from-daily,1,-0.05,2,0.01,3,-0.01,4,-0.05,6,0.01,5,-0.06
202604080210,2026-04-08,02,10R,,backfill-from-daily,1,0.02,2,0.01,3,-0.05,4,0.04,5,0.58,6,-0.07
202604080211,2026-04-08,02,11R,,backfill-from-daily,1,0.05,2,0.12,3,0.08,4,0.07,5,0.33,6,0.07
202604080212,2026-04-08,02,12R,,backfill-from-daily,1,-0.09,2,0.07,3,0.03,4,-0.05,5,0.05,6,0.09
202604080701,2026-04-08,07,01R,,backfill-from-daily,1,-0.09,4,0.0,5,-0.13,2,-0.03,3,0.06,6,-0.09
202604080702,2026-04-08,07,02R,,backfill-from-daily,1,-0.16,2,-0.11,3,-0.09,4,-0.14,5,0.07,6,-0.19
202604080703,2026-04-08,07,03R,,backfill-from-daily,1,0.09,2,-0.08,3,-0.08,4,-0.07,5,-0.07,6,-0.11
202604080704,2026-04-08,07,04R,,backfill-from-daily,1,-0.08,2,-0.05,3,-0.01,4,-0.06,5,-0.09,6,-0.09
202604080705,2026-04-08,07,05R,,backfill-from-daily,1,-0.01,2,0.07,3,0.05,4,0.17,5,0.01,6,0.0
202604080706,2026-04-08,07,06R,,backfill-from-daily,1,-0.02,2,0.01,3,0.01,4,0.03,5,0.01,6,0.05
202604080707,2026-04-08,07,07R,,backfill-from-daily,1,-0.03,2,-0.09,3,-0.04,4,-0.21,5,-0.07,6,-0.15
202604080708,2026-04-08,07,08R,,backfill-from-daily,1,0.06,2,0.0,3,0.11,4,0.03,5,0.08,6,-0.01
202604080709,2026-04-08,07,09R,,backfill-from-daily,1,-0.05,2,-0.06,3,-0.04,4,0.07,5,0.1,6,0.11
202604080710,2026-04-08,07,10R,,backfill-from-daily,1,0.09,2,0.09,3,0.06,4,0.17,5,0.04,6,0.3
202604080711,2026-04-08,07,11R,,backfill-from-daily,1,0.11,2,0.19,3,0.1,4,-0.01,5,0.03,6,-0.06
202604080712,2026-04-08,07,12R,,backfill-from-daily,1,0.15,2,0.14,3,0.19,4,0.22,5,0.21,6,0.21
202604080801,2026-04-08,08,01R,,backfill-from-daily,1,0.01,2,-0.01,3,0.0,4,0.01,5,-0.02,6,-0.16
202604080802,2026-04-08,08,02R,,backfill-from-daily,1,0.14,2,0.12,3,0.09,4,0.01,5,0.0,6,0.23
202604080803,2026-04-08,08,03R,,backfill-from-daily,1,0.15,2,0.14,3,0.09,6,0.25,4,0.03,5,0.18
202604080804,2026-04-08,08,04R,,backfill-from-daily,1,0.21,2,0.26,3,0.11,5,0.0,6,0.03,4,0.01
202604080805,2026-04-08,08,05R,,backfill-from-daily,1,0.04,2,0.1,3,0.03,4,-0.05,5,0.05,6,-0.03
202604080806,2026-04-08,08,06R,,backfill-from-daily,1,0.05,2,0.07,3,0.06,6,-0.07,4,-0.09,5,-0.07
202604080807,2026-04-08,08,07R,,backfill-from-daily,1,0.05,2,0.23,3,0.05,4,0.05,5,0.04,6,0.02
202604080808,2026-04-08,08,08R,,backfill-from-daily,1,0.2,2,0.25,3,0.15,4,0.03,5,0.16,6,-0.01
202604080809,2026-04-08,08,09R,,backfill-from-daily,1,-0.09,2,-0.02,3,-0.02,4,-0.01,5,0.1,6,0.27
202604080810,2026-04-08,08,10R,,backfill-from-daily,1,0.06,2,0.1,3,0.18,4,0.03,5,0.0,6,0.27
202604080811,2026-04-08,08,11R,,backfill-from-daily,1,0.16,2,0.45,3,0.23,4,0.12,5,0.21,6,0.1
