レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_展開優位pt,1枠_寄与_展開優位pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_展開優位pt,2枠_寄与_展開優位pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_展開優位pt,3枠_寄与_展開優位pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_展開優位pt,4枠_寄与_展開優位pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_展開優位pt,5枠_寄与_展開優位pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_展開優位pt,6枠_寄与_展開優位pt,6枠_強さpt
202606280101,2026-06-28,01,1R,daily,66.9,23.42,48.47,10.61,38.76,4.25,50.0,10.06,50.0,4.94,50.0,1.06,54.35,48.67,17.04,46.52,10.19,50.32,5.52,50.0,10.06,50.0,4.94,50.0,1.06,48.81,50.83,17.8,62.16,13.61,55.49,6.08,50.0,10.06,50.0,4.94,50.0,1.06,53.56,50.16,17.56,52.38,11.47,57.54,6.31,50.0,10.06,50.0,4.94,50.0,1.06,51.41,46.89,16.42,44.56,9.76,46.8,5.13,50.0,10.06,50.0,4.94,50.0,1.06,47.37,35.67,12.49,50.43,11.04,68.96,7.56,50.0,10.06,50.0,4.94,50.0,1.06,47.16
202606280101,2026-06-28,01,1R,realtime,66.9,23.42,48.47,10.61,38.76,4.25,51.9,10.45,43.18,4.27,49.89,1.06,54.06,48.67,17.04,46.52,10.19,50.32,5.52,51.87,10.44,43.46,4.29,49.89,1.06,48.53,50.83,17.8,62.16,13.61,55.49,6.08,65.76,13.23,37.65,3.72,49.89,1.06,55.51,50.16,17.56,52.38,11.47,57.54,6.31,32.52,6.54,53.85,5.32,49.89,1.06,48.27,46.89,16.42,44.56,9.76,46.8,5.13,31.75,6.39,67.89,6.71,49.89,1.06,45.46,35.67,12.49,50.43,11.04,68.96,7.56,66.11,13.3,53.88,5.32,49.89,1.06,50.78
202606280102,2026-06-28,01,2R,daily,66.9,23.42,44.56,9.76,53.12,5.82,50.0,10.06,50.0,4.94,50.0,1.06,55.07,48.67,17.04,48.47,10.61,55.4,6.07,50.0,10.06,50.0,4.94,50.0,1.06,49.79,50.83,17.8,46.52,10.19,68.35,7.49,50.0,10.06,50.0,4.94,50.0,1.06,51.54,50.16,17.56,54.34,11.9,57.51,6.31,50.0,10.06,50.0,4.94,50.0,1.06,51.83,46.89,16.42,52.38,11.47,41.6,4.56,50.0,10.06,50.0,4.94,50.0,1.06,48.51,35.67,12.49,46.52,10.19,34.79,3.81,50.0,10.06,50.0,4.94,50.0,1.06,42.55
202606280102,2026-06-28,01,2R,realtime,66.9,23.42,44.56,9.76,53.12,5.82,59.12,11.9,46.0,4.54,49.89,1.06,56.51,48.67,17.04,48.47,10.61,55.4,6.07,43.71,8.8,42.24,4.17,49.89,1.06,47.76,50.83,17.8,46.52,10.19,68.35,7.49,52.85,10.64,40.52,4.0,49.89,1.06,51.17,35.67,12.49,54.34,11.9,57.51,6.31,54.92,11.05,50.54,4.99,5.16,0.11,46.85,50.16,17.56,52.38,11.47,41.6,4.56,47.46,9.55,52.94,5.23,59.99,1.27,49.65,46.89,16.42,46.52,10.19,34.79,3.81,41.87,8.43,67.66,6.68,84.53,1.79,47.32
202606280103,2026-06-28,01,3R,daily,66.9,23.42,44.56,9.76,37.55,4.12,50.0,10.06,50.0,4.94,50.0,1.06,53.36,48.67,17.04,52.38,11.47,59.96,6.57,50.0,10.06,50.0,4.94,50.0,1.06,51.15,50.83,17.8,52.38,11.47,73.87,8.1,50.0,10.06,50.0,4.94,50.0,1.06,53.43,50.16,17.56,48.47,10.61,44.63,4.89,50.0,10.06,50.0,4.94,50.0,1.06,49.13,46.89,16.42,46.52,10.19,53.32,5.85,50.0,10.06,50.0,4.94,50.0,1.06,48.51,35.67,12.49,46.52,10.19,52.3,5.73,50.0,10.06,50.0,4.94,50.0,1.06,44.47
202606280103,2026-06-28,01,3R,realtime,66.9,23.42,44.56,9.76,37.55,4.12,59.27,11.93,47.23,4.67,49.89,1.06,54.95,48.67,17.04,52.38,11.47,59.96,6.57,50.84,10.23,45.35,4.48,49.89,1.06,50.86,50.83,17.8,52.38,11.47,73.87,8.1,58.28,11.73,37.51,3.71,49.89,1.06,53.86,35.67,12.49,48.47,10.61,44.63,4.89,47.98,9.66,51.55,5.09,5.16,0.11,42.85,50.16,17.56,46.52,10.19,53.32,5.85,38.12,7.67,51.57,5.09,59.99,1.27,47.63,46.89,16.42,46.52,10.19,52.3,5.73,45.43,9.14,66.68,6.59,84.53,1.79,49.86
202606280104,2026-06-28,01,4R,daily,66.9,23.42,44.56,9.76,61.67,6.76,50.0,10.06,50.0,4.94,50.0,1.06,56.01,48.67,17.04,46.52,10.19,58.65,6.43,50.0,10.06,50.0,4.94,50.0,1.06,49.72,50.83,17.8,58.25,12.75,45.06,4.94,50.0,10.06,50.0,4.94,50.0,1.06,51.56,50.16,17.56,48.47,10.61,36.23,3.97,50.0,10.06,50.0,4.94,50.0,1.06,48.21,46.89,16.42,64.12,14.04,43.37,4.76,50.0,10.06,50.0,4.94,50.0,1.06,51.28,35.67,12.49,50.43,11.04,64.66,7.09,50.0,10.06,50.0,4.94,50.0,1.06,46.68
202606280104,2026-06-28,01,4R,realtime,66.9,23.42,44.56,9.76,61.67,6.76,58.53,11.78,46.0,4.54,49.89,1.06,57.33,48.67,17.04,46.52,10.19,58.65,6.43,52.99,10.66,42.24,4.17,49.89,1.06,49.55,50.83,17.8,58.25,12.75,45.06,4.94,53.72,10.81,40.52,4.0,49.89,1.06,51.37,50.16,17.56,48.47,10.61,36.23,3.97,31.35,6.31,52.94,5.23,49.89,1.06,44.75,46.89,16.42,64.12,14.04,43.37,4.76,48.67,9.8,67.66,6.68,49.89,1.06,52.75,35.67,12.49,50.43,11.04,64.66,7.09,54.65,11.0,50.54,4.99,49.89,1.06,47.67
202606280105,2026-06-28,01,5R,daily,66.9,23.42,46.52,10.19,59.72,6.55,50.0,10.06,50.0,4.94,50.0,1.06,56.22,48.67,17.04,58.25,12.75,61.64,6.76,50.0,10.06,50.0,4.94,50.0,1.06,52.62,50.83,17.8,48.47,10.61,38.31,4.2,50.0,10.06,50.0,4.94,50.0,1.06,48.67,50.16,17.56,58.25,12.75,47.94,5.26,50.0,10.06,50.0,4.94,50.0,1.06,51.64,46.89,16.42,46.52,10.19,50.32,5.52,50.0,10.06,50.0,4.94,50.0,1.06,48.18,35.67,12.49,54.34,11.9,60.74,6.66,50.0,10.06,50.0,4.94,50.0,1.06,47.11
202606280105,2026-06-28,01,5R,realtime,66.9,23.42,46.52,10.19,59.72,6.55,63.96,12.87,46.0,4.54,49.89,1.06,58.63,48.67,17.04,58.25,12.75,61.64,6.76,43.9,8.83,42.24,4.17,49.89,1.06,50.62,50.83,17.8,48.47,10.61,38.31,4.2,43.23,8.7,40.52,4.0,49.89,1.06,46.37,50.16,17.56,58.25,12.75,47.94,5.26,56.85,11.44,52.94,5.23,49.89,1.06,53.3,46.89,16.42,46.52,10.19,50.32,5.52,40.7,8.19,67.66,6.68,49.89,1.06,48.05,35.67,12.49,54.34,11.9,60.74,6.66,51.28,10.32,50.54,4.99,49.89,1.06,47.42
