レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_展開優位pt,1枠_寄与_展開優位pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_展開優位pt,2枠_寄与_展開優位pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_展開優位pt,3枠_寄与_展開優位pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_展開優位pt,4枠_寄与_展開優位pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_展開優位pt,5枠_寄与_展開優位pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_展開優位pt,6枠_寄与_展開優位pt,6枠_強さpt
202606250101,2026-06-25,01,1R,daily,66.9,23.42,48.47,10.61,52.02,5.7,50.0,10.06,50.0,4.94,50.0,1.06,55.8,48.67,17.04,48.47,10.61,46.01,5.05,50.0,10.06,50.0,4.94,50.0,1.06,48.76,50.83,17.8,48.47,10.61,54.4,5.96,50.0,10.06,50.0,4.94,50.0,1.06,50.44,50.16,17.56,50.43,11.04,49.08,5.38,50.0,10.06,50.0,4.94,50.0,1.06,50.05,46.89,16.42,46.52,10.19,53.48,5.86,50.0,10.06,50.0,4.94,50.0,1.06,48.53,35.67,12.49,46.52,10.19,69.65,7.64,50.0,10.06,50.0,4.94,50.0,1.06,46.37
202606250101,2026-06-25,01,1R,realtime,66.9,23.42,48.47,10.61,52.02,5.7,69.08,13.9,43.54,4.3,49.89,1.06,59.0,48.67,17.04,48.47,10.61,46.01,5.05,33.0,6.64,44.41,4.39,49.89,1.06,44.79,50.83,17.8,48.47,10.61,54.4,5.96,56.51,11.37,36.49,3.6,49.89,1.06,50.41,50.16,17.56,50.43,11.04,49.08,5.38,63.58,12.79,62.47,6.17,49.89,1.06,54.01,46.89,16.42,46.52,10.19,53.48,5.86,33.06,6.65,52.41,5.18,49.89,1.06,45.36,35.67,12.49,46.52,10.19,69.65,7.64,44.7,9.0,60.59,5.98,49.89,1.06,46.35
202606250102,2026-06-25,01,2R,daily,66.9,23.42,46.52,10.19,47.44,5.2,50.0,10.06,50.0,4.94,50.0,1.06,54.87,48.67,17.04,48.47,10.61,41.56,4.56,50.0,10.06,50.0,4.94,50.0,1.06,48.27,50.83,17.8,44.56,9.76,32.56,3.57,50.0,10.06,50.0,4.94,50.0,1.06,47.19,50.16,17.56,54.34,11.9,58.4,6.4,50.0,10.06,50.0,4.94,50.0,1.06,51.93,46.89,16.42,73.9,16.18,29.08,3.19,50.0,10.06,50.0,4.94,50.0,1.06,51.85,35.67,12.49,42.61,9.33,65.97,7.23,50.0,10.06,50.0,4.94,50.0,1.06,45.11
202606250102,2026-06-25,01,2R,realtime,66.9,23.42,46.52,10.19,47.44,5.2,73.55,14.8,42.93,4.24,49.89,1.06,58.91,48.67,17.04,48.47,10.61,41.56,4.56,47.54,9.57,42.86,4.23,49.89,1.06,47.07,50.83,17.8,44.56,9.76,32.56,3.57,60.02,12.08,37.99,3.75,49.89,1.06,48.02,50.16,17.56,54.34,11.9,58.4,6.4,39.34,7.92,63.16,6.24,49.89,1.06,51.08,46.89,16.42,73.9,16.18,29.08,3.19,38.72,7.79,52.9,5.23,49.89,1.06,49.86,35.67,12.49,42.61,9.33,65.97,7.23,40.75,8.2,60.09,5.94,49.89,1.06,44.25
202606250103,2026-06-25,01,3R,daily,66.9,23.42,46.52,10.19,56.9,6.24,50.0,10.06,50.0,4.94,50.0,1.06,55.91,48.67,17.04,44.56,9.76,52.74,5.78,50.0,10.06,50.0,4.94,50.0,1.06,48.64,50.83,17.8,52.38,11.47,33.4,3.66,50.0,10.06,50.0,4.94,50.0,1.06,48.99,50.16,17.56,50.43,11.04,60.57,6.64,50.0,10.06,50.0,4.94,50.0,1.06,51.31,46.89,16.42,50.43,11.04,67.93,7.45,50.0,10.06,50.0,4.94,50.0,1.06,50.97,35.67,12.49,66.07,14.47,44.07,4.83,50.0,10.06,50.0,4.94,50.0,1.06,47.85
202606250103,2026-06-25,01,3R,realtime,66.9,23.42,46.52,10.19,56.9,6.24,58.63,11.8,42.57,4.2,49.89,1.06,56.91,50.83,17.8,44.56,9.76,52.74,5.78,47.03,9.46,39.16,3.87,56.57,1.2,47.87,48.67,17.04,52.38,11.47,33.4,3.66,42.69,8.59,41.91,4.14,43.22,0.92,45.82,50.16,17.56,50.43,11.04,60.57,6.64,56.82,11.44,54.53,5.39,49.89,1.06,53.13,46.89,16.42,50.43,11.04,67.93,7.45,58.15,11.7,68.38,6.75,49.89,1.06,54.42,35.67,12.49,66.07,14.47,44.07,4.83,36.6,7.37,53.37,5.27,49.89,1.06,45.49
202606250104,2026-06-25,01,4R,daily,66.9,23.42,48.47,10.61,57.31,6.28,50.0,10.06,50.0,4.94,50.0,1.06,56.38,48.67,17.04,52.38,11.47,61.06,6.69,50.0,10.06,50.0,4.94,50.0,1.06,51.27,50.83,17.8,46.52,10.19,58.01,6.36,50.0,10.06,50.0,4.94,50.0,1.06,50.41,50.16,17.56,46.52,10.19,50.0,5.48,50.0,10.06,50.0,4.94,50.0,1.06,49.29,46.89,16.42,48.47,10.61,40.28,4.42,50.0,10.06,50.0,4.94,50.0,1.06,47.51,35.67,12.49,58.25,12.75,47.21,5.18,50.0,10.06,50.0,4.94,50.0,1.06,46.48
202606250104,2026-06-25,01,4R,realtime,66.9,23.42,48.47,10.61,57.31,6.28,44.89,9.03,44.46,4.39,49.89,1.06,54.81,50.83,17.8,52.38,11.47,61.06,6.69,49.02,9.87,37.23,3.68,56.57,1.2,50.71,50.16,17.56,46.52,10.19,58.01,6.36,57.72,11.62,61.27,6.05,47.83,1.02,52.79,35.67,12.49,46.52,10.19,50.0,5.48,42.54,8.56,61.26,6.05,5.16,0.11,42.88,46.89,16.42,48.47,10.61,40.28,4.42,49.7,10.0,52.28,5.16,49.89,1.06,47.67,48.67,17.04,58.25,12.75,47.21,5.18,56.06,11.28,43.44,4.29,90.02,1.91,52.46
202606250105,2026-06-25,01,5R,daily,66.9,23.42,46.52,10.19,65.01,7.13,50.0,10.06,50.0,4.94,50.0,1.06,56.8,48.67,17.04,46.52,10.19,69.65,7.64,50.0,10.06,50.0,4.94,50.0,1.06,50.93,50.83,17.8,50.43,11.04,67.45,7.4,50.0,10.06,50.0,4.94,50.0,1.06,52.3,50.16,17.56,58.25,12.75,51.11,5.6,50.0,10.06,50.0,4.94,50.0,1.06,51.98,46.89,16.42,46.52,10.19,66.95,7.34,50.0,10.06,50.0,4.94,50.0,1.06,50.01,35.67,12.49,52.38,11.47,79.24,8.69,50.0,10.06,50.0,4.94,50.0,1.06,48.71
202606250105,2026-06-25,01,5R,realtime,66.9,23.42,46.52,10.19,65.01,7.13,34.39,6.92,44.46,4.39,49.89,1.06,53.11,48.67,17.04,46.52,10.19,69.65,7.64,69.29,13.94,43.44,4.29,49.89,1.06,54.16,50.83,17.8,50.43,11.04,67.45,7.4,65.05,13.09,37.23,3.68,49.89,1.06,54.06,50.16,17.56,58.25,12.75,51.11,5.6,49.97,10.06,61.27,6.05,49.89,1.06,53.09,46.89,16.42,46.52,10.19,66.95,7.34,41.87,8.43,52.28,5.16,49.89,1.06,48.59,35.67,12.49,52.38,11.47,79.24,8.69,39.36,7.92,61.26,6.05,49.89,1.06,47.68
