レースコード,レース日,レース場,レース回,ステータス,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202412210201,2024-12-21,2,01R,1,3,一周,まわり足,直線,武田 正紀,37.06,5.8,7.03,森作 広大,37.28,5.55,7.08,冨田 秀幸,37.17,5.79,7.04,渡辺 史之,37.23,5.47,7.09,坂本 徳克,38.07,5.7,7.0,鈴木 唯央,36.8,5.57,6.99
202412210202,2024-12-21,2,02R,1,3,一周,まわり足,直線,芹澤 克彦,37.71,5.6,7.0,宮村 勇哉,37.6,5.63,7.06,藤山 翔大,37.43,5.53,7.19,吉永 泰弘,37.4,5.67,7.14,一柳 和孝,37.23,5.53,7.12,桂林 寛,37.53,5.4,7.17
202412210203,2024-12-21,2,03R,1,3,一周,まわり足,直線,品川 賢次,37.25,5.83,6.97,黒崎 竜也,36.92,5.71,6.95,貫地谷 直人,37.01,5.56,7.14,横川 聖志,37.68,5.63,7.1,大上 卓人,37.61,5.5,7.1,柴田 朋哉,37.39,5.54,6.99
202412210204,2024-12-21,2,04R,1,3,一周,まわり足,直線,須藤 隆雄,37.91,5.48,7.18,河野 真也,37.26,5.43,7.13,本岡 勝利,38.54,5.7,7.15,宮武 英司,38.06,5.67,7.12,井芹 大志,37.85,5.63,7.11,菅 章哉,38.11,5.83,7.09
202412210205,2024-12-21,2,05R,1,3,一周,まわり足,直線,丸尾 義孝,36.92,5.2,7.12,中山 翔太,36.78,5.35,7.1,横田 茂,38.48,5.8,7.14,太田 和美,37.32,5.73,7.1,鈴木 唯央,37.07,5.3,7.17,近藤 友宝,38.05,5.58,7.22
202412210206,2024-12-21,2,06R,1,3,一周,まわり足,直線,渡辺 史之,37.11,5.29,7.07,篠崎 仁志,37.18,5.25,7.13,澤 大介,37.17,5.57,7.03,多田 有佑,37.32,6.38,6.97,塩田 雄一,37.99,5.58,7.17,秋山 広一,37.7,5.5,7.17
202412210207,2024-12-21,2,07R,1,3,一周,まわり足,直線,小池 修平,36.85,5.63,7.0,幸野 史明,37.44,5.62,7.1,幸田 智裕,37.96,5.67,7.23,武田 正紀,38.36,5.66,7.13,岡谷 健吾,37.74,5.87,7.14,宮村 勇哉,37.59,5.63,7.1
202412210208,2024-12-21,2,08R,1,3,一周,まわり足,直線,加藤 啓太,37.47,5.63,7.18,烏野 賢太,37.07,5.67,7.17,鳥居塚 孝博,37.15,5.61,7.17,坂本 徳克,37.58,5.69,7.18,小森 信雄,37.5,5.91,7.05,徳増 秀樹,37.51,5.37,7.3
202412210209,2024-12-21,2,09R,1,3,一周,まわり足,直線,吉永 泰弘,37.49,5.74,7.03,大上 卓人,37.5,5.37,7.17,菊池 峰晴,37.93,5.97,7.13,河野 真也,37.9,5.47,7.17,横田 茂,38.07,5.73,7.15,秋山 直之,37.1,5.5,7.07
202412210210,2024-12-21,2,10R,1,3,一周,まわり足,直線,一柳 和孝,37.23,5.38,7.1,須藤 隆雄,37.9,6.08,7.07,大場 敏,37.66,5.33,7.08,丸尾 義孝,37.82,5.4,7.18,篠崎 仁志,37.94,5.37,7.19,横川 聖志,37.97,5.4,7.28
202412210211,2024-12-21,2,11R,1,3,一周,まわり足,直線,藤山 翔大,37.5,5.53,7.07,澤 大介,37.3,5.37,7.06,中山 翔太,37.25,5.37,7.07,小池 修平,37.17,5.39,7.07,品川 賢次,37.44,5.53,7.1,宮武 英司,37.33,5.6,7.03
202412210212,2024-12-21,2,12R,1,3,一周,まわり足,直線,太田 和美,37.57,5.63,6.97,井芹 大志,37.53,5.5,7.1,黒崎 竜也,36.87,5.4,7.07,秋山 広一,37.3,5.63,7.13,烏野 賢太,37.1,5.67,7.1,幸田 智裕,37.37,5.43,7.1
202412210501,2024-12-21,5,01R,1,3,一周,まわり足,直線,岩井 繁,37.57,5.83,6.83,岸蔭 亮,37.89,5.9,7.04,平川 香織,37.75,5.68,7.02,西原 明生,37.7,6.13,6.86,北村 征嗣,36.64,5.83,6.82,薮内 瑞希,37.33,5.93,6.91
202412210502,2024-12-21,5,02R,1,3,一周,まわり足,直線,岩永 雅人,37.02,5.44,6.92,石渡 翔一郎,37.33,5.43,6.97,山田 雄太,37.17,5.4,7.22,平田 健之佑,37.43,5.9,6.97,小畑 実成,37.9,6.1,7.1,阿波 勝哉,38.7,6.6,6.9
202412210503,2024-12-21,5,03R,1,3,一周,まわり足,直線,富山 弘幸,37.56,5.74,6.9,宇留田 翔平,37.32,5.63,6.9,村松 修二,37.5,5.68,6.97,野中 義生,37.63,5.96,7.23,宇土 泰就,37.42,5.74,7.13,新井 英孝,37.77,5.73,7.03
202412210504,2024-12-21,5,04R,1,3,一周,まわり足,直線,高濱 芳久,36.67,5.55,6.97,山本 英志,37.43,5.71,7.0,高倉 孝太,37.14,5.63,7.0,木田 峰由季,38.35,5.48,7.23,谷 勝幸,38.13,5.71,7.1,佐藤 太亮,37.08,5.63,7.0
202412210505,2024-12-21,5,05R,1,3,一周,まわり足,直線,薮内 瑞希,37.08,5.59,7.1,平田 さやか,37.0,5.74,7.1,加藤 奈月,37.47,5.85,7.0,平山 智加,37.53,5.59,7.1,藤原 菜希,37.57,5.9,6.93,山川 美由紀,37.6,5.53,7.07
202412210506,2024-12-21,5,06R,1,3,一周,まわり足,直線,松下 知幸,37.48,5.4,7.17,小畑 実成,38.3,5.76,7.17,岩永 雅人,37.06,5.43,7.18,木村 浩士,37.69,5.72,6.91,岩井 繁,38.84,5.96,6.94,関 裕也,38.41,6.02,7.06
202412210507,2024-12-21,5,07R,1,3,一周,まわり足,直線,佐々木 英樹,37.06,6.22,6.71,吉島 祥之,37.23,5.78,7.06,平田 健之佑,,,,岸蔭 亮,38.13,5.6,7.23,野中 義生,37.79,5.66,7.21,宇留田 翔平,37.76,5.94,6.85
202412210508,2024-12-21,5,08R,1,3,一周,まわり足,直線,谷 勝幸,37.33,5.75,7.02,宇土 泰就,37.47,5.6,7.07,木田 峰由季,37.79,5.46,7.19,庄司 樹良々,36.86,5.65,6.96,阿波 勝哉,38.31,6.06,7.08,平川 香織,37.14,5.67,7.09
202412210509,2024-12-21,5,09R,1,3,一周,まわり足,直線,新井 英孝,37.67,5.74,7.11,山川 美由紀,37.69,5.68,6.94,西原 明生,37.63,5.94,6.99,高倉 孝太,37.55,5.73,7.02,山本 英志,37.69,6.05,6.99,加藤 奈月,37.69,5.92,6.99
202412210510,2024-12-21,5,10R,1,3,一周,まわり足,直線,関 裕也,37.94,6.02,7.24,北村 征嗣,37.27,5.69,7.05,平山 智加,37.17,5.61,7.21,山田 雄太,37.0,5.5,7.14,平田 さやか,37.36,5.85,7.04,高濱 芳久,37.13,5.75,7.19
202412210511,2024-12-21,5,11R,1,3,一周,まわり足,直線,佐藤 太亮,36.45,5.72,6.86,藤原 菜希,37.47,5.85,7.03,吉島 祥之,37.49,5.8,7.03,村松 修二,37.8,5.53,7.06,石渡 翔一郎,37.79,5.7,7.04,木村 浩士,37.39,5.65,7.13
202412210512,2024-12-21,5,12R,1,3,一周,まわり足,直線,永井 彪也,36.87,5.73,6.96,畑 竜生,37.42,5.86,6.8,荒井 輝年,37.56,6.02,6.83,下寺 秀和,38.16,5.78,6.98,上野 秀和,37.29,5.68,6.9,吉田 俊彦,37.78,5.74,6.97
202412210601,2024-12-21,6,01R,1,3,一周,まわり足,直線,山口 晃朋,36.87,5.52,7.62,栗原 一馬,37.66,5.66,7.75,山本 稔太朗,37.38,5.73,7.73,岩下 巧斗,37.16,5.5,7.61,佃 來紀,36.71,5.27,7.59,岩田 凌,37.41,5.57,7.69
202412210602,2024-12-21,6,02R,1,3,一周,まわり足,直線,加藤 優弥,37.13,5.47,7.8,中島 航,37.68,5.77,7.72,長谷川 晴哉,36.9,5.43,7.62,三馬 崇史,37.09,5.65,7.56,上田 健太,37.98,5.56,7.91,前田 滉,36.74,6.07,7.71
202412210603,2024-12-21,6,03R,1,3,一周,まわり足,直線,遠藤 圭吾,37.18,5.47,7.71,石原 翼,37.69,5.41,7.72,大澤 風葵,37.32,5.46,7.64,鰐部 太空海,36.89,5.47,7.69,藤田 俊祐,37.62,5.35,7.69,塚越 海斗,37.29,5.76,7.76
202412210604,2024-12-21,6,04R,1,3,一周,まわり足,直線,松本 真広,37.09,5.65,7.64,藤森 陸斗,37.7,5.48,7.84,坂本 雄紀,38.04,5.5,7.59,澤田 尚也,37.67,5.56,7.51,濱野 斗馬,37.46,5.59,7.62,廣瀬 凜,37.8,5.63,7.67
202412210605,2024-12-21,6,05R,1,3,一周,まわり足,直線,小坂 風太,37.32,5.63,7.72,高井 雄基,37.45,5.92,7.84,渡邉 健,37.23,5.55,7.62,浅井 翼,37.66,5.45,7.76,村上 宗太郎,38.28,5.73,7.75,中村 日向,37.42,5.6,7.67
202412210606,2024-12-21,6,06R,1,3,一周,まわり足,直線,田頭 虎親,37.15,5.7,7.72,荒木 颯斗,37.21,5.49,7.68,佐藤 永梧,37.96,5.61,7.82,岩田 凌,38.0,5.56,7.79,坂本 一真,37.54,5.64,7.71,豊田 祥生,37.78,5.64,7.52
202412210607,2024-12-21,6,07R,1,3,一周,まわり足,直線,佐々木 大河,37.01,5.56,7.7,石本 裕武,37.6,5.53,7.69,小林 孝彰,37.22,5.52,7.82,上田 健太,37.32,5.69,7.63,常住 蓮,37.54,5.53,7.63,村松 栄太,38.37,5.85,7.76
202412210608,2024-12-21,6,08R,1,3,一周,まわり足,直線,鈴木 孝明,37.19,5.38,7.71,佃 來紀,36.92,5.56,7.65,前田 滉,37.02,5.83,7.63,杉山 喜一,37.63,5.8,7.66,鰐部 太空海,37.13,5.41,7.83,藤森 陸斗,37.33,5.62,7.8
202412210609,2024-12-21,6,09R,1,3,一周,まわり足,直線,村上 宗太郎,37.23,5.69,7.65,上瀧 絢也,38.03,5.68,7.67,加藤 優弥,37.65,5.69,7.79,栗城 匠,37.2,5.57,7.76,山本 稔太朗,37.24,5.75,7.65,石原 翼,37.94,5.72,7.67
202412210610,2024-12-21,6,10R,1,3,一周,まわり足,直線,濱野 斗馬,37.17,5.63,7.63,佐藤 永梧,38.03,5.76,7.72,三馬 崇史,37.85,5.72,7.73,大澤 風葵,37.84,5.64,7.8,山口 晃朋,37.72,5.63,7.6,渡邉 健,37.38,5.45,7.72
202412210611,2024-12-21,6,11R,1,3,一周,まわり足,直線,澤田 尚也,37.42,5.57,7.72,中村 日向,37.12,5.55,7.72,宗行 治哉,37.21,5.57,7.7,荒木 颯斗,37.4,5.59,7.75,小林 孝彰,37.25,5.46,7.7,長谷川 晴哉,37.4,5.51,7.74
202412210612,2024-12-21,6,12R,1,3,一周,まわり足,直線,常住 蓮,36.62,5.57,7.6,坂本 雄紀,37.36,5.64,7.73,塚越 海斗,37.67,5.63,7.85,田頭 虎親,37.28,5.39,7.81,中島 航,38.24,5.83,7.87,高井 雄基,37.7,6.29,7.65
