レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),天候,風向,風速(m),波の高さ(cm),決まり手,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気,1着_着順,1着_艇番,1着_登録番号,1着_選手名,1着_モーター番号,1着_ボート番号,1着_展示タイム,1着_進入コース,1着_スタートタイミング,1着_レースタイム,2着_着順,2着_艇番,2着_登録番号,2着_選手名,2着_モーター番号,2着_ボート番号,2着_展示タイム,2着_進入コース,2着_スタートタイミング,2着_レースタイム,3着_着順,3着_艇番,3着_登録番号,3着_選手名,3着_モーター番号,3着_ボート番号,3着_展示タイム,3着_進入コース,3着_スタートタイミング,3着_レースタイム,4着_着順,4着_艇番,4着_登録番号,4着_選手名,4着_モーター番号,4着_ボート番号,4着_展示タイム,4着_進入コース,4着_スタートタイミング,4着_レースタイム,5着_着順,5着_艇番,5着_登録番号,5着_選手名,5着_モーター番号,5着_ボート番号,5着_展示タイム,5着_進入コース,5着_スタートタイミング,5着_レースタイム,6着_着順,6着_艇番,6着_登録番号,6着_選手名,6着_モーター番号,6着_ボート番号,6着_展示タイム,6着_進入コース,6着_スタートタイミング,6着_レースタイム
201912252401,クリスマスナイターカップＢＴＳ長洲開設１０周年記念,第3日,2019/12/25,大村,01R,予選,1800,曇り,,0,0,差し,2,350,2,170,1,120,2-1,780,3,1-2,130,1,1-2,140,1,2-4,300,6,1-4,270,4,2-1-4,1560,6,1-2-4,230,1,1,2,4588,田 中 京 介,30,24,6.88,2,0.21,109.7,2,1,3741,松 尾 基 成,60,75,6.9,1,0.27,110.7,3,4,4966,田 川 大 貴,56,45,6.88,4,0.16,111.9,4,3,3571,寺 本 武 司,70,57,6.88,3,0.16,112.8,5,5,4969,町 田 洸 希,40,61,6.97,5,0.26,,6,6,5107,松 本 真 広,61,43,6.84,6,0.21,
201912252402,クリスマスナイターカップＢＴＳ長洲開設１０周年記念,第3日,2019/12/25,大村,02R,予選,1800,曇り,北,1,1,差し,3,300,3,130,2,150,3-2,4300,12,2-3,2010,6,2-3,450,6,3-6,510,9,2-6,340,5,3-2-6,10530,31,2-3-6,2100,8,1,3,4679,植 田 太 一,34,11,6.86,3,0.09,108.8,2,2,3523,寳 田 亮 治,31,12,6.9,2,0.13,110.0,3,6,4022,待 鳥 雄 紀,14,18,6.9,6,0.11,111.2,4,1,4329,小 松 卓 司,25,70,6.84,1,0.12,111.7,5,4,4632,長 尾 京志郎,19,41,6.94,4,0.15,,6,5,5037,田 頭 虎 親,39,63,6.98,5,0.15,
201912252403,クリスマスナイターカップＢＴＳ長洲開設１０周年記念,第3日,2019/12/25,大村,03R,予選,1800,曇り,,0,0,逃げ,1,200,1,390,4,620,1-4,2130,7,1-4,1780,6,1-4,280,6,1-2,150,1,2-4,220,4,1-4-2,4240,16,1-2-4,660,4,1,1,3058,原 義 昭,71,29,6.78,1,0.25,109.5,2,4,4669,井 上 茂,57,38,6.83,5,0.18,110.4,3,2,3837,秋 山 広 一,46,58,6.86,2,0.24,112.0,4,6,4193,郷 原 章 平,67,65,6.85,6,0.15,113.0,5,3,4228,吉 田 慎二郎,32,52,6.84,4,0.21,,6,5,3187,篠 原 俊 夫,38,14,7.0,3,0.41,
201912252404,クリスマスナイターカップＢＴＳ長洲開設１０周年記念,第3日,2019/12/25,大村,04R,予選,1800,曇り,,0,0,逃げ,1,120,1,110,6,100,1-6,330,1,1-6,420,3,1-6,160,2,1-4,160,1,4-6,250,6,1-6-4,790,2,1-4-6,290,1,1,1,4199,北 川 潤 二,22,66,6.84,1,0.08,108.0,2,6,3849,中 岡 正 彦,29,17,6.91,4,0.1,110.2,3,4,3161,古 場 輝 義,53,67,6.89,3,0.12,111.5,4,3,4855,江 頭 賢 太,69,50,6.9,2,0.18,113.1,5,2,4249,曾 根 孝 仁,58,32,6.77,5,0.44,,6,5,5093,浦 野 海,12,25,6.89,6,0.49,
201912252405,クリスマスナイターカップＢＴＳ長洲開設１０周年記念,第3日,2019/12/25,大村,05R,予選  進入固定,1800,雨,,0,0,逃げ,1,130,1,100,2,140,1-2,190,1,1-2,120,1,1-2,100,1,1-3,270,5,2-3,220,3,1-2-3,530,2,1-2-3,260,2,1,1,4452,松 尾 祭,48,27,6.87,1,0.07,108.8,2,2,4604,岩 瀬 裕 亮,37,47,6.86,2,0.09,110.0,3,3,4966,田 川 大 貴,56,45,6.86,3,0.1,111.7,4,4,4864,小 川 日紀太,73,37,6.82,4,0.09,113.1,5,5,4214,林 祐 介,28,60,6.89,5,0.09,,6,6,4487,三 原 司,74,59,6.91,6,0.12,
201912252406,クリスマスナイターカップＢＴＳ長洲開設１０周年記念,第3日,2019/12/25,大村,06R,夜ガチ戦予選,1800,雨,東,1,1,逃げ,1,110,1,100,3,160,1-3,220,1,1-3,140,1,1-3,100,1,1-4,130,2,3-4,190,3,1-3-4,380,1,1-3-4,170,1,1,1,3349,吉 田 一 郎,20,36,6.87,1,0.1,113.3,2,3,3265,今 村 暢 孝,11,13,6.92,2,0.12,116.9,3,4,4593,小 坂 宗 司,76,51,6.88,4,0.17,118.2,4,5,4697,國 弘 翔 平,66,44,6.87,5,0.21,122.5,5,6,3571,寺 本 武 司,70,57,6.94,6,0.21,,,,,,,,,,,
201912252407,クリスマスナイターカップＢＴＳ長洲開設１０周年記念,第3日,2019/12/25,大村,07R,夜ドキ戦予選,1800,雨,東,1,1,逃げ,1,170,1,100,2,110,1-2,180,1,1-2,130,1,1-2,110,1,1-6,180,4,2-6,160,2,1-2-6,500,1,1-2-6,260,2,1,1,4739,中 村 晃 朋,59,15,6.88,1,0.14,109.3,2,2,3554,仲 口 博 崇,64,73,6.84,2,0.13,109.7,3,6,3458,東 健 介,41,28,6.91,5,0.18,111.7,4,3,4946,船 越 健 吾,54,56,6.87,3,0.12,113.4,5,4,4228,吉 田 慎二郎,32,52,6.88,4,0.18,,6,5,5107,松 本 真 広,61,43,6.86,6,0.16,
201912252408,クリスマスナイターカップＢＴＳ長洲開設１０周年記念,第3日,2019/12/25,大村,08R,予選,1800,雨,南東,1,1,逃げ,1,120,1,100,2,100,1-2,150,1,1-2,190,1,1-2,120,1,1-4,140,2,2-4,180,4,1-2-4,400,1,1-2-4,260,1,1,1,4189,川 上 剛,26,26,6.88,1,0.1,109.6,2,2,4545,岡 村 慶 太,21,62,6.88,2,0.12,109.9,3,4,4199,北 川 潤 二,22,66,6.92,4,0.12,111.5,4,5,4669,井 上 茂,57,38,6.88,5,0.04,112.6,5,6,4214,林 祐 介,28,60,6.9,6,0.08,,6,3,3523,寳 田 亮 治,31,12,6.93,3,0.1,
201912252409,クリスマスナイターカップＢＴＳ長洲開設１０周年記念,第3日,2019/12/25,大村,09R,予選特選,1800,雨,東,1,1,逃げ,1,110,1,110,4,120,1-4,420,2,1-4,270,2,1-4,190,3,1-3,240,5,3-4,390,7,1-4-3,1110,4,1-3-4,520,3,1,1,4604,岩 瀬 裕 亮,37,47,6.89,1,0.16,109.1,2,4,3349,吉 田 一 郎,20,36,6.91,4,0.11,109.9,3,3,3161,古 場 輝 義,53,67,6.96,3,0.13,112.6,4,2,4413,水 摩 敦,47,39,6.92,2,0.13,113.4,5,5,4632,長 尾 京志郎,19,41,6.96,6,0.13,,6,6,4020,川 上 清 人,51,30,6.88,5,0.22,
201912252410,クリスマスナイターカップＢＴＳ長洲開設１０周年記念,第3日,2019/12/25,大村,10R,予選特選,1800,雨,南東,1,1,,1,100,1,100,3,100,1-3,230,1,1-3,190,1,1-3,130,1,1-5,250,4,3-5,220,3,1-3-5,630,3,1-3-5,420,2,1,1,3554,仲 口 博 崇,64,73,6.86,1,0.11,109.0,2,3,3837,秋 山 広 一,46,58,6.91,3,0.11,109.6,3,5,4452,松 尾 祭,48,27,6.86,5,0.19,111.7,4,2,4022,待 鳥 雄 紀,14,18,6.87,2,0.07,113.2,5,4,4697,國 弘 翔 平,66,44,6.86,4,0.18,,6,6,4855,江 頭 賢 太,69,50,6.9,6,0.16,
