レースコード,レース日,レース場コード,レース回,状態,荒れ度,P_その他_1,P_その他_2,P_その他_3,P_その他_4,P_その他_5,P_その他_6,P_まくり_2,P_まくり_3,P_まくり_4,P_まくり_5,P_まくり_6,P_まくり差し_3,P_まくり差し_4,P_まくり差し_5,P_まくり差し_6,P_差し_2,P_差し_3,P_差し_4,P_差し_5,P_差し_6,P_抜き_1,P_抜き_2,P_抜き_3,P_抜き_4,P_抜き_5,P_抜き_6,P_恵まれ_2,P_恵まれ_3,P_恵まれ_4,P_恵まれ_5,P_逃げ_1,P_逃げ_2
202608310401,2026-08-31,04,01R,daily,0.7351,0.002819,0.000993,0.000526,0.000266,0.000200,0.000652,0.078365,0.158344,0.021586,0.013849,0.008430,0.097101,0.021860,0.028344,0.004865,0.147461,0.044810,0.021987,0.007215,0.001257,0.011439,0.013944,0.020362,0.006608,0.007639,0.001840,0.001704,0.002375,0.003821,0.001264,0.264944,0.003129
202608310401,2026-08-31,04,01R,realtime,0.7208,0.001178,0.000401,0.000496,0.000221,0.000193,0.000599,0.093178,0.116812,0.020601,0.010611,0.002870,0.116326,0.018744,0.031343,0.004590,0.174409,0.042381,0.016357,0.006619,0.001027,0.010049,0.010623,0.019225,0.004314,0.006095,0.001413,0.001695,0.001802,0.003918,0.000970,0.279195,0.001744
202608310402,2026-08-31,04,02R,daily,0.7482,0.003881,0.001571,0.000847,0.000390,0.000378,0.000659,0.055740,0.081608,0.043963,0.061114,0.016852,0.043098,0.026470,0.078382,0.017651,0.119049,0.032406,0.041150,0.020553,0.008608,0.016326,0.009635,0.016597,0.009104,0.017922,0.008582,0.002222,0.001193,0.003124,0.003249,0.251824,0.005852
202608310402,2026-08-31,04,02R,realtime,0.6833,0.001413,0.000584,0.000490,0.000373,0.000392,0.000489,0.042883,0.039785,0.060655,0.072590,0.004659,0.043288,0.027529,0.086330,0.014796,0.112849,0.020545,0.042309,0.013622,0.007744,0.016299,0.009520,0.012930,0.010569,0.022927,0.007766,0.002209,0.000819,0.002443,0.002416,0.316688,0.002088
202608310403,2026-08-31,04,03R,daily,0.7972,0.003670,0.000924,0.000532,0.000237,0.000286,0.000643,0.036710,0.189531,0.033013,0.031287,0.002850,0.139584,0.030413,0.060938,0.004664,0.067996,0.046763,0.051818,0.012804,0.002202,0.010812,0.006400,0.026228,0.011859,0.012221,0.001929,0.001850,0.001692,0.002413,0.001767,0.202797,0.003166
202608310403,2026-08-31,04,03R,realtime,0.8506,0.000608,0.000140,0.000424,0.000141,0.000212,0.000293,0.016694,0.306554,0.007035,0.030459,0.000890,0.246596,0.014399,0.046037,0.001703,0.048892,0.036751,0.029539,0.007577,0.001698,0.007540,0.004157,0.021681,0.006324,0.008488,0.000970,0.000923,0.000824,0.001246,0.001072,0.149442,0.000690
202608310404,2026-08-31,04,04R,daily,0.6302,0.002941,0.000772,0.000575,0.000270,0.000244,0.000545,0.032533,0.111414,0.028537,0.029944,0.006939,0.047084,0.014355,0.071102,0.006627,0.131121,0.022790,0.026324,0.007975,0.001526,0.022185,0.014235,0.018478,0.007012,0.009425,0.002204,0.001721,0.002087,0.002075,0.001284,0.369753,0.005923
202608310404,2026-08-31,04,04R,realtime,0.5884,0.002130,0.000391,0.000451,0.000219,0.000300,0.000482,0.022859,0.095693,0.028377,0.029683,0.002670,0.049042,0.012172,0.066047,0.005546,0.132499,0.017773,0.024380,0.011674,0.001751,0.023970,0.011931,0.016807,0.005856,0.015487,0.001424,0.001240,0.002217,0.001316,0.001235,0.411560,0.002821
202608310405,2026-08-31,04,05R,daily,0.6399,0.002740,0.000674,0.000535,0.000305,0.000245,0.000587,0.041939,0.084824,0.048725,0.018489,0.003632,0.052583,0.034672,0.033223,0.003150,0.143740,0.032827,0.054192,0.004285,0.001432,0.013951,0.013111,0.013072,0.013470,0.006305,0.001917,0.002843,0.001587,0.003241,0.001705,0.360069,0.005931
202608310405,2026-08-31,04,05R,realtime,0.7089,0.001009,0.000335,0.000301,0.000246,0.000316,0.000427,0.054725,0.103563,0.033104,0.015379,0.002046,0.068236,0.026581,0.031936,0.002675,0.185104,0.042190,0.053884,0.005201,0.001698,0.015241,0.015751,0.015662,0.014062,0.007277,0.002009,0.002773,0.001508,0.002802,0.001029,0.291116,0.001816
202608310406,2026-08-31,04,06R,daily,0.5435,0.001413,0.000862,0.000162,0.000241,0.000280,0.000594,0.005742,0.067369,0.056039,0.025117,0.005274,0.034824,0.051745,0.081794,0.008049,0.073852,0.007516,0.051938,0.003098,0.001926,0.009601,0.005470,0.010090,0.021227,0.009368,0.001973,0.001689,0.001016,0.001542,0.000893,0.456484,0.002810
202608310406,2026-08-31,04,06R,realtime,0.4938,0.001295,0.000229,0.000077,0.000173,0.000303,0.000380,0.002096,0.047913,0.040380,0.034375,0.004239,0.039514,0.036977,0.141951,0.008854,0.036117,0.005010,0.029168,0.004348,0.001562,0.009059,0.003217,0.005671,0.020827,0.012808,0.002144,0.001457,0.001196,0.001122,0.000743,0.506191,0.000603
202608310407,2026-08-31,04,07R,daily,0.6087,0.004467,0.000979,0.000729,0.000314,0.000235,0.000693,0.047750,0.089970,0.030298,0.023280,0.015263,0.040851,0.016274,0.041724,0.013499,0.144616,0.024903,0.010917,0.015651,0.002644,0.020363,0.012044,0.020882,0.005057,0.007462,0.005358,0.003238,0.001836,0.003023,0.001774,0.391275,0.002633
202608310407,2026-08-31,04,07R,realtime,0.5984,0.002960,0.000450,0.000632,0.000287,0.000298,0.000622,0.029020,0.088469,0.051802,0.018480,0.008198,0.047065,0.017859,0.039659,0.016917,0.138924,0.022207,0.010809,0.016010,0.003485,0.018845,0.009932,0.020995,0.006854,0.010409,0.005759,0.003759,0.001717,0.002752,0.001260,0.401624,0.001942
202608310408,2026-08-31,04,08R,daily,0.5086,0.002918,0.000607,0.000270,0.000215,0.000189,0.000574,0.016711,0.040856,0.098577,0.011165,0.004814,0.022267,0.058718,0.038432,0.007490,0.066317,0.007436,0.049942,0.008966,0.001967,0.016317,0.006173,0.007993,0.025046,0.005086,0.001807,0.001500,0.001615,0.002594,0.000941,0.491355,0.001141
202608310408,2026-08-31,04,08R,realtime,0.3742,0.001415,0.000183,0.000184,0.000147,0.000197,0.000329,0.009095,0.042183,0.051539,0.004665,0.003191,0.023501,0.049951,0.019730,0.004655,0.053358,0.004076,0.040196,0.004927,0.002488,0.019177,0.004631,0.005652,0.018772,0.003374,0.001158,0.001160,0.001245,0.002069,0.000472,0.625781,0.000500
202608310409,2026-08-31,04,09R,daily,0.4777,0.001965,0.000813,0.000400,0.000278,0.000191,0.000454,0.020739,0.034808,0.071839,0.021397,0.012567,0.015751,0.051369,0.074166,0.006376,0.046965,0.004681,0.026938,0.016082,0.002143,0.018547,0.004984,0.005139,0.016153,0.012219,0.002050,0.001353,0.002010,0.002911,0.000953,0.522286,0.001472
202608310409,2026-08-31,04,09R,realtime,0.4374,0.003633,0.000230,0.000214,0.000284,0.000214,0.000391,0.021320,0.020816,0.074798,0.013365,0.008430,0.015948,0.039675,0.073563,0.006792,0.048585,0.003420,0.028953,0.010773,0.001598,0.014837,0.004866,0.003244,0.016796,0.013365,0.002526,0.001334,0.002430,0.002939,0.000883,0.562589,0.001190
202608310410,2026-08-31,04,10R,daily,0.4639,0.002451,0.000471,0.000435,0.000222,0.000171,0.000511,0.023264,0.058897,0.053763,0.009685,0.004028,0.030971,0.019896,0.023810,0.002238,0.117738,0.016942,0.017315,0.004633,0.000974,0.023706,0.013747,0.013495,0.005609,0.003897,0.000856,0.003305,0.001416,0.002766,0.001353,0.536098,0.005337
202608310410,2026-08-31,04,10R,realtime,0.3797,0.001428,0.000408,0.000342,0.000175,0.000175,0.000320,0.013156,0.036082,0.066259,0.006769,0.002236,0.026310,0.018069,0.017926,0.002305,0.092270,0.009657,0.010051,0.004073,0.001010,0.026631,0.014371,0.009475,0.004766,0.004822,0.000645,0.002934,0.001799,0.002258,0.000911,0.620278,0.002088
202608310411,2026-08-31,04,11R,daily,0.3622,0.001878,0.000586,0.000188,0.000162,0.000136,0.000399,0.013719,0.025989,0.034632,0.007968,0.007032,0.012895,0.026199,0.033065,0.006647,0.107329,0.004736,0.017584,0.004461,0.000497,0.018730,0.010860,0.004587,0.008259,0.003954,0.000852,0.002098,0.001392,0.003224,0.000753,0.637825,0.001364
