レースコード,レース日,レース場コード,レース回,状態,荒れ度,P_その他_1,P_その他_2,P_その他_3,P_その他_4,P_その他_5,P_その他_6,P_まくり_2,P_まくり_3,P_まくり_4,P_まくり_5,P_まくり_6,P_まくり差し_3,P_まくり差し_4,P_まくり差し_5,P_まくり差し_6,P_差し_2,P_差し_3,P_差し_4,P_差し_5,P_差し_6,P_抜き_1,P_抜き_2,P_抜き_3,P_抜き_4,P_抜き_5,P_抜き_6,P_恵まれ_2,P_恵まれ_3,P_恵まれ_4,P_恵まれ_5,P_逃げ_1,P_逃げ_2
202608290105,2026-08-29,01,05R,realtime,0.5485,0.003215,0.001114,0.000741,0.000303,0.000341,0.001367,0.033776,0.036914,0.073496,0.014110,0.003347,0.055848,0.027965,0.062493,0.010278,0.100683,0.020908,0.015486,0.005508,0.001812,0.018067,0.011299,0.010630,0.007804,0.006692,0.002315,0.004154,0.003268,0.001249,0.001771,0.451501,0.011545
202608290106,2026-08-29,01,06R,realtime,0.4795,0.002622,0.000722,0.000629,0.000276,0.000348,0.001317,0.024675,0.024050,0.063840,0.016493,0.003098,0.040336,0.027831,0.089436,0.015895,0.065460,0.008870,0.011506,0.007436,0.004428,0.017252,0.007708,0.008358,0.010472,0.011903,0.002211,0.001942,0.001475,0.001026,0.001736,0.520503,0.006147
202608290411,2026-08-29,04,11R,realtime,0.5934,0.002450,0.000578,0.000277,0.000377,0.000257,0.000411,0.061922,0.035515,0.075207,0.017090,0.008089,0.020399,0.056493,0.081330,0.007695,0.081541,0.010128,0.057099,0.010983,0.001493,0.015818,0.008668,0.002964,0.015877,0.006290,0.001944,0.002233,0.003001,0.003143,0.001410,0.406565,0.002753
202608290511,2026-08-29,05,11R,realtime,0.4893,0.001380,0.000431,0.000264,0.000234,0.000220,0.000585,0.025958,0.030867,0.126719,0.014140,0.008922,0.025625,0.037671,0.065059,0.015517,0.033152,0.010081,0.015233,0.010175,0.003313,0.027703,0.007159,0.007054,0.006497,0.005177,0.002914,0.001104,0.001587,0.001292,0.001783,0.510682,0.001502
202608290512,2026-08-29,05,12R,realtime,0.3278,0.001495,0.000229,0.000193,0.000182,0.000188,0.000557,0.008482,0.027027,0.055299,0.007610,0.004000,0.026552,0.037465,0.046639,0.008576,0.019504,0.005644,0.022509,0.003768,0.002260,0.023260,0.002242,0.004967,0.007451,0.004596,0.001668,0.001076,0.000932,0.001167,0.001421,0.672197,0.000840
202608290704,2026-08-29,07,04R,realtime,0.6500,0.001282,0.001449,0.000671,0.000391,0.000177,0.000399,0.076171,0.014034,0.202994,0.003788,0.033944,0.022512,0.046334,0.014306,0.063975,0.075456,0.013448,0.007645,0.004289,0.006058,0.016891,0.011128,0.007899,0.005381,0.002386,0.006929,0.001496,0.001179,0.002899,0.001248,0.350041,0.003198
202608290705,2026-08-29,07,05R,realtime,0.6780,0.001146,0.000663,0.000887,0.000398,0.000233,0.000569,0.070420,0.078333,0.021905,0.020769,0.008182,0.128097,0.021877,0.093159,0.045472,0.050695,0.031639,0.006418,0.015678,0.005406,0.016841,0.007919,0.022689,0.003462,0.009332,0.005712,0.001233,0.001470,0.002087,0.001714,0.321988,0.003609
202608291611,2026-08-29,16,11R,realtime,0.2410,0.001003,0.000267,0.000249,0.000097,0.000138,0.000263,0.006140,0.019437,0.009269,0.004437,0.003457,0.056037,0.010403,0.020333,0.008019,0.040468,0.010539,0.006607,0.001007,0.001171,0.024536,0.003528,0.003921,0.002480,0.001219,0.001301,0.001133,0.001241,0.000940,0.000413,0.759038,0.000910
202608291612,2026-08-29,16,12R,realtime,0.5635,0.001570,0.000568,0.000537,0.000256,0.000306,0.000645,0.058039,0.024796,0.045072,0.014824,0.002906,0.065603,0.039348,0.068812,0.008183,0.089429,0.025084,0.027337,0.014893,0.002478,0.020146,0.011269,0.005986,0.014190,0.005159,0.003322,0.002986,0.004760,0.001243,0.001020,0.436486,0.002746
202608291712,2026-08-29,17,12R,realtime,0.2061,0.000496,0.000730,0.000167,0.000079,0.000088,0.000176,0.012031,0.024836,0.022804,0.001466,0.000526,0.020253,0.010923,0.007974,0.000978,0.052261,0.003666,0.004753,0.001246,0.000506,0.015707,0.010095,0.005271,0.001607,0.000954,0.000383,0.000517,0.000849,0.000853,0.000472,0.793883,0.003449
202608291904,2026-08-29,19,04R,realtime,0.6034,0.000776,0.000871,0.000484,0.000166,0.000170,0.000390,0.069868,0.039626,0.018213,0.001432,0.011439,0.056923,0.009809,0.002542,0.018101,0.226365,0.040670,0.006535,0.000507,0.001680,0.023609,0.041948,0.011557,0.002370,0.000639,0.004297,0.001224,0.002091,0.000949,0.000625,0.396598,0.007526
202608291905,2026-08-29,19,05R,realtime,0.2609,0.001377,0.000191,0.000100,0.000109,0.000114,0.000195,0.006710,0.008214,0.048468,0.000885,0.001645,0.022445,0.056950,0.011272,0.002537,0.037044,0.002932,0.010053,0.001125,0.000586,0.022296,0.003906,0.003180,0.010979,0.001567,0.000899,0.001029,0.001739,0.000715,0.000254,0.739092,0.001388
