レースコード,レース日,レース場コード,レース回,状態,荒れ度,P_その他_1,P_その他_2,P_その他_3,P_その他_4,P_その他_5,P_その他_6,P_まくり_2,P_まくり_3,P_まくり_4,P_まくり_5,P_まくり_6,P_まくり差し_3,P_まくり差し_4,P_まくり差し_5,P_まくり差し_6,P_差し_2,P_差し_3,P_差し_4,P_差し_5,P_差し_6,P_抜き_1,P_抜き_2,P_抜き_3,P_抜き_4,P_抜き_5,P_抜き_6,P_恵まれ_2,P_恵まれ_3,P_恵まれ_4,P_恵まれ_5,P_逃げ_1,P_逃げ_2
202608260101,2026-08-26,01,01R,daily,0.4169,0.003904,0.001777,0.000615,0.000228,0.000240,0.000934,0.014615,0.033815,0.051861,0.016569,0.005498,0.047685,0.022724,0.047825,0.011020,0.058857,0.009766,0.012646,0.002888,0.004304,0.015189,0.006153,0.008771,0.005388,0.007525,0.002241,0.001989,0.002097,0.001103,0.001744,0.583118,0.016910
202608260102,2026-08-26,01,02R,daily,0.4873,0.004472,0.001440,0.000725,0.000263,0.000255,0.001252,0.030226,0.047890,0.059538,0.014716,0.004185,0.056545,0.028109,0.038194,0.010889,0.070879,0.019713,0.018017,0.003139,0.003242,0.018371,0.009535,0.009343,0.005354,0.005321,0.001816,0.002024,0.003899,0.001034,0.001993,0.512707,0.014913
202608260103,2026-08-26,01,03R,daily,0.4102,0.004187,0.001233,0.000551,0.000208,0.000237,0.001264,0.013986,0.035364,0.053660,0.013382,0.003749,0.062310,0.024700,0.035546,0.009990,0.055083,0.013954,0.013897,0.002823,0.003132,0.018442,0.004753,0.008617,0.005159,0.005182,0.002000,0.001877,0.002482,0.001214,0.001932,0.589826,0.009259
202608260104,2026-08-26,01,04R,daily,0.4652,0.004770,0.001290,0.000610,0.000223,0.000258,0.001233,0.012865,0.063129,0.038760,0.017346,0.004632,0.075354,0.019703,0.046842,0.017902,0.055771,0.017847,0.015205,0.002922,0.003173,0.018684,0.007197,0.009753,0.005070,0.005178,0.002484,0.002064,0.002786,0.000950,0.001696,0.534833,0.009469
202608260105,2026-08-26,01,05R,daily,0.4229,0.003485,0.001119,0.000582,0.000202,0.000229,0.001208,0.011180,0.061522,0.040501,0.011710,0.004684,0.085185,0.023231,0.023476,0.013496,0.042707,0.017904,0.012024,0.002863,0.003233,0.015421,0.003762,0.015928,0.004768,0.004734,0.002783,0.001816,0.002554,0.000847,0.002067,0.577061,0.007717
202608260106,2026-08-26,01,06R,daily,0.4275,0.003851,0.001783,0.000619,0.000267,0.000256,0.001571,0.015098,0.040358,0.054490,0.013013,0.006741,0.049240,0.026303,0.042153,0.015812,0.052827,0.012953,0.011754,0.003357,0.004950,0.019132,0.005011,0.009718,0.006798,0.006197,0.003389,0.001961,0.002526,0.001205,0.001978,0.572501,0.012189
202608260107,2026-08-26,01,07R,daily,0.5502,0.005992,0.002154,0.000753,0.000280,0.000307,0.001726,0.018292,0.049611,0.086573,0.013126,0.003787,0.068165,0.041419,0.051124,0.016578,0.054104,0.022379,0.029358,0.004341,0.005374,0.014977,0.004533,0.013032,0.008835,0.007598,0.003721,0.002028,0.002811,0.001729,0.002543,0.449841,0.012909
202608260108,2026-08-26,01,08R,daily,0.5223,0.006045,0.001435,0.000831,0.000217,0.000293,0.000972,0.035344,0.060089,0.037770,0.019318,0.003350,0.070131,0.019737,0.041854,0.010505,0.088159,0.016118,0.017390,0.004231,0.003655,0.019516,0.013483,0.008379,0.006051,0.005653,0.001674,0.002074,0.003350,0.000845,0.002106,0.477749,0.021676
202608260109,2026-08-26,01,09R,daily,0.4095,0.004695,0.001400,0.000635,0.000242,0.000263,0.001447,0.015087,0.034476,0.044407,0.015915,0.003530,0.047812,0.024830,0.050565,0.009078,0.059852,0.010055,0.009883,0.004207,0.002708,0.018101,0.006676,0.008380,0.006830,0.007099,0.001823,0.002618,0.002309,0.001259,0.001826,0.590525,0.011467
202608260110,2026-08-26,01,10R,daily,0.3368,0.003107,0.000963,0.000338,0.000177,0.000191,0.001197,0.009161,0.026413,0.035793,0.010865,0.003762,0.036086,0.029404,0.053242,0.011871,0.044372,0.006730,0.006836,0.002393,0.001677,0.019091,0.005238,0.004356,0.005584,0.004214,0.001374,0.001710,0.003117,0.001011,0.001243,0.663209,0.005276
