レースコード,レース日,レース場コード,レース回,状態,荒れ度,P_その他_1,P_その他_2,P_その他_3,P_その他_4,P_その他_5,P_その他_6,P_まくり_2,P_まくり_3,P_まくり_4,P_まくり_5,P_まくり_6,P_まくり差し_3,P_まくり差し_4,P_まくり差し_5,P_まくり差し_6,P_差し_2,P_差し_3,P_差し_4,P_差し_5,P_差し_6,P_抜き_1,P_抜き_2,P_抜き_3,P_抜き_4,P_抜き_5,P_抜き_6,P_恵まれ_2,P_恵まれ_3,P_恵まれ_4,P_恵まれ_5,P_逃げ_1,P_逃げ_2
202608170201,2026-08-17,02,01R,daily,0.5268,0.001392,0.000922,0.000530,0.000286,0.000188,0.000369,0.017421,0.116725,0.054968,0.029413,0.005630,0.054329,0.032124,0.047686,0.005017,0.046982,0.018720,0.012284,0.003068,0.004131,0.026739,0.008956,0.015159,0.004714,0.005682,0.002357,0.002988,0.000655,0.001250,0.001388,0.473235,0.004693
202608170201,2026-08-17,02,01R,realtime,0.5033,0.001028,0.000369,0.000510,0.000311,0.000204,0.000271,0.018311,0.139687,0.027466,0.015892,0.003943,0.060386,0.025292,0.038386,0.004660,0.053652,0.016290,0.011197,0.002359,0.005059,0.034762,0.009939,0.015251,0.003333,0.006499,0.001616,0.001832,0.000441,0.000842,0.001020,0.496701,0.002490
202608170202,2026-08-17,02,02R,daily,0.7538,0.004961,0.000987,0.000920,0.000429,0.000259,0.000932,0.108049,0.044386,0.090792,0.037057,0.029416,0.014591,0.024069,0.089125,0.044347,0.124651,0.009234,0.013874,0.010512,0.005303,0.017441,0.034023,0.005216,0.007776,0.014345,0.010545,0.001689,0.002490,0.001656,0.001335,0.246242,0.003348
202608170202,2026-08-17,02,02R,realtime,0.6303,0.002142,0.000600,0.000569,0.000414,0.000261,0.000759,0.081364,0.024168,0.098484,0.026978,0.016797,0.014832,0.021245,0.076465,0.054710,0.095634,0.005478,0.008534,0.010137,0.005237,0.013554,0.025711,0.003609,0.008652,0.012891,0.013273,0.002193,0.001973,0.001138,0.000981,0.369730,0.001487
202608170203,2026-08-17,02,03R,daily,0.6961,0.002429,0.000461,0.000651,0.000329,0.000214,0.000468,0.070417,0.080401,0.035629,0.035211,0.011869,0.031735,0.015051,0.027226,0.011314,0.238781,0.024959,0.011007,0.004424,0.002097,0.014745,0.032715,0.012920,0.004224,0.005192,0.005061,0.004149,0.000795,0.000902,0.001640,0.303868,0.009115
202608170204,2026-08-17,02,04R,daily,0.8425,0.001513,0.000720,0.000392,0.000241,0.000205,0.000378,0.154399,0.049351,0.088650,0.023749,0.016011,0.007777,0.031113,0.041338,0.008638,0.277409,0.005362,0.023588,0.011229,0.001964,0.012066,0.044932,0.005431,0.017968,0.005211,0.002218,0.001481,0.000982,0.000729,0.001118,0.157518,0.006320
202608170205,2026-08-17,02,05R,daily,0.5163,0.000828,0.000691,0.000182,0.000194,0.000111,0.000350,0.037411,0.037194,0.066251,0.009705,0.014683,0.011401,0.040849,0.019989,0.005820,0.173909,0.002457,0.021670,0.003395,0.001027,0.012482,0.015693,0.004160,0.025268,0.001858,0.001621,0.001548,0.000974,0.001125,0.000624,0.483710,0.002821
202608170206,2026-08-17,02,06R,daily,0.8960,0.010810,0.000728,0.000705,0.000230,0.000319,0.000746,0.190121,0.091217,0.037272,0.041413,0.002551,0.063181,0.014651,0.108266,0.007130,0.145975,0.049618,0.032805,0.025092,0.001683,0.007150,0.022419,0.005866,0.004963,0.017773,0.001794,0.003073,0.001389,0.002634,0.001406,0.104002,0.003016
202608170207,2026-08-17,02,07R,daily,0.2507,0.001332,0.000237,0.000216,0.000179,0.000099,0.000336,0.008796,0.024342,0.042679,0.013554,0.009315,0.020732,0.023596,0.016633,0.005682,0.023604,0.003495,0.006930,0.002070,0.000834,0.021261,0.006140,0.003596,0.004258,0.004587,0.001852,0.002002,0.000814,0.000671,0.000396,0.749299,0.000463
202608170208,2026-08-17,02,08R,daily,0.4493,0.000990,0.000369,0.000249,0.000250,0.000137,0.000249,0.023645,0.021763,0.098127,0.022506,0.015306,0.008547,0.045060,0.028005,0.004071,0.083766,0.002479,0.013504,0.003597,0.000973,0.015607,0.020693,0.006107,0.018462,0.005567,0.001481,0.002564,0.000268,0.000854,0.000595,0.550709,0.003498
