レースコード,レース日,レース場コード,レース回,状態,荒れ度,P_その他_1,P_その他_2,P_その他_3,P_その他_4,P_その他_5,P_その他_6,P_まくり_2,P_まくり_3,P_まくり_4,P_まくり_5,P_まくり_6,P_まくり差し_3,P_まくり差し_4,P_まくり差し_5,P_まくり差し_6,P_差し_2,P_差し_3,P_差し_4,P_差し_5,P_差し_6,P_抜き_1,P_抜き_2,P_抜き_3,P_抜き_4,P_抜き_5,P_抜き_6,P_恵まれ_2,P_恵まれ_3,P_恵まれ_4,P_恵まれ_5,P_逃げ_1,P_逃げ_2
202608160101,2026-08-16,01,01R,daily,0.6147,0.006473,0.002966,0.001006,0.000348,0.000288,0.000823,0.072547,0.062554,0.083909,0.022580,0.005374,0.045230,0.029414,0.036603,0.016353,0.086140,0.021958,0.018154,0.005042,0.006120,0.027170,0.009866,0.017726,0.009191,0.006969,0.004131,0.001522,0.002007,0.001485,0.002454,0.385341,0.008257
202608160101,2026-08-16,01,01R,realtime,0.6115,0.003280,0.001725,0.000838,0.000333,0.000338,0.000811,0.067803,0.069606,0.089073,0.012460,0.006805,0.045420,0.028917,0.033527,0.014562,0.091068,0.020173,0.016676,0.005072,0.006172,0.030902,0.013086,0.018405,0.010795,0.005729,0.004640,0.001318,0.001698,0.001505,0.001754,0.388495,0.007011
202608160102,2026-08-16,01,02R,daily,0.4501,0.003944,0.003169,0.000737,0.000264,0.000220,0.000713,0.019025,0.070141,0.031435,0.025654,0.013044,0.062938,0.015927,0.037128,0.028145,0.035933,0.016758,0.006342,0.004094,0.006223,0.026327,0.003848,0.013482,0.003082,0.006680,0.006092,0.001041,0.001606,0.001240,0.001726,0.549898,0.003145
202608160103,2026-08-16,01,03R,daily,0.6042,0.004678,0.003292,0.000925,0.000366,0.000291,0.000993,0.055325,0.051267,0.086417,0.018899,0.014357,0.037335,0.034015,0.036233,0.034224,0.098011,0.018547,0.015019,0.004792,0.007566,0.019684,0.010914,0.012212,0.008135,0.007257,0.007289,0.001309,0.002243,0.001755,0.002350,0.395765,0.008536
202608160104,2026-08-16,01,04R,daily,0.7817,0.004986,0.002855,0.000825,0.000206,0.000233,0.000573,0.021297,0.153920,0.073428,0.023097,0.001908,0.203888,0.056632,0.049205,0.004828,0.022877,0.037911,0.034565,0.004151,0.002234,0.011957,0.005294,0.030852,0.009465,0.010505,0.001546,0.001372,0.001928,0.001600,0.001486,0.218321,0.006056
202608160105,2026-08-16,01,05R,daily,0.3463,0.002785,0.002133,0.000395,0.000195,0.000186,0.000767,0.006458,0.025870,0.051723,0.015201,0.004609,0.037754,0.031871,0.029510,0.020480,0.026513,0.004030,0.010147,0.003881,0.006213,0.029812,0.002950,0.008063,0.007668,0.004683,0.003880,0.001254,0.001608,0.001143,0.001587,0.653741,0.002890
202608160106,2026-08-16,01,06R,daily,0.3414,0.003324,0.001588,0.000322,0.000181,0.000170,0.000380,0.014272,0.033431,0.054372,0.013798,0.003576,0.030049,0.024191,0.028302,0.011676,0.046888,0.006641,0.012177,0.001914,0.001517,0.022084,0.006497,0.006377,0.004971,0.003499,0.001280,0.001010,0.000959,0.001345,0.001032,0.658610,0.003566
202608160107,2026-08-16,01,07R,daily,0.1652,0.001220,0.000626,0.000145,0.000084,0.000075,0.000319,0.001827,0.014850,0.014602,0.006180,0.002646,0.031344,0.011365,0.019067,0.007958,0.011064,0.003238,0.002107,0.001010,0.001028,0.023364,0.001167,0.002488,0.001209,0.001800,0.000861,0.000542,0.001007,0.000791,0.000463,0.834809,0.000744
202608160108,2026-08-16,01,08R,daily,0.4668,0.004738,0.001678,0.000455,0.000200,0.000231,0.000638,0.010081,0.038402,0.031403,0.053646,0.004241,0.047540,0.020668,0.127011,0.013158,0.016474,0.007497,0.004953,0.010866,0.002655,0.028634,0.002814,0.008726,0.004465,0.017358,0.001921,0.001023,0.000984,0.001179,0.001116,0.533244,0.002000
202608160109,2026-08-16,01,09R,daily,0.4816,0.004422,0.003198,0.000739,0.000298,0.000257,0.000824,0.020919,0.043281,0.051580,0.034925,0.014944,0.032598,0.027814,0.047602,0.053539,0.038858,0.007308,0.008181,0.005892,0.011064,0.025444,0.006440,0.009195,0.003534,0.008543,0.007363,0.001077,0.001920,0.001205,0.002741,0.518373,0.005925
202608160110,2026-08-16,01,10R,daily,0.4896,0.004932,0.001556,0.000750,0.000286,0.000261,0.000840,0.052285,0.037758,0.049118,0.011763,0.004604,0.031895,0.019317,0.025386,0.011011,0.125736,0.014070,0.010202,0.002852,0.002198,0.020683,0.016126,0.009770,0.006113,0.004783,0.002074,0.001942,0.001753,0.001501,0.002117,0.510355,0.015964
202608160111,2026-08-16,01,11R,daily,0.3992,0.003170,0.001279,0.000455,0.000130,0.000135,0.000622,0.013467,0.078296,0.021127,0.004564,0.001943,0.125425,0.012913,0.008853,0.004817,0.033461,0.020948,0.009018,0.000968,0.001006,0.020751,0.003712,0.015956,0.001967,0.002032,0.001018,0.001102,0.002343,0.001202,0.001351,0.600771,0.005198
202608160112,2026-08-16,01,12R,daily,0.2566,0.002056,0.000806,0.000402,0.000149,0.000144,0.000782,0.007863,0.025129,0.025075,0.006100,0.003487,0.034610,0.012482,0.013638,0.007192,0.048885,0.008120,0.004590,0.001117,0.001883,0.017793,0.005559,0.005661,0.003011,0.002100,0.001219,0.001596,0.001974,0.000885,0.001480,0.743352,0.010858
202608160201,2026-08-16,02,01R,daily,0.4558,0.001286,0.001002,0.000299,0.000186,0.000167,0.000456,0.023463,0.053891,0.025472,0.030404,0.017931,0.027602,0.022675,0.025242,0.027091,0.114794,0.008167,0.009455,0.004234,0.003709,0.025237,0.008723,0.004978,0.003484,0.003117,0.006114,0.001971,0.000610,0.001128,0.001352,0.544242,0.001518
