レースコード,レース日,レース場コード,レース回,状態,荒れ度,P_その他_1,P_その他_2,P_その他_3,P_その他_4,P_その他_5,P_その他_6,P_まくり_2,P_まくり_3,P_まくり_4,P_まくり_5,P_まくり_6,P_まくり差し_3,P_まくり差し_4,P_まくり差し_5,P_まくり差し_6,P_差し_2,P_差し_3,P_差し_4,P_差し_5,P_差し_6,P_抜き_1,P_抜き_2,P_抜き_3,P_抜き_4,P_抜き_5,P_抜き_6,P_恵まれ_2,P_恵まれ_3,P_恵まれ_4,P_恵まれ_5,P_逃げ_1,P_逃げ_2
202608200201,2026-08-20,02,01R,daily,0.7435,0.002593,0.001010,0.000698,0.000405,0.000203,0.000549,0.056006,0.104927,0.162237,0.015899,0.019052,0.040409,0.039550,0.021832,0.015020,0.094583,0.009322,0.036074,0.007494,0.004349,0.014153,0.013641,0.032940,0.026389,0.005617,0.009867,0.001489,0.001995,0.001124,0.001146,0.256479,0.002948
202608200201,2026-08-20,02,01R,realtime,0.7712,0.001663,0.000376,0.000473,0.000317,0.000239,0.000528,0.058379,0.070344,0.246453,0.004908,0.017388,0.027385,0.035459,0.019605,0.019680,0.112198,0.006554,0.034039,0.006481,0.004638,0.013986,0.015432,0.021906,0.031080,0.004680,0.009286,0.001152,0.002283,0.001031,0.000529,0.228824,0.002706
202608200202,2026-08-20,02,02R,daily,0.6739,0.001624,0.000706,0.000718,0.000278,0.000220,0.000276,0.075261,0.138988,0.048268,0.042364,0.005555,0.036394,0.022815,0.061383,0.003052,0.098925,0.015790,0.011929,0.013258,0.001352,0.021186,0.016875,0.023196,0.007244,0.011404,0.001427,0.002069,0.001656,0.000871,0.001014,0.326065,0.007835
202608200202,2026-08-20,02,02R,realtime,0.7215,0.003628,0.000302,0.000457,0.000267,0.000243,0.000269,0.075781,0.115621,0.043322,0.049307,0.002733,0.037136,0.015927,0.117272,0.002890,0.121851,0.013796,0.011713,0.014445,0.001049,0.022839,0.015377,0.016084,0.008663,0.017306,0.001927,0.001718,0.003089,0.000955,0.001047,0.278526,0.004459
202608200203,2026-08-20,02,03R,daily,0.5959,0.001219,0.001350,0.000384,0.000332,0.000196,0.000715,0.028355,0.064033,0.082462,0.025448,0.037550,0.017639,0.063618,0.064282,0.016102,0.081905,0.005331,0.007618,0.011653,0.004674,0.020261,0.015099,0.010114,0.015798,0.005785,0.005283,0.003526,0.000886,0.001230,0.001066,0.404117,0.001968
202608200203,2026-08-20,02,03R,realtime,0.4976,0.002012,0.000366,0.000244,0.000283,0.000216,0.000650,0.020548,0.045388,0.053553,0.016291,0.032047,0.015251,0.043220,0.069934,0.022185,0.078751,0.003246,0.004677,0.009962,0.004449,0.023601,0.011016,0.005587,0.015096,0.006794,0.005313,0.002296,0.001164,0.001036,0.000653,0.502431,0.001737
202608200204,2026-08-20,02,04R,daily,0.6925,0.002103,0.000463,0.000276,0.000160,0.000148,0.000309,0.113054,0.049215,0.075473,0.011287,0.003219,0.014872,0.015956,0.018308,0.002726,0.264044,0.004257,0.024513,0.006513,0.000382,0.011283,0.033412,0.012879,0.014995,0.003466,0.000875,0.000832,0.001245,0.001110,0.000797,0.307536,0.004291
202608200204,2026-08-20,02,04R,realtime,0.7339,0.000911,0.000574,0.000227,0.000123,0.000123,0.000205,0.144833,0.021256,0.077202,0.005043,0.001001,0.009718,0.007702,0.011718,0.001425,0.352393,0.003525,0.013621,0.006506,0.000236,0.010387,0.036057,0.007512,0.009244,0.004019,0.000627,0.000623,0.001518,0.000783,0.000643,0.266090,0.004155
202608200205,2026-08-20,02,05R,daily,0.4997,0.001374,0.000822,0.000219,0.000258,0.000143,0.000523,0.021063,0.041647,0.177115,0.006707,0.008472,0.019000,0.073735,0.017499,0.005173,0.032156,0.003127,0.022752,0.003323,0.001562,0.014454,0.011196,0.008825,0.016821,0.003219,0.001425,0.001814,0.001631,0.001382,0.000797,0.500293,0.001475
202608200205,2026-08-20,02,05R,realtime,0.5295,0.003238,0.000273,0.000116,0.000224,0.000192,0.000493,0.025947,0.041492,0.206314,0.002710,0.004968,0.021363,0.053689,0.014953,0.006501,0.052480,0.004776,0.022302,0.003311,0.001303,0.017934,0.011037,0.008724,0.013508,0.004221,0.001118,0.001359,0.002278,0.001361,0.000479,0.470459,0.000877
202608200206,2026-08-20,02,06R,daily,0.7429,0.004806,0.000594,0.001028,0.000155,0.000188,0.000330,0.271238,0.076014,0.015153,0.015246,0.002765,0.033975,0.005106,0.016790,0.002423,0.175737,0.020184,0.008700,0.003757,0.000531,0.018099,0.042850,0.006132,0.001192,0.006743,0.000840,0.002482,0.002283,0.001386,0.001496,0.257052,0.004727
202608200206,2026-08-20,02,06R,realtime,0.7932,0.001579,0.001075,0.000656,0.000117,0.000171,0.000233,0.302912,0.055457,0.006920,0.012383,0.001255,0.031311,0.002042,0.015358,0.001245,0.246796,0.024180,0.005840,0.003518,0.000417,0.016124,0.039817,0.007294,0.000914,0.006213,0.000960,0.001792,0.001858,0.000794,0.001072,0.206781,0.002917
202608200207,2026-08-20,02,07R,daily,0.4191,0.001668,0.000449,0.000624,0.000236,0.000181,0.000196,0.038363,0.063857,0.056650,0.030001,0.008120,0.023965,0.019792,0.035601,0.004978,0.041523,0.008335,0.009016,0.005362,0.001863,0.032020,0.006722,0.007592,0.006247,0.006613,0.001542,0.001456,0.001450,0.000852,0.000959,0.580867,0.002900
