レースコード,レース日,レース場コード,レース回,状態,荒れ度,P_その他_1,P_その他_2,P_その他_3,P_その他_4,P_その他_5,P_その他_6,P_まくり_2,P_まくり_3,P_まくり_4,P_まくり_5,P_まくり_6,P_まくり差し_3,P_まくり差し_4,P_まくり差し_5,P_まくり差し_6,P_差し_2,P_差し_3,P_差し_4,P_差し_5,P_差し_6,P_抜き_1,P_抜き_2,P_抜き_3,P_抜き_4,P_抜き_5,P_抜き_6,P_恵まれ_2,P_恵まれ_3,P_恵まれ_4,P_恵まれ_5,P_逃げ_1,P_逃げ_2
202608190501,2026-08-19,05,01R,daily,0.6127,0.002599,0.001940,0.000672,0.000309,0.000249,0.000627,0.025144,0.059833,0.071617,0.057782,0.028314,0.033711,0.024225,0.079847,0.050457,0.034074,0.012641,0.015994,0.012716,0.017129,0.028256,0.008210,0.010425,0.005047,0.011137,0.012484,0.000783,0.001477,0.001308,0.002412,0.387302,0.001277
202608190501,2026-08-19,05,01R,realtime,0.5511,0.001455,0.000361,0.000383,0.000284,0.000234,0.000452,0.018088,0.047301,0.085053,0.052670,0.009445,0.037960,0.020797,0.080650,0.041255,0.036274,0.009271,0.015699,0.008528,0.016403,0.021596,0.006541,0.008699,0.005040,0.010069,0.011230,0.000560,0.001065,0.001063,0.001820,0.448870,0.000888
202608190502,2026-08-19,05,02R,daily,0.7064,0.003353,0.001260,0.000694,0.000218,0.000228,0.000443,0.073993,0.137509,0.033923,0.025090,0.004097,0.150850,0.016408,0.044209,0.004058,0.064367,0.037066,0.029150,0.005318,0.002556,0.017172,0.010644,0.018578,0.004534,0.008334,0.001662,0.001481,0.002206,0.001548,0.001717,0.293640,0.003693
202608190502,2026-08-19,05,02R,realtime,0.6660,0.001291,0.000630,0.000495,0.000192,0.000227,0.000319,0.068883,0.145766,0.023505,0.011503,0.003059,0.159105,0.011291,0.033290,0.003533,0.074765,0.028411,0.018927,0.006613,0.002313,0.018261,0.009296,0.024558,0.003776,0.006386,0.001582,0.000858,0.002351,0.001018,0.001532,0.334026,0.002238
202608190503,2026-08-19,05,03R,daily,0.3415,0.001182,0.000564,0.000217,0.000102,0.000123,0.000220,0.004813,0.043671,0.020945,0.028889,0.002402,0.066555,0.011464,0.063705,0.003680,0.014940,0.006910,0.009426,0.004155,0.002136,0.031492,0.001844,0.007528,0.002016,0.007659,0.000849,0.000631,0.000916,0.000771,0.000683,0.658535,0.000978
202608190503,2026-08-19,05,03R,realtime,0.3124,0.001701,0.000129,0.000155,0.000098,0.000114,0.000145,0.004412,0.038461,0.017248,0.013044,0.001687,0.067148,0.009016,0.075222,0.003081,0.012021,0.005336,0.006274,0.005301,0.001285,0.029363,0.001424,0.006699,0.001845,0.007094,0.000805,0.000326,0.000807,0.000593,0.000878,0.687605,0.000679
202608190504,2026-08-19,05,04R,daily,0.4159,0.001663,0.000726,0.000444,0.000180,0.000120,0.000361,0.063047,0.022482,0.018998,0.007782,0.020626,0.014062,0.005009,0.008578,0.018088,0.150468,0.006530,0.005062,0.001219,0.002903,0.022603,0.023199,0.005036,0.001313,0.002407,0.002987,0.000989,0.001442,0.000996,0.001704,0.584082,0.004893
202608190504,2026-08-19,05,04R,realtime,0.4149,0.001366,0.001140,0.000198,0.000189,0.000111,0.000310,0.057774,0.019638,0.021005,0.004405,0.033212,0.013669,0.004360,0.006529,0.031239,0.141545,0.006273,0.003271,0.001215,0.002543,0.021209,0.022486,0.004941,0.001351,0.001889,0.004375,0.000946,0.001604,0.001007,0.001056,0.585063,0.004082
202608190505,2026-08-19,05,05R,daily,0.4427,0.001794,0.000960,0.000341,0.000227,0.000208,0.000494,0.015450,0.028788,0.087881,0.027173,0.008388,0.022156,0.033067,0.060689,0.013330,0.030318,0.006010,0.021920,0.007701,0.006298,0.030121,0.004022,0.007169,0.010183,0.008185,0.003405,0.001055,0.001413,0.001205,0.001520,0.557326,0.001204
202608190505,2026-08-19,05,05R,realtime,0.4445,0.001696,0.000255,0.000206,0.000231,0.000243,0.000417,0.012873,0.044568,0.062588,0.027821,0.006049,0.025952,0.040982,0.070993,0.014865,0.022856,0.005168,0.022299,0.009603,0.005225,0.030780,0.003825,0.005115,0.011141,0.009639,0.003664,0.000686,0.001289,0.001066,0.001398,0.555528,0.000980
