レースコード,レース日,レース場コード,レース回,状態,荒れ度,P_その他_1,P_その他_2,P_その他_3,P_その他_4,P_その他_5,P_その他_6,P_まくり_2,P_まくり_3,P_まくり_4,P_まくり_5,P_まくり_6,P_まくり差し_3,P_まくり差し_4,P_まくり差し_5,P_まくり差し_6,P_差し_2,P_差し_3,P_差し_4,P_差し_5,P_差し_6,P_抜き_1,P_抜き_2,P_抜き_3,P_抜き_4,P_抜き_5,P_抜き_6,P_恵まれ_2,P_恵まれ_3,P_恵まれ_4,P_恵まれ_5,P_逃げ_1,P_逃げ_2
202608250101,2026-08-25,01,01R,daily,0.4293,0.004232,0.001369,0.000577,0.000248,0.000257,0.001258,0.013177,0.028427,0.065310,0.015042,0.005583,0.051374,0.026704,0.045711,0.015720,0.056869,0.011096,0.013758,0.003499,0.004415,0.018083,0.004645,0.007966,0.007040,0.005695,0.003104,0.002244,0.002758,0.001200,0.001863,0.570673,0.010101
202608250101,2026-08-25,01,01R,realtime,0.5214,0.010517,0.003191,0.000993,0.000259,0.000394,0.001301,0.014389,0.061555,0.026354,0.023254,0.005136,0.089861,0.024262,0.062270,0.017030,0.051606,0.020967,0.010021,0.003149,0.005061,0.023218,0.005200,0.014272,0.004055,0.008205,0.002613,0.002042,0.003951,0.001658,0.002972,0.478607,0.021636
202608250102,2026-08-25,01,02R,daily,0.4469,0.004508,0.001372,0.000633,0.000267,0.000255,0.001440,0.021828,0.026130,0.063676,0.017436,0.006339,0.036020,0.028751,0.049212,0.015777,0.073621,0.010691,0.013104,0.004004,0.003871,0.020259,0.007076,0.006147,0.006963,0.006450,0.002714,0.002072,0.003021,0.001136,0.002030,0.553088,0.010109
202608250102,2026-08-25,01,02R,realtime,0.4133,0.003399,0.000942,0.000383,0.000231,0.000310,0.001291,0.016843,0.025921,0.057681,0.006668,0.009823,0.032991,0.027139,0.053067,0.019165,0.063042,0.007170,0.012332,0.003927,0.003804,0.022382,0.006459,0.006556,0.008679,0.005169,0.002771,0.001611,0.002882,0.000904,0.001505,0.586703,0.008251
202608250103,2026-08-25,01,03R,daily,0.4390,0.003738,0.001144,0.000514,0.000260,0.000211,0.001153,0.028316,0.028978,0.085540,0.010171,0.005658,0.038396,0.045646,0.034545,0.011143,0.058673,0.009842,0.010165,0.003039,0.001962,0.017944,0.008624,0.005838,0.007395,0.004096,0.001451,0.002640,0.003324,0.001096,0.001275,0.561021,0.006201
202608250103,2026-08-25,01,03R,realtime,0.4736,0.003056,0.000575,0.000340,0.000192,0.000231,0.000914,0.017090,0.021237,0.180155,0.003132,0.004700,0.032638,0.049925,0.032702,0.010260,0.048445,0.005389,0.011122,0.003042,0.001725,0.013821,0.005212,0.004866,0.008970,0.003175,0.001008,0.001522,0.002741,0.000742,0.000989,0.526378,0.003704
202608250104,2026-08-25,01,04R,daily,0.4675,0.004237,0.001042,0.000698,0.000260,0.000278,0.001538,0.022108,0.036100,0.063495,0.015930,0.004998,0.048648,0.031247,0.036293,0.013653,0.079733,0.012051,0.016362,0.004122,0.003975,0.014850,0.007545,0.009087,0.009164,0.006541,0.002686,0.001847,0.003119,0.000964,0.002349,0.532454,0.012625
202608250104,2026-08-25,01,04R,realtime,0.4872,0.002236,0.000635,0.000472,0.000215,0.000311,0.001332,0.031709,0.037042,0.044629,0.007731,0.002710,0.050765,0.021932,0.039806,0.008308,0.122765,0.014987,0.021373,0.003563,0.003505,0.016800,0.012806,0.008071,0.010030,0.005686,0.003006,0.001114,0.002920,0.000786,0.001358,0.512780,0.008618
202608250105,2026-08-25,01,05R,daily,0.4339,0.004013,0.001821,0.000674,0.000221,0.000235,0.001248,0.018216,0.048829,0.051738,0.010291,0.006655,0.062187,0.026568,0.028401,0.013123,0.056616,0.013004,0.015618,0.002178,0.004534,0.015334,0.005952,0.010712,0.004753,0.004951,0.002799,0.001879,0.002488,0.001087,0.002242,0.566128,0.015506
202608250105,2026-08-25,01,05R,realtime,0.5159,0.002738,0.001203,0.000588,0.000258,0.000268,0.001130,0.027913,0.065551,0.050123,0.003260,0.006598,0.081479,0.033284,0.028217,0.010757,0.080534,0.015857,0.021034,0.002133,0.003204,0.017298,0.010309,0.015909,0.005940,0.004739,0.003683,0.001207,0.003262,0.000983,0.001627,0.484131,0.014784
202608250106,2026-08-25,01,06R,daily,0.5304,0.006263,0.001301,0.000627,0.000264,0.000275,0.001554,0.044498,0.046189,0.060372,0.012814,0.004659,0.049267,0.029724,0.046914,0.014591,0.099183,0.018498,0.013308,0.003755,0.002200,0.017864,0.010002,0.009083,0.009128,0.005026,0.001892,0.002466,0.003416,0.001325,0.001790,0.469618,0.012133
202608250106,2026-08-25,01,06R,realtime,0.7404,0.018030,0.007597,0.002519,0.000300,0.000571,0.001404,0.030288,0.146930,0.048096,0.010353,0.012958,0.118412,0.038442,0.045603,0.022641,0.047986,0.031262,0.018924,0.006416,0.008006,0.018028,0.006983,0.021654,0.012369,0.003866,0.003678,0.002176,0.007611,0.002018,0.004296,0.259604,0.040979
202608250107,2026-08-25,01,07R,daily,0.3832,0.004777,0.001242,0.000471,0.000236,0.000228,0.001347,0.016526,0.022991,0.060633,0.012363,0.005420,0.036109,0.031144,0.046742,0.014124,0.050473,0.008760,0.009686,0.003594,0.002741,0.015109,0.004743,0.005336,0.006803,0.005696,0.002202,0.002140,0.002140,0.001410,0.001595,0.616843,0.006377
202608250107,2026-08-25,01,07R,realtime,0.3487,0.003037,0.000520,0.000287,0.000189,0.000242,0.001079,0.011096,0.036504,0.034933,0.003091,0.007084,0.053183,0.027708,0.037121,0.013103,0.047895,0.007316,0.010975,0.002489,0.002078,0.013651,0.003531,0.006878,0.007668,0.004510,0.002144,0.001603,0.002140,0.001052,0.001041,0.651287,0.004561
202608250108,2026-08-25,01,08R,daily,0.4303,0.004694,0.001372,0.000725,0.000225,0.000236,0.001296,0.024369,0.048980,0.044222,0.009584,0.003694,0.055824,0.019697,0.027116,0.012410,0.070434,0.017180,0.013471,0.002451,0.002787,0.018189,0.006872,0.010432,0.004656,0.004468,0.002382,0.002035,0.003495,0.001267,0.002069,0.569666,0.013704
202608250108,2026-08-25,01,08R,realtime,0.4247,0.001961,0.000578,0.000510,0.000143,0.000254,0.001086,0.027543,0.030574,0.033805,0.004631,0.001989,0.060636,0.015455,0.032260,0.007929,0.107607,0.017207,0.015985,0.002477,0.002377,0.016656,0.007722,0.009831,0.006177,0.003406,0.002424,0.001314,0.004743,0.000891,0.000866,0.575293,0.005671
202608250109,2026-08-25,01,09R,daily,0.3536,0.004155,0.001245,0.000526,0.000210,0.000209,0.001219,0.011011,0.029709,0.045804,0.012833,0.004955,0.036235,0.023905,0.038351,0.013169,0.046759,0.008818,0.011306,0.003285,0.002631,0.016665,0.005910,0.008300,0.003771,0.004996,0.002369,0.002034,0.002363,0.001031,0.002022,0.646405,0.007800
202608250109,2026-08-25,01,09R,realtime,0.3790,0.002974,0.000618,0.000415,0.000176,0.000276,0.001190,0.013505,0.039183,0.031743,0.004298,0.004246,0.043218,0.019679,0.034744,0.010102,0.075840,0.010061,0.018807,0.002576,0.003052,0.017854,0.008459,0.011607,0.004088,0.003778,0.002083,0.001281,0.002255,0.000754,0.001201,0.620954,0.008982
202608250110,2026-08-25,01,10R,daily,0.3525,0.003986,0.001033,0.000502,0.000182,0.000223,0.000981,0.013104,0.029476,0.022857,0.014641,0.002778,0.038546,0.013109,0.037651,0.012063,0.076210,0.008134,0.008080,0.002873,0.002492,0.019421,0.006312,0.006811,0.005338,0.003945,0.002074,0.002110,0.002338,0.000789,0.001610,0.647471,0.012863
202608250111,2026-08-25,01,11R,daily,0.4002,0.004763,0.001951,0.000675,0.000210,0.000265,0.001062,0.018811,0.041365,0.044164,0.012023,0.004463,0.038097,0.018714,0.033138,0.015355,0.065105,0.011073,0.011877,0.005309,0.005883,0.018208,0.005047,0.008868,0.005461,0.005576,0.002913,0.001665,0.002738,0.001290,0.002245,0.599802,0.011885
202608250112,2026-08-25,01,12R,daily,0.3690,0.003517,0.001415,0.000644,0.000187,0.000204,0.001303,0.010839,0.045801,0.028484,0.009287,0.003692,0.066028,0.021038,0.030873,0.010700,0.046051,0.014903,0.008606,0.002184,0.003080,0.019048,0.004491,0.008978,0.002971,0.003708,0.002457,0.002236,0.002781,0.001152,0.002290,0.631047,0.010003
202608250301,2026-08-25,03,01R,daily,0.6411,0.002582,0.001212,0.000619,0.000247,0.000230,0.000396,0.102311,0.052015,0.062153,0.028947,0.002439,0.031973,0.017454,0.019566,0.004931,0.151918,0.012415,0.022103,0.006363,0.005986,0.037450,0.024902,0.017809,0.012766,0.007398,0.002956,0.001916,0.002019,0.001883,0.002263,0.358907,0.003868
202608250301,2026-08-25,03,01R,realtime,0.6832,0.001474,0.000464,0.000126,0.000129,0.000272,0.000272,0.108051,0.063512,0.048028,0.008618,0.001456,0.037630,0.012883,0.010478,0.003303,0.201333,0.019096,0.023274,0.006489,0.006406,0.047217,0.032635,0.017064,0.012960,0.007613,0.003272,0.001668,0.002213,0.002960,0.001116,0.316826,0.001162
202608250302,2026-08-25,03,02R,daily,0.7355,0.001787,0.001230,0.000480,0.000211,0.000179,0.000529,0.050319,0.153072,0.093772,0.008289,0.001825,0.119471,0.039680,0.010736,0.003839,0.073628,0.032611,0.035279,0.002800,0.003318,0.016181,0.015326,0.036123,0.016111,0.005942,0.002155,0.001524,0.003650,0.002160,0.001020,0.264485,0.002268
