レースコード,レース日,レース場コード,レース回,状態,荒れ度,P_その他_1,P_その他_2,P_その他_3,P_その他_4,P_その他_5,P_その他_6,P_まくり_2,P_まくり_3,P_まくり_4,P_まくり_5,P_まくり_6,P_まくり差し_3,P_まくり差し_4,P_まくり差し_5,P_まくり差し_6,P_差し_2,P_差し_3,P_差し_4,P_差し_5,P_差し_6,P_抜き_1,P_抜き_2,P_抜き_3,P_抜き_4,P_抜き_5,P_抜き_6,P_恵まれ_2,P_恵まれ_3,P_恵まれ_4,P_恵まれ_5,P_逃げ_1,P_逃げ_2
202608220201,2026-08-22,02,01R,daily,0.6983,0.004354,0.002557,0.000914,0.000260,0.000309,0.000514,0.118299,0.115709,0.046716,0.028653,0.011641,0.059842,0.014281,0.023294,0.019843,0.089427,0.020993,0.030352,0.012108,0.004299,0.020203,0.013407,0.022153,0.003904,0.014982,0.006674,0.001295,0.002255,0.002375,0.003267,0.301727,0.003392
202608220201,2026-08-22,02,01R,realtime,0.6113,0.002317,0.000891,0.000530,0.000211,0.000287,0.000424,0.082880,0.107866,0.027052,0.013565,0.013453,0.075475,0.008763,0.014067,0.022623,0.101061,0.019029,0.024547,0.005988,0.003571,0.018942,0.013374,0.023754,0.003563,0.007593,0.009751,0.001324,0.002052,0.002349,0.001538,0.388669,0.002489
202608220202,2026-08-22,02,02R,daily,0.7980,0.002685,0.000512,0.000846,0.000254,0.000209,0.000483,0.222192,0.065995,0.038867,0.027693,0.003778,0.016156,0.009821,0.047952,0.004178,0.208002,0.011260,0.011168,0.006718,0.001718,0.016570,0.067790,0.004437,0.005501,0.008971,0.001277,0.001669,0.000885,0.000670,0.000811,0.201984,0.008947
202608220202,2026-08-22,02,02R,realtime,0.8296,0.000567,0.000815,0.000321,0.000214,0.000178,0.000378,0.281008,0.057756,0.027297,0.016542,0.002499,0.016949,0.006072,0.044466,0.003257,0.236033,0.012716,0.008355,0.007297,0.001173,0.011332,0.062783,0.003428,0.003562,0.011425,0.001301,0.001936,0.001454,0.000621,0.000766,0.170433,0.007068
202608220203,2026-08-22,02,03R,daily,0.7289,0.005752,0.001405,0.001262,0.000418,0.000386,0.000523,0.091850,0.090297,0.089222,0.032719,0.012928,0.029665,0.021727,0.043080,0.020903,0.105753,0.010356,0.037806,0.025793,0.012594,0.009933,0.016970,0.010912,0.021486,0.009346,0.009061,0.003822,0.002608,0.001355,0.002127,0.271105,0.006836
202608220203,2026-08-22,02,03R,realtime,0.7254,0.001840,0.000779,0.000546,0.000400,0.000409,0.000403,0.083188,0.101068,0.089118,0.020796,0.006969,0.038916,0.021278,0.050001,0.017811,0.118930,0.008818,0.046709,0.012599,0.011640,0.009943,0.014907,0.013695,0.024494,0.008606,0.007277,0.004992,0.003194,0.001412,0.001322,0.274561,0.003380
202608220204,2026-08-22,02,04R,daily,0.7276,0.004230,0.000514,0.000556,0.000391,0.000228,0.000909,0.037508,0.078624,0.227877,0.009294,0.012999,0.033624,0.039119,0.015271,0.015310,0.060516,0.032144,0.054332,0.002943,0.004402,0.022083,0.026904,0.014962,0.013189,0.003892,0.004715,0.002778,0.003324,0.001057,0.001590,0.272382,0.002334
202608220204,2026-08-22,02,04R,realtime,0.7353,0.001614,0.000301,0.000398,0.000305,0.000272,0.000645,0.038443,0.083858,0.188803,0.004109,0.011021,0.042601,0.045207,0.007724,0.016966,0.076018,0.031196,0.075548,0.001562,0.005221,0.027970,0.034797,0.013355,0.013558,0.002741,0.003519,0.002427,0.003465,0.000717,0.000459,0.264743,0.000436
202608220205,2026-08-22,02,05R,daily,0.5200,0.002464,0.000312,0.000158,0.000184,0.000137,0.000435,0.007298,0.039777,0.193064,0.008399,0.001222,0.024118,0.033402,0.029003,0.001298,0.029946,0.002737,0.047333,0.003383,0.000802,0.014344,0.012874,0.007476,0.051482,0.003219,0.000461,0.001516,0.000843,0.000968,0.000241,0.480040,0.001064
202608220205,2026-08-22,02,05R,realtime,0.5457,0.001889,0.000207,0.000163,0.000205,0.000168,0.000377,0.007455,0.040335,0.224878,0.009310,0.000642,0.031458,0.030470,0.035763,0.000981,0.039156,0.002772,0.033584,0.003657,0.000637,0.012832,0.010099,0.004410,0.039894,0.008273,0.000279,0.001746,0.002313,0.000766,0.000218,0.454306,0.000757
202608220206,2026-08-22,02,06R,daily,0.8790,0.004490,0.001428,0.000626,0.000344,0.000313,0.000638,0.058577,0.077406,0.123359,0.094193,0.008937,0.018334,0.049879,0.182196,0.010364,0.046843,0.010550,0.069702,0.022228,0.004062,0.007766,0.019966,0.008337,0.016381,0.027506,0.004199,0.001829,0.001373,0.001513,0.002481,0.120998,0.003181
202608220206,2026-08-22,02,06R,realtime,0.9038,0.002259,0.000407,0.000249,0.000286,0.000387,0.000535,0.055939,0.051413,0.232504,0.067948,0.002974,0.018226,0.038338,0.159533,0.008573,0.051893,0.007167,0.081243,0.022741,0.002848,0.006426,0.018985,0.006697,0.021707,0.033020,0.004394,0.001628,0.001224,0.000750,0.002111,0.096198,0.001397
202608220207,2026-08-22,02,07R,daily,0.3403,0.001819,0.000713,0.000387,0.000158,0.000130,0.000382,0.022018,0.071141,0.037772,0.012668,0.012103,0.026674,0.015777,0.015734,0.012605,0.025597,0.007964,0.007151,0.002500,0.001924,0.036781,0.006753,0.006348,0.001373,0.005085,0.002140,0.000843,0.002417,0.001340,0.001447,0.659665,0.000590
202608220208,2026-08-22,02,08R,daily,0.7225,0.002233,0.001880,0.000805,0.000268,0.000220,0.000517,0.114257,0.135354,0.042464,0.013707,0.028062,0.061762,0.033728,0.017741,0.021944,0.092290,0.048885,0.013040,0.004453,0.005683,0.018967,0.013618,0.019632,0.001996,0.005212,0.008129,0.002147,0.001535,0.002206,0.004445,0.277456,0.005363
202608220209,2026-08-22,02,09R,daily,0.6508,0.002454,0.000857,0.001226,0.000269,0.000212,0.000639,0.049844,0.224789,0.025691,0.022392,0.021330,0.061070,0.008894,0.016484,0.005928,0.065251,0.022942,0.006166,0.008299,0.004226,0.021069,0.021405,0.032311,0.003633,0.008034,0.002978,0.002503,0.002170,0.000891,0.002338,0.349182,0.004524
