レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_展開優位pt,1枠_寄与_展開優位pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_展開優位pt,2枠_寄与_展開優位pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_展開優位pt,3枠_寄与_展開優位pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_展開優位pt,4枠_寄与_展開優位pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_展開優位pt,5枠_寄与_展開優位pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_展開優位pt,6枠_寄与_展開優位pt,6枠_強さpt
202607150101,2026-07-15,01,1R,daily,67.18,23.83,42.32,9.3,50.64,6.2,50.0,10.38,50.0,4.29,50.0,0.49,54.49,48.68,17.27,44.28,9.73,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,48.28,50.87,18.05,44.28,9.73,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,49.05,50.2,17.81,46.24,10.16,63.05,7.72,50.0,10.38,50.0,4.29,50.0,0.49,50.84,46.88,16.63,42.32,9.3,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,47.21,35.49,12.59,34.48,7.58,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,41.44
202607150101,2026-07-15,01,1R,realtime,67.18,23.83,42.32,9.3,50.64,6.2,51.07,10.6,9.83,0.84,49.93,0.49,51.26,48.68,17.27,44.28,9.73,50.0,6.12,48.43,10.05,44.47,3.81,49.93,0.49,47.48,50.87,18.05,44.28,9.73,50.0,6.12,56.75,11.78,39.12,3.36,49.93,0.49,49.52,50.2,17.81,46.24,10.16,63.05,7.72,58.13,12.06,72.92,6.25,49.93,0.49,54.49,46.88,16.63,42.32,9.3,50.0,6.12,45.32,9.41,59.51,5.1,49.93,0.49,47.05,35.49,12.59,34.48,7.58,50.0,6.12,40.29,8.36,74.16,6.36,49.93,0.49,41.5
202607150102,2026-07-15,01,2R,daily,67.18,23.83,44.28,9.73,42.98,5.26,50.0,10.38,50.0,4.29,50.0,0.49,53.98,48.68,17.27,50.16,11.02,58.79,7.2,50.0,10.38,50.0,4.29,50.0,0.49,50.64,50.87,18.05,48.2,10.59,52.34,6.41,50.0,10.38,50.0,4.29,50.0,0.49,50.2,50.2,17.81,44.28,9.73,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,48.81,46.88,16.63,48.2,10.59,45.92,5.62,50.0,10.38,50.0,4.29,50.0,0.49,48.0,35.49,12.59,42.32,9.3,44.92,5.5,50.0,10.38,50.0,4.29,50.0,0.49,42.54
202607150102,2026-07-15,01,2R,realtime,67.18,23.83,44.28,9.73,42.98,5.26,64.52,13.39,19.76,1.69,49.93,0.49,54.4,48.68,17.27,50.16,11.02,58.79,7.2,37.77,7.84,51.3,4.4,49.93,0.49,48.22,50.87,18.05,48.2,10.59,52.34,6.41,56.17,11.66,35.41,3.04,49.93,0.49,50.23,50.2,17.81,44.28,9.73,50.0,6.12,41.6,8.63,65.78,5.64,49.93,0.49,48.42,46.88,16.63,48.2,10.59,45.92,5.62,46.63,9.68,55.83,4.79,49.93,0.49,47.8,35.49,12.59,42.32,9.3,44.92,5.5,53.29,11.06,71.9,6.17,49.93,0.49,45.1
202607150103,2026-07-15,01,3R,daily,67.18,23.83,42.32,9.3,54.17,6.63,50.0,10.38,50.0,4.29,50.0,0.49,54.92,48.68,17.27,48.2,10.59,59.89,7.33,50.0,10.38,50.0,4.29,50.0,0.49,50.35,50.87,18.05,44.28,9.73,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,49.05,50.2,17.81,38.4,8.44,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,47.52,46.88,16.63,48.2,10.59,69.2,8.47,50.0,10.38,50.0,4.29,50.0,0.49,50.85,35.49,12.59,58.0,12.74,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,46.61
202607150103,2026-07-15,01,3R,realtime,67.18,23.83,42.32,9.3,54.17,6.63,54.36,11.28,19.76,1.69,49.93,0.49,53.23,48.68,17.27,48.2,10.59,59.89,7.33,66.46,13.79,51.3,4.4,49.93,0.49,53.87,50.87,18.05,44.28,9.73,50.0,6.12,42.68,8.86,35.41,3.04,49.93,0.49,46.28,50.2,17.81,38.4,8.44,50.0,6.12,40.22,8.35,65.78,5.64,49.93,0.49,46.85,46.88,16.63,48.2,10.59,69.2,8.47,45.71,9.49,55.83,4.79,49.93,0.49,50.46,35.49,12.59,58.0,12.74,50.0,6.12,50.55,10.49,71.9,6.17,49.93,0.49,48.6
202607150104,2026-07-15,01,4R,daily,67.18,23.83,42.32,9.3,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,54.41,48.68,17.27,44.28,9.73,67.48,8.26,50.0,10.38,50.0,4.29,50.0,0.49,50.42,50.87,18.05,38.4,8.44,63.94,7.83,50.0,10.38,50.0,4.29,50.0,0.49,49.47,50.2,17.81,50.16,11.02,37.65,4.61,50.0,10.38,50.0,4.29,50.0,0.49,48.59,46.88,16.63,44.28,9.73,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,47.64,35.49,12.59,83.48,18.34,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,52.21
202607150104,2026-07-15,01,4R,realtime,67.18,23.83,42.32,9.3,50.0,6.12,41.01,8.51,19.76,1.69,49.93,0.49,49.95,48.68,17.27,44.28,9.73,67.48,8.26,59.0,12.24,51.3,4.4,49.93,0.49,52.39,50.87,18.05,38.4,8.44,63.94,7.83,64.66,13.42,35.41,3.04,49.93,0.49,51.26,50.2,17.81,50.16,11.02,37.65,4.61,38.42,7.97,65.78,5.64,49.93,0.49,47.54,46.88,16.63,44.28,9.73,50.0,6.12,43.96,9.12,55.83,4.79,49.93,0.49,46.88,35.49,12.59,83.48,18.34,50.0,6.12,52.94,10.99,71.9,6.17,49.93,0.49,54.7
202607150105,2026-07-15,01,5R,daily,67.18,23.83,46.24,10.16,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,55.27,48.68,17.27,46.24,10.16,30.1,3.68,50.0,10.38,50.0,4.29,50.0,0.49,46.27,50.87,18.05,36.44,8.01,56.58,6.93,50.0,10.38,50.0,4.29,50.0,0.49,48.14,50.2,17.81,48.2,10.59,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,49.67,46.88,16.63,34.48,7.58,50.0,6.12,50.0,10.38,50.0,4.29,50.0,0.49,45.48,35.49,12.59,52.12,11.45,49.39,6.05,50.0,10.38,50.0,4.29,50.0,0.49,45.24
202607150105,2026-07-15,01,5R,realtime,67.18,23.83,46.24,10.16,50.0,6.12,44.45,9.22,21.44,1.84,49.93,0.49,51.67,48.68,17.27,46.24,10.16,30.1,3.68,58.05,12.05,49.52,4.25,49.93,0.49,47.9,50.87,18.05,36.44,8.01,56.58,6.93,53.0,11.0,36.76,3.15,49.93,0.49,47.62,50.2,17.81,48.2,10.59,50.0,6.12,51.17,10.62,63.59,5.45,49.93,0.49,51.08,35.49,12.59,34.48,7.58,50.0,6.12,41.25,8.56,73.13,6.27,16.31,0.16,41.28,46.88,16.63,52.12,11.45,49.39,6.05,52.05,10.8,55.58,4.77,83.55,0.82,50.52
