レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_展開優位pt,1枠_寄与_展開優位pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_展開優位pt,2枠_寄与_展開優位pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_展開優位pt,3枠_寄与_展開優位pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_展開優位pt,4枠_寄与_展開優位pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_展開優位pt,5枠_寄与_展開優位pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_展開優位pt,6枠_寄与_展開優位pt,6枠_強さpt
202607110201,2026-07-11,02,1R,daily,67.6,18.69,69.26,20.82,53.56,6.25,50.0,10.44,50.0,3.61,50.0,1.26,61.07,53.26,14.72,44.9,13.5,64.0,7.47,50.0,10.44,50.0,3.61,50.0,1.26,51.0,50.25,13.89,52.21,15.69,46.42,5.42,50.0,10.44,50.0,3.61,50.0,1.26,50.32,49.61,13.71,57.08,17.16,32.28,3.77,50.0,10.44,50.0,3.61,50.0,1.26,49.95,44.82,12.39,40.03,12.03,42.08,4.91,50.0,10.44,50.0,3.61,50.0,1.26,44.65,33.57,9.28,40.03,12.03,30.75,3.59,50.0,10.44,50.0,3.61,50.0,1.26,40.21
202607110201,2026-07-11,02,1R,realtime,67.6,18.69,69.26,20.82,53.56,6.25,54.68,11.42,55.62,4.01,49.91,1.25,62.45,53.26,14.72,44.9,13.5,64.0,7.47,48.56,10.14,8.08,0.58,49.91,1.25,47.68,50.25,13.89,52.21,15.69,46.42,5.42,65.11,13.6,40.09,2.89,49.91,1.25,52.75,49.61,13.71,57.08,17.16,32.28,3.77,40.72,8.5,83.96,6.06,49.91,1.25,50.46,44.82,12.39,40.03,12.03,42.08,4.91,53.21,11.11,57.35,4.14,49.91,1.25,45.85,33.57,9.28,40.03,12.03,30.75,3.59,37.7,7.87,54.75,3.95,49.91,1.25,37.98
202607110202,2026-07-11,02,2R,daily,67.6,18.69,103.37,31.07,38.98,4.55,50.0,10.44,50.0,3.61,50.0,1.26,69.62,53.26,14.72,57.08,17.16,38.19,4.46,50.0,10.44,50.0,3.61,50.0,1.26,51.65,50.25,13.89,49.77,14.96,37.86,4.42,50.0,10.44,50.0,3.61,50.0,1.26,48.58,49.61,13.71,61.95,18.62,54.96,6.42,50.0,10.44,50.0,3.61,50.0,1.26,54.07,44.82,12.39,44.9,13.5,35.31,4.12,50.0,10.44,50.0,3.61,50.0,1.26,45.32,33.57,9.28,49.77,14.96,38.48,4.49,50.0,10.44,50.0,3.61,50.0,1.26,44.04
202607110202,2026-07-11,02,2R,realtime,67.6,18.69,103.37,31.07,38.98,4.55,68.79,14.37,51.57,3.72,49.91,1.25,73.66,53.26,14.72,57.08,17.16,38.19,4.46,61.93,12.93,49.61,3.58,49.91,1.25,54.11,50.25,13.89,49.77,14.96,37.86,4.42,48.95,10.22,50.29,3.63,49.91,1.25,48.38,49.61,13.71,61.95,18.62,54.96,6.42,38.31,8.0,49.0,3.54,49.91,1.25,51.55,44.82,12.39,44.9,13.5,35.31,4.12,36.17,7.55,49.68,3.59,49.91,1.25,42.41,33.57,9.28,49.77,14.96,38.48,4.49,45.87,9.58,49.7,3.59,49.91,1.25,43.16
202607110203,2026-07-11,02,3R,daily,67.6,18.69,83.88,25.21,44.99,5.25,50.0,10.44,50.0,3.61,50.0,1.26,64.46,53.26,14.72,54.65,16.43,39.66,4.63,50.0,10.44,50.0,3.61,50.0,1.26,51.09,50.25,13.89,44.9,13.5,39.59,4.62,50.0,10.44,50.0,3.61,50.0,1.26,47.32,49.61,13.71,47.34,14.23,36.98,4.32,50.0,10.44,50.0,3.61,50.0,1.26,47.57,44.82,12.39,47.34,14.23,47.63,5.56,50.0,10.44,50.0,3.61,50.0,1.26,47.49,33.57,9.28,61.95,18.62,34.93,4.08,50.0,10.44,50.0,3.61,50.0,1.26,47.29
202607110203,2026-07-11,02,3R,realtime,67.6,18.69,83.88,25.21,44.99,5.25,61.9,12.93,56.41,4.07,49.91,1.25,67.41,53.26,14.72,54.65,16.43,39.66,4.63,44.67,9.33,7.9,0.57,49.91,1.25,46.94,50.25,13.89,44.9,13.5,39.59,4.62,39.98,8.35,40.25,2.9,49.91,1.25,44.52,49.61,13.71,47.34,14.23,36.98,4.32,47.69,9.96,83.48,6.02,49.91,1.25,49.5,44.82,12.39,47.34,14.23,47.63,5.56,42.49,8.88,57.2,4.13,49.91,1.25,46.44,33.57,9.28,61.95,18.62,34.93,4.08,63.25,13.21,54.61,3.94,49.91,1.25,50.39
202607110204,2026-07-11,02,4R,daily,67.6,18.69,103.37,31.07,43.96,5.13,50.0,10.44,50.0,3.61,50.0,1.26,70.2,53.26,14.72,86.31,25.95,50.17,5.86,50.0,10.44,50.0,3.61,50.0,1.26,61.84,50.25,13.89,47.34,14.23,40.62,4.74,50.0,10.44,50.0,3.61,50.0,1.26,48.17,49.61,13.71,42.47,12.77,36.35,4.24,50.0,10.44,50.0,3.61,50.0,1.26,46.03,44.82,12.39,52.21,15.69,43.02,5.02,50.0,10.44,50.0,3.61,50.0,1.26,48.42,33.57,9.28,66.83,20.09,50.58,5.91,50.0,10.44,50.0,3.61,50.0,1.26,50.58
202607110204,2026-07-11,02,4R,realtime,67.6,18.69,103.37,31.07,43.96,5.13,68.37,14.28,56.41,4.07,49.91,1.25,74.5,53.26,14.72,86.31,25.95,50.17,5.86,52.03,10.87,7.9,0.57,49.91,1.25,59.22,50.25,13.89,47.34,14.23,40.62,4.74,57.85,12.08,40.25,2.9,49.91,1.25,49.11,49.61,13.71,42.47,12.77,36.35,4.24,54.05,11.29,83.48,6.02,49.91,1.25,49.29,44.82,12.39,52.21,15.69,43.02,5.02,40.75,8.51,57.2,4.13,49.91,1.25,47.0,33.57,9.28,66.83,20.09,50.58,5.91,26.96,5.63,54.61,3.94,49.91,1.25,46.1
202607110205,2026-07-11,02,5R,daily,67.6,18.69,44.9,13.5,64.0,7.47,50.0,10.44,50.0,3.61,50.0,1.26,54.97,53.26,14.72,74.13,22.29,55.45,6.48,50.0,10.44,50.0,3.61,50.0,1.26,58.79,50.25,13.89,52.21,15.69,31.92,3.73,50.0,10.44,50.0,3.61,50.0,1.26,48.62,49.61,13.71,69.26,20.82,53.56,6.25,50.0,10.44,50.0,3.61,50.0,1.26,56.1,44.82,12.39,57.08,17.16,30.0,3.5,50.0,10.44,50.0,3.61,50.0,1.26,48.36,33.57,9.28,93.62,28.14,36.75,4.29,50.0,10.44,50.0,3.61,50.0,1.26,57.02
202607110205,2026-07-11,02,5R,realtime,67.6,18.69,44.9,13.5,64.0,7.47,55.23,11.54,54.54,3.94,49.91,1.25,56.38,53.26,14.72,74.13,22.29,55.45,6.48,65.09,13.6,28.85,2.08,49.91,1.25,60.42,50.25,13.89,52.21,15.69,31.92,3.73,59.31,12.39,45.27,3.27,49.91,1.25,50.23,49.61,13.71,69.26,20.82,53.56,6.25,36.44,7.61,65.69,4.74,49.91,1.25,54.4,44.82,12.39,57.08,17.16,30.0,3.5,42.99,8.98,52.73,3.81,49.91,1.25,47.09,33.57,9.28,93.62,28.14,36.75,4.29,40.94,8.55,52.77,3.81,49.91,1.25,55.33
