レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_展開優位pt,1枠_寄与_展開優位pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_展開優位pt,2枠_寄与_展開優位pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_展開優位pt,3枠_寄与_展開優位pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_展開優位pt,4枠_寄与_展開優位pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_展開優位pt,5枠_寄与_展開優位pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_展開優位pt,6枠_寄与_展開優位pt,6枠_強さpt
202607170101,2026-07-17,01,1R,daily,67.18,23.83,44.28,9.73,52.06,6.37,50.0,10.38,50.0,4.29,50.0,0.49,55.09,48.68,17.27,44.28,9.73,62.5,7.65,50.0,10.38,50.0,4.29,50.0,0.49,49.81,50.87,18.05,42.32,9.3,49.09,6.01,50.0,10.38,50.0,4.29,50.0,0.49,48.51,50.2,17.81,42.32,9.3,51.04,6.25,50.0,10.38,50.0,4.29,50.0,0.49,48.51,46.88,16.63,48.2,10.59,55.66,6.81,50.0,10.38,50.0,4.29,50.0,0.49,49.19,35.49,12.59,48.2,10.59,59.36,7.27,50.0,10.38,50.0,4.29,50.0,0.49,45.6
202607170101,2026-07-17,01,1R,realtime,67.18,23.83,44.28,9.73,52.06,6.37,56.01,11.62,42.15,3.62,49.93,0.49,55.66,48.68,17.27,44.28,9.73,62.5,7.65,27.54,5.72,48.99,4.2,49.93,0.49,45.06,50.87,18.05,42.32,9.3,49.09,6.01,46.52,9.65,34.25,2.94,49.93,0.49,46.44,50.2,17.81,42.32,9.3,51.04,6.25,64.99,13.49,64.09,5.5,49.93,0.49,52.83,46.88,16.63,48.2,10.59,55.66,6.81,52.15,10.82,52.15,4.47,49.93,0.49,49.82,35.49,12.59,48.2,10.59,59.36,7.27,52.77,10.95,58.32,5.0,49.93,0.49,46.89
202607170102,2026-07-17,01,2R,daily,67.18,23.83,42.32,9.3,66.43,8.13,50.0,10.38,50.0,4.29,50.0,0.49,56.42,48.68,17.27,48.2,10.59,61.52,7.53,50.0,10.38,50.0,4.29,50.0,0.49,50.55,50.87,18.05,44.28,9.73,68.79,8.42,50.0,10.38,50.0,4.29,50.0,0.49,51.35,50.2,17.81,48.2,10.59,40.34,4.94,50.0,10.38,50.0,4.29,50.0,0.49,48.49,46.88,16.63,44.28,9.73,29.02,3.55,50.0,10.38,50.0,4.29,50.0,0.49,45.07,35.49,12.59,32.52,7.15,47.85,5.86,50.0,10.38,50.0,4.29,50.0,0.49,40.75
202607170102,2026-07-17,01,2R,realtime,67.18,23.83,42.32,9.3,66.43,8.13,56.85,11.8,42.15,3.62,49.93,0.49,57.17,48.68,17.27,48.2,10.59,61.52,7.53,44.98,9.34,48.99,4.2,49.93,0.49,49.42,50.87,18.05,44.28,9.73,68.79,8.42,44.42,9.22,34.25,2.94,49.93,0.49,48.84,50.2,17.81,48.2,10.59,40.34,4.94,53.65,11.13,64.09,5.5,49.93,0.49,50.46,46.88,16.63,44.28,9.73,29.02,3.55,52.89,10.98,52.15,4.47,49.93,0.49,45.85,35.49,12.59,32.52,7.15,47.85,5.86,47.2,9.8,58.32,5.0,49.93,0.49,40.88
202607170103,2026-07-17,01,3R,daily,67.18,23.83,48.2,10.59,54.28,6.64,50.0,10.38,50.0,4.29,50.0,0.49,56.22,48.68,17.27,44.28,9.73,45.27,5.54,50.0,10.38,50.0,4.29,50.0,0.49,47.7,50.87,18.05,50.16,11.02,56.79,6.95,50.0,10.38,50.0,4.29,50.0,0.49,51.18,50.2,17.81,44.28,9.73,38.27,4.68,50.0,10.38,50.0,4.29,50.0,0.49,47.38,46.88,16.63,46.24,10.16,40.14,4.91,50.0,10.38,50.0,4.29,50.0,0.49,46.86,35.49,12.59,38.4,8.44,56.9,6.97,50.0,10.38,50.0,4.29,50.0,0.49,43.15
202607170104,2026-07-17,01,4R,daily,67.18,23.83,36.44,8.01,57.93,7.09,50.0,10.38,50.0,4.29,50.0,0.49,54.09,48.68,17.27,83.48,18.34,63.08,7.72,50.0,10.38,50.0,4.29,50.0,0.49,58.49,50.87,18.05,40.36,8.87,41.79,5.12,50.0,10.38,50.0,4.29,50.0,0.49,47.19,50.2,17.81,48.2,10.59,56.91,6.97,50.0,10.38,50.0,4.29,50.0,0.49,50.52,46.88,16.63,34.48,7.58,54.94,6.73,50.0,10.38,50.0,4.29,50.0,0.49,46.09,35.49,12.59,38.4,8.44,51.38,6.29,50.0,10.38,50.0,4.29,50.0,0.49,42.47
202607170105,2026-07-17,01,5R,daily,67.18,23.83,42.32,9.3,51.04,6.25,50.0,10.38,50.0,4.29,50.0,0.49,54.54,48.68,17.27,54.08,11.88,54.37,6.66,50.0,10.38,50.0,4.29,50.0,0.49,50.96,50.87,18.05,44.28,9.73,54.17,6.63,50.0,10.38,50.0,4.29,50.0,0.49,49.56,50.2,17.81,46.24,10.16,33.44,4.09,50.0,10.38,50.0,4.29,50.0,0.49,47.22,46.88,16.63,42.32,9.3,38.69,4.74,50.0,10.38,50.0,4.29,50.0,0.49,45.82,35.49,12.59,50.16,11.02,54.57,6.68,50.0,10.38,50.0,4.29,50.0,0.49,45.45
202607170106,2026-07-17,01,6R,daily,67.18,23.83,48.2,10.59,50.81,6.22,50.0,10.38,50.0,4.29,50.0,0.49,55.8,48.68,17.27,40.36,8.87,43.58,5.33,50.0,10.38,50.0,4.29,50.0,0.49,46.63,50.87,18.05,44.28,9.73,29.02,3.55,50.0,10.38,50.0,4.29,50.0,0.49,46.49,50.2,17.81,48.2,10.59,48.57,5.95,50.0,10.38,50.0,4.29,50.0,0.49,49.5,46.88,16.63,44.28,9.73,52.06,6.37,50.0,10.38,50.0,4.29,50.0,0.49,47.89,35.49,12.59,42.32,9.3,51.86,6.35,50.0,10.38,50.0,4.29,50.0,0.49,43.39
202607170107,2026-07-17,01,7R,daily,67.18,23.83,54.08,11.88,52.98,6.49,50.0,10.38,50.0,4.29,50.0,0.49,57.36,48.68,17.27,46.24,10.16,40.14,4.91,50.0,10.38,50.0,4.29,50.0,0.49,47.5,50.87,18.05,50.16,11.02,51.15,6.26,50.0,10.38,50.0,4.29,50.0,0.49,50.49,50.2,17.81,42.32,9.3,52.15,6.38,50.0,10.38,50.0,4.29,50.0,0.49,48.65,46.88,16.63,32.52,7.15,47.85,5.86,50.0,10.38,50.0,4.29,50.0,0.49,44.79,35.49,12.59,42.32,9.3,49.09,6.01,50.0,10.38,50.0,4.29,50.0,0.49,43.05
202607170108,2026-07-17,01,8R,daily,67.18,23.83,48.2,10.59,55.66,6.81,50.0,10.38,50.0,4.29,50.0,0.49,56.39,48.68,17.27,42.32,9.3,56.0,6.85,50.0,10.38,50.0,4.29,50.0,0.49,48.58,50.87,18.05,44.28,9.73,45.27,5.54,50.0,10.38,50.0,4.29,50.0,0.49,48.48,50.2,17.81,40.36,8.87,73.53,9.0,50.0,10.38,50.0,4.29,50.0,0.49,50.83,46.88,16.63,50.16,11.02,42.06,5.15,50.0,10.38,50.0,4.29,50.0,0.49,47.96,35.49,12.59,34.48,7.58,54.94,6.73,50.0,10.38,50.0,4.29,50.0,0.49,42.05
