レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_展開優位pt,1枠_寄与_展開優位pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_展開優位pt,2枠_寄与_展開優位pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_展開優位pt,3枠_寄与_展開優位pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_展開優位pt,4枠_寄与_展開優位pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_展開優位pt,5枠_寄与_展開優位pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_展開優位pt,6枠_寄与_展開優位pt,6枠_強さpt
202607090101,2026-07-09,01,1R,daily,67.18,23.83,42.32,9.3,48.84,5.98,50.0,10.38,50.0,4.29,50.0,0.49,54.27,48.68,17.27,44.28,9.73,32.81,4.02,50.0,10.38,50.0,4.29,50.0,0.49,46.17,50.87,18.05,42.32,9.3,51.74,6.33,50.0,10.38,50.0,4.29,50.0,0.49,48.84,50.2,17.81,52.12,11.45,37.95,4.65,50.0,10.38,50.0,4.29,50.0,0.49,49.06,46.88,16.63,42.32,9.3,41.34,5.06,50.0,10.38,50.0,4.29,50.0,0.49,46.14,35.49,12.59,42.32,9.3,46.82,5.73,50.0,10.38,50.0,4.29,50.0,0.49,42.78
202607090101,2026-07-09,01,1R,realtime,67.18,23.83,42.32,9.3,48.84,5.98,50.98,10.58,22.9,1.96,49.93,0.49,52.15,48.68,17.27,44.28,9.73,32.81,4.02,39.45,8.19,51.61,4.43,49.93,0.49,44.12,50.87,18.05,42.32,9.3,51.74,6.33,46.65,9.68,36.65,3.14,49.93,0.49,46.99,50.2,17.81,52.12,11.45,37.95,4.65,50.9,10.56,64.33,5.52,49.93,0.49,50.48,46.88,16.63,42.32,9.3,41.34,5.06,69.09,14.34,55.18,4.73,49.93,0.49,50.55,35.49,12.59,42.32,9.3,46.82,5.73,42.93,8.91,69.32,5.95,49.93,0.49,42.96
202607090102,2026-07-09,01,2R,daily,67.18,23.83,48.2,10.59,62.85,7.69,50.0,10.38,50.0,4.29,50.0,0.49,57.27,48.68,17.27,48.2,10.59,38.64,4.73,50.0,10.38,50.0,4.29,50.0,0.49,47.75,50.87,18.05,42.32,9.3,49.26,6.03,50.0,10.38,50.0,4.29,50.0,0.49,48.53,50.2,17.81,46.24,10.16,54.81,6.71,50.0,10.38,50.0,4.29,50.0,0.49,49.83,46.88,16.63,42.32,9.3,46.89,5.74,50.0,10.38,50.0,4.29,50.0,0.49,46.82,35.49,12.59,46.24,10.16,42.14,5.16,50.0,10.38,50.0,4.29,50.0,0.49,43.06
202607090102,2026-07-09,01,2R,realtime,67.18,23.83,48.2,10.59,62.85,7.69,69.99,14.53,23.74,2.04,49.93,0.49,59.17,48.68,17.27,48.2,10.59,38.64,4.73,51.5,10.69,50.72,4.35,49.93,0.49,48.12,50.87,18.05,42.32,9.3,49.26,6.03,48.37,10.04,37.33,3.2,49.93,0.49,47.11,50.2,17.81,46.24,10.16,54.81,6.71,39.23,8.14,63.23,5.42,49.93,0.49,48.73,46.88,16.63,42.32,9.3,46.89,5.74,42.3,8.78,55.05,4.72,49.93,0.49,45.66,35.49,12.59,46.24,10.16,42.14,5.16,48.61,10.09,69.93,6.0,49.93,0.49,44.48
202607090103,2026-07-09,01,3R,daily,67.18,23.83,44.28,9.73,63.4,7.76,50.0,10.38,50.0,4.29,50.0,0.49,56.48,48.68,17.27,46.24,10.16,37.32,4.57,50.0,10.38,50.0,4.29,50.0,0.49,47.15,50.87,18.05,48.2,10.59,33.81,4.14,50.0,10.38,50.0,4.29,50.0,0.49,47.93,50.2,17.81,58.0,12.74,45.24,5.54,50.0,10.38,50.0,4.29,50.0,0.49,51.24,46.88,16.63,46.24,10.16,55.85,6.84,50.0,10.38,50.0,4.29,50.0,0.49,48.78,35.49,12.59,42.32,9.3,49.35,6.04,50.0,10.38,50.0,4.29,50.0,0.49,43.09
202607090104,2026-07-09,01,4R,daily,67.18,23.83,50.16,11.02,46.75,5.72,50.0,10.38,50.0,4.29,50.0,0.49,55.73,48.68,17.27,58.0,12.74,45.31,5.55,50.0,10.38,50.0,4.29,50.0,0.49,50.72,50.87,18.05,46.24,10.16,45.45,5.56,50.0,10.38,50.0,4.29,50.0,0.49,48.93,50.2,17.81,42.32,9.3,25.02,3.06,50.0,10.38,50.0,4.29,50.0,0.49,45.33,46.88,16.63,34.48,7.58,40.75,4.99,50.0,10.38,50.0,4.29,50.0,0.49,44.35,35.49,12.59,52.12,11.45,25.29,3.1,50.0,10.38,50.0,4.29,50.0,0.49,42.29
202607090105,2026-07-09,01,5R,daily,67.18,23.83,48.2,10.59,43.02,5.27,50.0,10.38,50.0,4.29,50.0,0.49,54.85,48.68,17.27,48.2,10.59,56.37,6.9,50.0,10.38,50.0,4.29,50.0,0.49,49.92,50.87,18.05,52.12,11.45,56.0,6.86,50.0,10.38,50.0,4.29,50.0,0.49,51.51,50.2,17.81,50.16,11.02,63.1,7.72,50.0,10.38,50.0,4.29,50.0,0.49,51.71,46.88,16.63,48.2,10.59,66.62,8.16,50.0,10.38,50.0,4.29,50.0,0.49,50.53,35.49,12.59,54.08,11.88,21.8,2.67,50.0,10.38,50.0,4.29,50.0,0.49,42.3
202607090106,2026-07-09,01,6R,daily,67.18,23.83,50.16,11.02,43.26,5.3,50.0,10.38,50.0,4.29,50.0,0.49,55.31,48.68,17.27,42.32,9.3,46.89,5.74,50.0,10.38,50.0,4.29,50.0,0.49,47.46,50.87,18.05,42.32,9.3,46.82,5.73,50.0,10.38,50.0,4.29,50.0,0.49,48.23,50.2,17.81,42.32,9.3,52.56,6.43,50.0,10.38,50.0,4.29,50.0,0.49,48.7,46.88,16.63,42.32,9.3,51.74,6.33,50.0,10.38,50.0,4.29,50.0,0.49,47.42,35.49,12.59,46.24,10.16,54.81,6.71,50.0,10.38,50.0,4.29,50.0,0.49,44.62
202607090107,2026-07-09,01,7R,daily,67.18,23.83,61.92,13.6,54.09,6.62,50.0,10.38,50.0,4.29,50.0,0.49,59.22,48.68,17.27,42.32,9.3,41.34,5.06,50.0,10.38,50.0,4.29,50.0,0.49,46.78,50.87,18.05,56.04,12.31,60.91,7.46,50.0,10.38,50.0,4.29,50.0,0.49,52.97,50.2,17.81,42.32,9.3,49.26,6.03,50.0,10.38,50.0,4.29,50.0,0.49,48.29,46.88,16.63,46.24,10.16,37.32,4.57,50.0,10.38,50.0,4.29,50.0,0.49,46.51,35.49,12.59,42.32,9.3,51.24,6.27,50.0,10.38,50.0,4.29,50.0,0.49,43.32
202607090108,2026-07-09,01,8R,daily,67.18,23.83,52.12,11.45,37.95,4.65,50.0,10.38,50.0,4.29,50.0,0.49,55.09,48.68,17.27,46.24,10.16,55.85,6.84,50.0,10.38,50.0,4.29,50.0,0.49,49.42,50.87,18.05,42.32,9.3,25.02,3.06,50.0,10.38,50.0,4.29,50.0,0.49,45.57,50.2,17.81,46.24,10.16,45.45,5.56,50.0,10.38,50.0,4.29,50.0,0.49,48.69,46.88,16.63,48.2,10.59,33.81,4.14,50.0,10.38,50.0,4.29,50.0,0.49,46.52,35.49,12.59,44.28,9.73,72.94,8.93,50.0,10.38,50.0,4.29,50.0,0.49,46.4
