レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_展開優位pt,1枠_寄与_展開優位pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_展開優位pt,2枠_寄与_展開優位pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_展開優位pt,3枠_寄与_展開優位pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_展開優位pt,4枠_寄与_展開優位pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_展開優位pt,5枠_寄与_展開優位pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_展開優位pt,6枠_寄与_展開優位pt,6枠_強さpt
202607020401,2026-07-02,04,1R,daily,67.74,21.17,44.76,12.75,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,54.05,53.79,16.81,42.31,12.06,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,48.99,51.51,16.1,47.21,13.45,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,49.68,50.38,15.74,52.11,14.85,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,50.72,42.01,13.13,47.21,13.45,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,46.71,34.13,10.66,37.41,10.66,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,41.45
202607020401,2026-07-02,04,1R,realtime,67.74,21.17,44.76,12.75,50.0,5.65,73.92,15.31,53.89,2.77,49.86,1.55,59.2,53.79,16.81,42.31,12.06,50.0,5.65,47.09,9.75,47.96,2.46,49.86,1.55,48.28,51.51,16.1,47.21,13.45,50.0,5.65,49.61,10.27,37.3,1.92,49.86,1.55,48.94,50.38,15.74,52.11,14.85,50.0,5.65,46.84,9.7,52.22,2.68,49.86,1.55,50.17,42.01,13.13,47.21,13.45,50.0,5.65,30.19,6.25,65.63,3.37,49.86,1.55,43.4,34.13,10.66,37.41,10.66,50.0,5.65,52.38,10.85,42.77,2.2,49.86,1.55,41.57
202607020402,2026-07-02,04,2R,daily,67.74,21.17,64.36,18.34,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,59.64,53.79,16.81,49.66,14.15,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,51.09,51.51,16.1,44.76,12.75,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,48.98,50.38,15.74,44.76,12.75,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,48.63,42.01,13.13,44.76,12.75,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,46.01,34.13,10.66,39.86,11.36,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,42.15
202607020402,2026-07-02,04,2R,realtime,67.74,21.17,64.36,18.34,50.0,5.65,58.69,12.15,53.89,2.77,49.86,1.55,61.63,53.79,16.81,49.66,14.15,50.0,5.65,52.59,10.89,47.96,2.46,49.86,1.55,51.51,51.51,16.1,44.76,12.75,50.0,5.65,47.58,9.85,37.3,1.92,49.86,1.55,47.82,50.38,15.74,44.76,12.75,50.0,5.65,36.27,7.51,52.22,2.68,49.86,1.55,45.89,42.01,13.13,44.76,12.75,50.0,5.65,43.1,8.92,65.63,3.37,49.86,1.55,45.38,34.13,10.66,39.86,11.36,50.0,5.65,61.79,12.8,42.77,2.2,49.86,1.55,44.22
202607020403,2026-07-02,04,3R,daily,67.74,21.17,44.76,12.75,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,54.05,53.79,16.81,39.86,11.36,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,48.29,51.51,16.1,54.56,15.55,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,51.77,50.38,15.74,42.31,12.06,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,47.93,42.01,13.13,30.06,8.57,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,41.82,34.13,10.66,49.66,14.15,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,44.94
202607020403,2026-07-02,04,3R,realtime,67.74,21.17,44.76,12.75,50.0,5.65,75.2,15.57,53.89,2.77,49.86,1.55,59.47,53.79,16.81,39.86,11.36,50.0,5.65,47.43,9.82,47.96,2.46,49.86,1.55,47.65,51.51,16.1,54.56,15.55,50.0,5.65,48.99,10.14,37.3,1.92,49.86,1.55,50.9,50.38,15.74,42.31,12.06,50.0,5.65,39.89,8.26,52.22,2.68,49.86,1.55,45.94,42.01,13.13,30.06,8.57,50.0,5.65,38.7,8.01,65.63,3.37,49.86,1.55,40.28,34.13,10.66,49.66,14.15,50.0,5.65,49.82,10.32,42.77,2.2,49.86,1.55,44.53
202607020404,2026-07-02,04,4R,daily,67.74,21.17,49.66,14.15,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,55.45,53.79,16.81,49.66,14.15,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,51.09,51.51,16.1,83.96,23.92,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,60.15,50.38,15.74,47.21,13.45,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,49.32,42.01,13.13,52.11,14.85,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,48.1,34.13,10.66,42.31,12.06,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,42.85
202607020404,2026-07-02,04,4R,realtime,67.74,21.17,49.66,14.15,50.0,5.65,53.92,11.17,53.89,2.77,49.86,1.55,56.45,53.79,16.81,49.66,14.15,50.0,5.65,58.15,12.04,47.96,2.46,49.86,1.55,52.66,51.51,16.1,83.96,23.92,50.0,5.65,68.54,14.19,37.3,1.92,49.86,1.55,63.33,50.38,15.74,47.21,13.45,50.0,5.65,37.47,7.76,52.22,2.68,49.86,1.55,46.84,42.01,13.13,52.11,14.85,50.0,5.65,44.52,9.22,65.63,3.37,49.86,1.55,47.77,34.13,10.66,42.31,12.06,50.0,5.65,37.41,7.75,42.77,2.2,49.86,1.55,39.87
202607020405,2026-07-02,04,5R,daily,67.74,21.17,49.66,14.15,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,55.45,53.79,16.81,47.21,13.45,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,50.39,51.51,16.1,44.76,12.75,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,48.98,50.38,15.74,49.66,14.15,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,50.02,42.01,13.13,101.11,28.81,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,62.07,34.13,10.66,32.51,9.26,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,40.06
202607020405,2026-07-02,04,5R,realtime,67.74,21.17,49.66,14.15,50.0,5.65,65.1,13.48,51.67,2.65,49.86,1.55,58.66,53.79,16.81,47.21,13.45,50.0,5.65,59.38,12.3,41.54,2.13,49.86,1.55,51.89,51.51,16.1,44.76,12.75,50.0,5.65,49.86,10.33,52.67,2.71,49.86,1.55,49.08,50.38,15.74,49.66,14.15,50.0,5.65,42.44,8.79,51.61,2.65,49.86,1.55,48.53,42.01,13.13,101.11,28.81,50.0,5.65,50.47,10.45,68.47,3.52,49.86,1.55,63.11,34.13,10.66,32.51,9.26,50.0,5.65,32.76,6.78,33.81,1.74,49.86,1.55,35.65
202607020406,2026-07-02,04,6R,daily,67.74,21.17,47.21,13.45,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,54.75,53.79,16.81,91.31,26.02,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,62.95,51.51,16.1,42.31,12.06,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,48.28,50.38,15.74,39.86,11.36,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,47.23,42.01,13.13,49.66,14.15,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,47.41,34.13,10.66,42.31,12.06,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,42.85
202607020407,2026-07-02,04,7R,daily,67.74,21.17,42.31,12.06,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,53.35,53.79,16.81,49.66,14.15,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,51.09,51.51,16.1,39.86,11.36,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,47.58,50.38,15.74,52.11,14.85,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,50.72,42.01,13.13,37.41,10.66,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,43.92,34.13,10.66,54.56,15.55,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,46.34
202607020408,2026-07-02,04,8R,daily,67.74,21.17,47.21,13.45,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,54.75,53.79,16.81,44.76,12.75,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,49.69,51.51,16.1,44.76,12.75,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,48.98,50.38,15.74,66.81,19.04,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,54.91,42.01,13.13,49.66,14.15,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,47.41,34.13,10.66,32.51,9.26,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,40.06
202607020409,2026-07-02,04,9R,daily,67.74,21.17,52.11,14.85,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,56.15,53.79,16.81,54.56,15.55,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,52.48,51.51,16.1,49.66,14.15,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,50.37,50.38,15.74,44.76,12.75,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,48.63,42.01,13.13,49.66,14.15,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,47.41,34.13,10.66,52.11,14.85,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,45.64
202607020410,2026-07-02,04,10R,daily,67.74,21.17,52.11,14.85,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,56.15,53.79,16.81,61.91,17.64,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,54.58,51.51,16.1,54.56,15.55,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,51.77,50.38,15.74,47.21,13.45,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,49.32,42.01,13.13,49.66,14.15,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,47.41,34.13,10.66,47.21,13.45,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,44.24
202607020411,2026-07-02,04,11R,daily,67.74,21.17,52.11,14.85,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,56.15,53.79,16.81,52.11,14.85,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,51.78,51.51,16.1,49.66,14.15,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,50.37,50.38,15.74,49.66,14.15,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,50.02,42.01,13.13,42.31,12.06,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,45.31,34.13,10.66,49.66,14.15,50.0,5.65,50.0,10.35,50.0,2.57,50.0,1.55,44.94
