レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_展開優位pt,1枠_寄与_展開優位pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_展開優位pt,2枠_寄与_展開優位pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_展開優位pt,3枠_寄与_展開優位pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_展開優位pt,4枠_寄与_展開優位pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_展開優位pt,5枠_寄与_展開優位pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_展開優位pt,6枠_寄与_展開優位pt,6枠_強さpt
202607100201,2026-07-10,02,1R,daily,67.6,18.69,88.75,26.68,40.76,4.76,50.0,10.44,50.0,3.61,50.0,1.26,65.43,53.26,14.72,86.31,25.95,44.93,5.25,50.0,10.44,50.0,3.61,50.0,1.26,61.22,50.25,13.89,61.95,18.62,41.7,4.87,50.0,10.44,50.0,3.61,50.0,1.26,52.69,49.61,13.71,64.39,19.36,41.61,4.86,50.0,10.44,50.0,3.61,50.0,1.26,53.24,44.82,12.39,74.13,22.29,47.58,5.56,50.0,10.44,50.0,3.61,50.0,1.26,55.54,33.57,9.28,86.31,25.95,74.78,8.73,50.0,10.44,50.0,3.61,50.0,1.26,59.27
202607100201,2026-07-10,02,1R,realtime,67.6,18.69,88.75,26.68,40.76,4.76,64.75,13.52,57.21,4.13,49.91,1.25,69.03,53.26,14.72,86.31,25.95,44.93,5.25,42.33,8.84,7.72,0.56,49.91,1.25,56.57,50.25,13.89,61.95,18.62,41.7,4.87,56.28,11.75,40.41,2.92,49.91,1.25,53.31,49.61,13.71,64.39,19.36,41.61,4.86,48.0,10.02,82.99,5.99,49.91,1.25,55.2,44.82,12.39,74.13,22.29,47.58,5.56,32.24,6.73,57.05,4.12,49.91,1.25,52.34,33.57,9.28,86.31,25.95,74.78,8.73,56.39,11.78,54.47,3.93,49.91,1.25,60.92
202607100202,2026-07-10,02,2R,daily,67.6,18.69,57.08,17.16,39.38,4.6,50.0,10.44,50.0,3.61,50.0,1.26,55.75,53.26,14.72,93.62,28.14,56.19,6.56,50.0,10.44,50.0,3.61,50.0,1.26,64.74,50.25,13.89,47.34,14.23,38.49,4.49,50.0,10.44,50.0,3.61,50.0,1.26,47.93,49.61,13.71,93.62,28.14,40.75,4.76,50.0,10.44,50.0,3.61,50.0,1.26,61.93,44.82,12.39,103.37,31.07,42.78,5.0,50.0,10.44,50.0,3.61,50.0,1.26,63.77,33.57,9.28,83.88,25.21,44.16,5.16,50.0,10.44,50.0,3.61,50.0,1.26,54.96
202607100202,2026-07-10,02,2R,realtime,67.6,18.69,57.08,17.16,39.38,4.6,55.41,11.57,57.21,4.13,49.91,1.25,57.4,53.26,14.72,93.62,28.14,56.19,6.56,60.98,12.74,7.72,0.56,49.91,1.25,63.98,50.25,13.89,47.34,14.23,38.49,4.49,46.84,9.78,40.41,2.92,49.91,1.25,46.57,49.61,13.71,93.62,28.14,40.75,4.76,55.21,11.53,82.99,5.99,49.91,1.25,65.39,44.82,12.39,103.37,31.07,42.78,5.0,41.32,8.63,57.05,4.12,49.91,1.25,62.46,33.57,9.28,83.88,25.21,44.16,5.16,40.23,8.4,54.47,3.93,49.91,1.25,53.24
202607100203,2026-07-10,02,3R,daily,67.6,18.69,49.77,14.96,43.16,5.04,50.0,10.44,50.0,3.61,50.0,1.26,54.0,53.26,14.72,81.44,24.48,55.33,6.46,50.0,10.44,50.0,3.61,50.0,1.26,60.98,50.25,13.89,49.77,14.96,35.83,4.18,50.0,10.44,50.0,3.61,50.0,1.26,48.35,49.61,13.71,44.9,13.5,38.54,4.5,50.0,10.44,50.0,3.61,50.0,1.26,47.02,44.82,12.39,103.37,31.07,47.59,5.56,50.0,10.44,50.0,3.61,50.0,1.26,64.33,33.57,9.28,79.01,23.75,60.21,7.03,50.0,10.44,50.0,3.61,50.0,1.26,55.37
202607100203,2026-07-10,02,3R,realtime,67.6,18.69,49.77,14.96,43.16,5.04,54.16,11.31,57.21,4.13,49.91,1.25,55.39,53.26,14.72,81.44,24.48,55.33,6.46,61.74,12.89,7.72,0.56,49.91,1.25,60.37,50.25,13.89,49.77,14.96,35.83,4.18,55.92,11.68,40.41,2.92,49.91,1.25,48.89,49.61,13.71,44.9,13.5,38.54,4.5,33.34,6.96,82.99,5.99,49.91,1.25,45.92,44.82,12.39,103.37,31.07,47.59,5.56,60.15,12.56,57.05,4.12,49.91,1.25,66.96,33.57,9.28,79.01,23.75,60.21,7.03,34.68,7.24,54.47,3.93,49.91,1.25,52.49
202607100204,2026-07-10,02,4R,daily,67.6,18.69,69.26,20.82,50.64,5.91,50.0,10.44,50.0,3.61,50.0,1.26,60.73,53.26,14.72,100.93,30.34,39.12,4.57,50.0,10.44,50.0,3.61,50.0,1.26,64.94,50.25,13.89,47.34,14.23,50.98,5.95,50.0,10.44,50.0,3.61,50.0,1.26,49.38,49.61,13.71,40.03,12.03,38.15,4.46,50.0,10.44,50.0,3.61,50.0,1.26,45.51,44.82,12.39,100.93,30.34,46.56,5.44,50.0,10.44,50.0,3.61,50.0,1.26,63.48,33.57,9.28,74.13,22.29,59.56,6.96,50.0,10.44,50.0,3.61,50.0,1.26,53.83
202607100204,2026-07-10,02,4R,realtime,67.6,18.69,69.26,20.82,50.64,5.91,52.63,10.99,54.54,3.94,49.91,1.25,61.6,53.26,14.72,100.93,30.34,39.12,4.57,40.77,8.51,28.85,2.08,49.91,1.25,61.48,50.25,13.89,47.34,14.23,50.98,5.95,41.83,8.74,45.27,3.27,49.91,1.25,47.34,49.61,13.71,40.03,12.03,38.15,4.46,46.98,9.81,65.69,4.74,49.91,1.25,46.01,44.82,12.39,100.93,30.34,46.56,5.44,57.26,11.96,52.73,3.81,49.91,1.25,65.19,33.57,9.28,74.13,22.29,59.56,6.96,60.54,12.64,52.77,3.81,49.91,1.25,56.23
202607100205,2026-07-10,02,5R,daily,67.6,18.69,47.34,14.23,45.15,5.27,50.0,10.44,50.0,3.61,50.0,1.26,53.5,53.26,14.72,88.75,26.68,49.79,5.81,50.0,10.44,50.0,3.61,50.0,1.26,62.52,50.25,13.89,74.13,22.29,57.73,6.74,50.0,10.44,50.0,3.61,50.0,1.26,58.23,49.61,13.71,100.93,30.34,53.77,6.28,50.0,10.44,50.0,3.61,50.0,1.26,65.64,44.82,12.39,96.06,28.88,33.36,3.9,50.0,10.44,50.0,3.61,50.0,1.26,60.47,33.57,9.28,52.21,15.69,28.3,3.31,50.0,10.44,50.0,3.61,50.0,1.26,43.59
202607100205,2026-07-10,02,5R,realtime,67.6,18.69,47.34,14.23,45.15,5.27,69.18,14.45,57.21,4.13,49.91,1.25,58.02,53.26,14.72,88.75,26.68,49.79,5.81,52.47,10.96,7.72,0.56,49.91,1.25,59.99,50.25,13.89,74.13,22.29,57.73,6.74,42.03,8.78,40.41,2.92,49.91,1.25,55.87,49.61,13.71,100.93,30.34,53.77,6.28,42.24,8.82,82.99,5.99,49.91,1.25,66.4,44.82,12.39,96.06,28.88,33.36,3.9,51.4,10.74,57.05,4.12,49.91,1.25,61.27,33.57,9.28,52.21,15.69,28.3,3.31,42.67,8.91,54.47,3.93,49.91,1.25,42.38
