レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,1枠_推定ST_p25,1枠_推定ST_p75,2枠_登録番号,2枠_推定ST,2枠_推定ST_p25,2枠_推定ST_p75,3枠_登録番号,3枠_推定ST,3枠_推定ST_p25,3枠_推定ST_p75,4枠_登録番号,4枠_推定ST,4枠_推定ST_p25,4枠_推定ST_p75,5枠_登録番号,5枠_推定ST,5枠_推定ST_p25,5枠_推定ST_p75,6枠_登録番号,6枠_推定ST,6枠_推定ST_p25,6枠_推定ST_p75
202609060101,2026-09-06,01,01R,3867,0.1803,0.1272,0.2334,5228,0.1609,0.1202,0.2016,4557,0.1763,0.1359,0.2166,4531,0.1411,0.1053,0.1768,3202,0.1894,0.1432,0.2356,5430,0.1882,0.1411,0.2354
202609060102,2026-09-06,01,02R,3305,0.1589,0.1168,0.201,3475,0.1789,0.1326,0.2252,4232,0.1573,0.1143,0.2004,4380,0.1541,0.1055,0.2028,4342,0.1475,0.1047,0.1903,4877,0.1529,0.1155,0.1903
202609060103,2026-09-06,01,03R,3681,0.1544,0.115,0.1939,4181,0.1921,0.146,0.2382,4033,0.1344,0.0987,0.1702,4538,0.1621,0.1143,0.21,5070,0.1905,0.147,0.2339,4161,0.1586,0.1213,0.196
202609060104,2026-09-06,01,04R,3277,0.1594,0.1187,0.2002,4040,0.1448,0.1061,0.1835,5344,0.1248,0.0837,0.166,4028,0.1479,0.1084,0.1874,4195,0.1443,0.1078,0.1808,4919,0.1846,0.1441,0.2251
202609060105,2026-09-06,01,05R,5048,0.1665,0.1265,0.2065,5012,0.1501,0.1125,0.1876,4027,0.165,0.1234,0.2066,4019,0.1622,0.1226,0.2017,3867,0.1877,0.1346,0.2408,5181,0.1856,0.1476,0.2236
202609060106,2026-09-06,01,06R,4025,0.1621,0.1188,0.2053,3202,0.1895,0.1433,0.2357,4440,0.1648,0.1148,0.2148,3653,0.2304,0.1817,0.2791,3305,0.1663,0.1242,0.2084,5122,0.2203,0.1769,0.2637
202609060107,2026-09-06,01,07R,3686,0.1643,0.1322,0.1964,5107,0.1981,0.1554,0.2408,4044,0.121,0.0822,0.1599,4181,0.1891,0.143,0.2352,4557,0.1822,0.1418,0.2225,4380,0.1705,0.1219,0.2192
202609060108,2026-09-06,01,08R,4118,0.1414,0.1038,0.179,5070,0.1906,0.1471,0.234,4919,0.1652,0.1247,0.2057,5430,0.1718,0.1247,0.219,3743,0.1435,0.1038,0.1832,3475,0.1923,0.146,0.2386
202609060109,2026-09-06,01,09R,4562,0.1714,0.13,0.2129,4513,0.1627,0.1237,0.2016,3874,0.1386,0.0974,0.1797,4033,0.1374,0.1017,0.1732,5344,0.1307,0.0896,0.1719,3946,0.1679,0.1331,0.2027
202609060110,2026-09-06,01,10R,4992,0.1406,0.1063,0.1748,3319,0.1579,0.1228,0.1931,4028,0.1449,0.1054,0.1844,4027,0.168,0.1264,0.2096,5228,0.1608,0.1201,0.2015,4943,0.1515,0.1069,0.196
202609060111,2026-09-06,01,11R,4531,0.1366,0.1008,0.1723,4025,0.1696,0.1263,0.2128,5012,0.1441,0.1065,0.1816,4342,0.1446,0.1018,0.1874,4538,0.165,0.1172,0.2129,3852,0.198,0.1549,0.241
202609060112,2026-09-06,01,12R,4019,0.1577,0.1181,0.1972,4877,0.1395,0.1021,0.1769,4118,0.1429,0.1053,0.1805,5107,0.1951,0.1524,0.2378,3681,0.1618,0.1224,0.2013,4040,0.1582,0.1195,0.1969
202609060201,2026-09-06,02,01R,4129,0.1777,0.126,0.2294,4145,0.2469,0.2052,0.2885,3992,0.1522,0.1133,0.1911,3566,0.1774,0.1298,0.2251,5364,0.1609,0.1155,0.2063,5288,0.1588,0.1144,0.2031
202609060202,2026-09-06,02,02R,3935,0.1332,0.0954,0.1711,4486,0.1768,0.1312,0.2225,5102,0.1923,0.1507,0.234,5419,0.2202,0.1677,0.2728,3893,0.1631,0.1202,0.2059,4138,0.155,0.1111,0.1989
202609060203,2026-09-06,02,03R,4306,0.176,0.1377,0.2143,4177,0.1684,0.1232,0.2136,4315,0.1556,0.1209,0.1903,3746,0.1627,0.1286,0.1968,4945,0.175,0.1383,0.2116,5398,0.2317,0.1812,0.2822
202609060204,2026-09-06,02,04R,4995,0.1668,0.1304,0.2032,3978,0.1743,0.1355,0.2131,4213,0.1742,0.1298,0.2187,4495,0.1451,0.1055,0.1848,3929,0.1514,0.1118,0.1911,4650,0.1674,0.1262,0.2086
202609060205,2026-09-06,02,05R,4403,0.1248,0.0835,0.1661,5309,0.1628,0.1197,0.2059,4145,0.2409,0.1992,0.2825,4193,0.1397,0.096,0.1835,5288,0.1453,0.1009,0.1896,4665,0.1838,0.1398,0.2277
202609060206,2026-09-06,02,06R,3911,0.1576,0.1167,0.1985,5145,0.1483,0.1137,0.1828,3352,0.1481,0.1045,0.1917,4505,0.1521,0.1106,0.1937,5419,0.2231,0.1706,0.2757,5364,0.1744,0.129,0.2198
202609060207,2026-09-06,02,07R,5217,0.2082,0.1615,0.255,3893,0.1632,0.1203,0.206,4945,0.1691,0.1324,0.2057,5102,0.1953,0.1537,0.237,5398,0.2182,0.1677,0.2687,4785,0.205,0.1572,0.2527
202609060208,2026-09-06,02,08R,3566,0.1729,0.1253,0.2206,4138,0.1416,0.0977,0.1855,4486,0.1708,0.1252,0.2165,4315,0.1586,0.1239,0.1933,3992,0.1581,0.1192,0.197,4103,0.2268,0.1796,0.2741
202609060209,2026-09-06,02,09R,4213,0.1727,0.1283,0.2172,3746,0.1657,0.1316,0.1998,4403,0.1263,0.085,0.1676,4177,0.1654,0.1202,0.2106,5309,0.1627,0.1196,0.2058,4495,0.1615,0.1219,0.2012
202609060210,2026-09-06,02,10R,4505,0.1476,0.1061,0.1892,3352,0.1541,0.1105,0.1977,3978,0.1683,0.1295,0.2071,4995,0.1713,0.1349,0.2077,4306,0.1834,0.1451,0.2217,4129,0.1986,0.1469,0.2503
202609060211,2026-09-06,02,11R,4193,0.1352,0.0915,0.179,3929,0.1515,0.1119,0.1912,5145,0.1423,0.1077,0.1768,5217,0.2127,0.166,0.2595,3935,0.1406,0.1028,0.1785,3911,0.1785,0.1376,0.2194
202609060212,2026-09-06,02,12R,5330,0.1385,0.0947,0.1822,4959,0.1359,0.1036,0.1682,4787,0.1174,0.0822,0.1526,5111,0.1373,0.0987,0.1759,4324,0.1293,0.0934,0.1653,4573,0.1655,0.1265,0.2046
202609060301,2026-09-06,03,01R,5279,0.1348,0.0882,0.1814,5053,0.1905,0.1502,0.2307,4407,0.1561,0.1163,0.1959,5378,0.2078,0.1526,0.263,5071,0.1439,0.1007,0.1871,5427,0.2149,0.1724,0.2573
202609060302,2026-09-06,03,02R,4896,0.1791,0.1332,0.2249,4598,0.1403,0.1007,0.1799,3664,0.1542,0.1213,0.1871,4981,0.1672,0.1307,0.2038,4640,0.1546,0.1182,0.191,3685,0.1947,0.151,0.2384
202609060303,2026-09-06,03,03R,3857,0.1735,0.1307,0.2163,4004,0.1671,0.1265,0.2077,4189,0.1727,0.1346,0.2108,4142,0.1725,0.1353,0.2096,3839,0.191,0.1399,0.242,4888,0.1829,0.1425,0.2233
202609060304,2026-09-06,03,04R,4257,0.1273,0.0863,0.1682,3956,0.1599,0.1228,0.197,3303,0.1842,0.1343,0.234,4452,0.1605,0.1186,0.2024,4258,0.1895,0.1381,0.2409,3655,0.2184,0.1793,0.2575
202609060305,2026-09-06,03,05R,4661,0.1641,0.118,0.2102,4604,0.1343,0.0983,0.1703,3850,0.1291,0.0947,0.1636,3859,0.1378,0.0976,0.178,4438,0.1111,0.0737,0.1486,5315,0.1857,0.1379,0.2335
202609060306,2026-09-06,03,06R,4623,0.1428,0.1022,0.1834,5098,0.1404,0.1018,0.1789,4000,0.152,0.1138,0.1902,3557,0.1574,0.1091,0.2057,5087,0.1692,0.1306,0.2078,4583,0.169,0.1301,0.2078
202609060307,2026-09-06,03,07R,5120,0.1615,0.1175,0.2055,4981,0.1702,0.1337,0.2068,3931,0.1308,0.0893,0.1723,5427,0.1985,0.156,0.2409,5002,0.1542,0.1117,0.1967,3839,0.2045,0.1534,0.2555
202609060308,2026-09-06,03,08R,5378,0.2033,0.1481,0.2585,4179,0.1521,0.1163,0.1879,4173,0.1626,0.1211,0.2042,4880,0.1551,0.121,0.1891,3685,0.1812,0.1375,0.2249,4471,0.1598,0.1154,0.2041
202609060309,2026-09-06,03,09R,4452,0.156,0.1141,0.1979,5138,0.1755,0.1359,0.2151,4142,0.1695,0.1323,0.2066,4896,0.1836,0.1377,0.2294,5053,0.1904,0.1501,0.2306,3256,0.1564,0.116,0.1968
202609060310,2026-09-06,03,10R,4604,0.1268,0.0908,0.1628,4640,0.1547,0.1183,0.1911,5098,0.1344,0.0958,0.1729,5279,0.1393,0.0927,0.1859,3655,0.2049,0.1658,0.244,4189,0.1921,0.154,0.2302
202609060311,2026-09-06,03,11R,4427,0.1251,0.0919,0.1584,3931,0.1368,0.0953,0.1783,4598,0.1343,0.0947,0.1739,4888,0.1665,0.1261,0.2069,3303,0.1901,0.1402,0.2399,3944,0.1967,0.1562,0.2373
202609060312,2026-09-06,03,12R,4418,0.1077,0.0737,0.1418,5087,0.1693,0.1307,0.2079,4438,0.1052,0.0678,0.1427,3956,0.1569,0.1198,0.194,3664,0.1601,0.1272,0.193,5002,0.1677,0.1252,0.2102
202609060401,2026-09-06,04,01R,5320,0.1544,0.1134,0.1953,5277,0.1551,0.1192,0.1911,4186,0.1405,0.0951,0.1859,5164,0.2041,0.1569,0.2512,4289,0.1518,0.1098,0.1939,5314,0.186,0.1362,0.2358
202609060402,2026-09-06,04,02R,4283,0.1638,0.1167,0.2109,5201,0.1714,0.1344,0.2084,4275,0.2072,0.162,0.2523,5370,0.1908,0.1408,0.2408,4525,0.1409,0.1019,0.1799,4927,0.1644,0.1309,0.1979
202609060403,2026-09-06,04,03R,4854,0.1668,0.1302,0.2035,4065,0.1705,0.1283,0.2126,4536,0.1566,0.1134,0.1998,5264,0.176,0.1309,0.2211,4874,0.1553,0.1096,0.2011,5253,0.2692,0.2245,0.314
202609060404,2026-09-06,04,04R,4090,0.1413,0.1096,0.173,3551,0.1759,0.1285,0.2232,5310,0.2009,0.1312,0.2707,4690,0.1728,0.1318,0.2137,4882,0.192,0.1451,0.239,4478,0.1594,0.1216,0.1972
202609060405,2026-09-06,04,05R,4895,0.1479,0.1053,0.1904,5165,0.1602,0.1109,0.2095,4998,0.1205,0.0835,0.1575,4414,0.1739,0.1246,0.2232,4387,0.1433,0.1043,0.1824,5213,0.1956,0.1613,0.2299
202609060406,2026-09-06,04,06R,4844,0.1659,0.123,0.2088,4847,0.1304,0.093,0.1677,4289,0.1459,0.1039,0.188,4941,0.2062,0.169,0.2434,4781,0.2046,0.1509,0.2582,5454,0.2161,0.1708,0.2614
202609060407,2026-09-06,04,07R,3993,0.1485,0.1035,0.1935,4175,0.1298,0.0922,0.1674,5003,0.1702,0.0986,0.2419,3845,0.1983,0.1571,0.2396,4275,0.2131,0.1679,0.2582,4791,0.1934,0.1518,0.235
202609060408,2026-09-06,04,08R,5164,0.1996,0.1524,0.2467,4240,0.1353,0.0989,0.1716,4283,0.1653,0.1182,0.2124,5357,0.1616,0.1083,0.2149,4065,0.1704,0.1282,0.2125,4266,0.1598,0.1046,0.215
202609060409,2026-09-06,04,09R,5310,0.1994,0.1297,0.2692,5314,0.1726,0.1228,0.2224,4927,0.145,0.1115,0.1785,5165,0.1572,0.1079,0.2065,5253,0.2557,0.211,0.3005,4730,0.1577,0.1167,0.1986
202609060410,2026-09-06,04,10R,4501,0.1458,0.0866,0.2051,4478,0.146,0.1082,0.1838,4893,0.1291,0.0857,0.1726,5361,0.2096,0.1578,0.2615,4998,0.1264,0.0894,0.1634,4186,0.1599,0.1145,0.2053
202609060411,2026-09-06,04,11R,4387,0.1359,0.0969,0.175,5320,0.1619,0.1209,0.2028,5201,0.1654,0.1284,0.2024,4874,0.1524,0.1067,0.1982,4844,0.1733,0.1304,0.2162,4690,0.1892,0.1482,0.2301
202609060412,2026-09-06,04,12R,4847,0.1229,0.0855,0.1602,4525,0.141,0.102,0.18,4414,0.1709,0.1216,0.2202,4536,0.1596,0.1164,0.2028,5003,0.1761,0.1045,0.2478,3551,0.1893,0.1419,0.2366
202609060701,2026-09-06,07,01R,3401,0.1868,0.1452,0.2284,4365,0.169,0.1219,0.2162,4527,0.16,0.1181,0.2019,3981,0.187,0.1474,0.2265,3957,0.171,0.131,0.2109,4234,0.1828,0.1385,0.227
202609060702,2026-09-06,07,02R,3546,0.1734,0.1281,0.2187,3652,0.1735,0.1266,0.2205,3680,0.1853,0.1378,0.2327,3679,0.1409,0.1056,0.1762,4872,0.1896,0.1424,0.2369,5064,0.1721,0.1292,0.2149
202609060703,2026-09-06,07,03R,4214,0.1654,0.1237,0.2071,4219,0.228,0.1814,0.2746,3876,0.1632,0.119,0.2074,4197,0.1831,0.1403,0.2259,3872,0.1821,0.1323,0.232,4151,0.1982,0.1575,0.2389
202609060704,2026-09-06,07,04R,4917,0.1304,0.0935,0.1672,3282,0.1835,0.1471,0.2199,3825,0.1368,0.0924,0.1812,4237,0.139,0.0953,0.1828,3875,0.1759,0.1369,0.2148,4469,0.1788,0.1412,0.2164
202609060705,2026-09-06,07,05R,4323,0.1383,0.098,0.1785,5349,0.2083,0.1623,0.2542,4603,0.1461,0.1103,0.182,4682,0.1327,0.1006,0.1649,3401,0.1942,0.1526,0.2358,4435,0.1868,0.1417,0.2318
202609060706,2026-09-06,07,06R,4041,0.214,0.1601,0.2679,4459,0.1368,0.1047,0.169,3660,0.1913,0.1472,0.2353,5196,0.2205,0.1736,0.2674,4016,0.1472,0.1044,0.1899,4872,0.2031,0.1559,0.2504
202609060707,2026-09-06,07,07R,4523,0.1482,0.1113,0.185,4234,0.1694,0.1251,0.2136,4362,0.1292,0.0965,0.1619,4520,0.1564,0.1157,0.1972,4214,0.1728,0.1311,0.2145,5366,0.2052,0.1463,0.2641
202609060708,2026-09-06,07,08R,3661,0.1593,0.1167,0.2018,4914,0.1392,0.102,0.1765,3957,0.1651,0.1251,0.205,4917,0.1349,0.098,0.1717,4319,0.1704,0.1333,0.2075,4693,0.2015,0.1636,0.2395
202609060709,2026-09-06,07,09R,4365,0.1615,0.1144,0.2087,5064,0.1587,0.1158,0.2015,3773,0.145,0.1022,0.1878,3945,0.185,0.1423,0.2276,4603,0.152,0.1162,0.1879,3872,0.1956,0.1458,0.2455
202609060710,2026-09-06,07,10R,4682,0.1282,0.0961,0.1604,3679,0.1439,0.1086,0.1792,4016,0.1413,0.0985,0.184,3282,0.1805,0.1441,0.2169,3876,0.1691,0.1249,0.2133,3981,0.2034,0.1638,0.2429
202609060711,2026-09-06,07,11R,4362,0.1277,0.095,0.1604,3546,0.1809,0.1356,0.2262,4435,0.1674,0.1223,0.2124,4151,0.1818,0.1411,0.2225,4469,0.1653,0.1277,0.2029,5196,0.2369,0.19,0.2838
202609060712,2026-09-06,07,12R,4914,0.1317,0.0945,0.169,4237,0.142,0.0983,0.1858,4323,0.1398,0.0995,0.18,4523,0.1527,0.1158,0.1895,3680,0.1912,0.1437,0.2386,4459,0.1502,0.1181,0.1824
202609060901,2026-09-06,09,01R,4980,0.1377,0.1011,0.1744,4796,0.1488,0.1068,0.1908,4415,0.1425,0.104,0.181,4205,0.1234,0.0886,0.1583,4456,0.1716,0.1334,0.2099,5112,0.1666,0.1282,0.2051
202609060902,2026-09-06,09,02R,4852,0.1475,0.1114,0.1837,4528,0.1553,0.1129,0.1978,4445,0.1146,0.079,0.1501,4397,0.1274,0.0903,0.1645,5256,0.1733,0.1365,0.21,4013,0.1521,0.1107,0.1936
202609060903,2026-09-06,09,03R,4468,0.1576,0.1157,0.1994,4760,0.132,0.0971,0.1668,4857,0.133,0.0924,0.1736,4444,0.1207,0.0844,0.157,4502,0.1411,0.0969,0.1853,4856,0.1473,0.1133,0.1814
202609060904,2026-09-06,09,04R,4391,0.1441,0.1069,0.1813,4256,0.1486,0.115,0.1821,4772,0.1011,0.0677,0.1346,4537,0.1368,0.1011,0.1725,4953,0.1514,0.1145,0.1883,4024,0.1674,0.1294,0.2054
202609060905,2026-09-06,09,05R,5015,0.1191,0.0876,0.1506,4826,0.1263,0.09,0.1626,4477,0.1236,0.0887,0.1584,3897,0.114,0.0797,0.1482,4804,0.181,0.1425,0.2194,4305,0.1443,0.1024,0.1861
202609060906,2026-09-06,09,06R,4713,0.1144,0.0805,0.1482,4344,0.143,0.0991,0.1869,4361,0.1242,0.0868,0.1616,5112,0.1502,0.1118,0.1887,4083,0.1475,0.1132,0.1818,4586,0.1291,0.0973,0.1609
202609060907,2026-09-06,09,07R,5267,0.1341,0.0984,0.1699,5084,0.1425,0.1012,0.1837,4980,0.1392,0.1026,0.1759,5256,0.1704,0.1336,0.2071,3960,0.0973,0.0657,0.1289,4472,0.1506,0.1129,0.1883
202609060908,2026-09-06,09,08R,4537,0.1323,0.0966,0.168,3941,0.1227,0.0823,0.163,4856,0.1279,0.0939,0.162,4566,0.1417,0.1044,0.1789,4739,0.1519,0.1142,0.1896,4445,0.134,0.0984,0.1695
202609060909,2026-09-06,09,09R,4337,0.113,0.0785,0.1475,4857,0.139,0.0984,0.1796,4852,0.149,0.1129,0.1852,4024,0.151,0.113,0.189,4547,0.1427,0.1024,0.1829,5017,0.1392,0.0966,0.1818
202609060910,2026-09-06,09,10R,4502,0.1337,0.0895,0.1779,5034,0.1221,0.0815,0.1626,4013,0.1327,0.0913,0.1742,4953,0.1485,0.1116,0.1854,4851,0.1181,0.0858,0.1505,4477,0.143,0.1081,0.1778
202609060911,2026-09-06,09,11R,3897,0.1095,0.0752,0.1437,4586,0.1157,0.0839,0.1475,4743,0.1216,0.0852,0.1581,4256,0.1456,0.112,0.1791,5084,0.1424,0.1011,0.1836,4456,0.1851,0.1469,0.2234
202609060912,2026-09-06,09,12R,4444,0.1162,0.0799,0.1525,3960,0.0974,0.0658,0.129,4448,0.1377,0.0961,0.1792,4512,0.1431,0.1084,0.1778,4826,0.1262,0.0899,0.1625,4361,0.1436,0.1062,0.181
202609061001,2026-09-06,10,01R,4061,0.1233,0.0894,0.1571,4340,0.2099,0.1634,0.2565,4270,0.1557,0.116,0.1954,4664,0.1897,0.1491,0.2303,3776,0.1802,0.1281,0.2324,5470,0.2292,0.1795,0.2788
202609061002,2026-09-06,10,02R,4718,0.1995,0.155,0.2439,4073,0.1443,0.1127,0.1759,3812,0.1621,0.1137,0.2105,3730,0.1552,0.1139,0.1965,4879,0.1693,0.1247,0.214,3692,0.1532,0.114,0.1924
202609061003,2026-09-06,10,03R,3959,0.1301,0.0945,0.1657,5115,0.1336,0.0964,0.1708,4633,0.1533,0.1168,0.1897,5037,0.1689,0.1258,0.2121,4552,0.1648,0.1214,0.2083,3804,0.1658,0.1228,0.2088
202609061004,2026-09-06,10,04R,5023,0.171,0.1261,0.2159,4509,0.1691,0.1248,0.2134,4169,0.1782,0.1363,0.2202,4394,0.1223,0.0869,0.1577,4346,0.1742,0.1306,0.2178,4731,0.1947,0.1537,0.2356
202609061005,2026-09-06,10,05R,4168,0.1577,0.1164,0.199,4489,0.1487,0.1069,0.1905,4669,0.1515,0.1106,0.1925,4822,0.1488,0.1081,0.1894,4709,0.18,0.143,0.2169,4511,0.1813,0.1416,0.221
202609061006,2026-09-06,10,06R,4128,0.1545,0.1141,0.1949,5161,0.1484,0.1066,0.1901,3730,0.1522,0.1109,0.1935,4575,0.1488,0.1147,0.1829,3989,0.2027,0.1585,0.247,5470,0.2292,0.1795,0.2788
202609061007,2026-09-06,10,07R,3776,0.1728,0.1207,0.225,4552,0.1649,0.1215,0.2084,4933,0.118,0.085,0.151,4196,0.1761,0.1241,0.2281,4215,0.1526,0.1123,0.193,4580,0.1708,0.1344,0.2071
202609061008,2026-09-06,10,08R,5037,0.1644,0.1213,0.2076,4252,0.1867,0.1377,0.2357,4509,0.1631,0.1188,0.2074,4166,0.1163,0.0834,0.1492,4270,0.1616,0.1219,0.2013,3812,0.1815,0.1331,0.2299
202609061009,2026-09-06,10,09R,4664,0.1852,0.1446,0.2258,5023,0.1785,0.1336,0.2234,5282,0.1396,0.0924,0.1867,4718,0.204,0.1595,0.2484,4168,0.1651,0.1238,0.2064,5027,0.2078,0.1705,0.2452
202609061010,2026-09-06,10,10R,4879,0.1619,0.1173,0.2066,4822,0.1518,0.1111,0.1924,3959,0.1316,0.096,0.1672,4982,0.1799,0.1396,0.2202,4340,0.2098,0.1633,0.2564,5161,0.1618,0.12,0.2035
202609061011,2026-09-06,10,11R,4685,0.1512,0.1144,0.1881,3804,0.1524,0.1094,0.1954,4394,0.1193,0.0839,0.1547,3989,0.1998,0.1556,0.2441,4061,0.1307,0.0968,0.1645,4196,0.1925,0.1405,0.2445
202609061012,2026-09-06,10,12R,4166,0.1118,0.0789,0.1447,4633,0.1593,0.1228,0.1957,3692,0.1338,0.0946,0.173,4709,0.1771,0.1401,0.214,4580,0.1573,0.1209,0.1936,4575,0.1652,0.1311,0.1993
202609061101,2026-09-06,11,01R,5199,0.106,0.0701,0.1419,5154,0.1638,0.1239,0.2038,5060,0.146,0.107,0.185,5275,0.1298,0.0931,0.1664,5186,0.167,0.1261,0.208,5460,0.1863,0.1424,0.2303
202609061102,2026-09-06,11,02R,5290,0.1528,0.1142,0.1915,5157,0.1662,0.1219,0.2104,5134,0.1331,0.0991,0.1671,5167,0.1521,0.1009,0.2032,5221,0.1526,0.1173,0.1878,5247,0.1801,0.1408,0.2194
202609061103,2026-09-06,11,03R,5271,0.1494,0.1066,0.1923,5376,0.1633,0.1186,0.2079,5280,0.1399,0.1003,0.1796,5329,0.1686,0.1251,0.2121,5226,0.1509,0.1104,0.1914,5210,0.1599,0.1252,0.1947
202609061104,2026-09-06,11,04R,5179,0.1689,0.1238,0.214,5212,0.1258,0.0864,0.1652,5177,0.1935,0.1533,0.2337,5298,0.1335,0.0977,0.1693,5388,0.2437,0.194,0.2934,5222,0.193,0.1533,0.2327
202609061105,2026-09-06,11,05R,5238,0.1456,0.1032,0.188,5130,0.1739,0.1348,0.213,5255,0.1904,0.1453,0.2354,5199,0.1105,0.0746,0.1464,5268,0.1845,0.1277,0.2413,5377,0.1854,0.1491,0.2218
202609061106,2026-09-06,11,06R,5216,0.1476,0.1106,0.1847,5276,0.1456,0.1036,0.1876,5246,0.149,0.1046,0.1934,5157,0.1632,0.1189,0.2074,5152,0.2137,0.1658,0.2616,5010,0.1576,0.1203,0.1949
202609061107,2026-09-06,11,07R,5354,0.1583,0.1116,0.2051,5018,0.1393,0.1023,0.1764,5379,0.1609,0.1066,0.2151,5060,0.149,0.11,0.188,5135,0.18,0.135,0.2249,5273,0.198,0.1566,0.2393
202609061108,2026-09-06,11,08R,5303,0.1504,0.1065,0.1943,5329,0.1716,0.1281,0.2151,5106,0.1703,0.1218,0.2188,5179,0.1734,0.1283,0.2185,5460,0.1728,0.1289,0.2168,5234,0.155,0.1152,0.1947
202609061109,2026-09-06,11,09R,5221,0.1452,0.1099,0.1804,5226,0.151,0.1105,0.1915,5368,0.1332,0.0925,0.174,5130,0.1709,0.1318,0.21,5388,0.2437,0.194,0.2934,5136,0.1457,0.1101,0.1813
202609061110,2026-09-06,11,10R,5298,0.129,0.0932,0.1648,5275,0.1328,0.0961,0.1694,5343,0.1518,0.1053,0.1984,5276,0.1426,0.1006,0.1846,5421,0.2272,0.1792,0.2751,5134,0.1525,0.1185,0.1865
202609061111,2026-09-06,11,11R,5280,0.1384,0.0988,0.1781,5222,0.1796,0.1399,0.2193,5290,0.1543,0.1157,0.193,5354,0.1628,0.1161,0.2096,5154,0.1637,0.1238,0.2037,5246,0.1684,0.124,0.2128
202609061112,2026-09-06,11,12R,5255,0.1889,0.1438,0.2339,5135,0.1801,0.1351,0.225,5234,0.1356,0.0958,0.1753,5376,0.1603,0.1156,0.2049,5216,0.155,0.118,0.1921,5212,0.1392,0.0998,0.1786
