レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,1枠_推定ST_p25,1枠_推定ST_p75,2枠_登録番号,2枠_推定ST,2枠_推定ST_p25,2枠_推定ST_p75,3枠_登録番号,3枠_推定ST,3枠_推定ST_p25,3枠_推定ST_p75,4枠_登録番号,4枠_推定ST,4枠_推定ST_p25,4枠_推定ST_p75,5枠_登録番号,5枠_推定ST,5枠_推定ST_p25,5枠_推定ST_p75,6枠_登録番号,6枠_推定ST,6枠_推定ST_p25,6枠_推定ST_p75
202609190201,2026-09-19,02,01R,3546,0.1757,0.1277,0.2237,5322,0.1581,0.1123,0.2039,3544,0.1745,0.1329,0.2161,3950,0.1381,0.0947,0.1815,3889,0.1504,0.1138,0.187,5444,0.2335,0.184,0.283
202609190202,2026-09-19,02,02R,3660,0.1925,0.1472,0.2377,3543,0.1599,0.1202,0.1996,4120,0.1487,0.114,0.1833,4286,0.1357,0.0999,0.1715,3556,0.1502,0.1134,0.1869,5461,0.1934,0.1432,0.2437
202609190203,2026-09-19,02,03R,4917,0.13,0.0929,0.1672,4365,0.1746,0.1292,0.2199,3647,0.1413,0.0972,0.1854,4812,0.12,0.0795,0.1606,4808,0.161,0.1175,0.2046,3931,0.1645,0.1242,0.2048
202609190204,2026-09-19,02,04R,4792,0.1605,0.1152,0.2058,4531,0.1454,0.1067,0.184,5362,0.2112,0.17,0.2524,5150,0.18,0.1357,0.2244,4538,0.1705,0.1292,0.2119,3489,0.1552,0.1199,0.1905
202609190205,2026-09-19,02,05R,4314,0.1376,0.0928,0.1824,3761,0.1555,0.1179,0.1931,3467,0.1732,0.1328,0.2136,4503,0.1136,0.0806,0.1465,5322,0.158,0.1122,0.2038,3928,0.1795,0.139,0.2199
202609190206,2026-09-19,02,06R,3950,0.1336,0.0902,0.177,4771,0.1394,0.104,0.1747,4459,0.1336,0.1023,0.1649,4329,0.1702,0.124,0.2164,3660,0.1999,0.1546,0.2451,4359,0.147,0.1069,0.187
202609190207,2026-09-19,02,07R,4812,0.1155,0.075,0.1561,3889,0.1505,0.1139,0.1871,3542,0.1865,0.1435,0.2295,4100,0.1528,0.1098,0.1958,4729,0.1688,0.1279,0.2098,5416,0.1442,0.1047,0.1837
202609190208,2026-09-19,02,08R,5362,0.2097,0.1685,0.2509,3556,0.1503,0.1135,0.187,4803,0.1737,0.1329,0.2146,3931,0.1481,0.1078,0.1884,5444,0.22,0.1705,0.2695,4608,0.1655,0.1222,0.2088
202609190209,2026-09-19,02,09R,4365,0.1671,0.1217,0.2124,4730,0.1489,0.1102,0.1875,3928,0.1601,0.1196,0.2005,3489,0.1388,0.1035,0.1741,5461,0.1799,0.1297,0.2302,4488,0.1748,0.1365,0.2131
202609190210,2026-09-19,02,10R,4808,0.1536,0.1101,0.1972,4286,0.1387,0.1029,0.1745,4564,0.1666,0.1289,0.2044,4531,0.1424,0.1037,0.181,4771,0.1393,0.1039,0.1746,3544,0.1939,0.1523,0.2355
202609190211,2026-09-19,02,11R,4459,0.1321,0.1008,0.1634,5150,0.183,0.1387,0.2274,4901,0.1686,0.13,0.2072,3761,0.1525,0.1149,0.1901,4120,0.1546,0.1199,0.1892,4036,0.1599,0.1219,0.198
202609190212,2026-09-19,02,12R,4503,0.1091,0.0761,0.142,3647,0.1473,0.1032,0.1914,4608,0.1461,0.1028,0.1894,4359,0.1306,0.0905,0.1706,5416,0.1307,0.0912,0.1702,4538,0.184,0.1427,0.2254
202609190301,2026-09-19,03,01R,4245,0.1608,0.1146,0.2069,5294,0.151,0.1118,0.1901,5381,0.1722,0.1259,0.2186,5405,0.1799,0.1346,0.2252,5293,0.1756,0.1331,0.218,4664,0.2035,0.1645,0.2424
202609190302,2026-09-19,03,02R,5309,0.1618,0.1144,0.2091,3569,0.1995,0.1574,0.2416,4735,0.143,0.0944,0.1917,5402,0.2178,0.1675,0.2681,4384,0.1567,0.109,0.2045,4575,0.1689,0.1354,0.2024
202609190303,2026-09-19,03,03R,5349,0.2061,0.1601,0.2522,5054,0.1272,0.0869,0.1675,4910,0.1356,0.0919,0.1793,4725,0.1609,0.1176,0.2041,3370,0.1938,0.1481,0.2395,4358,0.227,0.1833,0.2707
202609190304,2026-09-19,03,04R,4368,0.1903,0.1406,0.24,4491,0.1938,0.1479,0.2398,4979,0.1629,0.1168,0.209,4483,0.1336,0.0989,0.1683,5398,0.224,0.1751,0.2728,4470,0.1443,0.1076,0.181
202609190305,2026-09-19,03,05R,5351,0.1573,0.1134,0.2012,3888,0.1608,0.1205,0.201,5183,0.1636,0.1265,0.2008,4632,0.1764,0.133,0.2198,4370,0.1408,0.097,0.1847,4093,0.2148,0.1694,0.2603
202609190306,2026-09-19,03,06R,5294,0.1435,0.1043,0.1826,4543,0.1726,0.1292,0.216,3686,0.1699,0.1349,0.2048,5383,0.1465,0.092,0.201,5309,0.1692,0.1218,0.2165,4466,0.1838,0.1445,0.2232
202609190307,2026-09-19,03,07R,4148,0.1294,0.0866,0.1722,5349,0.2136,0.1676,0.2597,4174,0.1488,0.1084,0.1892,3340,0.1813,0.1284,0.2343,5405,0.1828,0.1375,0.2281,4042,0.2011,0.1632,0.239
202609190308,2026-09-19,03,08R,4172,0.1481,0.1053,0.1909,4910,0.1416,0.0979,0.1853,3895,0.2048,0.151,0.2586,5398,0.2211,0.1722,0.2699,4245,0.1682,0.122,0.2143,3548,0.156,0.113,0.199
