レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,1枠_推定ST_p25,1枠_推定ST_p75,2枠_登録番号,2枠_推定ST,2枠_推定ST_p25,2枠_推定ST_p75,3枠_登録番号,3枠_推定ST,3枠_推定ST_p25,3枠_推定ST_p75,4枠_登録番号,4枠_推定ST,4枠_推定ST_p25,4枠_推定ST_p75,5枠_登録番号,5枠_推定ST,5枠_推定ST_p25,5枠_推定ST_p75,6枠_登録番号,6枠_推定ST,6枠_推定ST_p25,6枠_推定ST_p75
202609150401,2026-09-15,04,01R,5105,0.1646,0.1238,0.2054,3105,0.1549,0.1183,0.1915,5004,0.1578,0.1147,0.201,5424,0.1921,0.1459,0.2383,3564,0.1566,0.1175,0.1957,3904,0.175,0.1346,0.2154
202609150402,2026-09-15,04,02R,4422,0.1536,0.1111,0.1961,5031,0.1515,0.1077,0.1953,3800,0.1556,0.1041,0.2071,3857,0.179,0.1375,0.2205,3439,0.1538,0.1182,0.1894,4367,0.21,0.1639,0.2561
202609150403,2026-09-15,04,03R,4104,0.1265,0.0875,0.1656,3107,0.1813,0.1376,0.2249,4288,0.1034,0.0654,0.1413,5393,0.2072,0.15,0.2645,4421,0.1862,0.1258,0.2466,4180,0.1644,0.1274,0.2013
202609150404,2026-09-15,04,04R,5209,0.1799,0.1347,0.225,4200,0.1639,0.1193,0.2085,4880,0.15,0.1121,0.1879,4082,0.1887,0.1435,0.2339,3876,0.1648,0.1232,0.2063,3385,0.1628,0.1226,0.203
202609150405,2026-09-15,04,05R,4697,0.16,0.1146,0.2054,4769,0.1131,0.0793,0.1469,4976,0.1769,0.1292,0.2245,3963,0.1554,0.1121,0.1988,3432,0.1797,0.1379,0.2216,4272,0.1575,0.1174,0.1976
202609150406,2026-09-15,04,06R,3771,0.1307,0.0919,0.1694,5104,0.1515,0.1148,0.1882,3313,0.1553,0.1135,0.1971,3904,0.1586,0.1182,0.199,4659,0.1447,0.1054,0.184,5237,0.1738,0.1334,0.2142
202609150407,2026-09-15,04,07R,3915,0.1771,0.1336,0.2206,5022,0.1629,0.1239,0.2018,4932,0.1398,0.0977,0.182,4863,0.1727,0.1311,0.2143,4422,0.161,0.1185,0.2035,3105,0.1683,0.1317,0.2049
202609150408,2026-09-15,04,08R,4508,0.1842,0.1405,0.2278,4104,0.134,0.095,0.1731,3951,0.196,0.1541,0.238,3564,0.1537,0.1146,0.1928,5209,0.1873,0.1421,0.2324,4610,0.1877,0.1335,0.2419
202609150409,2026-09-15,04,09R,4053,0.1648,0.1228,0.2068,5081,0.1968,0.1533,0.2403,3439,0.1479,0.1123,0.1835,4180,0.148,0.111,0.1849,4976,0.1828,0.1351,0.2304,4200,0.1773,0.1327,0.2219
202609150410,2026-09-15,04,10R,3876,0.1574,0.1158,0.1989,5004,0.1638,0.1207,0.207,4651,0.1533,0.1062,0.2004,3747,0.1456,0.1086,0.1827,3800,0.1615,0.11,0.213,4421,0.1997,0.1393,0.2601
