レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,1枠_推定ST_p25,1枠_推定ST_p75,2枠_登録番号,2枠_推定ST,2枠_推定ST_p25,2枠_推定ST_p75,3枠_登録番号,3枠_推定ST,3枠_推定ST_p25,3枠_推定ST_p75,4枠_登録番号,4枠_推定ST,4枠_推定ST_p25,4枠_推定ST_p75,5枠_登録番号,5枠_推定ST,5枠_推定ST_p25,5枠_推定ST_p75,6枠_登録番号,6枠_推定ST,6枠_推定ST_p25,6枠_推定ST_p75
202609030201,2026-09-03,02,01R,4103,0.2072,0.1617,0.2526,3566,0.1849,0.1395,0.2303,4785,0.18,0.1309,0.229,5364,0.1434,0.0967,0.1901,4995,0.1726,0.1339,0.2113,3352,0.176,0.1334,0.2186
202609030202,2026-09-03,02,02R,4177,0.1505,0.1076,0.1935,4495,0.1435,0.1043,0.1826,4573,0.145,0.1059,0.1842,4945,0.1699,0.1305,0.2092,3935,0.1387,0.1008,0.1766,4306,0.1998,0.1624,0.2373
202609030203,2026-09-03,02,03R,3893,0.1577,0.1144,0.201,4787,0.1224,0.0849,0.1598,4138,0.1396,0.0991,0.1801,3992,0.1627,0.1251,0.2003,3911,0.1679,0.1254,0.2105,4403,0.1459,0.1068,0.1851
202609030204,2026-09-03,02,04R,3532,0.1583,0.1107,0.2058,3978,0.1784,0.1378,0.219,5145,0.1467,0.113,0.1805,4213,0.1784,0.1326,0.2243,5398,0.1825,0.1387,0.2263,3746,0.1752,0.1417,0.2086
202609030205,2026-09-03,02,05R,4193,0.1419,0.0985,0.1852,4785,0.186,0.1369,0.235,5102,0.1887,0.1475,0.2298,4324,0.1246,0.0878,0.1613,5309,0.1624,0.1165,0.2082,5419,0.245,0.1902,0.2998
202609030206,2026-09-03,02,06R,4995,0.1652,0.1265,0.2039,3935,0.1388,0.1009,0.1767,4129,0.1827,0.1301,0.2354,5330,0.1403,0.096,0.1847,3659,0.1639,0.131,0.1968,4505,0.16,0.1183,0.2017
202609030207,2026-09-03,02,07R,4959,0.1329,0.0996,0.1661,3992,0.1657,0.1281,0.2033,3929,0.1495,0.1089,0.1902,5288,0.124,0.0831,0.165,4177,0.1579,0.115,0.2009,4315,0.1715,0.1358,0.2072
202609030208,2026-09-03,02,08R,4138,0.1381,0.0976,0.1786,5111,0.1423,0.1043,0.1803,4495,0.1375,0.0983,0.1766,3532,0.1628,0.1152,0.2103,5217,0.2212,0.1749,0.2674,4650,0.1692,0.128,0.2104
202609030209,2026-09-03,02,09R,4665,0.1712,0.1274,0.2151,4403,0.1325,0.0934,0.1717,4145,0.241,0.2024,0.2796,3978,0.1754,0.1348,0.216,3352,0.1625,0.1199,0.2051,4486,0.1891,0.1413,0.2369
202609030210,2026-09-03,02,10R,5330,0.1358,0.0915,0.1802,4306,0.1864,0.149,0.2239,3911,0.162,0.1195,0.2046,3746,0.1588,0.1253,0.1922,4144,0.1673,0.1287,0.2058,5102,0.2081,0.1669,0.2492
