レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,1枠_推定ST_p25,1枠_推定ST_p75,2枠_登録番号,2枠_推定ST,2枠_推定ST_p25,2枠_推定ST_p75,3枠_登録番号,3枠_推定ST,3枠_推定ST_p25,3枠_推定ST_p75,4枠_登録番号,4枠_推定ST,4枠_推定ST_p25,4枠_推定ST_p75,5枠_登録番号,5枠_推定ST,5枠_推定ST_p25,5枠_推定ST_p75,6枠_登録番号,6枠_推定ST,6枠_推定ST_p25,6枠_推定ST_p75
202609210101,2026-09-21,01,01R,5184,0.1821,0.1415,0.2227,3357,0.1989,0.1525,0.2453,4720,0.2018,0.1465,0.2572,5265,0.15,0.1114,0.1887,5415,0.2316,0.1686,0.2946,4690,0.1953,0.1445,0.2462
202609210102,2026-09-21,01,02R,5185,0.1441,0.1055,0.1828,5061,0.1794,0.1358,0.2229,4330,0.1164,0.0804,0.1525,4654,0.138,0.1009,0.1751,3659,0.1676,0.1273,0.208,5179,0.2018,0.1572,0.2465
202609210103,2026-09-21,01,03R,5335,0.1579,0.1112,0.2047,4819,0.1717,0.1311,0.2123,4501,0.1396,0.0867,0.1924,5436,0.2049,0.1492,0.2605,3994,0.1692,0.1336,0.2049,4373,0.195,0.154,0.236
202609210104,2026-09-21,01,04R,3054,0.1866,0.146,0.2272,4892,0.1682,0.1302,0.2061,3654,0.1331,0.0933,0.1729,3740,0.1531,0.1149,0.1914,5427,0.1972,0.1564,0.2379,4228,0.1863,0.1528,0.2197
202609210105,2026-09-21,01,05R,4414,0.1591,0.1143,0.2039,5213,0.1804,0.1449,0.2159,5250,0.1712,0.1246,0.2178,4690,0.1789,0.1281,0.2298,4720,0.2077,0.1524,0.2631,4642,0.1695,0.1327,0.2063
202609210106,2026-09-21,01,06R,3792,0.1607,0.1253,0.1961,3538,0.1978,0.15,0.2455,5114,0.1596,0.1269,0.1922,4872,0.1902,0.1431,0.2372,5185,0.1515,0.1129,0.1902,3352,0.1722,0.1281,0.2163
202609210107,2026-09-21,01,07R,4627,0.1362,0.0995,0.1728,4746,0.1695,0.1222,0.2167,4373,0.1756,0.1346,0.2166,5415,0.2287,0.1657,0.2917,5184,0.1895,0.1489,0.2301,5437,0.2582,0.2041,0.3122
202609210108,2026-09-21,01,08R,4834,0.1474,0.1055,0.1893,5179,0.1884,0.1438,0.2331,5201,0.1887,0.1467,0.2307,4485,0.1622,0.1107,0.2136,4311,0.1702,0.1297,0.2107,4892,0.1816,0.1436,0.2195
202609210109,2026-09-21,01,09R,4065,0.1581,0.1198,0.1964,5265,0.153,0.1144,0.1917,5195,0.1434,0.1041,0.1826,4987,0.1597,0.1224,0.1969,5436,0.2078,0.1521,0.2634,4819,0.1851,0.1445,0.2257
202609210110,2026-09-21,01,10R,3659,0.1602,0.1199,0.2006,4872,0.1932,0.1461,0.2402,4434,0.1705,0.1349,0.206,3654,0.1361,0.0963,0.1759,3352,0.1587,0.1146,0.2028,4330,0.1358,0.0998,0.1719
202609210111,2026-09-21,01,11R,4443,0.1799,0.1397,0.22,4478,0.1452,0.1069,0.1834,3357,0.1929,0.1465,0.2393,5335,0.1624,0.1157,0.2092,4627,0.1436,0.1069,0.1802,5250,0.1906,0.144,0.2372
202609210112,2026-09-21,01,12R,3740,0.1486,0.1104,0.1869,4351,0.1313,0.0939,0.1687,3792,0.1622,0.1268,0.1976,4311,0.1673,0.1268,0.2078,4798,0.1098,0.074,0.1456,4654,0.1544,0.1173,0.1915
