レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,1枠_推定ST_p25,1枠_推定ST_p75,2枠_登録番号,2枠_推定ST,2枠_推定ST_p25,2枠_推定ST_p75,3枠_登録番号,3枠_推定ST,3枠_推定ST_p25,3枠_推定ST_p75,4枠_登録番号,4枠_推定ST,4枠_推定ST_p25,4枠_推定ST_p75,5枠_登録番号,5枠_推定ST,5枠_推定ST_p25,5枠_推定ST_p75,6枠_登録番号,6枠_推定ST,6枠_推定ST_p25,6枠_推定ST_p75
202609180201,2026-09-18,02,01R,3647,0.1382,0.094,0.1824,3542,0.194,0.1502,0.2378,3761,0.1486,0.1102,0.1871,4792,0.1633,0.1162,0.2104,4329,0.1713,0.125,0.2176,5461,0.189,0.1393,0.2387
202609180202,2026-09-18,02,02R,3543,0.1572,0.1181,0.1963,4812,0.1228,0.0813,0.1643,3950,0.1371,0.0934,0.1808,4803,0.178,0.1358,0.2202,4314,0.1465,0.1012,0.1917,4564,0.1798,0.1468,0.2128
202609180203,2026-09-18,02,03R,4729,0.1667,0.1265,0.207,4608,0.1514,0.1085,0.1943,4771,0.1334,0.0971,0.1697,4917,0.1374,0.0995,0.1752,3546,0.1862,0.1377,0.2346,4120,0.1722,0.1394,0.205
202609180204,2026-09-18,02,04R,4286,0.1315,0.0961,0.1669,4901,0.1715,0.1339,0.2092,5322,0.1498,0.1041,0.1954,5416,0.1275,0.0873,0.1676,4730,0.1488,0.109,0.1885,5362,0.2299,0.1879,0.2719
202609180205,2026-09-18,02,05R,3931,0.1442,0.103,0.1854,3544,0.1805,0.1382,0.2228,4100,0.1462,0.1031,0.1894,4036,0.1438,0.1056,0.1819,4792,0.1662,0.1191,0.2133,3660,0.2113,0.1659,0.2567
202609180206,2026-09-18,02,06R,3889,0.1443,0.1073,0.1813,3928,0.1663,0.1252,0.2074,4808,0.1563,0.1124,0.2001,4459,0.1387,0.1067,0.1706,4298,0.158,0.1234,0.1927,3556,0.1624,0.1251,0.1997
202609180207,2026-09-18,02,07R,4488,0.1529,0.1146,0.1913,3467,0.1804,0.1396,0.2212,4329,0.1654,0.1191,0.2117,3543,0.1617,0.1226,0.2008,4917,0.1403,0.1024,0.1781,5444,0.2353,0.1851,0.2855
202609180208,2026-09-18,02,08R,4803,0.1735,0.1313,0.2157,3489,0.1423,0.1067,0.1779,3546,0.1803,0.1318,0.2287,4152,0.1744,0.1351,0.2137,4503,0.1149,0.0819,0.1479,4901,0.1849,0.1473,0.2226
202609180209,2026-09-18,02,09R,4730,0.1414,0.1016,0.1811,4120,0.1588,0.126,0.1916,4359,0.1293,0.0891,0.1696,4314,0.1436,0.0983,0.1888,3542,0.1939,0.1501,0.2377,4531,0.1601,0.1214,0.1988
202609180210,2026-09-18,02,10R,4298,0.1506,0.116,0.1853,4564,0.1664,0.1334,0.1994,4365,0.1669,0.1214,0.2123,4608,0.1484,0.1055,0.1913,4100,0.1521,0.109,0.1953,5150,0.195,0.1499,0.2401
202609180211,2026-09-18,02,11R,4538,0.1644,0.1223,0.2064,4459,0.1417,0.1097,0.1736,4286,0.133,0.0976,0.1684,4729,0.1712,0.131,0.2115,3931,0.1516,0.1104,0.1928,3761,0.168,0.1296,0.2065
202609180212,2026-09-18,02,12R,4036,0.1393,0.1011,0.1774,4503,0.115,0.082,0.148,3556,0.143,0.1057,0.1803,4488,0.1574,0.1191,0.1958,4812,0.1227,0.0812,0.1642,4771,0.1528,0.1165,0.1891
202609180301,2026-09-18,03,01R,3340,0.1638,0.1252,0.2025,5383,0.142,0.0968,0.1872,5037,0.1631,0.122,0.2042,3569,0.1953,0.1535,0.2372,4632,0.1743,0.1319,0.2167,3895,0.2058,0.1526,0.259
202609180302,2026-09-18,03,02R,5183,0.1593,0.1229,0.1956,3686,0.1745,0.1387,0.2104,4509,0.1657,0.1234,0.2079,5349,0.2036,0.1629,0.2443,4664,0.19,0.1504,0.2297,5398,0.2362,0.186,0.2865
202609180303,2026-09-18,03,03R,4979,0.16,0.1135,0.2064,4861,0.1412,0.1015,0.181,5293,0.1666,0.125,0.2081,4358,0.2068,0.1639,0.2496,3548,0.1361,0.0991,0.1732,5402,0.229,0.1788,0.2793
202609180304,2026-09-18,03,04R,4725,0.155,0.1115,0.1986,4368,0.1962,0.1456,0.2468,4466,0.1604,0.1219,0.1988,4093,0.1926,0.1471,0.2382,4172,0.154,0.1118,0.1963,5405,0.1938,0.1486,0.239
202609180305,2026-09-18,03,05R,4491,0.1859,0.1393,0.2325,4245,0.1652,0.1197,0.2108,4148,0.1338,0.0906,0.1771,5037,0.1661,0.125,0.2072,4850,0.0983,0.0634,0.1331,5309,0.1712,0.1285,0.2139
202609180306,2026-09-18,03,06R,3370,0.1915,0.1477,0.2353,4467,0.1419,0.109,0.1748,3569,0.1923,0.1505,0.2342,3541,0.1621,0.1254,0.1987,5398,0.2227,0.1725,0.273,5294,0.1638,0.1241,0.2035
202609180307,2026-09-18,03,07R,3686,0.167,0.1312,0.2029,4358,0.2098,0.1669,0.2526,3340,0.1653,0.1267,0.204,5351,0.1614,0.1168,0.2059,5381,0.1785,0.1305,0.2264,4483,0.1473,0.1129,0.1817
202609180308,2026-09-18,03,08R,3548,0.1287,0.0917,0.1658,4735,0.1467,0.098,0.1955,3888,0.153,0.1128,0.1932,4509,0.1687,0.1264,0.2109,4368,0.1961,0.1455,0.2467,5383,0.1554,0.1102,0.2006
202609180309,2026-09-18,03,09R,5054,0.12,0.079,0.1611,4093,0.1956,0.1501,0.2412,5309,0.1518,0.1091,0.1945,4470,0.1262,0.0897,0.1628,3895,0.1923,0.1391,0.2455,4861,0.1546,0.1149,0.1944
