レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,1枠_推定ST_p25,1枠_推定ST_p75,2枠_登録番号,2枠_推定ST,2枠_推定ST_p25,2枠_推定ST_p75,3枠_登録番号,3枠_推定ST,3枠_推定ST_p25,3枠_推定ST_p75,4枠_登録番号,4枠_推定ST,4枠_推定ST_p25,4枠_推定ST_p75,5枠_登録番号,5枠_推定ST,5枠_推定ST_p25,5枠_推定ST_p75,6枠_登録番号,6枠_推定ST,6枠_推定ST_p25,6枠_推定ST_p75
202609250101,2026-09-25,01,01R,4872,0.1935,0.149,0.238,5179,0.1798,0.1353,0.2243,5201,0.1822,0.1386,0.2258,3352,0.1508,0.108,0.1935,5427,0.1901,0.1488,0.2314,3659,0.1943,0.1553,0.2333
202609250102,2026-09-25,01,02R,3357,0.1884,0.144,0.2328,4065,0.1696,0.1321,0.2072,4987,0.1527,0.1166,0.1888,5335,0.1602,0.1146,0.2058,5436,0.2018,0.1449,0.2587,5184,0.1971,0.157,0.2372
202609250103,2026-09-25,01,03R,4892,0.1677,0.128,0.2074,5061,0.1773,0.1351,0.2195,5185,0.1432,0.1058,0.1805,4485,0.1731,0.1228,0.2235,3654,0.1547,0.1103,0.1992,3740,0.1784,0.1409,0.2158
202609250104,2026-09-25,01,04R,5265,0.143,0.1061,0.1799,3994,0.168,0.1312,0.2047,4690,0.1736,0.1216,0.2257,4627,0.1386,0.1018,0.1754,4443,0.1844,0.1461,0.2227,5437,0.2489,0.1953,0.3024
202609250105,2026-09-25,01,05R,5114,0.1525,0.121,0.184,4311,0.1744,0.1353,0.2135,4228,0.1716,0.1376,0.2056,5179,0.1768,0.1323,0.2213,3659,0.1808,0.1418,0.2198,3352,0.1672,0.1244,0.2099
202609250106,2026-09-25,01,06R,5213,0.1755,0.1388,0.2122,4720,0.2034,0.1503,0.2565,5335,0.1572,0.1116,0.2028,5415,0.2054,0.1421,0.2687,4478,0.1414,0.1054,0.1774,5436,0.2153,0.1584,0.2722
202609250107,2026-09-25,01,07R,4834,0.1448,0.101,0.1886,5201,0.1882,0.1446,0.2318,5061,0.1713,0.1291,0.2135,5427,0.1872,0.1459,0.2285,3740,0.1649,0.1274,0.2023,3654,0.1682,0.1238,0.2127
202609250108,2026-09-25,01,08R,5184,0.1762,0.1361,0.2163,4443,0.1845,0.1462,0.2228,3994,0.162,0.1252,0.1987,4414,0.1667,0.122,0.2115,5437,0.2354,0.1818,0.2889,3357,0.2093,0.1649,0.2537
202609250109,2026-09-25,01,09R,4485,0.1686,0.1183,0.219,4892,0.1752,0.1355,0.2149,4311,0.1684,0.1293,0.2075,4228,0.1746,0.1406,0.2086,5185,0.1491,0.1117,0.1864,4872,0.2144,0.1699,0.2589
202609250110,2026-09-25,01,10R,4478,0.134,0.098,0.17,5213,0.183,0.1463,0.2197,4627,0.1356,0.0988,0.1724,4987,0.1557,0.1196,0.1918,4065,0.1695,0.132,0.2071,5265,0.1639,0.127,0.2008
202609250111,2026-09-25,01,11R,4434,0.1724,0.1305,0.2143,4330,0.1212,0.0852,0.1573,4798,0.1025,0.0674,0.1376,4654,0.1425,0.1037,0.1814,5114,0.1599,0.1284,0.1914,4834,0.1657,0.1219,0.2095
202609250112,2026-09-25,01,12R,5195,0.1413,0.1031,0.1795,4746,0.1629,0.1171,0.2088,4642,0.1546,0.1192,0.19,4501,0.1403,0.0881,0.1925,4373,0.1894,0.1493,0.2294,5250,0.1812,0.132,0.2304
202609250501,2026-09-25,05,01R,3072,0.1546,0.1143,0.1949,5079,0.1815,0.1339,0.2291,4113,0.1634,0.1265,0.2003,3349,0.1585,0.116,0.201,3860,0.1838,0.1397,0.2279,4513,0.1797,0.1339,0.2255
202609250502,2026-09-25,05,02R,3075,0.1096,0.0674,0.1518,4251,0.2024,0.1495,0.2554,4379,0.1488,0.1054,0.1922,4332,0.1956,0.1483,0.2429,4383,0.1838,0.149,0.2186,4061,0.1498,0.1167,0.183
202609250503,2026-09-25,05,03R,4003,0.148,0.1121,0.1838,4144,0.1619,0.1247,0.1992,5292,0.1779,0.1263,0.2295,4737,0.1757,0.1347,0.2166,4015,0.1681,0.1296,0.2066,5313,0.1828,0.1412,0.2243
202609250504,2026-09-25,05,04R,4190,0.1708,0.1264,0.2152,3302,0.1712,0.1265,0.2159,4224,0.2069,0.1659,0.2478,4225,0.1555,0.1159,0.1951,3518,0.1879,0.1352,0.2405,4447,0.1829,0.1382,0.2277
202609250505,2026-09-25,05,05R,3662,0.1572,0.1128,0.2016,5023,0.1757,0.1317,0.2197,4025,0.1639,0.1275,0.2004,3653,0.221,0.1751,0.2669,3885,0.1563,0.1182,0.1943,5327,0.2141,0.1665,0.2617
202609250506,2026-09-25,05,06R,3860,0.1764,0.1323,0.2205,3202,0.1949,0.1515,0.2382,4931,0.1261,0.0903,0.1619,4446,0.1373,0.1049,0.1696,5049,0.1749,0.137,0.2127,4864,0.1905,0.1451,0.2359
202609250507,2026-09-25,05,07R,3385,0.1404,0.1025,0.1783,4113,0.1694,0.1325,0.2063,5199,0.1116,0.0742,0.1489,4932,0.1427,0.1019,0.1835,3075,0.117,0.0748,0.1592,5376,0.1718,0.1285,0.2151
202609250508,2026-09-25,05,08R,4435,0.1562,0.1124,0.2,3072,0.1621,0.1218,0.2024,4383,0.1779,0.1431,0.2127,4003,0.1525,0.1166,0.1883,4447,0.1694,0.1247,0.2142,5411,0.1715,0.1269,0.2161
202609250509,2026-09-25,05,09R,5023,0.1682,0.1242,0.2122,4332,0.1986,0.1513,0.2459,3349,0.1555,0.113,0.198,4190,0.1753,0.1309,0.2197,3589,0.1657,0.1237,0.2077,4015,0.1816,0.1431,0.2201
202609250510,2026-09-25,05,10R,4379,0.1473,0.1039,0.1907,4709,0.1726,0.1361,0.209,5048,0.1811,0.1298,0.2324,4348,0.1483,0.113,0.1836,4144,0.1618,0.1246,0.1991,5079,0.1949,0.1473,0.2425
202609250511,2026-09-25,05,11R,4931,0.1246,0.0888,0.1604,3885,0.1564,0.1183,0.1944,4513,0.1603,0.1145,0.2061,5292,0.1809,0.1293,0.2325,4225,0.1584,0.1188,0.198,4251,0.2158,0.1629,0.2688
202609250512,2026-09-25,05,12R,4932,0.1382,0.0974,0.179,4025,0.1699,0.1335,0.2064,4061,0.1304,0.0973,0.1636,4288,0.1045,0.0661,0.1428,4446,0.1402,0.1078,0.1725,4737,0.1921,0.1511,0.233
202609250801,2026-09-25,08,01R,4146,0.141,0.099,0.1829,4557,0.1931,0.1513,0.235,5396,0.1909,0.147,0.2348,4511,0.1628,0.1192,0.2063,5337,0.1849,0.1408,0.229,5268,0.2043,0.151,0.2576
202609250802,2026-09-25,08,02R,5070,0.1878,0.1434,0.2321,5240,0.1733,0.1174,0.2292,4794,0.1318,0.0928,0.1709,4650,0.141,0.1028,0.1792,3945,0.1879,0.1466,0.2292,4055,0.1689,0.126,0.2118
202609250803,2026-09-25,08,03R,4252,0.1859,0.138,0.2338,3905,0.1373,0.1016,0.1731,3833,0.1179,0.0784,0.1574,4731,0.1805,0.1405,0.2205,3850,0.1302,0.097,0.1634,4950,0.172,0.1312,0.2129
202609250804,2026-09-25,08,04R,4390,0.1684,0.1263,0.2104,4532,0.1463,0.1091,0.1835,4669,0.1466,0.1075,0.1856,4033,0.1396,0.1034,0.1757,5455,0.1836,0.1214,0.2458,4562,0.1911,0.1487,0.2336
202609250805,2026-09-25,08,05R,4058,0.1749,0.1364,0.2133,4896,0.1925,0.1419,0.2431,3968,0.1615,0.1207,0.2023,5337,0.182,0.1379,0.2261,4425,0.1747,0.1376,0.2118,5111,0.143,0.1014,0.1846
202609250806,2026-09-25,08,06R,3251,0.1774,0.141,0.2137,4438,0.1113,0.0751,0.1475,4588,0.1306,0.0934,0.1678,5396,0.1939,0.15,0.2378,5240,0.1732,0.1173,0.2291,4786,0.1519,0.1107,0.193
202609250807,2026-09-25,08,07R,5138,0.1807,0.1396,0.2218,3833,0.1239,0.0844,0.1634,3867,0.1811,0.1338,0.2284,5070,0.1923,0.1479,0.2366,4199,0.1405,0.104,0.1771,3788,0.144,0.1062,0.1818
202609250808,2026-09-25,08,08R,4669,0.1451,0.106,0.1841,4209,0.1656,0.1263,0.2049,4146,0.1425,0.1005,0.1844,4437,0.1505,0.1145,0.1864,4650,0.1439,0.1057,0.1821,3850,0.1437,0.1105,0.1769
202609250809,2026-09-25,08,09R,3635,0.1525,0.1111,0.1939,4950,0.1586,0.1178,0.1995,4562,0.1717,0.1293,0.2142,4055,0.1525,0.1096,0.1954,5152,0.2116,0.1632,0.2599,5252,0.1434,0.1062,0.1806
202609250810,2026-09-25,08,10R,4588,0.1291,0.0919,0.1663,3945,0.188,0.1467,0.2293,4407,0.1547,0.1144,0.195,5111,0.1266,0.085,0.1682,4731,0.1834,0.1434,0.2234,4532,0.1597,0.1225,0.1969
202609250811,2026-09-25,08,11R,4199,0.1331,0.0966,0.1697,3251,0.1849,0.1485,0.2212,4511,0.1598,0.1162,0.2033,4058,0.1794,0.1409,0.2178,4252,0.1933,0.1454,0.2412,4033,0.156,0.1198,0.1921
202609250812,2026-09-25,08,12R,4794,0.1303,0.0913,0.1694,4437,0.1535,0.1175,0.1894,5053,0.1846,0.1434,0.2259,4886,0.1302,0.0878,0.1725,4786,0.1384,0.0972,0.1795,4896,0.2059,0.1553,0.2565
202609250901,2026-09-25,09,01R,4109,0.1282,0.0914,0.1651,5343,0.1537,0.1094,0.1979,4270,0.1617,0.1237,0.1996,5223,0.1478,0.1081,0.1874,3839,0.2044,0.1557,0.253,5470,0.222,0.1655,0.2786
202609250902,2026-09-25,09,02R,3981,0.1808,0.1413,0.2203,4944,0.1492,0.1139,0.1844,4499,0.1845,0.1407,0.2283,5247,0.1705,0.1305,0.2105,3843,0.1488,0.1036,0.194,5454,0.2098,0.1666,0.2531
202609250903,2026-09-25,09,03R,4381,0.1424,0.1044,0.1803,4169,0.1817,0.1393,0.224,4665,0.1633,0.1164,0.2102,4134,0.1614,0.1261,0.1966,4137,0.121,0.0856,0.1565,4579,0.1564,0.1196,0.1932
202609250904,2026-09-25,09,04R,3627,0.1918,0.1546,0.229,4382,0.1602,0.122,0.1983,4684,0.1193,0.0862,0.1523,5317,0.1722,0.1267,0.2177,3777,0.2175,0.1755,0.2595,3940,0.1476,0.1165,0.1787
202609250905,2026-09-25,09,05R,4239,0.13,0.0907,0.1694,5160,0.1445,0.1104,0.1786,4744,0.1935,0.1509,0.2361,4853,0.2011,0.1513,0.2509,5186,0.1681,0.1272,0.2089,5466,0.1987,0.1548,0.2426
202609250906,2026-09-25,09,06R,3726,0.1422,0.1007,0.1836,3981,0.1883,0.1488,0.2278,4930,0.1238,0.0867,0.1609,3959,0.1219,0.0881,0.1558,4574,0.1751,0.133,0.2172,4270,0.1811,0.1431,0.219
