レースコード,レース日,レース場,レース回,ステータス,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202405250101,2024-05-25,1,01R,1,3,半周ラップ,まわり足,直線,萬 正嗣,18.2,4.55,7.55,興津 藍,18.26,4.64,7.53,小林 孝弘,18.45,4.59,7.61,内山 峻輔,18.12,4.32,7.75,松瀬 弘美,18.4,4.52,7.71,清水 沙樹,18.57,4.42,7.64
202405250102,2024-05-25,1,02R,1,3,半周ラップ,まわり足,直線,川上 清人,18.53,4.49,7.75,木村 浩士,18.53,4.44,7.8,広次 修,18.33,4.64,7.57,長岡 良也,18.22,4.45,7.53,矢後 剛,18.34,4.4,7.7,山本 修一,18.61,4.55,7.7
202405250103,2024-05-25,1,03R,1,3,半周ラップ,まわり足,直線,マイケル田代,18.27,4.42,7.57,笠 雅雄,18.83,4.73,7.7,高野 心吾,18.5,4.81,7.61,杉山 貴博,18.43,4.62,7.58,小池 公生,18.56,4.51,7.61,葛原 大陽,18.44,4.61,7.63
202405250104,2024-05-25,1,04R,1,3,半周ラップ,まわり足,直線,切田 潤二,18.82,4.66,7.62,竹井 貴史,18.44,4.8,7.76,亀山 雅幸,18.3,4.49,7.62,表 憲一,18.21,4.65,7.54,平池 仁志,18.88,4.85,7.63,田中 瀬里奈,18.95,5.11,7.59
202405250105,2024-05-25,1,05R,1,3,半周ラップ,まわり足,直線,上村 慎太郎,18.66,4.72,7.52,内山 峻輔,18.33,4.58,7.65,島川 海輝,18.62,4.49,7.63,清埜 翔子,18.73,4.6,7.64,中野 孝二,18.9,4.77,7.79,大場 敏,18.6,4.68,7.64
202405250106,2024-05-25,1,06R,1,3,半周ラップ,まわり足,直線,伊藤 将吉,18.92,4.58,7.65,間野 兼礼,18.35,4.48,7.62,木村 浩士,18.54,4.45,7.65,佐藤 ほのか,18.92,4.89,7.66,菊池 宏志,18.38,4.64,7.7,湯淺 紀香,18.7,4.75,7.64
202405250107,2024-05-25,1,07R,1,3,半周ラップ,まわり足,直線,金子 賢志,18.55,4.52,7.66,マイケル田代,18.7,4.61,7.64,古結 宏,18.46,4.61,7.7,萬 正嗣,18.66,4.78,7.74,宮崎 安奈,18.62,4.86,7.65,矢後 剛,18.49,4.59,7.83
202405250108,2024-05-25,1,08R,1,3,半周ラップ,まわり足,直線,天野 友和,18.38,4.49,7.73,松瀬 弘美,18.39,4.54,7.8,平池 仁志,18.85,4.75,7.74,小倉 康典,18.7,4.63,7.78,前田 篤哉,18.48,4.46,7.85,富樫 麗加,18.64,4.58,7.68
202405250109,2024-05-25,1,09R,1,3,半周ラップ,まわり足,直線,高野 心吾,18.66,4.47,7.71,大場 敏,18.41,4.53,7.72,山本 修一,18.55,4.48,7.89,藤生 雄人,18.51,4.78,7.71,松井 洪弥,18.54,4.7,7.58,小林 孝弘,18.79,4.7,7.7
202405250110,2024-05-25,1,10R,1,3,半周ラップ,まわり足,直線,小池 公生,18.62,4.63,7.77,清水 沙樹,18.75,4.78,7.59,小坂 風太,18.79,4.67,7.8,伊藤 将吉,18.84,4.81,7.62,川上 清人,18.63,4.7,7.72,郷原 章平,18.67,4.79,7.64
202405250111,2024-05-25,1,11R,1,3,半周ラップ,まわり足,直線,竹井 貴史,18.24,4.55,7.8,葛原 大陽,18.5,4.45,7.76,金子 賢志,18.39,4.56,7.67,興津 藍,18.34,4.56,7.73,広次 修,18.37,4.57,7.69,渡邉 和将,18.62,4.57,7.67
202405250112,2024-05-25,1,12R,1,3,半周ラップ,まわり足,直線,杉山 貴博,18.28,4.52,7.78,古結 宏,18.34,4.78,7.74,長岡 良也,18.58,4.53,7.61,天野 友和,18.56,4.73,7.64,亀山 雅幸,18.5,4.82,7.62,島川 海輝,18.73,4.67,7.62
202405250501,2024-05-25,5,01R,1,3,一周,まわり足,直線,服部 幸男,36.64,5.54,6.64,椎名 豊,37.21,5.86,6.63,田口 節子,36.88,5.98,6.71,田頭 実,36.76,6.1,6.7,山口 剛,36.76,5.5,6.79,上條 暢嵩,37.02,5.64,6.69
202405250502,2024-05-25,5,02R,1,3,一周,まわり足,直線,佐藤 翼,36.25,5.89,6.57,新開 航,37.14,6.02,6.59,片岡 雅裕,37.01,5.91,6.62,山田 康二,37.31,6.06,6.69,永井 彪也,37.37,5.98,6.73,山崎 郡,37.21,6.04,6.74
202405250503,2024-05-25,5,03R,1,3,一周,まわり足,直線,菊地 孝平,36.0,5.38,6.7,寺田 祥,36.76,5.98,6.61,石渡 鉄兵,37.02,5.91,6.87,遠藤 エミ,37.0,5.93,6.93,赤岩 善生,37.1,5.98,6.74,菅 章哉,38.39,6.31,6.79
202405250504,2024-05-25,5,04R,1,3,一周,まわり足,直線,池田 浩二,36.29,5.86,6.63,平本 真之,36.83,6.02,6.74,守田 俊介,36.74,5.84,6.71,篠崎 元志,37.07,6.15,6.75,丸野 一樹,36.72,5.7,6.91,渡邉 優美,36.49,5.92,6.56
202405250505,2024-05-25,5,05R,1,3,一周,まわり足,直線,濱野谷 憲吾,36.47,6.22,6.41,羽野 直也,37.7,6.39,6.59,茅原 悠紀,37.13,5.8,7.0,椎名 豊,37.36,5.59,6.95,上野 真之介,36.98,5.71,6.63,長嶋 万記,37.58,5.81,6.73
202405250506,2024-05-25,5,06R,1,3,一周,まわり足,直線,片岡 雅裕,36.49,6.16,6.53,田口 節子,36.69,5.96,6.69,佐藤 翼,36.63,5.82,6.79,平山 智加,36.62,5.91,6.76,深谷 知博,36.75,5.85,6.75,原田 幸哉,36.73,5.42,6.92
202405250507,2024-05-25,5,07R,1,3,一周,まわり足,直線,石渡 鉄兵,36.84,5.99,6.78,永井 彪也,36.94,5.82,6.79,山崎 郡,36.96,6.25,6.73,上條 暢嵩,37.04,5.89,6.74,田頭 実,36.97,5.91,6.93,西橋 奈未,37.01,5.72,6.79
202405250508,2024-05-25,5,08R,1,3,一周,まわり足,直線,山口 剛,36.44,5.58,6.71,赤岩 善生,37.11,5.84,6.87,新開 航,37.24,5.91,6.75,守田 俊介,37.27,5.68,6.97,池田 浩二,36.95,5.65,6.87,篠崎 仁志,37.14,5.47,6.89
