記録日,場コード,モーター番号,節数,走数,Σw,Σw2,n_eff,加重平均残差,素点
2026-09-06,01,11,6,44,28.288355,19.027888,42.055692,0.222439,0.179708
2026-09-06,01,12,5,37,24.592463,17.236403,35.087901,-0.118695,-0.09237
2026-09-06,01,13,6,44,27.957615,18.892213,41.37304,-0.053557,-0.043132
2026-09-06,01,17,6,46,30.058502,20.448673,44.184458,0.179733,0.146563
2026-09-06,01,20,5,37,24.005368,16.529406,34.862578,-0.125217,-0.097306
2026-09-06,01,21,6,42,24.816599,15.977739,38.545102,-0.26231,-0.208275
2026-09-06,01,22,5,31,16.40385,9.05678,29.711034,-0.309829,-0.231808
2026-09-06,01,24,6,42,27.243704,18.47341,40.177714,0.066245,0.053043
2026-09-06,01,25,6,45,28.453096,19.190983,42.185366,-0.101592,-0.082124
2026-09-06,01,26,6,47,28.225068,17.899882,44.506128,0.163445,0.133459
2026-09-06,01,27,6,41,25.632404,17.201671,38.195133,0.081446,0.064546
2026-09-06,01,29,5,35,20.299143,12.987108,31.72802,-0.173214,-0.131704
2026-09-06,01,31,6,43,26.54045,17.43837,40.393425,-0.08481,-0.067981
2026-09-06,01,32,5,39,25.572884,17.707531,36.931879,0.178087,0.140141
2026-09-06,01,34,6,47,28.832412,18.822957,44.164579,-0.080845,-0.065919
2026-09-06,01,36,6,45,29.422128,20.07933,43.112077,-0.248495,-0.201708
2026-09-06,01,37,6,43,28.519954,19.651298,41.391046,0.07844,0.063176
2026-09-06,01,38,6,50,30.905774,20.281702,47.095005,-0.331107,-0.273115
2026-09-06,01,40,6,44,29.071688,19.997927,42.262532,-0.193482,-0.156461
2026-09-06,01,41,6,40,26.582526,18.385732,38.433644,0.152214,0.120787
2026-09-06,01,42,6,44,24.964045,14.853158,41.957644,-0.202917,-0.163863
2026-09-06,01,43,4,29,18.359889,12.416813,27.147507,-0.194026,-0.141795
2026-09-06,01,44,6,45,28.699085,19.346647,42.572621,-0.309999,-0.251034
2026-09-06,01,46,6,45,27.601211,18.020383,42.275842,0.349556,0.282688
2026-09-06,01,47,6,43,26.987121,18.014237,40.429394,0.197082,0.158001
2026-09-06,01,48,6,43,26.677599,17.596759,40.444623,0.204693,0.164115
2026-09-06,01,49,6,45,29.536884,20.158234,43.278967,-0.159471,-0.12954
2026-09-06,01,50,6,46,30.228953,20.662407,44.22474,0.077446,0.063164
2026-09-06,01,51,6,41,26.40446,18.035929,38.655925,0.161242,0.128102
2026-09-06,01,52,6,44,27.914795,18.770216,41.514481,0.201883,0.162694
2026-09-06,01,53,6,45,29.804647,20.505208,43.32153,-0.195006,-0.158435
2026-09-06,01,57,6,44,28.66544,19.506687,42.124398,-0.251272,-0.203066
2026-09-06,01,60,5,39,24.889524,16.875576,36.709172,0.052705,0.041421
2026-09-06,01,62,6,46,29.819782,20.289136,43.827367,0.171158,0.13936
2026-09-06,01,63,6,41,21.788125,11.984369,39.611798,0.062315,0.049755
2026-09-06,01,64,6,42,28.101448,19.593078,40.30461,-0.063758,-0.051084
2026-09-06,01,65,6,46,28.023814,18.113492,43.356308,-0.145588,-0.118302
2026-09-06,01,67,6,47,30.55407,20.690109,45.120652,0.053364,0.043682
2026-09-06,01,68,4,22,11.829535,6.699044,20.889232,0.21492,0.145342
2026-09-06,01,69,5,38,24.845484,17.176118,35.939325,-0.168946,-0.13217
2026-09-06,01,70,6,45,29.734002,20.529988,43.064365,-0.237046,-0.192375
2026-09-06,01,71,6,44,26.982198,17.743758,41.03071,0.070281,0.056509
2026-09-06,01,72,6,42,24.804115,15.753691,39.053967,-0.120058,-0.095583
2026-09-06,01,73,5,36,23.219735,15.921882,33.862587,0.326294,0.251904
2026-09-06,01,74,6,48,29.882058,19.751031,45.209659,0.396286,0.324508
2026-09-06,01,75,6,44,28.787223,19.660456,42.150813,0.115428,0.093295
2026-09-06,02,6,4,17,13.49574,10.858155,16.774028,0.537729,0.33689
2026-09-06,02,7,3,15,11.831364,9.470971,14.780024,-0.085112,-0.050765
2026-09-06,02,8,4,17,13.53028,10.909856,16.780101,0.21612,0.135418
2026-09-06,02,10,3,15,11.871788,9.526191,14.794934,0.255484,0.152445
2026-09-06,02,11,3,17,13.478672,10.865727,16.719968,-0.135727,-0.084931
2026-09-06,02,12,3,16,12.604724,10.064734,15.78572,-0.018467,-0.011305
2026-09-06,02,13,3,17,13.573762,11.008156,16.73732,0.085953,0.053806
2026-09-06,02,14,3,17,13.564271,10.992719,16.737393,0.090189,0.056457
2026-09-06,02,15,3,15,11.794405,9.410885,14.781606,0.6017,0.358899
2026-09-06,02,16,3,16,12.59961,10.063436,15.774947,-0.195121,-0.119419
2026-09-06,02,17,3,14,10.846082,8.504709,13.832042,0.066831,0.038789
2026-09-06,02,18,3,17,13.581884,11.019576,16.739989,0.497155,0.311233
2026-09-06,02,19,3,15,11.88128,9.541627,14.794626,-0.423451,-0.252668
2026-09-06,02,20,3,17,13.573762,11.008156,16.73732,0.266038,0.166538
2026-09-06,02,21,3,17,13.521208,10.928389,16.729186,0.229631,0.143721
2026-09-06,02,22,3,16,12.604724,10.064734,15.78572,0.314099,0.192288
2026-09-06,02,24,3,14,11.116041,8.959284,13.791992,-0.125046,-0.072488
2026-09-06,02,25,3,14,11.865353,10.178805,13.831348,-0.039844,-0.023125
2026-09-06,02,26,3,16,12.587111,10.037878,15.783752,0.271357,0.166113
2026-09-06,02,27,3,13,10.130759,7.993022,12.840235,0.102476,0.05761
2026-09-06,02,28,3,14,11.453165,9.504691,13.80108,-0.691548,-0.400995
2026-09-06,02,29,3,17,13.314933,10.575123,16.764575,0.202086,0.126581
2026-09-06,02,30,3,14,11.568668,9.715653,13.775099,0.438535,0.254084
2026-09-06,02,31,3,16,13.270002,11.162922,15.774809,-0.451293,-0.276202
2026-09-06,02,32,3,16,13.29733,11.206274,15.778572,-0.198383,-0.121426
2026-09-06,02,33,3,16,13.019155,10.740012,15.781957,-0.223834,-0.137016
2026-09-06,02,34,3,14,11.721793,9.955171,13.801915,0.236708,0.137259
2026-09-06,02,35,3,15,12.179712,10.038186,14.778106,0.290043,0.172987
2026-09-06,02,36,3,15,12.286079,10.201674,14.79637,0.694169,0.414221
2026-09-06,02,37,3,12,9.91496,8.315031,11.822738,-0.58266,-0.315663
2026-09-06,02,38,2,9,7.927335,7.021871,8.949558,-0.082705,-0.03906
2026-09-06,02,39,2,7,5.748778,4.842983,6.823985,-0.236413,-0.095892
2026-09-06,02,40,3,15,12.053219,9.806979,14.813949,-0.458083,-0.273476
2026-09-06,02,41,2,8,6.444755,5.321441,7.805192,-0.171343,-0.075111
2026-09-06,02,42,3,14,11.839356,10.139548,13.824123,0.294209,0.170717
2026-09-06,02,44,3,16,13.279661,11.179072,15.774958,0.056618,0.034652
2026-09-06,02,45,3,19,15.714433,13.092185,18.861894,0.366256,0.239356
2026-09-06,02,46,4,22,14.153732,10.009555,20.013689,-0.091031,-0.060701
2026-09-06,02,47,4,24,17.588637,13.634505,22.689504,-0.30826,-0.213961
2026-09-06,02,48,3,17,14.143589,11.855779,16.872878,0.601472,0.377651
2026-09-06,02,58,6,37,25.192883,17.97318,35.312692,-0.069224,-0.053947
2026-09-06,03,10,6,38,22.221169,14.295263,34.541536,0.303568,0.235414
2026-09-06,03,11,6,39,22.992439,14.893571,35.495331,-0.197153,-0.153818
2026-09-06,03,12,6,40,23.62953,15.343804,36.389588,0.062234,0.048818
2026-09-06,03,13,6,40,23.62953,15.343804,36.389588,0.38658,0.303247
2026-09-06,03,14,6,39,23.800597,15.775285,35.9086,-0.382393,-0.299099
2026-09-06,03,15,6,39,23.009749,14.906543,35.517864,-0.000845,-0.000659
2026-09-06,03,16,6,38,23.172755,15.382967,34.90722,0.0501,0.038944
2026-09-06,03,17,5,32,20.869514,14.530322,29.974327,-0.074851,-0.056126
2026-09-06,03,18,5,31,17.064556,10.10148,28.827369,-0.104651,-0.077698
2026-09-06,03,20,5,30,17.312803,10.567564,28.363506,0.448576,0.331648
2026-09-06,03,21,5,37,20.599566,12.470267,34.028309,0.038601,0.029834
2026-09-06,03,22,5,32,19.202025,11.99715,30.733779,0.115912,0.087456
2026-09-06,03,23,5,34,22.132765,15.334188,31.945565,-0.205025,-0.156146
2026-09-06,03,24,5,32,19.233406,12.543856,29.490445,0.112884,0.084299
2026-09-06,03,27,5,32,17.718506,10.556797,29.738702,0.053174,0.039793
2026-09-06,03,28,5,34,19.688553,12.076807,32.097815,0.13977,0.106569
2026-09-06,03,29,4,31,18.982697,12.358632,29.157172,-0.498088,-0.370886
2026-09-06,03,30,5,38,21.365641,13.100393,34.845566,0.36462,0.283314
2026-09-06,03,32,5,34,22.107067,15.294565,31.953994,0.327754,0.249632
2026-09-06,03,33,6,42,25.112737,16.424112,38.397787,0.186793,0.148198
2026-09-06,03,34,4,24,16.971665,12.645179,22.778438,0.451321,0.313633
2026-09-06,03,35,6,42,25.736978,17.135551,38.656012,-0.022445,-0.017832
2026-09-06,03,37,5,32,19.101279,11.879773,30.712611,0.156029,0.117704
2026-09-06,03,38,5,33,18.48517,11.144571,30.660803,0.11862,0.089447
2026-09-06,03,40,5,33,21.37935,14.866438,30.745535,-0.333401,-0.251576
2026-09-06,03,43,5,34,19.667778,12.057574,32.081203,-0.079015,-0.060238
2026-09-06,03,45,4,31,18.960868,12.32966,29.158511,-0.100419,-0.074774
2026-09-06,03,47,4,26,15.429289,9.811301,24.264157,-0.377292,-0.26718
2026-09-06,03,48,5,32,18.278389,11.082014,30.147905,-0.390047,-0.292894
2026-09-06,03,49,4,31,18.960868,12.32966,29.158511,-0.051321,-0.038215
2026-09-06,03,50,5,35,19.537586,11.715515,32.582203,-0.371189,-0.284019
2026-09-06,03,51,5,33,20.82982,14.284641,30.373978,0.136849,0.102953
2026-09-06,03,52,5,40,22.573505,13.831726,36.840169,0.056161,0.044171
2026-09-06,03,54,4,31,18.964849,12.329269,29.171679,0.062053,0.046212
2026-09-06,03,56,4,31,19.202675,12.690684,29.056172,0.318588,0.237016
2026-09-06,03,58,5,31,18.091221,11.016127,29.710284,0.097726,0.073116
2026-09-06,03,59,5,40,22.842579,14.219123,36.695893,0.062544,0.04915
2026-09-06,03,60,4,23,13.030209,7.794301,21.783396,-0.3861,-0.264621
2026-09-06,03,61,6,39,23.618035,15.634003,35.679382,0.084093,0.065683
2026-09-06,03,62,5,34,17.71498,9.942686,31.562952,0.429309,0.326017
2026-09-06,03,63,4,32,19.394071,12.512325,30.060761,0.188465,0.14142
2026-09-06,03,64,4,27,15.660592,10.082535,24.324653,0.291813,0.206797
2026-09-06,03,65,5,32,18.679597,11.362968,30.707414,-0.085172,-0.064249
2026-09-06,03,66,6,38,21.894218,13.845981,34.620645,-0.426665,-0.331044
2026-09-06,03,67,5,31,18.512624,12.330055,27.795271,0.305339,0.224551
2026-09-06,03,68,6,39,21.043449,12.088553,36.631909,0.205285,0.161263
2026-09-06,03,69,4,32,19.089092,12.092318,30.13429,0.1001,0.075159
2026-09-06,03,71,6,38,24.030621,16.062477,35.951537,0.014745,0.011536
2026-09-06,04,13,6,40,26.839212,19.173409,37.569912,-0.015206,-0.012009
2026-09-06,04,15,5,35,22.673483,15.250321,33.7099,0.125983,0.09716
2026-09-06,04,16,6,42,30.924784,23.463294,40.759078,0.208878,0.167727
2026-09-06,04,17,6,42,26.715753,18.070693,39.496631,-0.296519,-0.236612
2026-09-06,04,18,5,37,23.266941,15.008022,36.070747,-0.091441,-0.071593
2026-09-06,04,20,5,31,21.840958,16.09634,29.635771,0.06678,0.049932
2026-09-06,04,21,5,39,24.406702,15.668064,38.01919,0.259843,0.205731
2026-09-06,04,22,6,37,26.012764,19.255211,35.14186,-0.116839,-0.090956
2026-09-06,04,23,5,40,24.827091,15.842449,38.907145,-0.074479,-0.05925
2026-09-06,04,26,6,40,26.023571,17.923171,37.784958,-0.105811,-0.083668
2026-09-06,04,27,6,38,23.685384,15.180465,36.955222,-0.079822,-0.062823
2026-09-06,04,28,2,12,5.949735,2.957154,11.970749,-0.032115,-0.017498
2026-09-06,04,29,5,39,24.439215,15.689812,38.06771,0.105655,0.083674
2026-09-06,04,31,5,34,21.705024,14.386659,32.746177,-0.196979,-0.150898
2026-09-06,04,32,6,39,27.359256,20.190689,37.072974,-0.368602,-0.290298
2026-09-06,04,33,6,41,27.428837,19.124162,39.339819,-0.092781,-0.073977
2026-09-06,04,34,6,41,28.330721,20.833857,38.52526,0.130395,0.103523
2026-09-06,04,35,6,40,27.348783,19.681819,38.002379,-0.114118,-0.090345
2026-09-06,04,37,6,42,29.319595,21.116715,40.708919,0.099267,0.079691
2026-09-06,04,39,6,33,22.861474,16.757295,31.189224,-0.437984,-0.33165
2026-09-06,04,40,5,39,24.04095,15.232283,37.943576,0.227147,0.179769
2026-09-06,04,43,5,39,24.345958,15.597838,38.000501,0.043144,0.034156
2026-09-06,04,44,6,33,22.720536,16.627253,31.046786,-0.068984,-0.052178
2026-09-06,04,45,5,32,22.871071,17.254808,30.31537,-0.070315,-0.052874
2026-09-06,04,47,6,42,27.720474,19.115396,40.199257,-0.09449,-0.075667
2026-09-06,04,48,6,41,27.825339,19.778169,39.146672,0.135018,0.107545
2026-09-06,04,49,6,35,24.197978,17.663807,33.14926,-0.149511,-0.114861
2026-09-06,04,52,6,37,25.060646,17.671194,35.5401,-0.082123,-0.06409
2026-09-06,04,53,5,30,20.785434,15.438815,27.983643,0.083633,0.061615
2026-09-06,04,54,6,36,22.728286,15.374588,33.599272,-0.378388,-0.2916
2026-09-06,04,55,6,39,24.797837,16.875402,36.439591,-0.203537,-0.159709
2026-09-06,04,56,6,39,26.146612,18.643079,36.670193,-0.171706,-0.134915
2026-09-06,04,57,6,36,24.82381,18.107887,34.030561,-0.024306,-0.018786
2026-09-06,04,59,6,36,24.798268,18.082126,34.008947,-0.284185,-0.21961
2026-09-06,04,60,6,41,25.238273,15.969081,39.887734,0.258823,0.206942
2026-09-06,04,63,6,41,28.892562,21.351294,39.097402,0.015149,0.012064
2026-09-06,04,64,6,37,26.776909,19.956046,35.929104,-0.174097,-0.136191
2026-09-06,04,65,6,44,29.820542,21.211595,41.92352,-0.016993,-0.01372
2026-09-06,04,66,6,41,28.068267,20.201655,38.998172,-0.076865,-0.061178
2026-09-06,04,67,6,39,25.873051,18.063182,37.059626,-0.24955,-0.196521
2026-09-06,04,69,6,39,27.300666,20.125801,37.033377,-0.040021,-0.031512
2026-09-06,04,70,6,37,25.565169,18.627631,35.086472,-0.526509,-0.409732
2026-09-06,04,71,6,43,29.56966,21.366714,40.921817,0.098263,0.078966
2026-09-06,04,72,6,36,24.352957,17.418858,34.047382,-0.216784,-0.167568
2026-09-06,04,73,6,40,23.741419,14.603648,38.596863,-0.044038,-0.034976
2026-09-06,04,74,6,39,24.708178,16.211014,37.659214,0.070783,0.055931
2026-09-06,04,75,6,40,25.184535,16.737844,37.893818,-0.155668,-0.123166
2026-09-06,07,11,3,18,15.330382,13.187377,17.821634,0.33548,0.214897
2026-09-06,07,12,3,17,14.399137,12.322831,16.825285,-0.181347,-0.113744
2026-09-06,07,13,2,9,7.251129,5.918543,8.883753,-0.062919,-0.0296
2026-09-06,07,14,3,18,15.111081,12.806885,17.829844,0.490405,0.314189
2026-09-06,07,15,3,17,14.547751,12.578173,16.825739,-0.06501,-0.040776
2026-09-06,07,16,3,21,17.761457,15.179358,20.782787,0.025179,0.017
2026-09-06,07,17,3,17,14.501512,12.486818,16.841269,-0.325854,-0.204454
2026-09-06,07,18,3,17,14.55481,12.585865,16.831778,0.036683,0.023011
2026-09-06,07,19,3,17,14.499966,12.48169,16.844595,0.484176,0.303814
2026-09-06,07,20,3,17,14.379939,12.290584,16.824477,-0.328205,-0.205852
2026-09-06,07,21,3,16,13.421735,11.367112,15.847734,0.084437,0.05177
2026-09-06,07,22,3,17,14.374168,12.270517,16.838467,-0.347993,-0.218331
2026-09-06,07,23,3,16,12.989467,10.631299,15.870709,-0.254724,-0.156264
2026-09-06,07,24,3,13,10.404634,8.3812,12.916578,-0.502903,-0.283454
2026-09-06,07,25,3,15,12.296933,10.162544,14.879596,0.009342,0.005587
2026-09-06,07,26,3,13,10.470071,8.487171,12.916245,-0.175872,-0.099127
2026-09-06,07,27,2,8,6.999923,6.153079,7.963317,0.599538,0.265781
2026-09-06,07,28,3,15,12.231408,10.056344,14.876911,0.176254,0.105404
2026-09-06,07,29,3,15,12.213032,10.026998,14.875655,0.111952,0.066947
2026-09-06,07,30,3,15,12.232462,10.059676,14.874547,0.290753,0.173865
2026-09-06,07,31,3,18,14.579517,11.899637,17.862925,0.647942,0.415396
2026-09-06,07,32,3,14,11.263906,9.117653,13.915378,0.414196,0.241004
2026-09-06,07,46,3,16,13.632371,11.734744,15.836863,-0.600706,-0.368207
2026-09-06,07,47,3,19,15.90635,13.459018,18.798695,-0.018801,-0.012272
2026-09-06,07,48,3,22,18.652356,15.973059,21.781075,-0.103367,-0.070842
2026-09-06,07,49,3,21,17.903202,15.411828,20.797317,-0.130499,-0.088125
2026-09-06,07,50,3,15,12.657323,10.786967,14.85198,-0.001998,-0.001194
2026-09-06,07,51,3,16,13.61496,11.7085,15.831843,-0.368546,-0.225875
2026-09-06,07,52,3,19,15.872575,13.393279,18.810826,0.209654,0.136885
2026-09-06,07,53,3,19,16.159378,13.869212,18.82771,0.184308,0.120374
2026-09-06,07,54,3,17,14.353222,12.232536,16.84156,-0.755566,-0.474075
2026-09-06,07,55,3,16,13.621777,11.715314,15.838483,-0.356655,-0.218623
2026-09-06,07,56,3,18,15.321211,13.172621,17.820259,-0.654982,-0.419549
2026-09-06,07,57,3,15,12.241267,10.073101,14.876118,-0.466381,-0.278899
2026-09-06,07,58,3,15,12.296933,10.162544,14.879596,-1.012505,-0.605543
2026-09-06,07,59,3,15,12.296933,10.162544,14.879596,0.04238,0.025346
2026-09-06,07,60,3,16,12.897612,10.485046,15.8653,0.41307,0.25337
2026-09-06,07,61,3,12,9.629062,7.779687,11.918068,-0.474759,-0.258153
2026-09-06,07,62,3,14,11.272712,9.131078,13.916654,0.236604,0.137676
2026-09-06,07,63,3,14,11.319773,9.207703,13.916311,-0.059821,-0.034808
2026-09-06,07,64,3,15,12.221637,10.039816,14.877604,0.220325,0.131762
2026-09-06,07,65,3,16,12.998072,10.644118,15.872605,-0.382852,-0.234876
2026-09-06,07,66,3,16,13.072505,10.764057,15.876021,0.284666,0.174654
2026-09-06,07,77,6,35,23.056306,16.642856,31.941228,0.034494,0.02627
2026-09-06,09,11,6,34,25.457826,19.800742,32.731142,0.15746,0.120611
2026-09-06,09,12,6,34,23.086714,16.446254,32.408375,0.186466,0.142497
2026-09-06,09,13,6,37,27.838045,21.537679,35.981444,-0.210294,-0.164559
2026-09-06,09,14,6,33,24.770174,19.222954,31.918172,0.117011,0.089097
2026-09-06,09,15,6,36,24.375494,17.062351,34.823145,-0.037458,-0.029101
2026-09-06,09,16,6,35,25.297784,19.203026,33.32693,-0.331872,-0.255275
2026-09-06,09,20,6,38,27.275051,20.361064,36.536815,-0.246327,-0.193395
2026-09-06,09,21,6,35,26.552587,20.677838,34.096402,0.022467,0.017372
2026-09-06,09,22,6,35,21.70128,14.417038,32.665904,-0.063247,-0.048423
2026-09-06,09,23,6,32,22.384417,16.483458,30.397877,0.029256,0.022014
2026-09-06,09,24,6,42,26.572041,17.972436,39.286458,0.155975,0.124328
2026-09-06,09,25,5,28,18.201357,12.738267,26.007416,0.082639,0.059688
2026-09-06,09,26,6,36,26.528721,20.490407,34.346464,0.389037,0.30131
2026-09-06,09,27,5,30,16.440983,9.68115,27.920849,0.069888,0.051458
2026-09-06,09,28,6,33,20.22048,13.327156,30.679299,-0.260956,-0.196806
2026-09-06,09,30,6,39,28.572681,21.848321,37.366627,0.254764,0.200978
2026-09-06,09,31,6,36,27.128158,21.019129,35.012724,0.101709,0.079114
2026-09-06,09,32,6,36,26.374974,20.224126,34.396507,0.148692,0.1152
2026-09-06,09,33,6,33,23.57919,17.741536,31.337658,-0.07678,-0.058206
2026-09-06,09,35,6,35,26.512319,20.670182,34.005654,0.113975,0.088075
2026-09-06,09,36,6,42,30.508659,23.064721,40.355062,0.205923,0.165029
2026-09-06,09,37,6,36,24.592134,17.446448,34.664538,0.046592,0.036161
2026-09-06,09,38,6,36,27.130188,20.997398,35.054205,0.379014,0.29489
2026-09-06,09,39,6,33,22.476289,15.996089,31.581692,0.158171,0.120132
2026-09-06,09,40,6,35,26.269506,20.260024,34.061506,0.354616,0.274134
2026-09-06,09,41,6,34,23.325215,16.679397,32.619024,-0.006579,-0.005036
2026-09-06,09,43,6,32,22.711273,16.954251,30.423163,0.001989,0.001497
2026-09-06,09,44,6,33,22.458707,15.880495,31.761825,0.138519,0.105351
2026-09-06,09,47,6,33,21.495404,15.23756,30.323255,-0.114509,-0.086112
2026-09-06,09,48,6,40,28.394323,20.991922,38.407039,0.242613,0.192494
2026-09-06,09,49,6,33,24.821876,19.171703,32.137235,-0.05414,-0.041292
2026-09-06,09,50,6,35,24.659815,18.242549,33.334512,-0.089258,-0.068661
2026-09-06,09,51,6,39,28.704761,22.02785,37.405524,0.09802,0.077343
2026-09-06,09,52,6,30,18.137434,12.129835,27.120446,-0.05511,-0.040264
2026-09-06,09,53,6,32,20.4565,14.425389,29.00916,-0.072933,-0.054237
2026-09-06,09,54,6,33,24.64514,19.122728,31.762358,0.13624,0.103618
2026-09-06,09,55,6,32,23.099384,17.512341,30.468889,-0.255761,-0.192561
2026-09-06,09,56,6,39,23.135695,14.874241,35.985726,0.339549,0.265711
2026-09-06,09,59,6,34,25.839293,20.224091,33.013552,-0.491203,-0.377006
2026-09-06,09,60,6,30,22.727807,17.681095,29.215003,-0.519433,-0.386975
2026-09-06,09,61,6,34,19.611344,12.095256,31.797989,-0.121025,-0.09207
2026-09-06,09,64,6,32,23.599993,18.242079,30.531589,-0.015475,-0.011657
2026-09-06,09,66,6,30,20.32105,14.712919,28.066836,0.089428,0.065935
