記録日,場コード,モーター番号,節数,走数,Σw,Σw2,n_eff,加重平均残差,素点
2026-09-21,01,11,6,44,27.15071,17.562348,41.973947,0.104908,0.084723
2026-09-21,01,12,6,46,28.356283,18.737231,42.913425,0.002035,0.00165
2026-09-21,01,13,6,46,28.830629,19.095851,43.528051,-0.017839,-0.014506
2026-09-21,01,14,6,50,26.133951,14.49558,47.116668,0.511993,0.422353
2026-09-21,01,15,4,30,16.616218,9.835976,28.070288,0.165469,0.122005
2026-09-21,01,17,6,45,27.915202,18.135218,42.969348,0.133406,0.10822
2026-09-21,01,21,6,45,26.523069,17.146369,41.027532,-0.103269,-0.083031
2026-09-21,01,24,6,41,26.012618,17.331328,39.042381,-0.050261,-0.040013
2026-09-21,01,25,6,45,28.072444,18.48788,42.625878,-0.144822,-0.117303
2026-09-21,01,26,6,47,27.568307,17.335671,43.840907,-0.136774,-0.111371
2026-09-21,01,27,6,45,27.562216,18.15586,41.841903,0.17925,0.144674
2026-09-21,01,28,6,47,24.549868,13.614199,44.269663,0.190949,0.155764
2026-09-21,01,29,4,33,21.118452,14.525966,30.702882,-0.308516,-0.232719
2026-09-21,01,30,5,36,19.738209,11.407171,34.15368,0.241911,0.187123
2026-09-21,01,31,6,43,25.68941,16.444654,40.131328,-0.061838,-0.049503
2026-09-21,01,32,6,45,26.598947,16.848327,41.992534,0.227635,0.183853
2026-09-21,01,33,6,49,27.236077,15.761349,47.064747,-0.004889,-0.004033
2026-09-21,01,34,6,46,27.218241,17.247053,42.954157,-0.130946,-0.106217
2026-09-21,01,35,5,36,19.683476,11.399081,33.988638,-0.161198,-0.124553
2026-09-21,01,36,6,44,27.844447,18.466884,41.983977,-0.24927,-0.201319
2026-09-21,01,37,6,45,28.318227,18.669803,42.952889,0.206938,0.167858
2026-09-21,01,38,6,49,29.481493,18.932288,45.90879,-0.348297,-0.285999
2026-09-21,01,40,6,44,27.534823,18.034046,42.040842,-0.323675,-0.261478
2026-09-21,01,41,6,43,27.559601,18.53277,40.983165,0.002974,0.00239
2026-09-21,01,42,6,45,25.989407,16.144973,41.836505,0.007016,0.005662
2026-09-21,01,45,4,30,16.25193,9.422798,28.030447,0.212219,0.156417
2026-09-21,01,46,6,45,23.209759,12.742335,42.275842,0.347252,0.280825
2026-09-21,01,47,6,44,27.163762,17.751007,41.567782,0.131052,0.105639
2026-09-21,01,48,6,43,25.804738,16.556651,40.218549,0.083704,0.067036
