記録日,場コード,モーター番号,節数,走数,Σw,Σw2,n_eff,加重平均残差,素点
2026-09-01,05,11,6,35,25.329725,18.984217,33.796231,-0.198817,-0.153421
2026-09-01,05,12,5,29,18.251907,12.557386,26.528779,-0.201467,-0.146314
2026-09-01,05,13,6,39,24.977231,17.124202,36.431598,-0.328942,-0.258098
2026-09-01,05,14,6,44,28.788197,20.28259,40.860674,0.024734,0.019871
2026-09-01,05,16,6,35,23.244668,16.132131,33.493072,-0.476975,-0.367308
2026-09-01,05,17,6,40,26.47966,18.728467,37.438855,0.241961,0.190956
2026-09-01,05,18,6,38,27.604496,20.758838,36.707651,0.011201,0.008803
2026-09-01,05,20,6,36,25.142425,18.559256,34.060716,0.411302,0.317953
2026-09-01,05,21,6,37,21.98233,14.224641,33.970827,0.277096,0.214078
2026-09-01,05,23,5,33,20.099638,13.132375,30.76332,-0.088643,-0.066897
2026-09-01,05,26,6,42,27.358169,19.68026,38.031479,-0.315381,-0.24972
2026-09-01,05,27,6,41,28.243516,20.551382,38.814723,-0.128721,-0.102352
2026-09-01,05,31,6,41,25.692939,17.523368,37.671248,0.043149,0.034097
2026-09-01,05,32,6,41,27.530548,19.594249,38.681303,-0.08961,-0.071202
2026-09-01,05,34,6,41,26.695746,18.788577,37.930644,0.10217,0.080854
2026-09-01,05,36,6,37,25.964603,19.212487,35.08971,0.339883,0.264504
2026-09-01,05,37,6,42,27.971646,19.943614,39.231255,-0.083801,-0.066779
2026-09-01,05,39,6,40,26.702543,18.948854,37.628967,-0.109626,-0.08661
2026-09-01,05,41,6,37,22.658505,14.990261,34.249426,-0.069274,-0.053619
2026-09-01,05,42,6,38,26.613283,19.51635,36.290948,0.362023,0.283817
2026-09-01,05,43,6,43,28.723306,20.380342,40.481573,0.493379,0.395644
2026-09-01,05,44,6,37,22.883876,15.22757,34.389713,-0.168257,-0.130353
2026-09-01,05,45,6,41,27.697198,19.919968,38.510846,-0.120022,-0.09528
2026-09-01,05,46,6,41,28.274939,20.519135,38.962274,0.169899,0.135199
2026-09-01,05,49,6,43,31.369818,23.584564,41.72498,0.151662,0.122341
2026-09-01,05,50,6,39,27.48827,20.323415,37.179037,-0.047118,-0.037131
2026-09-01,05,51,6,38,26.595569,19.659809,35.978188,-0.021028,-0.016455
2026-09-01,05,53,5,38,24.383936,16.448218,36.148373,-0.134278,-0.105181
2026-09-01,05,54,6,43,29.130149,20.860964,40.6772,0.374879,0.300905
2026-09-01,05,55,6,40,29.08297,21.758435,38.873161,0.378295,0.300892
2026-09-01,05,57,6,46,29.084015,19.922299,42.45895,0.205528,0.166349
2026-09-01,05,60,6,39,25.069317,17.069647,36.818023,-0.578177,-0.454682
2026-09-01,05,61,6,40,28.712484,21.41583,38.495204,0.181176,0.143817
2026-09-01,05,63,6,38,27.68575,20.89414,36.684963,0.24816,0.195003
2026-09-01,05,64,5,30,18.135559,12.135657,27.101831,0.548999,0.401028
2026-09-01,05,65,6,40,26.54661,18.64067,37.805642,0.021723,0.017179
2026-09-01,05,66,6,39,27.744396,20.617838,37.33425,0.0331,0.026107
2026-09-01,05,67,4,26,19.628583,15.294069,25.191547,0.063677,0.045583
2026-09-01,05,68,6,39,25.050566,17.241449,36.396643,-0.016345,-0.012822
2026-09-01,05,71,6,38,27.755824,21.070637,36.562055,0.079819,0.062677
2026-09-01,05,74,6,38,27.631879,20.768456,36.763481,-0.302481,-0.237798
2026-09-01,05,75,6,38,24.471126,17.006521,35.212142,-0.060204,-0.046888
2026-09-01,06,1,6,43,30.233743,22.353936,40.891197,-0.119107,-0.095702
2026-09-01,06,2,6,41,29.86749,22.622222,39.433215,0.079541,0.06345
2026-09-01,06,3,6,38,23.57089,15.762146,35.248172,-0.111293,-0.086697
2026-09-01,06,5,6,41,28.863334,21.35776,39.006527,0.406834,0.323818
2026-09-01,06,6,6,40,29.554346,22.705194,38.469583,0.057491,0.04563
2026-09-01,06,7,6,40,28.205974,21.085166,37.731597,-0.360052,-0.284619
2026-09-01,06,8,6,36,23.554453,15.949284,34.786029,-0.024588,-0.019098
2026-09-01,06,9,6,33,20.957942,14.08437,31.186014,-0.053689,-0.040653
2026-09-01,06,11,6,37,24.113381,16.375502,35.507623,0.139599,0.108923
2026-09-01,06,13,6,39,28.772243,21.866114,37.859584,0.36328,0.287375
2026-09-01,06,14,6,39,24.484537,16.356319,36.652045,-0.010567,-0.008302
2026-09-01,06,16,6,41,27.718161,20.049771,38.319463,-0.334449,-0.265232
2026-09-01,06,17,6,39,28.650573,21.759162,37.724584,0.094438,0.07465
2026-09-01,06,18,6,37,22.403308,14.729317,34.075458,-0.286745,-0.221687
2026-09-01,06,19,6,37,27.336107,20.822864,35.886647,0.100711,0.078763
2026-09-01,06,20,6,45,31.557783,23.285412,42.768996,0.15099,0.122377
2026-09-01,06,22,6,42,29.714941,22.047388,40.049085,0.267001,0.213653
2026-09-01,06,23,6,42,30.256549,22.762858,40.217215,0.185952,0.148923
2026-09-01,06,24,6,36,21.596725,13.959106,33.41321,-0.160077,-0.123204
2026-09-01,06,26,6,40,29.389069,22.282688,38.761812,0.451845,0.359182
2026-09-01,06,30,5,27,17.861299,13.029169,24.48552,-0.158623,-0.112626
2026-09-01,06,32,6,39,29.165864,22.491588,37.8207,0.31101,0.245974
2026-09-01,06,34,6,40,28.182483,20.863411,38.069152,-0.518943,-0.410986
2026-09-01,06,36,6,34,19.286702,11.983548,31.04063,-0.628995,-0.475734
2026-09-01,06,37,6,42,29.168458,21.496789,39.577953,0.14429,0.115187
2026-09-01,06,38,6,40,29.586384,22.610371,38.714717,-0.173045,-0.137523
2026-09-01,06,41,6,37,22.705134,15.540585,33.172695,0.140097,0.107647
2026-09-01,06,44,6,40,29.451932,22.320772,38.861394,0.175511,0.139591
2026-09-01,06,45,6,41,25.966628,17.236266,39.119015,-0.041564,-0.033102
2026-09-01,06,46,6,41,25.46654,16.846182,38.49802,0.001932,0.001534
2026-09-01,06,48,6,41,30.509475,23.446272,39.700472,0.034321,0.027415
2026-09-01,06,49,6,39,28.937614,22.189926,37.737193,0.091908,0.072655
2026-09-01,06,51,6,37,24.043326,16.301114,35.4627,-0.034119,-0.026615
2026-09-01,06,52,6,39,25.389759,17.122941,37.64773,0.311242,0.24592
2026-09-01,06,53,6,38,23.686271,16.265408,34.492799,-0.182158,-0.141217
2026-09-01,06,54,6,36,23.726765,16.401556,34.323537,0.152229,0.117884
2026-09-01,06,55,6,44,27.478596,18.201379,41.484397,0.202283,0.162993
2026-09-01,06,56,6,36,21.212516,13.240815,33.983622,-0.062445,-0.048248
2026-09-01,06,57,6,36,21.000945,12.951027,34.05442,0.156326,0.120841
2026-09-01,06,58,6,37,21.972891,14.268913,33.836349,-0.025626,-0.01978
2026-09-01,06,59,6,38,23.478803,15.755783,34.98742,0.372884,0.289998
2026-09-01,06,61,6,40,26.735081,18.548034,38.535866,0.454554,0.360901
2026-09-01,06,62,6,38,23.855096,15.881734,35.831452,0.167096,0.130637
2026-09-01,06,63,6,39,24.821159,16.547769,37.230997,-0.025547,-0.020138
2026-09-01,06,66,6,39,24.118192,15.929854,36.515538,0.037056,0.02909
2026-09-01,07,11,2,14,12.194416,10.704464,13.891755,0.388839,0.226089
2026-09-01,07,12,2,14,12.19631,10.711204,13.887327,-0.236521,-0.137505
2026-09-01,07,14,2,15,12.997339,11.349149,14.884889,0.523093,0.312888
2026-09-01,07,15,2,13,11.365247,10.020655,12.890259,0.146253,0.08236
2026-09-01,07,16,2,17,14.770051,12.940387,16.858414,0.305076,0.191489
2026-09-01,07,17,2,14,12.351524,10.989885,13.881868,-0.459324,-0.266992
2026-09-01,07,18,2,13,11.372726,10.029289,12.896118,-0.04463,-0.025137
