記録日,場コード,モーター番号,節数,走数,Σw,Σw2,n_eff,加重平均残差,素点
2026-09-17,04,11,6,35,20.663559,13.054697,32.707207,-0.182774,-0.139977
2026-09-17,04,14,6,39,23.136829,14.615157,36.62724,0.347806,0.273213
2026-09-17,04,15,6,38,26.646306,19.60076,36.224392,0.44514,0.34884
2026-09-17,04,17,6,39,27.81406,20.824019,37.150463,-0.170707,-0.134503
2026-09-17,04,19,6,41,26.861147,18.288737,39.451671,-0.468503,-0.373763
2026-09-17,04,20,6,38,27.937829,21.544626,36.228165,0.330031,0.25864
2026-09-17,04,21,6,42,28.644259,20.546005,39.934459,0.197632,0.158053
2026-09-17,04,22,6,37,27.803799,21.506917,35.944309,-0.366854,-0.287007
2026-09-17,04,23,6,42,28.052384,19.748577,39.847744,0.098775,0.07896
2026-09-17,04,24,6,34,23.192292,16.541894,32.516375,-0.061464,-0.047008
2026-09-17,04,26,6,39,28.560379,21.729614,37.538413,0.188325,0.148709
2026-09-17,04,28,4,22,14.3212,10.552494,19.435858,-0.021437,-0.014154
2026-09-17,04,30,6,39,24.991092,16.582321,37.66389,0.601237,0.475096
2026-09-17,04,32,6,39,29.370123,22.789263,37.85134,-0.186509,-0.147533
2026-09-17,04,33,6,40,28.229547,20.745516,38.413474,0.091215,0.072374
2026-09-17,04,35,6,38,28.442769,21.9523,36.852226,0.09034,0.071058
2026-09-17,04,36,6,35,22.31209,14.855677,33.511051,0.007942,0.006117
2026-09-17,04,39,6,35,26.359283,20.536447,33.833109,-0.413934,-0.3195
2026-09-17,04,41,6,38,24.022293,16.255667,35.499654,0.513223,0.400426
2026-09-17,04,43,6,46,27.677659,17.655699,43.388416,-0.055772,-0.045326
2026-09-17,04,44,6,32,24.426706,19.229299,31.028899,-0.323698,-0.244803
2026-09-17,04,45,6,36,27.262051,21.363168,34.789758,-0.14087,-0.109418
2026-09-17,04,46,5,32,21.452462,14.860686,30.968163,-0.05316,-0.040184
2026-09-17,04,47,6,39,27.904674,20.75214,37.522437,-0.044031,-0.034766
2026-09-17,04,48,6,38,27.711959,20.915364,36.717154,0.353302,0.277676
2026-09-17,04,49,6,36,26.651325,20.462764,34.711495,-0.135074,-0.104864
2026-09-17,04,51,5,31,19.648499,13.088479,29.496439,0.143785,0.10738
2026-09-17,04,53,6,37,27.29222,21.208745,35.120668,0.022029,0.017147
2026-09-17,04,54,6,36,26.135896,20.064357,34.044701,-0.321567,-0.248557
2026-09-17,04,55,6,33,23.456675,17.518225,31.40818,-0.221685,-0.168149
2026-09-17,04,56,6,37,27.74462,21.466718,35.858483,-0.08916,-0.069718
2026-09-17,04,57,6,34,25.774241,20.147707,32.972064,0.048982,0.037583
2026-09-17,04,58,6,39,25.104568,16.73378,37.662701,0.543474,0.429449
2026-09-17,04,59,6,36,27.147392,21.151359,34.843193,-0.133178,-0.103479
2026-09-17,04,62,6,37,23.782806,15.96168,35.436236,0.206169,0.160793
2026-09-17,04,63,6,40,29.807859,22.854901,38.876058,0.03307,0.026304
2026-09-17,04,65,6,41,30.12133,22.971225,39.497002,-0.136115,-0.108615
2026-09-17,04,66,6,39,29.096405,22.382099,37.824905,0.038292,0.030285
2026-09-17,04,67,6,36,26.262823,19.914413,34.635009,-0.267236,-0.207364
2026-09-17,04,69,6,39,29.312356,22.730823,37.799521,0.213867,0.169125
2026-09-17,04,70,6,37,27.768253,21.545361,35.788487,-0.467551,-0.36544
2026-09-17,04,71,6,42,30.859839,23.471838,40.573288,0.236595,0.189813
2026-09-17,04,72,6,34,25.344356,19.581834,32.802668,-0.525466,-0.402701
2026-09-17,04,73,6,36,24.249197,17.238308,34.111442,-0.093928,-0.072635
2026-09-17,04,74,6,40,27.915789,20.478235,38.05461,0.135438,0.107254
2026-09-17,04,75,6,38,23.137957,15.05466,35.561416,-0.246781,-0.192616
2026-09-17,05,11,6,41,29.180949,21.607804,39.408345,-0.046019,-0.036705
