記録日,場コード,モーター番号,節数,走数,Σw,Σw2,n_eff,加重平均残差,素点
2026-09-22,01,11,6,38,25.150976,17.412179,36.329262,-0.055119,-0.043222
2026-09-22,01,12,6,41,27.42246,19.280724,39.002233,-0.012671,-0.010085
2026-09-22,01,13,6,40,26.642762,18.466981,38.438161,-0.021323,-0.016921
2026-09-22,01,14,6,42,23.507896,13.906832,39.737389,0.557242,0.445205
2026-09-22,01,15,5,32,18.379684,11.521005,29.321467,0.071812,0.053549
2026-09-22,01,17,6,39,25.896275,17.96258,37.334117,0.07256,0.057231
2026-09-22,01,21,6,40,25.614555,17.729329,37.006784,0.017059,0.01343
2026-09-22,01,24,6,34,23.04356,16.226847,32.723897,-0.085092,-0.065175
2026-09-22,01,25,6,40,26.865727,18.823883,38.343167,-0.165652,-0.131386
2026-09-22,01,26,6,41,25.94715,17.52157,38.424331,-0.148375,-0.117734
2026-09-22,01,27,6,40,26.645922,18.718753,37.930153,0.273699,0.216595
2026-09-22,01,28,6,40,22.316438,13.185675,37.770034,0.112733,0.089134
2026-09-22,01,29,5,35,22.830206,16.103876,32.366016,-0.44781,-0.34211
2026-09-22,01,30,6,37,20.488656,12.101473,34.688755,0.246812,0.191583
2026-09-22,01,31,6,36,23.122005,15.703599,34.044878,-0.051746,-0.039997
2026-09-22,01,32,6,38,24.341981,16.345935,36.249502,0.32172,0.252158
2026-09-22,01,33,6,43,25.628067,15.990742,41.073629,0.044607,0.035873
2026-09-22,01,34,6,38,24.217819,16.315196,35.94825,-0.167714,-0.131213
2026-09-22,01,35,6,38,21.411712,13.048409,35.135427,-0.055755,-0.043402
2026-09-22,01,36,6,38,25.826088,18.286222,36.47483,-0.160677,-0.126104
2026-09-22,01,37,6,38,25.317266,17.529664,36.564531,0.259164,0.203507
2026-09-22,01,38,6,42,27.441511,18.92423,39.792189,-0.45585,-0.364299
2026-09-22,01,40,6,37,24.548281,16.913515,35.629383,-0.455487,-0.355664
2026-09-22,01,41,6,38,26.016451,18.573328,36.442349,0.075603,0.059324
2026-09-22,01,42,6,39,24.10561,15.792832,36.793933,0.049847,0.039194
2026-09-22,01,45,5,31,17.04242,10.162422,28.580204,0.150762,0.111684
2026-09-22,01,46,6,38,20.983313,12.327602,35.716549,0.386426,0.301899
2026-09-22,01,47,6,37,24.579423,16.980114,35.579737,0.173091,0.135115
2026-09-22,01,48,6,38,24.619456,16.933082,35.794879,0.062977,0.049225
2026-09-22,01,49,6,40,26.738612,18.674738,38.284521,-0.144708,-0.114738
2026-09-22,01,50,6,40,26.927725,18.891612,38.382238,0.23319,0.184993
2026-09-22,01,51,6,39,26.582674,18.891217,37.405667,0.238013,0.187806
2026-09-22,01,53,6,39,25.58494,17.432321,37.550315,-0.050551,-0.03992
2026-09-22,01,56,6,40,22.919538,14.081494,37.304649,-0.13884,-0.10949
2026-09-22,01,57,6,37,25.20201,17.894767,35.493131,-0.05636,-0.043971
2026-09-22,01,59,6,39,21.395623,12.588146,36.365378,0.068831,0.053986
2026-09-22,01,60,6,39,25.091079,17.061738,36.899068,0.084587,0.066551
2026-09-22,01,62,6,40,26.885377,18.846832,38.352521,0.269737,0.213952
2026-09-22,01,64,6,37,24.604515,17.00782,35.594344,-0.05515,-0.043054
2026-09-22,01,65,6,40,26.228605,18.230921,37.734777,0.052772,0.041717
2026-09-22,01,67,6,40,26.768,18.701927,38.312941,0.208196,0.165103
2026-09-22,01,69,6,38,24.564531,16.667087,36.204058,-0.346667,-0.271638
2026-09-22,01,70,6,39,26.424967,18.583397,37.575415,-0.208198,-0.164436
2026-09-22,01,71,6,38,24.365542,16.409379,36.179289,0.202312,0.158502
2026-09-22,01,72,6,36,22.610647,15.092006,33.874977,-0.141085,-0.108929
2026-09-22,01,73,6,38,25.082839,17.537419,35.874653,0.163576,0.127919
2026-09-22,01,74,6,40,26.004926,17.739202,38.122131,0.408092,0.323288
2026-09-22,01,75,6,37,24.807815,17.293309,35.587619,0.125345,0.097849
2026-09-22,02,1,5,27,19.562084,14.636739,26.144835,-0.015805,-0.011433
2026-09-22,02,2,4,23,17.327803,13.414746,22.382292,-0.226718,-0.156705
2026-09-22,02,3,5,30,22.087571,16.810821,29.020641,0.112107,0.083377
2026-09-22,02,8,6,27,20.241941,15.653852,26.174783,0.209408,0.15152
2026-09-22,02,12,5,27,20.35325,15.845482,26.1434,0.06058,0.043819
2026-09-22,02,15,5,26,19.679682,15.393701,25.158984,0.431586,0.308834
2026-09-22,02,26,4,21,14.981884,11.042564,20.326516,0.417089,0.279556
2026-09-22,02,27,4,17,12.118381,8.954483,16.400182,0.194573,0.120871
2026-09-22,02,28,4,19,14.0504,10.695466,18.457704,-0.503801,-0.326766
2026-09-22,02,29,4,22,15.586877,11.413777,21.285744,0.164091,0.111642
2026-09-22,02,30,4,18,13.313625,10.144746,17.472357,0.083824,0.053312
2026-09-22,02,31,4,20,14.738933,11.166056,19.455048,-0.565888,-0.373769
2026-09-22,02,32,4,21,15.716491,12.107733,20.400854,0.028334,0.019014
2026-09-22,02,33,4,20,14.386174,10.615986,19.495316,-0.38856,-0.256824
2026-09-22,02,34,4,20,15.228535,11.91845,19.457922,0.340789,0.225102
2026-09-22,02,35,4,20,14.643238,11.042777,19.417617,0.039748,0.026236
2026-09-22,02,36,5,26,20.077285,15.918791,25.322109,0.182939,0.131147
2026-09-22,02,37,4,16,11.950095,9.198288,15.525147,-0.622995,-0.378924
2026-09-22,02,39,3,11,8.34276,6.541396,10.640184,-0.032716,-0.016866
2026-09-22,02,40,4,19,13.716402,10.207848,18.430886,-0.253941,-0.164622
2026-09-22,02,41,3,12,8.921283,6.87199,11.581696,-0.081605,-0.043793
2026-09-22,02,42,4,17,12.58379,9.525916,16.623258,0.355323,0.22186
2026-09-22,02,43,3,17,12.33389,9.27423,16.40296,0.465744,0.289345
2026-09-22,02,44,5,26,20.001937,15.781878,25.350436,0.119621,0.085783
2026-09-22,02,45,4,25,18.547369,14.08599,24.421775,0.339807,0.241088
2026-09-22,02,46,5,27,16.284118,11.022994,24.056305,-0.061276,-0.043283
2026-09-22,02,48,4,23,17.241624,13.231688,22.466793,0.637178,0.440923
2026-09-22,02,49,6,35,23.194079,16.326504,32.950429,-0.109066,-0.083672
2026-09-22,02,50,6,34,22.502579,15.812065,32.024031,-0.320895,-0.244535
2026-09-22,02,51,6,34,21.885983,15.095183,31.731729,0.103106,0.078399
2026-09-22,02,52,5,29,19.865221,14.733664,26.784037,-0.226632,-0.16502
2026-09-22,02,53,6,35,23.348665,16.471553,33.097071,0.097658,0.074998
2026-09-22,02,54,6,35,23.131552,16.213663,33.0011,0.01042,0.007997
2026-09-22,02,55,6,32,21.457838,15.255434,30.181955,-0.383197,-0.287831
2026-09-22,02,56,4,23,17.282389,13.341824,22.386817,0.311378,0.215235
2026-09-22,02,57,4,24,16.246582,11.990701,22.01301,-0.13583,-0.0934
2026-09-22,02,58,6,31,22.336113,16.708893,29.858468,0.024459,0.018322
2026-09-22,02,59,4,24,16.020843,11.91286,21.545407,-0.009988,-0.006822
2026-09-22,02,60,6,38,24.487662,17.066986,35.134826,0.056503,0.043985
2026-09-22,02,61,6,33,20.025353,13.277056,30.203589,-0.025221,-0.018948
2026-09-22,02,62,6,34,22.616879,15.942227,32.086058,-0.200154,-0.152596
2026-09-22,02,63,6,33,20.243179,13.668944,29.979369,0.400133,0.300048
2026-09-22,02,65,3,15,12.202597,10.123593,14.708551,0.032863,0.019563
2026-09-22,03,11,6,33,22.506839,16.201182,31.266719,-0.280358,-0.21242
2026-09-22,03,12,6,35,20.044438,12.608183,31.866566,0.182387,0.138823
2026-09-22,03,13,6,35,23.896965,17.252822,33.099799,0.377972,0.290275
2026-09-22,03,15,6,33,22.506839,16.201182,31.266719,-0.428666,-0.324789
2026-09-22,03,19,6,34,19.841948,12.580136,31.295598,-0.420601,-0.31875
2026-09-22,03,20,6,32,20.119878,13.619994,29.72171,0.254382,0.190341
2026-09-22,03,22,6,35,22.202103,15.102508,32.639173,-0.177554,-0.135913
2026-09-22,03,23,6,36,24.267971,17.271152,34.099311,-0.322291,-0.249208
2026-09-22,03,24,5,27,16.375824,10.664578,25.145635,-0.075355,-0.053915
2026-09-22,03,25,6,36,20.833682,13.169981,32.956942,0.32201,0.247049
2026-09-22,03,26,6,35,21.324581,13.736748,33.103742,-0.079886,-0.061353
2026-09-22,03,27,6,33,20.172069,13.551918,30.026183,-0.04956,-0.037178
2026-09-22,03,28,6,36,22.641221,15.294267,33.517454,0.023743,0.018287
2026-09-22,03,29,6,42,25.394032,16.977317,37.983438,-0.353908,-0.280152
2026-09-22,03,32,6,37,25.087843,17.952014,35.060125,0.304454,0.236888
2026-09-22,03,34,6,35,23.722387,17.175308,32.765155,0.287997,0.220653
2026-09-22,03,36,6,35,21.244429,13.656176,33.049204,0.415307,0.318834
2026-09-22,03,37,6,36,22.948497,15.708334,33.525739,0.241211,0.185793
2026-09-22,03,38,6,36,22.470948,15.336676,32.923923,0.230623,0.176895
2026-09-22,03,41,4,21,14.820374,10.714047,20.500516,-0.065169,-0.043802
2026-09-22,03,43,6,36,22.63944,15.296775,33.506685,0.234597,0.180675
2026-09-22,03,45,6,42,25.364793,16.935988,37.988497,-0.215013,-0.170208
2026-09-22,03,46,5,34,18.636612,11.275736,30.802716,0.329603,0.248823
2026-09-22,03,47,5,29,19.937938,14.419874,27.567603,-0.595562,-0.437031
2026-09-22,03,48,6,35,22.306217,15.297881,32.525245,0.102435,0.078347
2026-09-22,03,49,6,42,25.364793,16.935988,37.988497,-0.035463,-0.028073
2026-09-22,03,50,6,38,23.35291,15.735602,34.657612,-0.106787,-0.082874
2026-09-22,03,53,6,35,21.054429,13.562594,32.684676,-0.242681,-0.185827
2026-09-22,03,54,5,34,18.63992,11.275466,30.814392,-0.011413,-0.008617
2026-09-22,03,55,6,35,20.628851,13.174301,32.301486,0.373742,0.28539
2026-09-22,03,56,6,43,26.416459,17.909075,38.965123,0.323553,0.257474
2026-09-22,03,57,6,33,19.929448,12.775321,31.089857,0.199498,0.150946
2026-09-22,03,58,6,35,22.597603,15.704106,32.517081,-0.17448,-0.133443
2026-09-22,03,60,6,34,20.42512,13.785339,30.262988,-0.21793,-0.163804
2026-09-22,03,62,6,36,21.513026,14.394528,32.15182,0.373448,0.284852
2026-09-22,03,63,6,42,24.883655,16.353962,37.862157,0.058301,0.04612
2026-09-22,03,64,5,28,18.973992,13.799832,26.088171,0.299076,0.216202
2026-09-22,03,65,6,35,22.36072,15.444916,32.373229,0.099933,0.076349
2026-09-22,03,66,6,33,22.584083,16.452225,31.001327,-0.353941,-0.267617
2026-09-22,03,67,6,35,23.489837,17.127884,32.214861,0.312089,0.23816
2026-09-22,03,68,6,34,21.83803,15.172545,31.431746,0.028794,0.021844
2026-09-22,03,69,6,43,25.50179,16.825615,38.65186,0.217186,0.172545
2026-09-22,03,70,6,33,19.946554,12.810411,31.057943,0.108523,0.082091
2026-09-22,03,71,6,33,23.181095,16.959963,31.684219,0.437216,0.332329
2026-09-22,06,2,6,42,27.972709,19.284427,40.575352,0.23298,0.186914
2026-09-22,06,3,6,39,27.338131,20.360842,36.706409,-0.192219,-0.151064
2026-09-22,06,4,6,39,26.094156,18.603697,36.600518,-0.147944,-0.116196
2026-09-22,06,5,6,43,31.658407,24.03432,41.700981,0.429341,0.346298
2026-09-22,06,7,6,43,31.46263,23.780454,41.626501,-0.268616,-0.216585
2026-09-22,06,8,6,38,23.400721,15.308918,35.76959,-0.182535,-0.142654
2026-09-22,06,9,6,37,22.507028,14.720208,34.412987,-0.316401,-0.24516
2026-09-22,06,10,6,42,22.949198,14.617246,36.030432,-0.200557,-0.156986
2026-09-22,06,11,6,37,26.348564,19.71031,35.222522,0.233098,0.181553
2026-09-22,06,12,4,24,14.474255,9.766433,21.451441,0.200918,0.137036
2026-09-22,06,14,6,43,29.438799,21.537133,40.239475,0.129812,0.103974
2026-09-22,06,15,6,37,22.94861,16.007897,32.898681,-0.067156,-0.051502
2026-09-22,06,18,6,40,23.567262,15.198422,36.544311,-0.397644,-0.31221
2026-09-22,06,21,2,10,5.419779,3.735247,7.864005,-0.243085,-0.10701
2026-09-22,06,24,6,39,22.310905,14.094743,35.316464,-0.153708,-0.119789
2026-09-22,06,25,4,25,15.170994,10.256992,22.439235,-0.261778,-0.18108
2026-09-22,06,27,4,22,12.533586,8.121414,19.342785,-0.448989,-0.295974
2026-09-22,06,28,6,36,21.309283,13.846635,32.793929,0.00781,0.005985
2026-09-22,06,29,6,40,26.620362,18.920098,37.454545,0.124496,0.098261
2026-09-22,06,30,5,32,20.889385,14.729401,29.625538,0.045759,0.034211
2026-09-22,06,31,6,39,23.764836,16.134158,35.004456,-0.742164,-0.577255
2026-09-22,06,33,5,30,16.876019,10.610456,26.841448,-0.767378,-0.559086
2026-09-22,06,34,6,40,29.102515,21.898243,38.676911,-0.396787,-0.315273
2026-09-22,06,35,4,24,14.327798,9.53467,21.530457,0.024588,0.01679
2026-09-22,06,36,6,38,21.911232,14.11723,34.008235,-0.515455,-0.398328
2026-09-22,06,37,6,44,32.323783,24.540265,42.576025,0.321774,0.260572
2026-09-22,06,38,6,45,33.345943,25.499221,43.60729,0.070905,0.057678
2026-09-22,06,39,4,23,13.842547,9.418027,20.345674,-0.075155,-0.050389
2026-09-22,06,40,6,39,26.551014,19.002042,37.098978,-0.152494,-0.120117
2026-09-22,06,43,5,30,16.314364,10.057225,26.464405,-0.007597,-0.005514
2026-09-22,06,45,6,39,27.151898,19.833279,37.171138,-0.027504,-0.021674
2026-09-22,06,46,6,43,25.658471,16.606278,39.645075,0.123296,0.098461
2026-09-22,06,47,4,25,14.002041,8.837141,22.185587,-0.685888,-0.472784
2026-09-22,06,49,6,40,29.072731,21.756966,38.848416,-0.220316,-0.175214
2026-09-22,06,50,5,29,15.434298,9.393833,25.358929,-0.331494,-0.237743
2026-09-22,06,51,6,35,24.977497,18.699222,33.363708,-0.157658,-0.121301
2026-09-22,06,54,6,40,28.235697,20.907383,38.132682,0.335305,0.265642
2026-09-22,06,56,6,38,22.320057,14.400414,34.595184,-0.18508,-0.143578
2026-09-22,06,57,6,39,19.681542,11.219851,34.5248,0.145814,0.113065
2026-09-22,06,58,6,40,23.720938,15.445075,36.431219,0.083329,0.065383
2026-09-22,06,59,6,40,28.301295,20.984197,38.169834,0.530627,0.420469
2026-09-22,06,60,4,23,13.576139,8.976093,20.533606,-0.50808,-0.34168
2026-09-22,06,64,3,15,8.161155,5.174308,12.872146,0.059665,0.033579
2026-09-22,06,65,5,29,18.986134,13.652795,26.402894,0.222808,0.161602
2026-09-22,06,66,6,43,28.736955,20.459963,40.362369,0.262664,0.210509
2026-09-22,08,1,6,49,32.702111,22.964078,46.569607,0.233562,0.192275
2026-09-22,08,3,6,48,32.13185,22.675557,45.531663,0.172847,0.141722
2026-09-22,08,4,6,45,30.781088,22.109461,42.853843,-0.316898,-0.256941
2026-09-22,08,5,6,46,31.230983,22.1135,44.10764,-0.141145,-0.115059
2026-09-22,08,7,6,45,30.948735,22.1848,43.174795,0.069194,0.056182
2026-09-22,08,8,6,50,33.433064,23.633541,47.295908,-0.106814,-0.088172
2026-09-22,08,9,6,46,31.481288,22.504831,44.038167,-0.017997,-0.014667
2026-09-22,08,10,6,47,31.1877,21.469124,45.30565,0.018631,0.015262
2026-09-22,08,12,6,47,31.685593,22.537062,44.547811,0.169622,0.138526
2026-09-22,08,13,6,54,33.15095,21.858645,50.276928,0.050293,0.041949
2026-09-22,08,14,6,46,30.446963,21.49543,43.126261,0.320659,0.260301
2026-09-22,08,16,6,51,34.808535,24.758774,48.937565,0.02634,0.02187
2026-09-22,08,17,5,42,24.875923,16.419305,37.688048,0.118427,0.093593
2026-09-22,08,19,6,47,29.345261,19.89124,43.292643,0.361955,0.294036
2026-09-22,08,20,6,45,24.403876,13.874908,42.922747,-0.089988,-0.072985
2026-09-22,08,21,6,48,32.998402,23.65552,46.031307,0.195916,0.160951
2026-09-22,08,24,6,49,31.08609,20.936106,46.156864,0.140787,0.115717
2026-09-22,08,25,6,50,33.936287,23.967059,48.052269,-0.075419,-0.062427
2026-09-22,08,26,6,45,26.882247,16.61599,43.491553,0.09107,0.074045
2026-09-22,08,28,6,50,33.57378,23.702919,47.55527,0.35135,0.290305
2026-09-22,08,29,6,48,33.365936,24.132737,46.131762,0.114355,0.093982
2026-09-22,08,30,6,47,31.130294,21.70137,44.655946,0.381543,0.311735
2026-09-22,08,31,6,49,29.365651,19.062991,45.236419,-0.118555,-0.097092
2026-09-22,08,32,6,46,23.855767,13.134329,43.329021,-0.065642,-0.053333
2026-09-22,08,34,6,45,24.32996,14.142492,41.855917,-0.135826,-0.109633
2026-09-22,08,35,6,44,29.620936,21.103614,41.575812,-0.017276,-0.013926
2026-09-22,08,36,6,48,29.508822,19.38793,44.913026,0.110949,0.090745
2026-09-22,08,38,6,48,32.698835,23.271438,45.945326,0.403229,0.331153
2026-09-22,08,39,6,45,30.102621,21.353161,42.437175,0.157116,0.127153
2026-09-22,08,40,6,48,30.922741,21.196104,45.112816,-0.072529,-0.059369
2026-09-22,08,41,6,51,34.613715,24.501118,48.900189,-0.255659,-0.212254
2026-09-22,08,42,6,44,28.449793,19.343282,41.843505,-0.089158,-0.07196
2026-09-22,08,46,4,30,16.477639,9.604445,28.269471,-0.326665,-0.241306
2026-09-22,08,47,6,51,31.880013,21.432613,47.420034,0.250379,0.206774
2026-09-22,08,50,6,48,32.47939,23.09721,45.67265,-0.045896,-0.037652
