記録日,場コード,モーター番号,節数,走数,Σw,Σw2,n_eff,加重平均残差,素点
2026-09-03,02,6,3,14,10.960047,8.614108,13.944871,0.533592,0.31075
2026-09-03,02,7,2,12,9.225357,7.103987,11.980204,0.142701,0.077778
2026-09-03,02,8,3,14,10.995805,8.66952,13.9463,0.36915,0.214993
2026-09-03,02,9,2,13,10.010967,7.722717,12.977228,-0.425492,-0.240312
2026-09-03,02,10,2,12,9.278827,7.186544,11.980254,0.256529,0.13982
2026-09-03,02,11,2,13,9.930758,7.59885,12.978273,-0.159427,-0.090045
2026-09-03,02,12,2,13,10.03761,7.763741,12.977455,-0.200241,-0.113094
2026-09-03,02,13,2,13,10.029201,7.751502,12.97618,-0.113592,-0.064153
2026-09-03,02,14,2,13,10.019375,7.734957,12.978467,0.118785,0.067091
2026-09-03,02,15,2,12,9.198715,7.062963,11.980291,0.524184,0.285705
2026-09-03,02,16,2,13,10.020695,7.738976,12.975145,-0.036862,-0.020818
2026-09-03,02,17,2,12,9.216949,7.091748,11.979015,0.025712,0.014013
2026-09-03,02,18,2,13,10.03761,7.763741,12.977455,0.237876,0.13435
2026-09-03,02,19,2,12,9.288653,7.203089,11.978065,-0.290661,-0.158411
2026-09-03,02,20,2,13,10.029201,7.751502,12.97618,0.022393,0.012647
2026-09-03,02,21,2,13,9.974793,7.66601,12.978916,0.156013,0.088119
2026-09-03,02,22,2,13,10.03761,7.763741,12.977455,0.299593,0.169208
2026-09-03,02,24,2,11,8.484808,6.555575,10.981794,-0.029869,-0.015633
2026-09-03,02,25,2,10,8.260545,6.862626,9.943221,-0.406611,-0.202727
2026-09-03,02,26,2,13,10.019375,7.734957,12.978467,0.445204,0.251455
2026-09-03,02,27,2,11,8.4764,6.543335,10.980541,0.389196,0.203693
2026-09-03,02,28,2,11,8.845441,7.163501,10.922288,-0.513854,-0.268253
2026-09-03,02,29,2,14,10.761244,8.287388,13.973567,0.367475,0.214192
2026-09-03,02,30,2,10,7.953397,6.366231,9.936261,0.636694,0.317329
2026-09-03,02,31,2,12,9.714729,7.917376,11.920107,-0.767502,-0.417366
2026-09-03,02,32,2,12,9.743021,7.963839,11.919685,-0.454672,-0.247245
2026-09-03,02,33,2,13,10.466655,8.487486,12.907341,-0.364437,-0.205345
2026-09-03,02,34,2,10,8.111922,6.62294,9.935659,0.682953,0.340374
2026-09-03,02,35,2,12,9.58599,7.711914,11.915485,0.479441,0.260673
2026-09-03,02,36,2,12,9.696108,7.887136,11.919981,0.532486,0.289563
2026-09-03,02,37,2,9,7.241371,5.865082,8.940619,-0.751869,-0.354908
2026-09-03,02,38,1,6,5.183653,4.479107,5.999021,0.139165,0.052182
2026-09-03,02,39,1,4,2.928269,2.143833,3.999733,0.204318,0.058374
2026-09-03,02,40,2,13,10.466655,8.487486,12.907341,-0.475556,-0.267956
2026-09-03,02,41,1,5,3.66041,2.680006,4.999466,-0.692109,-0.230687
2026-09-03,02,42,2,10,8.233632,6.820551,9.939474,0.490775,0.244642
2026-09-03,02,43,2,13,10.576774,8.662708,12.913761,0.536414,0.302313
2026-09-03,02,44,2,12,9.724728,7.934685,11.9186,0.207667,0.112922
2026-09-03,02,45,2,16,13.256982,11.008482,15.964741,0.354345,0.217873
2026-09-03,02,46,3,19,11.629623,7.681227,17.60762,-0.133478,-0.08513
2026-09-03,02,47,3,21,15.18566,11.566353,19.93751,-0.246147,-0.163927
2026-09-03,02,48,2,14,11.630742,9.683335,13.96979,0.212597,0.123903
2026-09-03,02,58,6,41,26.307857,17.72544,39.045765,-0.078765,-0.062705
2026-09-03,02,63,6,41,23.121032,13.8713,38.538717,0.487447,0.387023
2026-09-03,06,1,6,46,32.463459,24.187184,43.571677,-0.082487,-0.06709
2026-09-03,06,2,6,44,32.094348,24.421547,42.177803,0.068897,0.055693
2026-09-03,06,3,6,41,25.941563,17.871261,37.656251,-0.037701,-0.02979
2026-09-03,06,5,6,44,31.113127,23.214186,41.699791,0.334512,0.269809
2026-09-03,06,6,6,43,31.79958,24.52258,41.236007,0.072608,0.058437
2026-09-03,06,7,6,43,30.482005,22.97571,40.44065,-0.26066,-0.208983
2026-09-03,06,8,6,39,25.925501,18.049948,37.237317,-0.135395,-0.106733
2026-09-03,06,9,6,36,23.388295,16.26925,33.622469,-0.187156,-0.144252
2026-09-03,06,11,6,40,26.482887,18.478727,37.954093,0.107854,0.085363
2026-09-03,06,13,6,43,32.001277,24.654424,41.537442,0.445596,0.359135
2026-09-03,06,14,6,42,26.845565,18.46041,39.039457,-0.018055,-0.014373
2026-09-03,06,16,6,44,29.99411,21.965263,40.957699,-0.275305,-0.221278
2026-09-03,06,17,6,42,30.916449,23.619269,40.468095,0.155018,0.124302
2026-09-03,06,18,6,39,23.834712,15.952039,35.612595,-0.208044,-0.162433
2026-09-03,06,19,6,40,29.632006,22.725253,38.637888,-0.007687,-0.006107
2026-09-03,06,20,6,48,33.746035,25.054788,45.452187,0.120176,0.098504
2026-09-03,06,22,6,45,31.945283,23.872671,42.747673,0.253863,0.205735
2026-09-03,06,23,6,45,32.485745,24.57764,42.938362,0.089276,0.072412
2026-09-03,06,24,6,39,24.012488,16.149642,35.70355,-0.208414,-0.162813
2026-09-03,06,26,6,44,32.604014,25.052187,42.432293,0.468897,0.379468
2026-09-03,06,30,5,30,20.373602,15.283509,27.158924,-0.107175,-0.078333
2026-09-03,06,32,6,41,30.442811,23.363779,39.666731,0.263893,0.21076
2026-09-03,06,34,6,43,30.447827,22.74216,40.764385,-0.479517,-0.385058
2026-09-03,06,36,6,38,22.732386,15.218139,33.956935,-0.671482,-0.518723
2026-09-03,06,37,6,45,31.411282,23.346936,42.26116,0.148532,0.120111
2026-09-03,06,38,6,43,31.819662,24.41023,41.478139,-0.162857,-0.131221
2026-09-03,06,41,6,40,25.106804,17.681514,35.65032,0.030299,0.023662
2026-09-03,06,44,6,43,31.688282,24.133709,41.607661,0.135057,0.108887
2026-09-03,06,45,6,44,28.282582,19.278811,41.491376,0.049372,0.039784
2026-09-03,06,46,6,44,27.793916,18.906343,40.859396,0.088173,0.070836
2026-09-03,06,48,6,44,32.732894,25.230192,42.466674,-0.0582,-0.047107
2026-09-03,06,49,6,42,31.196934,24.030581,40.500424,0.09467,0.075924
2026-09-03,06,51,6,40,26.414432,18.407698,37.903827,-0.031191,-0.02468
2026-09-03,06,52,6,42,27.718889,19.170604,40.078904,0.253104,0.202563
2026-09-03,06,53,6,41,26.054309,18.351796,36.989677,-0.411606,-0.324011
2026-09-03,06,54,6,40,27.071038,19.436637,37.70411,0.235421,0.186071
2026-09-03,06,55,6,48,30.737177,21.155183,44.659222,0.251766,0.205705
2026-09-03,06,56,6,39,23.637054,15.463788,36.130237,-0.162674,-0.12741
2026-09-03,06,58,6,40,24.391285,16.467268,36.128325,0.038143,0.029874
2026-09-03,06,59,6,41,25.862803,17.886993,37.395025,0.453329,0.35768
2026-09-03,06,61,6,44,30.010644,21.486184,41.91711,0.475634,0.38402
2026-09-03,06,62,6,41,26.230501,18.007257,38.208995,0.222625,0.176446
2026-09-03,06,63,6,43,28.140436,19.576247,40.451272,0.049922,0.040027
2026-09-03,06,66,6,43,27.453525,18.986237,39.696967,0.13832,0.110487
2026-09-03,08,1,6,46,32.733748,24.280177,44.130579,0.218368,0.178027
2026-09-03,08,3,6,47,33.715294,25.463605,44.641011,0.295203,0.241177
2026-09-03,08,4,6,44,31.37538,23.472964,41.938227,-0.251001,-0.202675
2026-09-03,08,5,6,44,32.429671,24.68178,42.609714,-0.021598,-0.017493
2026-09-03,08,7,6,43,32.085122,24.786387,41.533082,0.186062,0.149956
2026-09-03,08,8,6,45,32.04294,24.22194,42.389255,-0.109325,-0.088457
2026-09-03,08,9,6,43,31.174869,23.49541,41.364352,-0.002526,-0.002034
2026-09-03,08,10,6,48,35.789405,27.545068,46.501301,0.026329,0.021669
2026-09-03,08,11,6,37,25.039871,18.208302,34.434575,-0.285138,-0.220967
2026-09-03,08,12,6,44,31.467726,23.617814,41.926732,0.124482,0.100509
2026-09-03,08,14,6,46,31.472392,23.005221,43.055941,0.30881,0.250605
2026-09-03,08,16,6,47,35.149162,27.090875,45.60442,0.032892,0.026976
2026-09-03,08,17,5,40,23.649764,15.069195,37.116204,0.11044,0.087
2026-09-03,08,19,6,43,27.668278,18.845036,40.62256,0.364077,0.292157
2026-09-03,08,20,6,44,29.405285,20.544831,42.087022,-0.086531,-0.069918
2026-09-03,08,21,6,44,32.553682,25.035392,42.329763,-0.031757,-0.025688
2026-09-03,08,25,6,47,34.546291,26.49921,45.037049,-0.101316,-0.082908
2026-09-03,08,26,6,43,31.503456,23.819485,41.666212,0.076056,0.061336
2026-09-03,08,28,6,47,33.768069,25.325041,45.025888,0.091661,0.075003
2026-09-03,08,29,6,47,35.075832,27.110137,45.382065,-0.09095,-0.074528
2026-09-03,08,30,6,46,32.714781,24.601242,43.504182,0.403608,0.328173
2026-09-03,08,32,6,44,27.734128,18.418925,41.760408,-0.065875,-0.053148
2026-09-03,08,33,6,35,25.101334,19.085182,33.013936,-0.020826,-0.015984
2026-09-03,08,34,6,44,29.232473,20.889323,40.907858,-0.119863,-0.096318
2026-09-03,08,35,6,43,30.408531,22.645841,40.832167,-0.079234,-0.063647
2026-09-03,08,37,6,46,26.665753,16.611577,42.805232,-0.101418,-0.082212
2026-09-03,08,38,6,47,34.678646,26.457731,45.453954,0.304924,0.249937
2026-09-03,08,39,6,43,30.446322,22.686163,40.860967,-0.267712,-0.215076
2026-09-03,08,40,6,45,30.484588,21.455839,43.31269,0.005836,0.004741
2026-09-03,08,41,6,49,36.094582,27.424794,47.505147,-0.11494,-0.094953
2026-09-03,08,42,6,45,31.979965,23.822923,42.930003,0.015719,0.012749
2026-09-03,08,45,6,42,31.060816,23.728851,40.65828,-0.075564,-0.060647
2026-09-03,08,47,6,47,30.85142,21.295515,44.695332,0.112803,0.092179
2026-09-03,08,48,5,34,24.290008,18.489096,31.910943,-0.371161,-0.282601
2026-09-03,08,50,6,46,32.959856,24.707713,43.968135,-0.056189,-0.045777
2026-09-03,08,51,6,43,31.953499,24.628708,41.456746,-0.216173,-0.174162
2026-09-03,08,53,6,44,32.258011,24.466824,42.530215,-0.299435,-0.242433
2026-09-03,08,54,6,46,29.844712,20.450739,43.553773,0.087306,0.071003
