レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202606010101,2026-06-01,01,1R,daily,66.9,23.9,44.56,9.98,50.0,5.71,50.0,10.08,50.0,5.15,54.82,48.67,17.39,50.43,11.29,50.0,5.71,50.0,10.08,50.0,5.15,49.62,50.83,18.16,44.56,9.98,50.0,5.71,50.0,10.08,50.0,5.15,49.08,50.16,17.92,48.47,10.85,50.0,5.71,50.0,10.08,50.0,5.15,49.72,46.89,16.75,44.56,9.98,50.0,5.71,50.0,10.08,50.0,5.15,47.67,35.67,12.75,44.56,9.98,50.0,5.71,50.0,10.08,50.0,5.15,43.66
202606010101,2026-06-01,01,1R,realtime,66.9,23.9,44.56,9.98,50.0,5.71,52.41,10.57,12.57,1.29,51.45,48.67,17.39,50.43,11.29,50.0,5.71,58.59,11.81,52.05,5.36,51.56,50.83,18.16,44.56,9.98,50.0,5.71,56.52,11.4,31.93,3.29,48.53,50.16,17.92,48.47,10.85,50.0,5.71,35.75,7.21,70.04,7.21,48.91,46.89,16.75,44.56,9.98,50.0,5.71,57.44,11.58,57.22,5.89,49.91,35.67,12.75,44.56,9.98,50.0,5.71,39.21,7.91,76.1,7.84,44.17
202606010102,2026-06-01,01,2R,daily,66.9,23.9,44.56,9.98,50.0,5.71,50.0,10.08,50.0,5.15,54.82,48.67,17.39,46.52,10.42,50.0,5.71,50.0,10.08,50.0,5.15,48.74,50.83,18.16,54.34,12.17,50.0,5.71,50.0,10.08,50.0,5.15,51.27,50.16,17.92,48.47,10.85,50.0,5.71,50.0,10.08,50.0,5.15,49.72,46.89,16.75,38.69,8.66,50.0,5.71,50.0,10.08,50.0,5.15,46.36,35.67,12.75,34.78,7.79,50.0,5.71,50.0,10.08,50.0,5.15,41.47
202606010102,2026-06-01,01,2R,realtime,66.9,23.9,44.56,9.98,50.0,5.71,60.43,12.18,12.57,1.29,53.07,48.67,17.39,46.52,10.42,50.0,5.71,57.12,11.52,52.05,5.36,50.39,50.83,18.16,54.34,12.17,50.0,5.71,42.88,8.65,31.93,3.29,47.97,50.16,17.92,48.47,10.85,50.0,5.71,56.09,11.31,70.04,7.21,53.01,35.67,12.75,38.69,8.66,50.0,5.71,34.42,6.94,76.1,7.84,41.89,46.89,16.75,34.78,7.79,50.0,5.71,48.99,9.88,57.22,5.89,46.02
202606010103,2026-06-01,01,3R,daily,66.9,23.9,44.56,9.98,50.0,5.71,50.0,10.08,50.0,5.15,54.82,48.67,17.39,42.61,9.54,50.0,5.71,50.0,10.08,50.0,5.15,47.87,50.83,18.16,44.56,9.98,50.0,5.71,50.0,10.08,50.0,5.15,49.08,50.16,17.92,52.38,11.73,50.0,5.71,50.0,10.08,50.0,5.15,50.59,46.89,16.75,48.47,10.85,50.0,5.71,50.0,10.08,50.0,5.15,48.55,35.67,12.75,50.43,11.29,50.0,5.71,50.0,10.08,50.0,5.15,44.98
202606010103,2026-06-01,01,3R,realtime,66.9,23.9,44.56,9.98,50.0,5.71,65.59,13.22,12.57,1.29,54.11,48.67,17.39,42.61,9.54,50.0,5.71,49.24,9.93,52.05,5.36,47.93,50.83,18.16,44.56,9.98,50.0,5.71,42.31,8.53,31.93,3.29,45.67,50.16,17.92,52.38,11.73,50.0,5.71,48.53,9.79,70.04,7.21,52.36,46.89,16.75,48.47,10.85,50.0,5.71,55.9,11.27,57.22,5.89,50.48,35.67,12.75,50.43,11.29,50.0,5.71,38.33,7.73,76.1,7.84,45.31
202606010104,2026-06-01,01,4R,daily,66.9,23.9,32.83,7.35,50.0,5.71,50.0,10.08,50.0,5.15,52.19,48.67,17.39,44.56,9.98,50.0,5.71,50.0,10.08,50.0,5.15,48.31,50.83,18.16,44.56,9.98,50.0,5.71,50.0,10.08,50.0,5.15,49.08,50.16,17.92,73.9,16.55,50.0,5.71,50.0,10.08,50.0,5.15,55.41,46.89,16.75,48.47,10.85,50.0,5.71,50.0,10.08,50.0,5.15,48.55,35.67,12.75,64.12,14.36,50.0,5.71,50.0,10.08,50.0,5.15,48.04
202606010104,2026-06-01,01,4R,realtime,66.9,23.9,32.83,7.35,50.0,5.71,66.54,13.42,12.57,1.29,51.67,48.67,17.39,44.56,9.98,50.0,5.71,51.51,10.39,52.05,5.36,48.82,50.83,18.16,44.56,9.98,50.0,5.71,33.37,6.73,31.93,3.29,43.87,50.16,17.92,73.9,16.55,50.0,5.71,41.86,8.44,70.04,7.21,55.83,46.89,16.75,48.47,10.85,50.0,5.71,50.6,10.2,57.22,5.89,49.41,35.67,12.75,64.12,14.36,50.0,5.71,56.05,11.3,76.1,7.84,51.95
202606010105,2026-06-01,01,5R,daily,66.9,23.9,52.38,11.73,50.0,5.71,50.0,10.08,50.0,5.15,56.57,48.67,17.39,46.52,10.42,50.0,5.71,50.0,10.08,50.0,5.15,48.74,50.83,18.16,52.38,11.73,50.0,5.71,50.0,10.08,50.0,5.15,50.83,50.16,17.92,48.47,10.85,50.0,5.71,50.0,10.08,50.0,5.15,49.72,46.89,16.75,42.61,9.54,50.0,5.71,50.0,10.08,50.0,5.15,47.23,35.67,12.75,50.43,11.29,50.0,5.71,50.0,10.08,50.0,5.15,44.98
202606010105,2026-06-01,01,5R,realtime,66.9,23.9,52.38,11.73,50.0,5.71,62.39,12.58,12.57,1.29,55.22,48.67,17.39,46.52,10.42,50.0,5.71,41.06,8.28,52.05,5.36,47.15,50.83,18.16,52.38,11.73,50.0,5.71,38.63,7.79,31.93,3.29,46.68,50.16,17.92,48.47,10.85,50.0,5.71,54.04,10.9,70.04,7.21,52.59,46.89,16.75,42.61,9.54,50.0,5.71,43.15,8.7,57.22,5.89,46.6,35.67,12.75,50.43,11.29,50.0,5.71,60.65,12.23,76.1,7.84,49.81
