レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202606070101,2026-06-07,01,1R,daily,66.9,23.9,44.56,9.98,57.91,6.61,50.0,10.08,50.0,5.15,55.72,48.67,17.39,44.56,9.98,48.01,5.48,50.0,10.08,50.0,5.15,48.08,50.83,18.16,54.34,12.17,33.9,3.87,50.0,10.08,50.0,5.15,49.43,50.16,17.92,44.56,9.98,54.13,6.18,50.0,10.08,50.0,5.15,49.31,46.89,16.75,42.61,9.54,52.16,5.96,50.0,10.08,50.0,5.15,47.48,35.67,12.75,38.69,8.66,61.48,7.02,50.0,10.08,50.0,5.15,43.66
202606070101,2026-06-07,01,1R,realtime,66.9,23.9,44.56,9.98,57.91,6.61,72.3,14.58,43.24,4.45,59.52,48.67,17.39,44.56,9.98,48.01,5.48,64.26,12.96,46.94,4.83,50.64,50.83,18.16,54.34,12.17,33.9,3.87,38.53,7.77,34.25,3.53,45.5,50.16,17.92,44.56,9.98,54.13,6.18,43.42,8.76,62.99,6.49,49.32,46.89,16.75,42.61,9.54,52.16,5.96,40.16,8.1,52.06,5.36,45.71,35.67,12.75,38.69,8.66,61.48,7.02,41.24,8.31,60.43,6.22,42.97
202606070102,2026-06-07,01,2R,daily,66.9,23.9,46.52,10.42,48.7,5.56,50.0,10.08,50.0,5.15,55.11,48.67,17.39,52.38,11.73,58.89,6.72,50.0,10.08,50.0,5.15,51.07,50.83,18.16,48.47,10.85,51.42,5.87,50.0,10.08,50.0,5.15,50.12,50.16,17.92,48.47,10.85,61.28,7.0,50.0,10.08,50.0,5.15,51.0,46.89,16.75,48.47,10.85,44.69,5.1,50.0,10.08,50.0,5.15,47.94,35.67,12.75,44.56,9.98,60.83,6.95,50.0,10.08,50.0,5.15,44.9
202606070102,2026-06-07,01,2R,realtime,66.9,23.9,46.52,10.42,48.7,5.56,53.04,10.69,43.24,4.45,55.03,48.67,17.39,52.38,11.73,58.89,6.72,49.58,10.0,46.94,4.83,50.67,50.83,18.16,48.47,10.85,51.42,5.87,52.25,10.54,34.25,3.53,48.95,50.16,17.92,48.47,10.85,61.28,7.0,52.19,10.52,62.99,6.49,52.78,46.89,16.75,48.47,10.85,44.69,5.1,45.4,9.15,52.06,5.36,47.23,35.67,12.75,44.56,9.98,60.83,6.95,47.47,9.57,60.43,6.22,45.46
202606070103,2026-06-07,01,3R,daily,66.9,23.9,42.61,9.54,40.13,4.58,50.0,10.08,50.0,5.15,53.25,48.67,17.39,81.72,18.3,34.9,3.99,50.0,10.08,50.0,5.15,54.9,50.83,18.16,44.56,9.98,51.38,5.87,50.0,10.08,50.0,5.15,49.24,50.16,17.92,42.61,9.54,49.29,5.63,50.0,10.08,50.0,5.15,48.32,46.89,16.75,44.56,9.98,52.62,6.01,50.0,10.08,50.0,5.15,47.97,35.67,12.75,34.78,7.79,51.4,5.87,50.0,10.08,50.0,5.15,41.63
202606070103,2026-06-07,01,3R,realtime,66.9,23.9,42.61,9.54,40.13,4.58,61.06,12.31,47.59,4.9,55.24,48.67,17.39,81.72,18.3,34.9,3.99,35.73,7.2,46.3,4.77,51.65,50.83,18.16,44.56,9.98,51.38,5.87,48.8,9.84,36.34,3.74,47.59,50.16,17.92,42.61,9.54,49.29,5.63,45.79,9.23,60.2,6.2,48.52,46.89,16.75,44.56,9.98,52.62,6.01,44.97,9.07,51.21,5.27,47.08,35.67,12.75,34.78,7.79,51.4,5.87,63.58,12.82,58.27,6.0,45.22
202606070104,2026-06-07,01,4R,daily,66.9,23.9,44.56,9.98,61.16,6.98,50.0,10.08,50.0,5.15,56.09,48.67,17.39,48.47,10.85,45.78,5.23,50.0,10.08,50.0,5.15,48.7,50.83,18.16,60.21,13.48,51.44,5.87,50.0,10.08,50.0,5.15,52.75,50.16,17.92,50.43,11.29,55.1,6.29,50.0,10.08,50.0,5.15,50.74,46.89,16.75,48.47,10.85,35.13,4.01,50.0,10.08,50.0,5.15,46.85,35.67,12.75,42.61,9.54,58.23,6.65,50.0,10.08,50.0,5.15,44.16
202606070104,2026-06-07,01,4R,realtime,50.83,18.16,44.56,9.98,61.16,6.98,67.09,13.53,40.12,4.13,52.78,50.16,17.92,48.47,10.85,45.78,5.23,57.39,11.57,63.45,6.53,52.11,66.9,23.9,60.21,13.48,51.44,5.87,50.91,10.26,44.83,4.62,58.14,46.89,16.75,50.43,11.29,55.1,6.29,50.13,10.11,52.81,5.44,49.88,35.67,12.75,48.47,10.85,35.13,4.01,31.21,6.29,56.09,5.77,39.68,48.67,17.39,42.61,9.54,58.23,6.65,43.18,8.71,42.62,4.39,46.67
202606070105,2026-06-07,01,5R,daily,66.9,23.9,44.56,9.98,41.23,4.71,50.0,10.08,50.0,5.15,53.82,48.67,17.39,54.34,12.17,56.67,6.47,50.0,10.08,50.0,5.15,51.26,50.83,18.16,50.43,11.29,43.66,4.99,50.0,10.08,50.0,5.15,49.67,50.16,17.92,42.61,9.54,33.84,3.86,50.0,10.08,50.0,5.15,46.56,46.89,16.75,38.69,8.66,61.48,7.02,50.0,10.08,50.0,5.15,47.67,35.67,12.75,60.21,13.48,58.23,6.65,50.0,10.08,50.0,5.15,48.11
202606070105,2026-06-07,01,5R,realtime,66.9,23.9,44.56,9.98,41.23,4.71,45.89,9.25,44.83,4.62,52.46,48.67,17.39,54.34,12.17,56.67,6.47,64.38,12.98,42.62,4.39,53.4,50.83,18.16,50.43,11.29,43.66,4.99,68.69,13.85,40.12,4.13,52.42,50.16,17.92,42.61,9.54,33.84,3.86,42.41,8.55,63.45,6.53,46.41,46.89,16.75,38.69,8.66,61.48,7.02,34.78,7.01,52.81,5.44,44.89,35.67,12.75,60.21,13.48,58.23,6.65,43.77,8.83,56.09,5.77,47.48
