レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202608030101,2026-08-03,01,1R,daily,67.48,24.37,38.32,8.61,35.16,4.21,50.0,10.57,50.0,4.15,51.91,48.7,17.59,42.36,9.51,49.14,5.89,50.0,10.57,50.0,4.15,47.71,50.93,18.39,40.34,9.06,36.49,4.37,50.0,10.57,50.0,4.15,46.55,50.24,18.14,36.31,8.15,44.51,5.33,50.0,10.57,50.0,4.15,46.35,46.87,16.93,52.44,11.78,36.33,4.35,50.0,10.57,50.0,4.15,47.78,35.31,12.75,40.34,9.06,36.88,4.42,50.0,10.57,50.0,4.15,40.95
202608030102,2026-08-03,01,2R,daily,67.48,24.37,40.34,9.06,37.43,4.48,50.0,10.57,50.0,4.15,52.64,48.7,17.59,44.38,9.97,65.05,7.79,50.0,10.57,50.0,4.15,50.07,50.93,18.39,50.43,11.33,48.36,5.79,50.0,10.57,50.0,4.15,50.23,50.24,18.14,38.32,8.61,69.05,8.27,50.0,10.57,50.0,4.15,49.75,46.87,16.93,44.38,9.97,54.96,6.58,50.0,10.57,50.0,4.15,48.2,35.31,12.75,46.39,10.42,41.87,5.01,50.0,10.57,50.0,4.15,42.91
202608030103,2026-08-03,01,3R,daily,67.48,24.37,44.38,9.97,45.51,5.45,50.0,10.57,50.0,4.15,54.51,48.7,17.59,48.41,10.87,35.73,4.28,50.0,10.57,50.0,4.15,47.46,50.93,18.39,46.39,10.42,66.16,7.93,50.0,10.57,50.0,4.15,51.46,50.24,18.14,36.31,8.15,53.46,6.4,50.0,10.57,50.0,4.15,47.42,46.87,16.93,48.41,10.87,55.95,6.7,50.0,10.57,50.0,4.15,49.23,35.31,12.75,46.39,10.42,59.61,7.14,50.0,10.57,50.0,4.15,45.04
202608030104,2026-08-03,01,4R,daily,67.48,24.37,40.34,9.06,43.0,5.15,50.0,10.57,50.0,4.15,53.31,48.7,17.59,38.32,8.61,39.67,4.75,50.0,10.57,50.0,4.15,45.67,50.93,18.39,42.36,9.51,55.04,6.59,50.0,10.57,50.0,4.15,49.22,50.24,18.14,46.39,10.42,59.98,7.18,50.0,10.57,50.0,4.15,50.47,46.87,16.93,48.41,10.87,53.52,6.41,50.0,10.57,50.0,4.15,48.93,35.31,12.75,48.41,10.87,50.59,6.06,50.0,10.57,50.0,4.15,44.41
202608030105,2026-08-03,01,5R,daily,67.48,24.37,42.36,9.51,52.95,6.34,50.0,10.57,50.0,4.15,54.95,48.7,17.59,40.34,9.06,51.25,6.14,50.0,10.57,50.0,4.15,47.51,50.93,18.39,52.44,11.78,52.6,6.3,50.0,10.57,50.0,4.15,51.2,50.24,18.14,48.41,10.87,41.97,5.03,50.0,10.57,50.0,4.15,48.77,46.87,16.93,36.31,8.15,44.51,5.33,50.0,10.57,50.0,4.15,45.14,35.31,12.75,44.38,9.97,66.4,7.95,50.0,10.57,50.0,4.15,45.4
202608030106,2026-08-03,01,6R,daily,67.48,24.37,42.36,9.51,49.14,5.89,50.0,10.57,50.0,4.15,54.49,48.7,17.59,42.36,9.51,55.1,6.6,50.0,10.57,50.0,4.15,48.42,50.93,18.39,46.39,10.42,39.49,4.73,50.0,10.57,50.0,4.15,48.27,50.24,18.14,42.36,9.51,62.87,7.53,50.0,10.57,50.0,4.15,49.91,46.87,16.93,48.41,10.87,46.05,5.52,50.0,10.57,50.0,4.15,48.04,35.31,12.75,44.38,9.97,60.69,7.27,50.0,10.57,50.0,4.15,44.71
202608030107,2026-08-03,01,7R,daily,67.48,24.37,38.32,8.61,51.34,6.15,50.0,10.57,50.0,4.15,53.85,48.7,17.59,40.34,9.06,36.88,4.42,50.0,10.57,50.0,4.15,45.79,50.93,18.39,52.44,11.78,62.08,7.44,50.0,10.57,50.0,4.15,52.33,50.24,18.14,44.38,9.97,54.96,6.58,50.0,10.57,50.0,4.15,49.42,46.87,16.93,56.48,12.69,46.57,5.58,50.0,10.57,50.0,4.15,49.91,35.31,12.75,50.43,11.33,40.98,4.91,50.0,10.57,50.0,4.15,43.71
202608030108,2026-08-03,01,8R,daily,67.48,24.37,42.36,9.51,57.53,6.89,50.0,10.57,50.0,4.15,55.5,48.7,17.59,54.46,12.23,44.15,5.29,50.0,10.57,50.0,4.15,49.83,50.93,18.39,44.38,9.97,45.57,5.46,50.0,10.57,50.0,4.15,48.54,50.24,18.14,40.34,9.06,37.43,4.48,50.0,10.57,50.0,4.15,46.41,46.87,16.93,40.34,9.06,43.0,5.15,50.0,10.57,50.0,4.15,45.86,35.31,12.75,42.36,9.51,43.19,5.17,50.0,10.57,50.0,4.15,42.16
202608030109,2026-08-03,01,9R,daily,67.48,24.37,38.32,8.61,69.05,8.27,50.0,10.57,50.0,4.15,55.97,48.7,17.59,46.39,10.42,52.26,6.26,50.0,10.57,50.0,4.15,48.99,50.93,18.39,44.38,9.97,66.4,7.95,50.0,10.57,50.0,4.15,51.04,50.24,18.14,48.41,10.87,35.73,4.28,50.0,10.57,50.0,4.15,48.02,46.87,16.93,40.34,9.06,36.49,4.37,50.0,10.57,50.0,4.15,45.08,35.31,12.75,38.32,8.61,39.67,4.75,50.0,10.57,50.0,4.15,40.83
202608030110,2026-08-03,01,10R,daily,67.48,24.37,42.36,9.51,62.87,7.53,50.0,10.57,50.0,4.15,56.14,48.7,17.59,48.41,10.87,53.52,6.41,50.0,10.57,50.0,4.15,49.6,50.93,18.39,48.41,10.87,41.97,5.03,50.0,10.57,50.0,4.15,49.02,50.24,18.14,44.38,9.97,53.28,6.38,50.0,10.57,50.0,4.15,49.22,46.87,16.93,36.31,8.15,53.46,6.4,50.0,10.57,50.0,4.15,46.21,35.31,12.75,46.39,10.42,50.19,6.01,50.0,10.57,50.0,4.15,43.91
