レースコード,レース日,レース場コード,レース回,艇1_選手名,艇1_枠番別勝率,艇1_枠番別平均ST,艇1_枠番別平均スタート順,艇1_過去1走_着順,艇1_過去1走_進入,艇1_過去1走_グレード,艇1_過去2走_着順,艇1_過去2走_進入,艇1_過去2走_グレード,艇1_過去3走_着順,艇1_過去3走_進入,艇1_過去3走_グレード,艇1_過去4走_着順,艇1_過去4走_進入,艇1_過去4走_グレード,艇1_過去5走_着順,艇1_過去5走_進入,艇1_過去5走_グレード,艇1_過去6走_着順,艇1_過去6走_進入,艇1_過去6走_グレード,艇1_過去7走_着順,艇1_過去7走_進入,艇1_過去7走_グレード,艇1_過去8走_着順,艇1_過去8走_進入,艇1_過去8走_グレード,艇1_過去9走_着順,艇1_過去9走_進入,艇1_過去9走_グレード,艇1_過去10走_着順,艇1_過去10走_進入,艇1_過去10走_グレード,艇2_選手名,艇2_枠番別勝率,艇2_枠番別平均ST,艇2_枠番別平均スタート順,艇2_過去1走_着順,艇2_過去1走_進入,艇2_過去1走_グレード,艇2_過去2走_着順,艇2_過去2走_進入,艇2_過去2走_グレード,艇2_過去3走_着順,艇2_過去3走_進入,艇2_過去3走_グレード,艇2_過去4走_着順,艇2_過去4走_進入,艇2_過去4走_グレード,艇2_過去5走_着順,艇2_過去5走_進入,艇2_過去5走_グレード,艇2_過去6走_着順,艇2_過去6走_進入,艇2_過去6走_グレード,艇2_過去7走_着順,艇2_過去7走_進入,艇2_過去7走_グレード,艇2_過去8走_着順,艇2_過去8走_進入,艇2_過去8走_グレード,艇2_過去9走_着順,艇2_過去9走_進入,艇2_過去9走_グレード,艇2_過去10走_着順,艇2_過去10走_進入,艇2_過去10走_グレード,艇3_選手名,艇3_枠番別勝率,艇3_枠番別平均ST,艇3_枠番別平均スタート順,艇3_過去1走_着順,艇3_過去1走_進入,艇3_過去1走_グレード,艇3_過去2走_着順,艇3_過去2走_進入,艇3_過去2走_グレード,艇3_過去3走_着順,艇3_過去3走_進入,艇3_過去3走_グレード,艇3_過去4走_着順,艇3_過去4走_進入,艇3_過去4走_グレード,艇3_過去5走_着順,艇3_過去5走_進入,艇3_過去5走_グレード,艇3_過去6走_着順,艇3_過去6走_進入,艇3_過去6走_グレード,艇3_過去7走_着順,艇3_過去7走_進入,艇3_過去7走_グレード,艇3_過去8走_着順,艇3_過去8走_進入,艇3_過去8走_グレード,艇3_過去9走_着順,艇3_過去9走_進入,艇3_過去9走_グレード,艇3_過去10走_着順,艇3_過去10走_進入,艇3_過去10走_グレード,艇4_選手名,艇4_枠番別勝率,艇4_枠番別平均ST,艇4_枠番別平均スタート順,艇4_過去1走_着順,艇4_過去1走_進入,艇4_過去1走_グレード,艇4_過去2走_着順,艇4_過去2走_進入,艇4_過去2走_グレード,艇4_過去3走_着順,艇4_過去3走_進入,艇4_過去3走_グレード,艇4_過去4走_着順,艇4_過去4走_進入,艇4_過去4走_グレード,艇4_過去5走_着順,艇4_過去5走_進入,艇4_過去5走_グレード,艇4_過去6走_着順,艇4_過去6走_進入,艇4_過去6走_グレード,艇4_過去7走_着順,艇4_過去7走_進入,艇4_過去7走_グレード,艇4_過去8走_着順,艇4_過去8走_進入,艇4_過去8走_グレード,艇4_過去9走_着順,艇4_過去9走_進入,艇4_過去9走_グレード,艇4_過去10走_着順,艇4_過去10走_進入,艇4_過去10走_グレード,艇5_選手名,艇5_枠番別勝率,艇5_枠番別平均ST,艇5_枠番別平均スタート順,艇5_過去1走_着順,艇5_過去1走_進入,艇5_過去1走_グレード,艇5_過去2走_着順,艇5_過去2走_進入,艇5_過去2走_グレード,艇5_過去3走_着順,艇5_過去3走_進入,艇5_過去3走_グレード,艇5_過去4走_着順,艇5_過去4走_進入,艇5_過去4走_グレード,艇5_過去5走_着順,艇5_過去5走_進入,艇5_過去5走_グレード,艇5_過去6走_着順,艇5_過去6走_進入,艇5_過去6走_グレード,艇5_過去7走_着順,艇5_過去7走_進入,艇5_過去7走_グレード,艇5_過去8走_着順,艇5_過去8走_進入,艇5_過去8走_グレード,艇5_過去9走_着順,艇5_過去9走_進入,艇5_過去9走_グレード,艇5_過去10走_着順,艇5_過去10走_進入,艇5_過去10走_グレード,艇6_選手名,艇6_枠番別勝率,艇6_枠番別平均ST,艇6_枠番別平均スタート順,艇6_過去1走_着順,艇6_過去1走_進入,艇6_過去1走_グレード,艇6_過去2走_着順,艇6_過去2走_進入,艇6_過去2走_グレード,艇6_過去3走_着順,艇6_過去3走_進入,艇6_過去3走_グレード,艇6_過去4走_着順,艇6_過去4走_進入,艇6_過去4走_グレード,艇6_過去5走_着順,艇6_過去5走_進入,艇6_過去5走_グレード,艇6_過去6走_着順,艇6_過去6走_進入,艇6_過去6走_グレード,艇6_過去7走_着順,艇6_過去7走_進入,艇6_過去7走_グレード,艇6_過去8走_着順,艇6_過去8走_進入,艇6_過去8走_グレード,艇6_過去9走_着順,艇6_過去9走_進入,艇6_過去9走_グレード,艇6_過去10走_着順,艇6_過去10走_進入,艇6_過去10走_グレード
202609210101,2026-09-21,01,01R,飯塚 響,4.0,0.2,4.6,6,,G3,6,2,IP,4,,G3,1,,IP,1,,IP,F,,IP,5,,G3,1,,IP,6,,IP,6,,IP,福島 陽子,3.5,0.21,5.1,5,,IP,4,,IP,5,,G3,3,,G3,5,,IP,5,,IP,3,,IP,6,,G3,3,,G3,4,,IP,西澤 日花里,3.6,0.2,4.6,6,,IP,4,,IP,4,,IP,5,,IP,5,,IP,5,,IP,2,,IP,6,,IP,4,,IP,2,,IP,大廣 咲季,4.9,0.18,2.6,2,,IP,4,,IP,6,6,IP,3,,IP,2,,IP,5,,IP,3,,G3,5,,G3,1,,IP,5,,IP,阿部 未侑,1.9,0.23,4.6,3,6,IP,5,6,IP,6,,IP,4,6,IP,5,,IP,6,,IP,F,6,IP,5,,IP,6,6,IP,F,6,IP,高石 梨菜,4.4,0.2,4.2,1,,IP,5,,IP,3,,IP,5,,IP,5,,IP,4,,IP,3,4,G3,5,,IP,4,,IP,3,5,G3
202609210102,2026-09-21,01,02R,加藤 優弥,7.6,0.11,1.3,1,,IP,1,,IP,2,,IP,4,,IP,4,,IP,1,,IP,1,,IP,1,,IP,F,,IP,1,,IP,中村 駿平,3.1,0.19,3.6,6,,IP,4,,IP,3,,IP,5,,IP,4,3,IP,6,,IP,6,,IP,3,,IP,4,3,IP,5,,IP,奈須 啓太,6.3,0.11,1.7,1,,IP,1,,IP,1,,IP,5,,IP,6,,IP,4,,IP,2,,IP,2,,IP,2,,IP,5,5,G3,篠田 優也,4.7,0.12,2.8,3,,IP,6,,IP,4,,IP,3,,IP,5,,IP,3,,IP,5,,IP,3,,IP,3,,IP,2,,IP,藤生 雄人,4.7,0.21,4.3,5,,IP,6,6,IP,4,,IP,2,,IP,2,,IP,2,,IP,3,,IP,3,,IP,5,,IP,5,,IP,藤本 元輝,2.1,0.25,5.7,5,5,IP,6,,IP,3,,IP,4,,IP,5,,IP,6,,IP,5,,IP,6,,IP,6,,IP,6,,IP
202609210103,2026-09-21,01,03R,森 陽多,5.2,0.18,4.3,5,,IP,1,,IP,5,,G3,2,,G3,4,,IP,3,,G3,6,,IP,2,,IP,6,,IP,1,,IP,蜂須 瑞生,5.8,0.16,3.2,5,,G1,4,,IP,6,,IP,1,,IP,4,,IP,1,,IP,2,,IP,3,,IP,1,,IP,5,,IP,樋口 由加里,4.7,0.19,3.3,4,,IP,2,,IP,4,,IP,6,,IP,3,,G3,2,,G3,2,,G3,5,,IP,5,4,IP,4,,IP,市川 瑚幸,1.3,0.24,3.9,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,G3,4,6,G3,5,,IP,6,6,IP,転,5,IP,小野 桜,3.8,0.16,3.1,欠,,IP,3,,IP,5,,IP,1,,IP,6,6,IP,2,,IP,5,,IP,6,,IP,4,,G3,4,,G3,若狭 奈美子,3.2,0.19,3.9,5,,IP,3,5,IP,5,,IP,5,,IP,6,,G1,4,,IP,4,,G3,5,,G3,4,,IP,4,,IP
202609210104,2026-09-21,01,04R,北川 幸典,9.0,0.16,3.3,2,,IP,1,,G3,2,,IP,1,,IP,1,,IP,2,,IP,3,,IP,1,,IP,1,,IP,1,,IP,柴田 直哉,6.3,0.18,3.8,1,,IP,3,,IP,4,,IP,3,,IP,4,,IP,1,,IP,6,,IP,1,,IP,1,,IP,5,5,IP,武田 光史,5.9,0.15,3.3,3,,IP,3,,IP,2,,G3,2,,IP,2,,IP,2,,IP,3,,G3,6,,IP,5,,G3,3,4,IP,大澤 普司,4.5,0.16,3.7,2,3,IP,2,3,IP,4,,IP,6,,IP,5,,IP,3,,IP,5,,IP,2,,G3,4,,IP,6,,IP,港 理樹,3.5,0.18,4.1,2,,IP,6,,IP,5,,IP,6,6,IP,3,,IP,6,,IP,5,,IP,4,6,IP,5,6,IP,2,6,IP,吉田 慎二郎,4.0,0.17,3.9,6,,IP,3,,IP,3,,IP,3,,IP,6,,IP,2,,IP,F,,IP,2,,IP,6,,IP,6,,IP
202609210105,2026-09-21,01,05R,大澤 真菜,6.4,0.17,3.2,2,,IP,2,,IP,1,,IP,2,,G3,2,,IP,6,,IP,4,,IP,6,,IP,2,,IP,2,,IP,湯淺 紀香,4.6,0.18,3.4,6,,IP,5,,IP,2,,IP,4,,IP,1,,G3,4,,G3,5,,G3,6,,G3,2,,IP,3,,IP,嶋田 有里,4.0,0.15,2.6,5,,IP,6,,IP,5,,G3,5,,G3,2,,IP,6,,IP,3,,G3,3,,G3,4,4,IP,2,,G3,高石 梨菜,4.1,0.21,3.8,5,,IP,4,5,IP,2,,IP,5,,IP,5,,G3,6,,IP,4,,IP,3,,G3,1,,IP,5,,IP,西澤 日花里,2.0,0.19,3.3,6,,IP,2,,IP,6,,IP,6,,IP,4,,IP,6,,G3,6,,IP,6,,IP,6,,G3,6,,IP,松尾 夏海,5.6,0.16,3.3,5,,IP,5,,IP,3,,G1,1,5,IP,3,5,G3,6,,G3,3,,IP,4,,IP,2,,IP,1,,IP
202609210106,2026-09-21,01,06R,田中 豪,8.1,0.14,3.1,6,,IP,2,,IP,2,,IP,1,,IP,1,,IP,1,,IP,2,,IP,1,,IP,2,,IP,2,,IP,菊池 峰晴,3.7,0.23,3.7,6,,IP,5,,IP,4,,IP,6,,IP,2,,IP,5,4,IP,3,,IP,6,,IP,4,,IP,2,,IP,小林 孝彰,4.8,0.17,3.7,6,,G3,6,,IP,2,,IP,2,,IP,4,,IP,2,4,IP,2,,G3,5,,G3,3,,IP,5,,IP,山下 流心,4.2,0.15,3.4,2,5,IP,4,,IP,5,,IP,F,2,IP,5,,IP,4,,IP,2,,IP,4,,IP,3,,IP,4,,G3,加藤 優弥,5.4,0.17,4.2,1,,IP,3,,IP,3,,IP,3,,IP,5,,IP,5,,IP,4,4,IP,4,,IP,3,,IP,3,,IP,小川 晃司,5.7,0.14,3.2,5,,IP,4,,IP,2,,IP,2,,IP,1,,IP,2,,IP,6,,IP,4,,IP,2,,IP,4,,IP
202609210107,2026-09-21,01,07R,藤原 菜希,9.0,0.16,3.8,1,,IP,3,,IP,1,,IP,1,,IP,1,,G3,2,,G3,1,,G3,1,,IP,3,,IP,1,,IP,大豆生田 蒼,7.0,0.18,3.6,1,,IP,5,,IP,2,,IP,2,,IP,2,,IP,3,,IP,3,,IP,4,,IP,2,,IP,1,,IP,若狭 奈美子,6.5,0.15,2.8,6,,IP,5,,IP,3,,IP,1,,IP,2,,G1,3,,G1,2,,IP,3,,G3,3,,G3,1,,IP,阿部 未侑,1.11,0.3,5.4,5,,IP,6,,IP,6,,IP,6,,IP,6,5,IP,6,6,IP,6,6,IP,6,6,IP,6,6,IP,,,IP,飯塚 響,3.6,0.17,3.2,3,,IP,4,,IP,6,,G3,4,,G3,6,6,IP,5,,IP,3,,IP,5,6,IP,4,,IP,3,,G3,中澤 里桜,1.1,0.27,5.4,5,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP
202609210108,2026-09-21,01,08R,浜本 裕己,8.2,0.14,3.1,1,,IP,1,,IP,2,,IP,1,,IP,F,,IP,1,,IP,1,,IP,1,,IP,1,,IP,4,,IP,藤本 元輝,4.9,0.19,4.4,5,,IP,3,,IP,6,,IP,2,,IP,6,,IP,3,,IP,1,,IP,3,,IP,2,,IP,6,,IP,村上 宗太郎,4.56,0.15,3.9,F,4,IP,4,,IP,3,,IP,3,,IP,1,,IP,4,,IP,エ,,IP,5,,IP,2,,IP,6,,IP,楠原 正剛,5.0,0.15,2.3,2,,IP,3,,IP,4,5,IP,3,,IP,3,,IP,2,,IP,4,,IP,5,,IP,4,,G3,5,,G3,岡村 仁,5.2,0.17,3.8,1,,IP,5,,IP,4,,IP,4,,IP,3,,IP,4,,IP,6,,IP,3,,G2,3,,IP,2,,IP,柴田 直哉,4.1,0.19,4.7,3,,IP,3,,IP,4,5,IP,3,,IP,6,,IP,3,,IP,5,,IP,5,,IP,5,5,IP,3,,IP
202609210109,2026-09-21,01,09R,金田 幸子,8.0,0.17,3.8,1,,IP,1,,IP,3,,IP,4,,G3,1,,G3,1,,G3,5,,IP,1,,G3,2,,IP,1,,IP,大廣 咲季,2.7,0.17,4.1,5,,IP,5,,IP,6,,IP,6,,IP,2,,IP,5,,IP,6,,IP,転,,G3,2,,IP,5,,IP,北村 寧々,6.1,0.15,3.0,2,,IP,4,,IP,6,,IP,4,,IP,1,,G3,3,,G3,4,,IP,1,,IP,1,,IP,4,,IP,島倉 都,2.6,0.15,2.3,5,,IP,4,,IP,4,,IP,6,,IP,4,,G3,5,,G3,6,,G3,4,,G3,5,,IP,5,,IP,市川 瑚幸,1.2,0.19,3.6,5,,IP,6,,IP,6,,IP,6,,G3,6,,G3,6,6,G3,6,4,IP,5,,IP,6,,IP,6,,IP,蜂須 瑞生,3.9,0.21,4.0,5,,G1,6,,IP,2,,IP,4,5,IP,3,,IP,6,,IP,4,,IP,4,,IP,4,,IP,4,,IP
202609210110,2026-09-21,01,10R,藤生 雄人,7.6,0.16,2.3,6,2,IP,1,,IP,3,,IP,2,,IP,1,,IP,1,,IP,1,,IP,1,,IP,6,,IP,1,,IP,山下 流心,4.5,0.21,4.4,4,,IP,4,,IP,3,,IP,6,,IP,5,,IP,2,,IP,3,,IP,3,,IP,4,,IP,4,,IP,田中 辰彦,5.2,0.15,3.4,2,,IP,3,,IP,5,,IP,6,,IP,1,,IP,6,,IP,4,,IP,2,,IP,5,,IP,1,,IP,武田 光史,5.0,0.13,2.2,2,,IP,6,,IP,2,,G3,6,,G3,3,,IP,1,,IP,6,,G3,6,,G3,2,,IP,3,,IP,小川 晃司,4.9,0.17,3.6,2,6,IP,2,6,IP,4,6,IP,5,6,IP,6,6,IP,2,6,IP,3,6,IP,2,6,IP,5,6,G3,5,6,G3,奈須 啓太,1.9,0.14,2.7,5,,IP,5,,IP,6,,IP,5,,IP,5,,IP,6,5,IP,4,,IP,6,,IP,5,5,IP,5,,IP
