レースコード,レース日,レース場コード,レース回,艇1_選手名,艇1_枠番別勝率,艇1_枠番別平均ST,艇1_枠番別平均スタート順,艇1_過去1走_着順,艇1_過去1走_進入,艇1_過去1走_グレード,艇1_過去2走_着順,艇1_過去2走_進入,艇1_過去2走_グレード,艇1_過去3走_着順,艇1_過去3走_進入,艇1_過去3走_グレード,艇1_過去4走_着順,艇1_過去4走_進入,艇1_過去4走_グレード,艇1_過去5走_着順,艇1_過去5走_進入,艇1_過去5走_グレード,艇1_過去6走_着順,艇1_過去6走_進入,艇1_過去6走_グレード,艇1_過去7走_着順,艇1_過去7走_進入,艇1_過去7走_グレード,艇1_過去8走_着順,艇1_過去8走_進入,艇1_過去8走_グレード,艇1_過去9走_着順,艇1_過去9走_進入,艇1_過去9走_グレード,艇1_過去10走_着順,艇1_過去10走_進入,艇1_過去10走_グレード,艇2_選手名,艇2_枠番別勝率,艇2_枠番別平均ST,艇2_枠番別平均スタート順,艇2_過去1走_着順,艇2_過去1走_進入,艇2_過去1走_グレード,艇2_過去2走_着順,艇2_過去2走_進入,艇2_過去2走_グレード,艇2_過去3走_着順,艇2_過去3走_進入,艇2_過去3走_グレード,艇2_過去4走_着順,艇2_過去4走_進入,艇2_過去4走_グレード,艇2_過去5走_着順,艇2_過去5走_進入,艇2_過去5走_グレード,艇2_過去6走_着順,艇2_過去6走_進入,艇2_過去6走_グレード,艇2_過去7走_着順,艇2_過去7走_進入,艇2_過去7走_グレード,艇2_過去8走_着順,艇2_過去8走_進入,艇2_過去8走_グレード,艇2_過去9走_着順,艇2_過去9走_進入,艇2_過去9走_グレード,艇2_過去10走_着順,艇2_過去10走_進入,艇2_過去10走_グレード,艇3_選手名,艇3_枠番別勝率,艇3_枠番別平均ST,艇3_枠番別平均スタート順,艇3_過去1走_着順,艇3_過去1走_進入,艇3_過去1走_グレード,艇3_過去2走_着順,艇3_過去2走_進入,艇3_過去2走_グレード,艇3_過去3走_着順,艇3_過去3走_進入,艇3_過去3走_グレード,艇3_過去4走_着順,艇3_過去4走_進入,艇3_過去4走_グレード,艇3_過去5走_着順,艇3_過去5走_進入,艇3_過去5走_グレード,艇3_過去6走_着順,艇3_過去6走_進入,艇3_過去6走_グレード,艇3_過去7走_着順,艇3_過去7走_進入,艇3_過去7走_グレード,艇3_過去8走_着順,艇3_過去8走_進入,艇3_過去8走_グレード,艇3_過去9走_着順,艇3_過去9走_進入,艇3_過去9走_グレード,艇3_過去10走_着順,艇3_過去10走_進入,艇3_過去10走_グレード,艇4_選手名,艇4_枠番別勝率,艇4_枠番別平均ST,艇4_枠番別平均スタート順,艇4_過去1走_着順,艇4_過去1走_進入,艇4_過去1走_グレード,艇4_過去2走_着順,艇4_過去2走_進入,艇4_過去2走_グレード,艇4_過去3走_着順,艇4_過去3走_進入,艇4_過去3走_グレード,艇4_過去4走_着順,艇4_過去4走_進入,艇4_過去4走_グレード,艇4_過去5走_着順,艇4_過去5走_進入,艇4_過去5走_グレード,艇4_過去6走_着順,艇4_過去6走_進入,艇4_過去6走_グレード,艇4_過去7走_着順,艇4_過去7走_進入,艇4_過去7走_グレード,艇4_過去8走_着順,艇4_過去8走_進入,艇4_過去8走_グレード,艇4_過去9走_着順,艇4_過去9走_進入,艇4_過去9走_グレード,艇4_過去10走_着順,艇4_過去10走_進入,艇4_過去10走_グレード,艇5_選手名,艇5_枠番別勝率,艇5_枠番別平均ST,艇5_枠番別平均スタート順,艇5_過去1走_着順,艇5_過去1走_進入,艇5_過去1走_グレード,艇5_過去2走_着順,艇5_過去2走_進入,艇5_過去2走_グレード,艇5_過去3走_着順,艇5_過去3走_進入,艇5_過去3走_グレード,艇5_過去4走_着順,艇5_過去4走_進入,艇5_過去4走_グレード,艇5_過去5走_着順,艇5_過去5走_進入,艇5_過去5走_グレード,艇5_過去6走_着順,艇5_過去6走_進入,艇5_過去6走_グレード,艇5_過去7走_着順,艇5_過去7走_進入,艇5_過去7走_グレード,艇5_過去8走_着順,艇5_過去8走_進入,艇5_過去8走_グレード,艇5_過去9走_着順,艇5_過去9走_進入,艇5_過去9走_グレード,艇5_過去10走_着順,艇5_過去10走_進入,艇5_過去10走_グレード,艇6_選手名,艇6_枠番別勝率,艇6_枠番別平均ST,艇6_枠番別平均スタート順,艇6_過去1走_着順,艇6_過去1走_進入,艇6_過去1走_グレード,艇6_過去2走_着順,艇6_過去2走_進入,艇6_過去2走_グレード,艇6_過去3走_着順,艇6_過去3走_進入,艇6_過去3走_グレード,艇6_過去4走_着順,艇6_過去4走_進入,艇6_過去4走_グレード,艇6_過去5走_着順,艇6_過去5走_進入,艇6_過去5走_グレード,艇6_過去6走_着順,艇6_過去6走_進入,艇6_過去6走_グレード,艇6_過去7走_着順,艇6_過去7走_進入,艇6_過去7走_グレード,艇6_過去8走_着順,艇6_過去8走_進入,艇6_過去8走_グレード,艇6_過去9走_着順,艇6_過去9走_進入,艇6_過去9走_グレード,艇6_過去10走_着順,艇6_過去10走_進入,艇6_過去10走_グレード
202609200101,2026-09-20,01,01R,菊池 峰晴,5.6,0.2,3.9,2,,IP,5,,IP,4,,IP,1,,IP,2,,IP,3,,IP,3,,IP,5,,IP,転,,IP,1,,IP,浜先 真範,7.6,0.08,2.5,2,,IP,2,,IP,1,,IP,1,,IP,2,,IP,3,,IP,1,3,IP,5,,IP,2,,IP,3,,IP,加藤 優弥,5.7,0.14,2.6,3,,IP,4,,IP,4,,IP,1,,IP,6,,IP,4,,IP,2,,IP,1,,IP,2,,IP,5,4,IP,奈須 啓太,5.1,0.14,2.2,6,,IP,2,,IP,4,,IP,5,,IP,3,,IP,4,,IP,4,,IP,2,,IP,5,,IP,1,2,IP,田中 辰彦,4.3,0.18,3.4,F,,IP,4,,IP,4,,IP,6,,IP,2,,IP,3,,IP,3,,IP,2,,IP,5,,IP,4,,IP,港 理樹,3.5,0.19,3.5,6,,IP,3,,IP,5,,IP,5,,IP,2,,IP,6,,IP,2,,IP,4,,IP,6,,G3,5,,IP
202609200102,2026-09-20,01,02R,小野 桜,5.6,0.2,3.6,4,,IP,4,,IP,1,,IP,5,,IP,3,,IP,3,,G3,5,,IP,3,,IP,2,,IP,2,,G3,大澤 真菜,2.9,0.19,3.5,3,,IP,4,,IP,6,3,IP,5,,IP,6,,IP,5,,G3,6,,G3,5,,IP,5,,IP,2,,IP,金田 幸子,5.2,0.17,3.5,2,,IP,6,,IP,4,,IP,5,,G3,1,,IP,1,,G3,6,,G3,2,,G3,5,,G3,3,,G3,湯淺 紀香,4.56,0.17,4.1,5,,IP,3,,IP,2,,IP,2,,IP,5,,G3,6,,G3,5,,IP,転,,IP,3,,IP,3,,IP,森 陽多,3.3,0.13,2.6,6,,IP,6,6,IP,2,,IP,6,,IP,6,,G3,6,,IP,1,,G3,2,,G3,6,6,IP,6,6,IP,阿部 未侑,1.5,0.21,4.6,6,,IP,6,,IP,5,,IP,5,,IP,6,,IP,6,,IP,4,,IP,6,,IP,6,,IP,6,,IP
202609200103,2026-09-20,01,03R,柴田 直哉,6.1,0.17,3.7,5,,IP,1,,IP,5,,IP,1,,IP,4,,IP,1,,IP,2,,IP,1,,IP,4,,IP,6,4,IP,浜本 裕己,4.7,0.13,2.7,4,,IP,4,,IP,6,,IP,2,,IP,3,,IP,5,,IP,3,,IP,4,,IP,1,,IP,5,,IP,北川 幸典,7.33,0.18,3.5,2,,IP,3,,IP,2,,G3,転,,IP,2,,IP,3,,IP,2,,IP,1,,IP,3,,IP,3,,IP,藤生 雄人,5.3,0.17,3.5,2,,IP,3,,IP,4,,IP,4,,IP,6,,IP,4,,IP,2,,IP,3,5,IP,3,,IP,3,,IP,小林 孝彰,4.7,0.21,4.2,3,4,G3,5,,G3,5,,IP,2,,IP,3,,IP,3,6,G3,5,,G3,1,,IP,4,6,IP,6,,IP,田中 豪,4.6,0.19,4.1,4,,IP,3,,IP,6,,IP,3,,IP,3,,IP,3,,IP,4,,IP,4,5,IP,2,,IP,6,,IP
202609200104,2026-09-20,01,04R,福島 陽子,6.1,0.21,4.7,3,,IP,5,,G3,1,,IP,1,,G3,6,,IP,5,,G3,3,,G3,3,,G3,1,,G3,2,,G3,津田 裕絵,7.4,0.15,2.6,1,,IP,3,,IP,3,,IP,2,,IP,1,,IP,1,,IP,2,,IP,5,,IP,3,,IP,2,,IP,島倉 都,4.2,0.15,3.1,3,,IP,4,,IP,6,,IP,1,,G3,2,,G3,6,,G3,6,,IP,3,,IP,6,,IP,4,,IP,北村 寧々,4.5,0.16,3.2,5,,IP,2,,IP,6,,IP,4,,G3,3,,G3,4,,IP,4,,IP,5,,IP,2,,IP,3,,IP,大豆生田 蒼,3.2,0.17,3.8,4,,IP,6,,IP,5,,IP,2,,IP,6,,IP,6,,IP,3,,IP,6,,IP,3,,IP,5,,IP,西澤 日花里,2.1,0.19,4.7,6,,IP,6,,IP,4,5,IP,4,,IP,6,,G3,3,,G3,6,,G3,6,,G3,6,,G3,6,,IP
202609200105,2026-09-20,01,05R,楠原 正剛,6.3,0.13,2.6,1,,IP,1,,IP,6,,IP,1,,IP,F,,IP,5,,IP,2,,IP,1,,IP,1,,IP,5,,IP,吉田 慎二郎,4.8,0.15,3.5,4,,IP,6,,IP,2,,IP,2,,IP,4,,IP,3,3,IP,5,,G3,6,,G3,3,,IP,2,,IP,篠田 優也,7.0,0.12,2.9,4,,IP,2,4,IP,3,,IP,1,,IP,5,,IP,2,,IP,2,4,IP,2,,IP,1,4,IP,3,,IP,菊池 峰晴,2.9,0.17,4.0,5,,IP,4,,IP,6,,IP,4,,IP,5,,IP,5,,IP,5,,IP,3,,IP,5,,IP,4,5,IP,山下 流心,4.0,0.16,4.6,6,,IP,6,,IP,2,,IP,6,,IP,6,,IP,2,,IP,2,,IP,4,,IP,4,,G3,4,,IP,里岡 右貴,4.7,0.16,3.9,3,,IP,4,,IP,4,,IP,2,,IP,5,,IP,5,,IP,4,,IP,3,,IP,4,,IP,3,5,IP
202609200106,2026-09-20,01,06R,蜂須 瑞生,7.5,0.14,3.2,3,,G1,1,,IP,1,,IP,4,,IP,1,,IP,2,,IP,1,,IP,F,,IP,1,,IP,3,,IP,嶋田 有里,4.3,0.21,5.0,4,,IP,4,,IP,3,,G3,4,,IP,6,,IP,4,,G3,2,,G3,5,,IP,3,,IP,4,,G3,大澤 真菜,2.9,0.19,3.5,5,,IP,2,,IP,6,,IP,5,,IP,5,2,IP,6,,G3,3,,G3,5,,IP,6,,IP,4,,IP,飯塚 響,2.67,0.18,3.5,4,,G3,5,,IP,落,,IP,6,,G3,6,,G3,4,3,IP,5,,IP,2,,IP,6,,IP,6,,IP,大廣 咲季,3.1,0.19,3.2,3,,IP,5,,IP,4,,IP,5,,IP,6,,IP,6,,IP,4,,IP,5,,IP,2,4,G3,6,,IP,樋口 由加里,3.5,0.15,2.0,6,,IP,5,,IP,4,,IP,5,,G3,5,,IP,4,,IP,4,,IP,4,,IP,4,,IP,2,,IP
202609200107,2026-09-20,01,07R,奈須 啓太,8.4,0.13,1.7,2,,IP,1,,IP,1,,IP,1,,IP,1,,IP,5,,IP,4,,IP,1,,IP,1,,IP,1,,IP,村上 宗太郎,6.8,0.15,2.4,1,,IP,4,3,IP,1,,IP,3,,IP,3,,IP,3,3,IP,5,,IP,2,,IP,2,,IP,2,,IP,大澤 普司,6.3,0.15,2.5,3,,IP,1,,IP,3,,IP,4,,IP,3,,IP,1,,IP,3,,IP,6,,G3,2,,IP,3,,IP,北川 幸典,5.89,0.15,3.4,転,,IP,3,,IP,1,,G3,6,,G3,4,,IP,2,,IP,1,,IP,5,,IP,3,,IP,3,,IP,藤本 元輝,3.4,0.14,3.5,2,,IP,6,,IP,6,,IP,5,,IP,5,,IP,6,,IP,1,,IP,5,,IP,6,4,IP,3,,IP,小川 晃司,5.9,0.13,3.2,4,,IP,2,,IP,2,,IP,1,,IP,2,,IP,6,,IP,4,,IP,2,,IP,4,,IP,4,,IP
202609200108,2026-09-20,01,08R,松尾 夏海,8.6,0.16,3.9,5,,IP,1,,IP,1,,IP,1,,G1,2,,G1,2,,IP,1,,G3,1,,G3,1,,IP,3,,IP,高石 梨菜,6.1,0.14,3.2,2,,IP,4,,IP,1,,IP,1,,IP,3,,IP,5,,IP,6,,IP,2,,IP,2,,G3,4,,IP,津田 裕絵,6.1,0.19,4.0,2,,IP,6,,IP,1,,IP,1,,IP,1,,IP,1,,IP,3,,IP,5,,IP,5,,IP,5,,IP,金田 幸子,4.5,0.18,3.8,6,,IP,4,,IP,5,,IP,4,5,IP,1,,G3,5,,IP,2,,IP,3,,G3,5,,G3,3,,G3,櫻本 あゆみ,4.6,0.17,3.6,6,,IP,5,6,IP,2,,IP,6,,IP,4,,G1,3,,G1,1,,G3,5,,G3,5,,G2,4,,G2,市川 瑚幸,1.6,0.21,4.2,6,,IP,5,,IP,6,,G3,6,,G3,6,,G3,6,,G3,6,,IP,3,,IP,6,,IP,6,,IP
202609200109,2026-09-20,01,09R,武田 光史,8.78,0.17,3.3,1,,IP,2,,G3,3,,IP,欠,,IP,1,,G3,4,,G3,1,,G3,1,,IP,1,,IP,1,,IP,篠田 優也,6.8,0.15,3.8,2,,IP,4,,IP,4,,IP,2,,IP,1,,IP,3,,IP,4,,IP,3,,IP,2,,IP,1,,IP,楠原 正剛,6.11,0.17,2.4,3,,IP,3,,IP,1,,IP,落,,IP,6,,IP,2,,IP,4,,IP,2,,IP,2,,IP,4,,IP,中村 駿平,3.1,0.14,2.3,6,,IP,5,,IP,2,,IP,5,,IP,6,,IP,5,,IP,4,,IP,2,,IP,6,,IP,5,,IP,浜本 裕己,4.6,0.11,2.1,4,,IP,2,,IP,5,,IP,2,,IP,4,,IP,3,,IP,4,6,IP,5,,IP,4,,IP,4,,IP,浜先 真範,5.4,0.12,1.6,4,,IP,4,,IP,2,,IP,3,5,IP,3,,IP,4,,IP,4,5,IP,4,,IP,4,,IP,1,,IP
202609200110,2026-09-20,01,10R,大豆生田 蒼,9.4,0.13,3.7,1,,IP,1,,IP,2,,IP,1,,IP,1,,IP,2,,IP,2,,IP,1,,IP,1,,IP,1,,IP,樋口 由加里,6.2,0.16,2.9,1,,IP,2,,IP,6,,IP,2,,G3,2,,IP,3,,IP,6,,IP,1,,IP,4,,IP,3,,IP,湯淺 紀香,6.2,0.18,3.2,2,,IP,2,,IP,2,,G3,5,,G3,3,,G3,3,,IP,4,,IP,2,,IP,4,,IP,2,,IP,小野 桜,4.3,0.17,3.9,6,,IP,4,,IP,3,,IP,4,,IP,2,,IP,5,,IP,4,,G3,3,,IP,3,,IP,5,,IP,島倉 都,2.5,0.2,3.8,5,,IP,6,,IP,6,,G3,5,,G3,4,,IP,2,,IP,4,,IP,6,,IP,6,,IP,6,,IP,中澤 里桜,1.3,0.27,5.2,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,4,,G3
