レースコード,レース日,レース場コード,レース回,艇1_選手名,艇1_枠番別勝率,艇1_枠番別平均ST,艇1_枠番別平均スタート順,艇1_過去1走_着順,艇1_過去1走_進入,艇1_過去1走_グレード,艇1_過去2走_着順,艇1_過去2走_進入,艇1_過去2走_グレード,艇1_過去3走_着順,艇1_過去3走_進入,艇1_過去3走_グレード,艇1_過去4走_着順,艇1_過去4走_進入,艇1_過去4走_グレード,艇1_過去5走_着順,艇1_過去5走_進入,艇1_過去5走_グレード,艇1_過去6走_着順,艇1_過去6走_進入,艇1_過去6走_グレード,艇1_過去7走_着順,艇1_過去7走_進入,艇1_過去7走_グレード,艇1_過去8走_着順,艇1_過去8走_進入,艇1_過去8走_グレード,艇1_過去9走_着順,艇1_過去9走_進入,艇1_過去9走_グレード,艇1_過去10走_着順,艇1_過去10走_進入,艇1_過去10走_グレード,艇2_選手名,艇2_枠番別勝率,艇2_枠番別平均ST,艇2_枠番別平均スタート順,艇2_過去1走_着順,艇2_過去1走_進入,艇2_過去1走_グレード,艇2_過去2走_着順,艇2_過去2走_進入,艇2_過去2走_グレード,艇2_過去3走_着順,艇2_過去3走_進入,艇2_過去3走_グレード,艇2_過去4走_着順,艇2_過去4走_進入,艇2_過去4走_グレード,艇2_過去5走_着順,艇2_過去5走_進入,艇2_過去5走_グレード,艇2_過去6走_着順,艇2_過去6走_進入,艇2_過去6走_グレード,艇2_過去7走_着順,艇2_過去7走_進入,艇2_過去7走_グレード,艇2_過去8走_着順,艇2_過去8走_進入,艇2_過去8走_グレード,艇2_過去9走_着順,艇2_過去9走_進入,艇2_過去9走_グレード,艇2_過去10走_着順,艇2_過去10走_進入,艇2_過去10走_グレード,艇3_選手名,艇3_枠番別勝率,艇3_枠番別平均ST,艇3_枠番別平均スタート順,艇3_過去1走_着順,艇3_過去1走_進入,艇3_過去1走_グレード,艇3_過去2走_着順,艇3_過去2走_進入,艇3_過去2走_グレード,艇3_過去3走_着順,艇3_過去3走_進入,艇3_過去3走_グレード,艇3_過去4走_着順,艇3_過去4走_進入,艇3_過去4走_グレード,艇3_過去5走_着順,艇3_過去5走_進入,艇3_過去5走_グレード,艇3_過去6走_着順,艇3_過去6走_進入,艇3_過去6走_グレード,艇3_過去7走_着順,艇3_過去7走_進入,艇3_過去7走_グレード,艇3_過去8走_着順,艇3_過去8走_進入,艇3_過去8走_グレード,艇3_過去9走_着順,艇3_過去9走_進入,艇3_過去9走_グレード,艇3_過去10走_着順,艇3_過去10走_進入,艇3_過去10走_グレード,艇4_選手名,艇4_枠番別勝率,艇4_枠番別平均ST,艇4_枠番別平均スタート順,艇4_過去1走_着順,艇4_過去1走_進入,艇4_過去1走_グレード,艇4_過去2走_着順,艇4_過去2走_進入,艇4_過去2走_グレード,艇4_過去3走_着順,艇4_過去3走_進入,艇4_過去3走_グレード,艇4_過去4走_着順,艇4_過去4走_進入,艇4_過去4走_グレード,艇4_過去5走_着順,艇4_過去5走_進入,艇4_過去5走_グレード,艇4_過去6走_着順,艇4_過去6走_進入,艇4_過去6走_グレード,艇4_過去7走_着順,艇4_過去7走_進入,艇4_過去7走_グレード,艇4_過去8走_着順,艇4_過去8走_進入,艇4_過去8走_グレード,艇4_過去9走_着順,艇4_過去9走_進入,艇4_過去9走_グレード,艇4_過去10走_着順,艇4_過去10走_進入,艇4_過去10走_グレード,艇5_選手名,艇5_枠番別勝率,艇5_枠番別平均ST,艇5_枠番別平均スタート順,艇5_過去1走_着順,艇5_過去1走_進入,艇5_過去1走_グレード,艇5_過去2走_着順,艇5_過去2走_進入,艇5_過去2走_グレード,艇5_過去3走_着順,艇5_過去3走_進入,艇5_過去3走_グレード,艇5_過去4走_着順,艇5_過去4走_進入,艇5_過去4走_グレード,艇5_過去5走_着順,艇5_過去5走_進入,艇5_過去5走_グレード,艇5_過去6走_着順,艇5_過去6走_進入,艇5_過去6走_グレード,艇5_過去7走_着順,艇5_過去7走_進入,艇5_過去7走_グレード,艇5_過去8走_着順,艇5_過去8走_進入,艇5_過去8走_グレード,艇5_過去9走_着順,艇5_過去9走_進入,艇5_過去9走_グレード,艇5_過去10走_着順,艇5_過去10走_進入,艇5_過去10走_グレード,艇6_選手名,艇6_枠番別勝率,艇6_枠番別平均ST,艇6_枠番別平均スタート順,艇6_過去1走_着順,艇6_過去1走_進入,艇6_過去1走_グレード,艇6_過去2走_着順,艇6_過去2走_進入,艇6_過去2走_グレード,艇6_過去3走_着順,艇6_過去3走_進入,艇6_過去3走_グレード,艇6_過去4走_着順,艇6_過去4走_進入,艇6_過去4走_グレード,艇6_過去5走_着順,艇6_過去5走_進入,艇6_過去5走_グレード,艇6_過去6走_着順,艇6_過去6走_進入,艇6_過去6走_グレード,艇6_過去7走_着順,艇6_過去7走_進入,艇6_過去7走_グレード,艇6_過去8走_着順,艇6_過去8走_進入,艇6_過去8走_グレード,艇6_過去9走_着順,艇6_過去9走_進入,艇6_過去9走_グレード,艇6_過去10走_着順,艇6_過去10走_進入,艇6_過去10走_グレード
202609040201,2026-09-04,02,01R,関口 智久,7.4,0.16,3.7,5,2,IP,3,,IP,1,,IP,2,,IP,1,,IP,3,2,IP,1,,IP,1,,IP,4,,IP,2,,IP,鐘ヶ江 真司,4.7,0.16,3.0,4,,IP,4,,IP,2,,IP,6,,IP,5,,IP,5,,IP,1,,IP,2,,IP,3,,IP,5,,IP,中山 雄太,3.4,0.15,2.9,6,,IP,4,,IP,4,4,IP,6,,IP,落,,IP,3,,IP,3,,IP,5,,IP,4,,IP,3,,IP,櫻井 隼,2.0,0.17,3.6,5,5,IP,3,5,IP,5,,IP,6,,IP,6,,IP,5,,IP,6,,IP,5,,IP,5,6,IP,6,5,IP,上村 宏太,5.2,0.16,3.9,1,,IP,5,,IP,2,,IP,4,,IP,2,,IP,4,,IP,4,,IP,4,,IP,4,,IP,4,,IP,小澤 学,2.3,0.27,5.8,4,,IP,5,,IP,6,,IP,6,,IP,5,5,IP,5,,IP,4,,IP,4,,IP,5,,IP,6,,IP
202609040202,2026-09-04,02,02R,宇野 博之,4.9,0.21,4.1,2,,IP,6,,IP,3,,IP,2,,IP,4,,IP,4,,IP,3,,IP,6,,IP,6,,IP,1,,IP,森 雄利,3.8,0.17,3.7,4,,IP,5,,IP,6,3,IP,6,,IP,3,,IP,2,,IP,2,,IP,5,,IP,5,,IP,4,,IP,海野 康志郎,6.9,0.12,3.5,6,,IP,1,,IP,2,,IP,4,,IP,6,1,G2,2,2,G2,1,,IP,2,,IP,1,,SG,4,2,G1,田邉 亮蔵,2.8,0.16,4.1,5,,IP,3,5,IP,5,,IP,3,,IP,6,5,IP,5,,IP,5,,IP,6,,IP,5,,IP,4,,IP,木下 大將,6.2,0.16,3.3,2,4,IP,2,,IP,4,,IP,4,,IP,3,,IP,1,,IP,5,,IP,3,,G3,4,,G3,1,,G3,柴田 光,5.1,0.18,3.5,4,2,IP,5,3,G3,6,2,G3,5,1,IP,1,2,IP,5,2,IP,3,2,IP,2,3,IP,3,2,IP,1,2,IP
202609040203,2026-09-04,02,03R,森 晋太郎,9.3,0.11,1.8,1,,IP,4,,IP,1,,IP,2,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,島田 賢人,7.3,0.17,3.7,3,,IP,2,,IP,1,3,IP,2,,IP,4,,IP,3,,G2,6,,G2,1,,IP,1,,IP,2,,IP,齊藤 仁,6.2,0.18,3.3,3,,SG,3,,SG,6,,G2,3,,G2,4,,IP,3,,IP,3,,IP,2,,G3,1,,G3,5,,G1,藤生 雄人,4.4,0.16,3.5,4,,IP,4,,IP,6,,IP,4,,IP,2,,IP,3,5,IP,3,,IP,3,,IP,4,,IP,6,,IP,原田 雄次,5.7,0.21,4.9,6,6,IP,4,,IP,5,,IP,2,,IP,2,,IP,2,,IP,3,,IP,2,,IP,4,,IP,2,,IP,金子 怜央,1.6,0.11,2.4,6,,IP,5,,IP,6,,IP,6,,IP,6,,IP,5,,IP,6,,IP,5,,IP,6,,IP,4,,IP
202609040204,2026-09-04,02,04R,鈴木 猛,6.8,0.21,3.5,2,,IP,3,,IP,2,,IP,5,,IP,1,,IP,2,,IP,4,,G3,1,,IP,5,,IP,1,,IP,重富 伸也,3.1,0.18,3.8,3,,IP,6,,IP,F,4,IP,6,,IP,5,,IP,3,,IP,4,,IP,2,,IP,5,,IP,6,,IP,井上 忠政,6.3,0.13,2.7,3,,IP,4,,IP,1,,IP,4,,SG,2,,SG,2,,IP,2,,IP,5,,G2,5,,G2,4,,G1,郷原 章平,5.3,0.16,2.8,6,,IP,4,,IP,2,3,IP,1,,IP,4,,IP,3,,IP,3,,IP,5,,IP,5,,IP,1,,IP,三村 岳人,4.9,0.16,2.6,6,,IP,2,,IP,1,,IP,4,,IP,3,,IP,2,,IP,5,6,IP,4,,IP,4,,IP,5,,IP,小川 晃司,5.5,0.16,3.3,2,,IP,1,,IP,2,,IP,6,,IP,4,,IP,2,,IP,4,,IP,4,,IP,5,,IP,3,,IP
202609040205,2026-09-04,02,05R,岡瀬 正人,8.4,0.14,3.3,1,,IP,1,,IP,4,,IP,4,,IP,2,,IP,1,,IP,2,,IP,1,,IP,1,,IP,1,,IP,山崎 昂介,6.1,0.16,4.1,2,,IP,1,,IP,4,,IP,4,,IP,5,,IP,2,,IP,1,,IP,3,,IP,6,,IP,2,,IP,加藤 啓太,3.9,0.15,3.7,4,,IP,6,,IP,5,,IP,4,,IP,4,,IP,3,4,IP,4,,IP,5,,IP,4,,IP,2,,IP,椎名 豊,8.1,0.13,2.0,1,,SG,4,,IP,1,,IP,3,,IP,1,3,IP,1,,IP,2,,IP,3,,IP,3,,IP,2,,IP,櫻井 隼,1.5,0.2,4.5,4,,IP,6,6,IP,5,,IP,6,,IP,6,,IP,6,6,IP,6,,IP,5,,IP,6,,IP,6,6,IP,岩津 徹郎,3.1,0.19,4.3,6,,IP,4,,IP,5,,IP,3,,IP,5,,IP,5,5,IP,4,,IP,5,,IP,5,,IP,3,,IP
202609040206,2026-09-04,02,06R,杢野 誓良,7.7,0.14,3.2,2,,IP,2,,IP,4,,IP,1,,IP,2,,IP,1,,IP,2,,IP,6,,IP,1,,IP,1,,IP,佐藤 翼,5.7,0.14,3.8,4,,SG,6,,SG,6,,IP,1,,G2,4,,SG,4,,SG,4,,G1,6,,SG,2,,G1,3,,G1,柴田 光,5.5,0.15,2.8,1,,IP,6,,IP,2,,IP,3,,G3,2,,G3,F,2,IP,2,,IP,2,,IP,4,,IP,6,,G1,小澤 学,4.4,0.23,5.0,4,,IP,5,,IP,3,,IP,3,,IP,3,,IP,4,,IP,3,,IP,4,,IP,5,,IP,4,,IP,山崎 善庸,4.6,0.2,4.5,4,,IP,3,,IP,4,,IP,3,,IP,3,,IP,3,,IP,4,,IP,5,6,IP,3,4,IP,5,,IP,安河内鈴之介,4.9,0.15,2.7,6,,IP,2,,IP,6,,IP,3,,G3,2,5,IP,3,,IP,妨,,IP,3,,IP,4,,IP,2,,IP
202609040207,2026-09-04,02,07R,藤原 碧生,4.6,0.24,4.9,3,,IP,1,,G3,5,,G3,5,,IP,5,,IP,1,,G3,1,,G3,6,,G1,F,,SG,6,,G1,尾道 佳諭,5.2,0.12,3.1,1,,IP,3,,IP,2,,IP,3,,IP,1,,IP,6,,IP,5,,IP,3,,IP,5,,IP,6,,IP,鐘ヶ江 真司,4.6,0.18,2.7,F,,IP,4,,IP,2,,IP,2,,IP,4,,IP,3,,IP,転,,IP,3,,IP,3,,IP,4,,IP,宇野 博之,2.8,0.2,3.9,6,,IP,5,,IP,2,5,IP,5,,IP,3,,IP,5,,IP,5,,IP,5,,IP,6,,IP,5,,IP,金子 怜央,1.5,0.14,3.4,6,,IP,6,6,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,4,,IP,5,,IP,5,,IP,中井 俊祐,2.8,0.13,2.3,6,,IP,6,,IP,6,,IP,3,,IP,2,,IP,6,,IP,4,,IP,6,,IP,6,,IP,4,,IP
202609040208,2026-09-04,02,08R,畔柳 俊吾,5.7,0.19,4.1,3,,IP,6,,IP,6,,IP,2,,IP,2,,IP,2,,IP,1,,IP,3,,IP,2,,IP,6,,IP,中山 雄太,5.8,0.16,2.7,6,,IP,5,,IP,5,,IP,2,,IP,2,,IP,3,,IP,1,,IP,2,,IP,5,,IP,1,,IP,川添 英正,4.1,0.16,3.7,6,,IP,4,,IP,4,,IP,5,,IP,4,,IP,6,,IP,2,,IP,1,,IP,6,,IP,3,,IP,森 雄利,1.5,0.15,3.5,6,,IP,6,,IP,5,,IP,5,6,IP,6,,IP,5,,IP,6,5,IP,6,,IP,5,,IP,5,5,IP,野村 誠,5.0,0.13,2.4,5,,IP,5,,IP,3,,IP,2,,IP,3,,IP,4,,IP,3,,IP,2,,IP,4,,IP,4,,IP,井上 忠政,5.0,0.15,4.3,3,,IP,6,,SG,6,,SG,1,4,IP,3,,IP,2,,G2,5,,G1,6,,G1,4,5,G1,5,,G1
202609040209,2026-09-04,02,09R,木幡 純也,5.7,0.19,4.0,4,2,IP,2,,IP,4,,IP,3,,IP,2,,IP,6,,IP,3,,IP,2,,IP,5,,IP,1,,IP,岡瀬 正人,7.5,0.17,3.1,2,,IP,2,,IP,6,,IP,1,,IP,5,,IP,1,,IP,2,,IP,2,,IP,2,,IP,1,,IP,重富 伸也,4.1,0.18,3.3,1,,IP,6,,IP,2,,IP,6,,IP,4,,IP,2,,IP,6,,IP,5,,IP,5,,IP,4,,IP,木下 大將,4.5,0.14,4.2,4,,IP,2,,IP,6,,IP,2,,IP,2,3,IP,4,,IP,6,,IP,3,,IP,6,2,G3,4,,G3,島田 賢人,4.8,0.11,2.6,2,,IP,6,,IP,3,,IP,4,,IP,2,,G2,6,,G2,3,,IP,3,,IP,4,,IP,5,6,IP,萬 正嗣,1.8,0.18,3.9,4,,IP,6,,G3,5,,G3,6,,IP,5,,IP,4,,IP,6,,IP,6,,IP,6,,IP,6,,IP
202609040210,2026-09-04,02,10R,三村 岳人,9.2,0.13,3.2,3,,IP,1,,IP,1,,IP,2,,IP,1,,IP,1,,IP,1,,IP,2,,IP,1,,IP,1,,IP,島川 海輝,6.2,0.13,2.5,4,,IP,1,,IP,2,,IP,5,,IP,3,,IP,3,,IP,3,,IP,2,,IP,5,,G3,2,,IP,山崎 善庸,2.8,0.15,3.9,6,,IP,5,,IP,3,,IP,6,,IP,6,,IP,5,,IP,3,4,IP,6,,IP,3,4,IP,5,,IP,加藤 啓太,4.5,0.16,2.7,5,,IP,3,,IP,6,,IP,3,,IP,1,,IP,3,5,IP,4,5,IP,4,,IP,4,,IP,5,5,IP,関口 智久,3.3,0.16,3.7,6,,IP,6,6,IP,4,,IP,5,,IP,1,,IP,2,,IP,5,,IP,6,,IP,4,,IP,F,6,IP,海野 康志郎,6.1,0.12,2.8,3,2,IP,3,,IP,2,,IP,2,1,G2,4,,IP,6,,SG,2,5,SG,4,2,SG,4,2,G1,6,,G1
