レースコード,レース日,レース場コード,レース回,艇1_選手名,艇1_枠番別勝率,艇1_枠番別平均ST,艇1_枠番別平均スタート順,艇1_過去1走_着順,艇1_過去1走_進入,艇1_過去1走_グレード,艇1_過去2走_着順,艇1_過去2走_進入,艇1_過去2走_グレード,艇1_過去3走_着順,艇1_過去3走_進入,艇1_過去3走_グレード,艇1_過去4走_着順,艇1_過去4走_進入,艇1_過去4走_グレード,艇1_過去5走_着順,艇1_過去5走_進入,艇1_過去5走_グレード,艇1_過去6走_着順,艇1_過去6走_進入,艇1_過去6走_グレード,艇1_過去7走_着順,艇1_過去7走_進入,艇1_過去7走_グレード,艇1_過去8走_着順,艇1_過去8走_進入,艇1_過去8走_グレード,艇1_過去9走_着順,艇1_過去9走_進入,艇1_過去9走_グレード,艇1_過去10走_着順,艇1_過去10走_進入,艇1_過去10走_グレード,艇2_選手名,艇2_枠番別勝率,艇2_枠番別平均ST,艇2_枠番別平均スタート順,艇2_過去1走_着順,艇2_過去1走_進入,艇2_過去1走_グレード,艇2_過去2走_着順,艇2_過去2走_進入,艇2_過去2走_グレード,艇2_過去3走_着順,艇2_過去3走_進入,艇2_過去3走_グレード,艇2_過去4走_着順,艇2_過去4走_進入,艇2_過去4走_グレード,艇2_過去5走_着順,艇2_過去5走_進入,艇2_過去5走_グレード,艇2_過去6走_着順,艇2_過去6走_進入,艇2_過去6走_グレード,艇2_過去7走_着順,艇2_過去7走_進入,艇2_過去7走_グレード,艇2_過去8走_着順,艇2_過去8走_進入,艇2_過去8走_グレード,艇2_過去9走_着順,艇2_過去9走_進入,艇2_過去9走_グレード,艇2_過去10走_着順,艇2_過去10走_進入,艇2_過去10走_グレード,艇3_選手名,艇3_枠番別勝率,艇3_枠番別平均ST,艇3_枠番別平均スタート順,艇3_過去1走_着順,艇3_過去1走_進入,艇3_過去1走_グレード,艇3_過去2走_着順,艇3_過去2走_進入,艇3_過去2走_グレード,艇3_過去3走_着順,艇3_過去3走_進入,艇3_過去3走_グレード,艇3_過去4走_着順,艇3_過去4走_進入,艇3_過去4走_グレード,艇3_過去5走_着順,艇3_過去5走_進入,艇3_過去5走_グレード,艇3_過去6走_着順,艇3_過去6走_進入,艇3_過去6走_グレード,艇3_過去7走_着順,艇3_過去7走_進入,艇3_過去7走_グレード,艇3_過去8走_着順,艇3_過去8走_進入,艇3_過去8走_グレード,艇3_過去9走_着順,艇3_過去9走_進入,艇3_過去9走_グレード,艇3_過去10走_着順,艇3_過去10走_進入,艇3_過去10走_グレード,艇4_選手名,艇4_枠番別勝率,艇4_枠番別平均ST,艇4_枠番別平均スタート順,艇4_過去1走_着順,艇4_過去1走_進入,艇4_過去1走_グレード,艇4_過去2走_着順,艇4_過去2走_進入,艇4_過去2走_グレード,艇4_過去3走_着順,艇4_過去3走_進入,艇4_過去3走_グレード,艇4_過去4走_着順,艇4_過去4走_進入,艇4_過去4走_グレード,艇4_過去5走_着順,艇4_過去5走_進入,艇4_過去5走_グレード,艇4_過去6走_着順,艇4_過去6走_進入,艇4_過去6走_グレード,艇4_過去7走_着順,艇4_過去7走_進入,艇4_過去7走_グレード,艇4_過去8走_着順,艇4_過去8走_進入,艇4_過去8走_グレード,艇4_過去9走_着順,艇4_過去9走_進入,艇4_過去9走_グレード,艇4_過去10走_着順,艇4_過去10走_進入,艇4_過去10走_グレード,艇5_選手名,艇5_枠番別勝率,艇5_枠番別平均ST,艇5_枠番別平均スタート順,艇5_過去1走_着順,艇5_過去1走_進入,艇5_過去1走_グレード,艇5_過去2走_着順,艇5_過去2走_進入,艇5_過去2走_グレード,艇5_過去3走_着順,艇5_過去3走_進入,艇5_過去3走_グレード,艇5_過去4走_着順,艇5_過去4走_進入,艇5_過去4走_グレード,艇5_過去5走_着順,艇5_過去5走_進入,艇5_過去5走_グレード,艇5_過去6走_着順,艇5_過去6走_進入,艇5_過去6走_グレード,艇5_過去7走_着順,艇5_過去7走_進入,艇5_過去7走_グレード,艇5_過去8走_着順,艇5_過去8走_進入,艇5_過去8走_グレード,艇5_過去9走_着順,艇5_過去9走_進入,艇5_過去9走_グレード,艇5_過去10走_着順,艇5_過去10走_進入,艇5_過去10走_グレード,艇6_選手名,艇6_枠番別勝率,艇6_枠番別平均ST,艇6_枠番別平均スタート順,艇6_過去1走_着順,艇6_過去1走_進入,艇6_過去1走_グレード,艇6_過去2走_着順,艇6_過去2走_進入,艇6_過去2走_グレード,艇6_過去3走_着順,艇6_過去3走_進入,艇6_過去3走_グレード,艇6_過去4走_着順,艇6_過去4走_進入,艇6_過去4走_グレード,艇6_過去5走_着順,艇6_過去5走_進入,艇6_過去5走_グレード,艇6_過去6走_着順,艇6_過去6走_進入,艇6_過去6走_グレード,艇6_過去7走_着順,艇6_過去7走_進入,艇6_過去7走_グレード,艇6_過去8走_着順,艇6_過去8走_進入,艇6_過去8走_グレード,艇6_過去9走_着順,艇6_過去9走_進入,艇6_過去9走_グレード,艇6_過去10走_着順,艇6_過去10走_進入,艇6_過去10走_グレード
202609180201,2026-09-18,02,01R,伊藤 雄二,5.4,0.17,2.8,2,,IP,1,,IP,4,,IP,1,,IP,2,,IP,4,,IP,5,6,G3,6,,IP,6,,IP,3,,IP,清水 紀克,4.4,0.15,2.6,5,,IP,5,1,IP,4,,IP,3,,IP,5,,IP,3,,IP,3,,IP,5,,IP,3,,IP,2,,IP,山本 光雄,4.6,0.15,3.6,5,4,IP,1,,IP,5,,IP,3,,IP,4,,IP,3,,IP,6,,G3,1,,G3,6,,IP,4,,IP,杉村 賢也,4.0,0.19,3.4,3,,IP,3,,IP,5,3,IP,4,2,IP,5,,IP,3,3,IP,5,6,IP,3,,IP,不,,IP,5,,IP,小松 卓司,3.1,0.18,2.6,5,,IP,4,,IP,3,,IP,4,,IP,4,,G3,6,,IP,3,6,IP,6,,IP,6,,IP,5,,IP,板頭 里緒,1.2,0.12,3.0,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,5,,IP,6,,IP,5,,IP,6,,IP,6,,IP
202609180202,2026-09-18,02,02R,福田 雅一,9.2,0.16,3.8,1,,IP,1,,IP,3,,IP,1,,IP,1,,G3,1,,IP,2,,IP,1,,IP,1,,IP,2,,IP,西野 雄貴,6.7,0.14,2.3,3,,IP,4,,IP,3,,IP,3,,IP,5,,IP,2,,IP,2,,IP,2,,IP,1,,IP,2,,IP,石川 哲秀,3.2,0.13,3.2,3,,IP,6,,IP,6,,IP,3,,IP,2,,IP,5,,IP,6,4,IP,4,,IP,6,,IP,5,,IP,飯田 庄吾,3.9,0.21,4.2,2,,IP,4,,IP,4,,IP,4,,IP,4,,IP,6,,IP,3,,IP,5,,IP,4,,IP,5,,IP,青木 幸太郎,4.3,0.13,3.4,2,,IP,5,,IP,4,,G3,4,,IP,4,,IP,3,,IP,2,,IP,6,,IP,5,4,IP,5,,IP,山本 景士郎,2.0,0.14,5.3,6,,IP,6,,IP,5,,IP,4,,IP,6,,IP,4,,IP,5,,G3,5,,G3,6,,IP,5,,IP
202609180203,2026-09-18,02,03R,佐藤 謙史朗,8.0,0.18,3.7,2,,IP,3,,IP,1,,IP,2,,IP,3,,IP,1,,IP,1,,IP,4,,IP,2,,IP,1,,IP,荒井 翔伍,7.6,0.15,2.1,1,,IP,2,,IP,4,,IP,2,,IP,1,,IP,2,,IP,2,,IP,4,,IP,1,,G3,3,,IP,下寺 秀和,7.5,0.12,1.9,2,,IP,4,,IP,4,,IP,3,,IP,2,,IP,3,,IP,3,,IP,1,,IP,1,,IP,2,,IP,岩橋 裕馬,2.9,0.13,2.8,6,,IP,4,,IP,4,,IP,4,,IP,転,,IP,5,,IP,5,,IP,4,,IP,3,,IP,5,,IP,中里 昌志,3.0,0.18,3.5,6,,IP,4,,IP,6,,IP,4,,IP,5,,IP,5,,IP,5,,IP,3,4,IP,3,4,IP,5,,IP,柘植 政浩,2.8,0.18,3.3,5,,IP,5,,IP,6,,IP,4,,IP,5,,IP,6,,IP,5,,IP,4,,IP,3,,IP,4,5,IP
202609180204,2026-09-18,02,04R,平田 さやか,7.6,0.17,2.0,1,,IP,2,,IP,5,,IP,2,,IP,4,,G3,2,,G3,1,,IP,1,,IP,2,,IP,2,,IP,出口 舞有子,4.9,0.16,2.4,3,,IP,1,,IP,5,,IP,6,,IP,1,,G3,3,4,IP,5,,IP,4,,IP,5,,IP,3,,IP,根岸 真優,4.3,0.19,3.7,3,,IP,6,,IP,4,,IP,5,,IP,4,,IP,3,,IP,5,,IP,2,,IP,2,,IP,5,,IP,龍田 真白,2.4,0.14,2.1,2,,G3,6,,G3,4,,G3,6,,G3,5,,G3,6,,G3,5,,G3,5,,IP,6,,IP,5,6,IP,土屋 実沙希,3.6,0.16,3.8,4,,IP,2,,IP,5,6,IP,6,,IP,3,,IP,6,,IP,4,,IP,4,,IP,5,,IP,4,,IP,中嶋 世奈,1.5,0.21,4.7,6,,G3,5,,G3,6,,IP,5,,IP,6,,IP,6,,IP,4,,IP,6,,IP,6,,IP,6,,IP
202609180205,2026-09-18,02,05R,黒崎 竜也,9.0,0.12,2.8,1,,IP,4,,IP,1,,IP,1,,IP,1,,G3,1,,G3,1,,IP,4,,IP,1,,G2,1,,G2,豊田 訓靖,3.8,0.2,4.2,4,,G3,5,,G3,5,,IP,3,,IP,1,,IP,6,,IP,5,,G3,3,,G3,6,,G3,4,,IP,松田 隆司,5.0,0.16,2.3,2,,IP,6,,IP,6,,IP,1,4,IP,6,4,IP,3,,IP,1,,IP,5,,IP,6,,IP,1,,IP,金田 諭,6.6,0.14,3.0,3,,IP,4,,IP,2,,IP,1,,IP,3,,IP,1,,IP,2,,IP,4,,IP,3,,IP,4,,IP,杉村 賢也,3.1,0.16,3.5,6,,IP,4,,IP,5,,IP,4,2,IP,6,4,IP,4,2,IP,3,,IP,3,,IP,5,,IP,6,,IP,長谷川 親王,2.2,0.26,5.5,5,,IP,5,,IP,6,,IP,3,5,IP,6,,IP,4,,IP,6,,IP,6,,IP,5,,G3,5,,IP
202609180206,2026-09-18,02,06R,須藤 隆雄,7.0,0.16,2.6,3,,IP,1,,IP,2,,IP,4,2,IP,2,,IP,1,,IP,1,,IP,1,,IP,4,,IP,F,,IP,林 恵祐,4.2,0.16,4.0,2,,IP,1,,IP,5,,IP,3,,G3,6,,G3,5,,IP,5,,IP,4,,IP,6,,IP,3,,IP,松尾 拓,5.1,0.16,3.5,4,4,IP,4,,G3,2,,G3,4,,G3,5,,IP,6,,IP,2,,IP,2,,IP,2,,IP,4,,IP,片岡 雅裕,6.2,0.1,2.4,2,,IP,2,,SG,2,,SG,6,,SG,6,,G1,6,,G1,2,,IP,1,3,IP,5,,G2,3,,IP,宮下 元胤,5.8,0.16,4.2,4,,IP,5,3,IP,4,4,IP,2,6,IP,2,,IP,1,4,IP,3,4,IP,3,,IP,4,,IP,3,,IP,田中 信一郎,5.3,0.18,3.3,4,,IP,6,,G3,5,,G3,3,5,IP,2,5,IP,1,,IP,3,,IP,3,5,IP,3,,IP,4,,IP
202609180207,2026-09-18,02,07R,小山 勉,7.6,0.16,3.8,1,,IP,4,,IP,F,,IP,3,,IP,3,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,森 弘行,4.8,0.2,3.9,4,,IP,5,,IP,2,,IP,2,,IP,5,3,IP,3,,IP,5,,IP,4,,IP,3,,IP,3,,IP,小松 卓司,4.3,0.15,2.7,3,,IP,6,,IP,3,,IP,5,,G3,4,,G3,4,,IP,2,,IP,4,,IP,4,,IP,4,4,IP,福田 雅一,4.2,0.16,3.3,3,,IP,5,,IP,3,,IP,2,,IP,5,5,G3,5,,G3,5,,IP,2,,IP,4,,IP,5,,IP,岩橋 裕馬,4.3,0.12,2.6,1,6,IP,2,,IP,5,,IP,4,,IP,5,,IP,4,6,IP,5,,IP,4,,IP,6,6,IP,3,,IP,林 風音,1.0,0.23,5.1,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP
202609180208,2026-09-18,02,08R,飯田 庄吾,5.8,0.17,3.3,2,,IP,3,,IP,2,,IP,5,,IP,1,,IP,6,,IP,1,,IP,6,,IP,1,,IP,5,3,IP,大場 敏,6.2,0.14,2.7,4,,IP,5,,G3,2,,G3,2,,IP,4,,IP,5,,IP,4,,IP,1,,IP,1,,IP,1,1,IP,中里 昌志,4.9,0.17,2.8,6,,IP,3,,IP,3,,IP,5,,IP,2,,IP,3,,IP,2,,IP,5,,IP,2,,IP,5,,IP,深水 慎一郎,4.1,0.14,3.4,4,5,IP,3,,IP,6,,IP,4,5,IP,6,,IP,2,,G3,4,5,G3,2,,G3,5,,IP,6,5,IP,上野 真之介,6.3,0.11,3.1,6,,G1,2,,G1,3,,IP,3,,IP,1,,IP,5,,SG,2,6,IP,3,,SG,5,,G1,3,,G1,出口 舞有子,4.9,0.15,2.9,3,,IP,3,5,IP,4,5,IP,3,5,IP,3,,G3,4,,G3,6,,IP,4,,IP,1,5,IP,5,,IP
202609180209,2026-09-18,02,09R,土屋 実沙希,8.0,0.11,2.4,2,,IP,1,,IP,2,,IP,2,,IP,1,,IP,3,,IP,1,,IP,1,,IP,3,,IP,4,,IP,柘植 政浩,7.1,0.17,3.3,2,,IP,3,,IP,3,,IP,3,,IP,2,,IP,2,,IP,3,,IP,3,,IP,2,,IP,2,,IP,横川 聖志,5.4,0.1,1.9,4,,IP,4,,IP,4,,IP,2,,IP,3,,IP,3,,IP,2,,IP,4,,IP,2,,IP,5,,IP,青木 幸太郎,5.0,0.12,2.8,4,,IP,6,,IP,6,,IP,2,,G3,2,,G3,4,,IP,3,,IP,2,,IP,5,,IP,2,,IP,清水 紀克,3.2,0.23,4.6,2,2,IP,5,1,IP,6,2,IP,5,1,IP,4,2,IP,6,4,IP,3,2,IP,5,2,IP,5,2,IP,4,3,IP,武富 智亮,4.89,0.14,3.3,6,,IP,5,,IP,2,,G3,2,,IP,2,,IP,3,,IP,5,,IP,3,,G2,エ,,G2,6,,G2
202609180210,2026-09-18,02,10R,宮下 元胤,6.8,0.19,3.5,2,,IP,4,,IP,5,,IP,1,,IP,4,,IP,1,,IP,4,,IP,3,,IP,1,,IP,1,,IP,山本 景士郎,4.8,0.18,4.8,4,,IP,5,,IP,2,,IP,3,,IP,2,,IP,5,,G3,2,,IP,6,,IP,3,,IP,5,,G1,盛本 真輔,5.8,0.17,3.0,6,1,IP,3,,IP,1,1,IP,1,,IP,6,,IP,2,,IP,5,,IP,4,,IP,2,,IP,2,,IP,荒井 翔伍,6.5,0.15,2.8,4,,IP,4,,IP,1,,IP,1,,IP,2,,IP,2,,IP,2,,IP,3,,IP,6,,IP,3,,G3,松田 隆司,4.2,0.15,3.3,3,4,IP,4,,IP,4,,IP,5,,IP,3,,IP,5,6,IP,転,,IP,2,,IP,5,,IP,2,,IP,坂本 雄紀,2.6,0.18,3.8,5,,IP,6,,IP,6,,IP,6,,IP,6,,IP,5,,IP,2,,IP,2,,IP,F,,IP,5,,IP
