レースコード,レース日,レース場コード,レース回,艇1_選手名,艇1_枠番別勝率,艇1_枠番別平均ST,艇1_枠番別平均スタート順,艇1_過去1走_着順,艇1_過去1走_進入,艇1_過去1走_グレード,艇1_過去2走_着順,艇1_過去2走_進入,艇1_過去2走_グレード,艇1_過去3走_着順,艇1_過去3走_進入,艇1_過去3走_グレード,艇1_過去4走_着順,艇1_過去4走_進入,艇1_過去4走_グレード,艇1_過去5走_着順,艇1_過去5走_進入,艇1_過去5走_グレード,艇1_過去6走_着順,艇1_過去6走_進入,艇1_過去6走_グレード,艇1_過去7走_着順,艇1_過去7走_進入,艇1_過去7走_グレード,艇1_過去8走_着順,艇1_過去8走_進入,艇1_過去8走_グレード,艇1_過去9走_着順,艇1_過去9走_進入,艇1_過去9走_グレード,艇1_過去10走_着順,艇1_過去10走_進入,艇1_過去10走_グレード,艇2_選手名,艇2_枠番別勝率,艇2_枠番別平均ST,艇2_枠番別平均スタート順,艇2_過去1走_着順,艇2_過去1走_進入,艇2_過去1走_グレード,艇2_過去2走_着順,艇2_過去2走_進入,艇2_過去2走_グレード,艇2_過去3走_着順,艇2_過去3走_進入,艇2_過去3走_グレード,艇2_過去4走_着順,艇2_過去4走_進入,艇2_過去4走_グレード,艇2_過去5走_着順,艇2_過去5走_進入,艇2_過去5走_グレード,艇2_過去6走_着順,艇2_過去6走_進入,艇2_過去6走_グレード,艇2_過去7走_着順,艇2_過去7走_進入,艇2_過去7走_グレード,艇2_過去8走_着順,艇2_過去8走_進入,艇2_過去8走_グレード,艇2_過去9走_着順,艇2_過去9走_進入,艇2_過去9走_グレード,艇2_過去10走_着順,艇2_過去10走_進入,艇2_過去10走_グレード,艇3_選手名,艇3_枠番別勝率,艇3_枠番別平均ST,艇3_枠番別平均スタート順,艇3_過去1走_着順,艇3_過去1走_進入,艇3_過去1走_グレード,艇3_過去2走_着順,艇3_過去2走_進入,艇3_過去2走_グレード,艇3_過去3走_着順,艇3_過去3走_進入,艇3_過去3走_グレード,艇3_過去4走_着順,艇3_過去4走_進入,艇3_過去4走_グレード,艇3_過去5走_着順,艇3_過去5走_進入,艇3_過去5走_グレード,艇3_過去6走_着順,艇3_過去6走_進入,艇3_過去6走_グレード,艇3_過去7走_着順,艇3_過去7走_進入,艇3_過去7走_グレード,艇3_過去8走_着順,艇3_過去8走_進入,艇3_過去8走_グレード,艇3_過去9走_着順,艇3_過去9走_進入,艇3_過去9走_グレード,艇3_過去10走_着順,艇3_過去10走_進入,艇3_過去10走_グレード,艇4_選手名,艇4_枠番別勝率,艇4_枠番別平均ST,艇4_枠番別平均スタート順,艇4_過去1走_着順,艇4_過去1走_進入,艇4_過去1走_グレード,艇4_過去2走_着順,艇4_過去2走_進入,艇4_過去2走_グレード,艇4_過去3走_着順,艇4_過去3走_進入,艇4_過去3走_グレード,艇4_過去4走_着順,艇4_過去4走_進入,艇4_過去4走_グレード,艇4_過去5走_着順,艇4_過去5走_進入,艇4_過去5走_グレード,艇4_過去6走_着順,艇4_過去6走_進入,艇4_過去6走_グレード,艇4_過去7走_着順,艇4_過去7走_進入,艇4_過去7走_グレード,艇4_過去8走_着順,艇4_過去8走_進入,艇4_過去8走_グレード,艇4_過去9走_着順,艇4_過去9走_進入,艇4_過去9走_グレード,艇4_過去10走_着順,艇4_過去10走_進入,艇4_過去10走_グレード,艇5_選手名,艇5_枠番別勝率,艇5_枠番別平均ST,艇5_枠番別平均スタート順,艇5_過去1走_着順,艇5_過去1走_進入,艇5_過去1走_グレード,艇5_過去2走_着順,艇5_過去2走_進入,艇5_過去2走_グレード,艇5_過去3走_着順,艇5_過去3走_進入,艇5_過去3走_グレード,艇5_過去4走_着順,艇5_過去4走_進入,艇5_過去4走_グレード,艇5_過去5走_着順,艇5_過去5走_進入,艇5_過去5走_グレード,艇5_過去6走_着順,艇5_過去6走_進入,艇5_過去6走_グレード,艇5_過去7走_着順,艇5_過去7走_進入,艇5_過去7走_グレード,艇5_過去8走_着順,艇5_過去8走_進入,艇5_過去8走_グレード,艇5_過去9走_着順,艇5_過去9走_進入,艇5_過去9走_グレード,艇5_過去10走_着順,艇5_過去10走_進入,艇5_過去10走_グレード,艇6_選手名,艇6_枠番別勝率,艇6_枠番別平均ST,艇6_枠番別平均スタート順,艇6_過去1走_着順,艇6_過去1走_進入,艇6_過去1走_グレード,艇6_過去2走_着順,艇6_過去2走_進入,艇6_過去2走_グレード,艇6_過去3走_着順,艇6_過去3走_進入,艇6_過去3走_グレード,艇6_過去4走_着順,艇6_過去4走_進入,艇6_過去4走_グレード,艇6_過去5走_着順,艇6_過去5走_進入,艇6_過去5走_グレード,艇6_過去6走_着順,艇6_過去6走_進入,艇6_過去6走_グレード,艇6_過去7走_着順,艇6_過去7走_進入,艇6_過去7走_グレード,艇6_過去8走_着順,艇6_過去8走_進入,艇6_過去8走_グレード,艇6_過去9走_着順,艇6_過去9走_進入,艇6_過去9走_グレード,艇6_過去10走_着順,艇6_過去10走_進入,艇6_過去10走_グレード
202609250101,2026-09-25,01,01R,山下 流心,6.8,0.16,3.2,1,,IP,1,,IP,5,,IP,3,,IP,1,,IP,2,,IP,2,,IP,2,,IP,4,,IP,5,2,G3,藤本 元輝,5.0,0.19,4.0,5,,IP,5,,IP,3,,IP,6,,IP,2,,IP,6,,IP,3,,IP,1,,IP,3,,IP,2,,IP,村上 宗太郎,5.11,0.14,3.7,3,,IP,F,4,IP,4,,IP,3,,IP,3,,IP,1,,IP,4,,IP,エ,,IP,5,,IP,2,,IP,小川 晃司,4.6,0.14,3.5,3,6,IP,4,6,IP,3,6,IP,3,6,IP,5,6,IP,5,5,IP,3,6,IP,5,6,IP,5,6,IP,1,6,IP,港 理樹,2.9,0.17,3.8,5,,IP,5,,IP,2,,IP,6,,IP,5,,IP,6,6,IP,3,,IP,6,,IP,5,,IP,4,6,IP,藤生 雄人,3.6,0.17,3.9,F,5,IP,4,,IP,2,4,IP,4,,IP,3,,IP,5,2,IP,6,,IP,4,,IP,4,,IP,6,,IP
202609250102,2026-09-25,01,02R,福島 陽子,5.7,0.21,4.8,4,,IP,3,,IP,5,,G3,1,,IP,1,,G3,6,,IP,5,,G3,3,,G3,3,,G3,1,,G3,金田 幸子,4.6,0.17,3.9,2,,IP,4,,IP,1,3,IP,6,3,IP,2,,IP,4,,G3,6,,IP,6,,IP,6,,G3,2,,IP,島倉 都,4.6,0.15,2.8,2,,IP,3,,IP,4,,IP,6,,IP,1,,G3,2,,G3,6,,G3,6,,IP,3,,IP,6,,IP,森 陽多,3.3,0.17,3.4,5,,IP,1,,IP,3,,IP,6,,G3,5,,IP,5,,IP,6,,G3,3,,IP,6,,IP,5,,IP,市川 瑚幸,1.5,0.16,2.8,4,,IP,6,,IP,5,,IP,6,,IP,6,,IP,6,,G3,6,,G3,6,6,G3,6,4,IP,5,,IP,飯塚 響,1.7,0.18,3.0,5,,IP,6,,G3,6,,IP,6,,IP,5,,IP,5,5,G3,6,,IP,5,,IP,4,,IP,6,,IP
202609250103,2026-09-25,01,03R,柴田 直哉,7.0,0.14,3.2,1,,IP,5,,IP,1,,IP,5,,IP,1,,IP,4,,IP,1,,IP,2,,IP,1,,IP,4,,IP,中村 駿平,3.1,0.19,3.9,5,,IP,6,,IP,4,,IP,3,,IP,5,,IP,4,3,IP,6,,IP,6,,IP,3,,IP,4,3,IP,加藤 優弥,5.6,0.14,2.9,6,,IP,3,,IP,4,,IP,4,,IP,1,,IP,6,,IP,4,,IP,2,,IP,1,,IP,2,,IP,楠原 正剛,4.9,0.16,2.4,6,,IP,2,,IP,3,,IP,4,5,IP,3,,IP,3,,IP,2,,IP,4,,IP,5,,IP,4,,G3,武田 光史,4.6,0.18,2.9,F,4,IP,2,4,IP,2,,IP,3,,G3,3,4,IP,5,,IP,6,3,G3,6,,G3,2,,IP,3,,G3,大澤 普司,4.3,0.14,3.2,1,,IP,4,5,IP,F,,IP,3,,IP,5,,IP,4,,IP,4,,IP,3,,IP,3,,G3,6,,IP
202609250104,2026-09-25,01,04R,大廣 咲季,5.3,0.15,3.4,1,,IP,5,,IP,6,,IP,3,,IP,6,,IP,1,,IP,2,,IP,4,,G3,1,,IP,6,,IP,小野 桜,5.7,0.17,3.1,3,,IP,4,,IP,2,,IP,3,,IP,2,,IP,6,,IP,3,,IP,4,,IP,2,,G3,3,,G3,高石 梨菜,4.8,0.21,4.5,5,,IP,6,,IP,5,,IP,2,,IP,3,,IP,3,,IP,2,,IP,6,,IP,1,,IP,4,,IP,藤原 菜希,5.7,0.16,2.6,5,,IP,5,,IP,2,,IP,1,,G3,3,,G3,4,,IP,3,,IP,1,,IP,6,,IP,2,,IP,津田 裕絵,4.1,0.15,4.1,2,,IP,4,,IP,5,,IP,3,,IP,4,,IP,5,,IP,6,,IP,4,,IP,2,,IP,5,,IP,中澤 里桜,1.0,0.24,4.9,6,,IP,6,,IP,エ,,IP,6,,IP,5,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP
202609250105,2026-09-25,01,05R,小林 孝彰,8.1,0.16,3.3,2,,IP,2,,G3,1,,IP,1,,IP,2,,G3,1,,IP,6,,IP,2,,IP,2,,IP,1,,IP,岡村 仁,5.7,0.16,3.1,6,,IP,2,,IP,4,,IP,2,,IP,2,,IP,4,,IP,2,,IP,2,,IP,5,,IP,3,,IP,吉田 慎二郎,7.8,0.15,2.6,3,,IP,3,,IP,2,,IP,1,,IP,5,,IP,1,,IP,2,,IP,2,4,IP,1,,IP,1,4,G3,藤本 元輝,4.9,0.17,3.1,4,,IP,6,,IP,5,,IP,4,,IP,1,,IP,3,,IP,1,,IP,4,,IP,5,,IP,3,,IP,藤生 雄人,4.9,0.21,4.0,4,,IP,5,,IP,6,6,IP,4,,IP,2,,IP,2,,IP,2,,IP,3,,IP,3,,IP,5,,IP,小川 晃司,5.8,0.14,3.1,4,,IP,4,,IP,4,,IP,3,,IP,5,,IP,4,,IP,2,,IP,2,,IP,1,,IP,2,,IP
202609250106,2026-09-25,01,06R,湯淺 紀香,7.9,0.18,3.5,2,,IP,1,,IP,2,,IP,4,,IP,1,,G3,1,,G3,6,,G3,1,,IP,1,,IP,2,,IP,西澤 日花里,3.6,0.2,4.5,5,,IP,5,,IP,5,,IP,5,,IP,6,,IP,3,,IP,2,,IP,3,,IP,3,,IP,6,,IP,森 陽多,3.1,0.16,3.3,6,,IP,6,2,IP,6,,G3,5,,G3,2,,IP,3,,IP,4,,G3,6,,G3,3,,IP,6,,IP,阿部 未侑,1.7,0.27,5.0,3,,IP,5,,IP,5,,IP,6,,IP,6,,IP,6,,IP,6,5,IP,6,6,IP,6,6,IP,6,6,IP,櫻本 あゆみ,4.9,0.16,3.2,2,,IP,6,,IP,5,6,IP,2,,IP,6,,IP,4,,G1,3,,G1,1,,G3,5,,G3,5,,G2,市川 瑚幸,1.1,0.22,4.2,6,,IP,6,,IP,6,,IP,6,,IP,5,,IP,6,,G3,6,,G3,6,,G3,6,,G3,6,,IP
202609250107,2026-09-25,01,07R,浜本 裕己,8.8,0.14,2.8,1,,IP,1,,IP,1,,IP,2,,IP,1,,IP,F,,IP,1,,IP,1,,IP,1,,IP,1,,IP,村上 宗太郎,6.1,0.15,2.6,6,,IP,1,,IP,4,3,IP,1,,IP,3,,IP,3,,IP,3,3,IP,5,,IP,2,,IP,2,,IP,中村 駿平,2.1,0.16,3.7,6,,IP,5,,IP,6,,IP,5,,IP,6,,IP,3,,IP,6,,IP,5,,IP,6,,IP,4,,IP,港 理樹,2.9,0.18,4.0,6,6,IP,3,,IP,5,,IP,6,,IP,4,,IP,3,5,IP,6,,IP,3,6,IP,6,,IP,6,5,IP,大澤 普司,5.0,0.19,3.8,3,,IP,2,,IP,2,,IP,4,,IP,5,,G3,4,,IP,2,,IP,6,,G3,3,,G3,6,,IP,武田 光史,5.4,0.12,2.8,5,,IP,6,5,IP,2,5,IP,3,,G3,4,,G3,1,4,IP,1,,G3,6,5,G3,5,,G3,2,5,IP
202609250108,2026-09-25,01,08R,飯塚 響,4.1,0.2,4.9,5,,IP,6,,G3,6,2,IP,4,,G3,1,,IP,1,,IP,F,,IP,5,,G3,1,,IP,6,,IP,津田 裕絵,7.6,0.16,2.7,1,,IP,1,,IP,3,,IP,3,,IP,2,,IP,1,,IP,1,,IP,2,,IP,5,,IP,3,,IP,小野 桜,5.2,0.18,3.2,4,,IP,6,,IP,6,,IP,1,,IP,5,,IP,2,,IP,1,,G3,2,,G3,3,,IP,5,,IP,大澤 真菜,3.1,0.17,2.7,3,,IP,6,,IP,6,,IP,6,,IP,3,,G3,5,,IP,2,,IP,6,,IP,6,,IP,4,,IP,中澤 里桜,1.5,0.2,4.8,5,6,IP,4,6,G3,6,6,G3,6,6,IP,6,6,IP,6,6,IP,5,6,IP,6,6,IP,6,6,IP,6,6,IP,福島 陽子,2.1,0.19,4.2,6,,IP,6,,G3,6,,IP,6,,G3,5,,IP,6,,G3,5,,G3,5,,G3,4,,IP,3,,IP
202609250109,2026-09-25,01,09R,楠原 正剛,6.7,0.13,2.7,3,,IP,1,,IP,1,,IP,1,,IP,6,,IP,1,,IP,F,,IP,5,,IP,2,,IP,1,,IP,柴田 直哉,5.9,0.18,3.5,4,,IP,4,,IP,1,,IP,3,,IP,4,,IP,3,,IP,4,,IP,1,,IP,6,,IP,1,,IP,岡村 仁,6.1,0.18,3.7,3,,IP,5,,IP,1,,IP,2,,IP,6,4,IP,1,,IP,4,,IP,1,,IP,4,,IP,3,4,IP,吉田 慎二郎,4.9,0.16,3.5,6,,IP,2,,IP,3,,IP,4,,IP,3,,IP,5,,IP,5,,IP,3,,IP,2,,IP,5,5,G3,加藤 優弥,4.8,0.16,3.9,6,,IP,1,,IP,3,,IP,3,,IP,3,,IP,5,,IP,5,,IP,4,4,IP,4,,IP,3,,IP,山下 流心,3.0,0.25,4.7,6,,IP,3,,IP,5,,IP,5,,IP,4,5,IP,6,,IP,5,,IP,5,5,IP,2,2,IP,5,4,IP
202609250110,2026-09-25,01,10R,櫻本 あゆみ,8.9,0.13,3.0,3,,IP,1,,IP,4,,IP,1,,IP,2,,IP,1,,IP,1,,G1,1,,G3,1,,G3,1,,G3,湯淺 紀香,4.6,0.18,3.7,4,,IP,1,,IP,6,,IP,5,,IP,2,,IP,4,,IP,1,,G3,4,,G3,5,,G3,6,,G3,藤原 菜希,5.67,0.15,2.9,2,,IP,転,,IP,5,,IP,4,,IP,3,,IP,3,,IP,6,,IP,3,,G3,2,,IP,1,,IP,島倉 都,2.8,0.14,2.7,5,,IP,4,,IP,5,,IP,4,,IP,4,,IP,6,,IP,4,,G3,5,,G3,6,,G3,4,,G3,金田 幸子,3.9,0.14,2.8,4,,IP,4,6,IP,6,,IP,3,,G3,2,,G3,2,,IP,4,,G3,5,,IP,6,,G3,6,,IP,大廣 咲季,2.9,0.17,3.7,2,,IP,6,,IP,5,,IP,5,,IP,5,,IP,6,,IP,6,,IP,5,,G3,4,,G3,3,4,IP
