レースコード,レース日,レース場コード,レース回,艇1_選手名,艇1_枠番別勝率,艇1_枠番別平均ST,艇1_枠番別平均スタート順,艇1_過去1走_着順,艇1_過去1走_進入,艇1_過去1走_グレード,艇1_過去2走_着順,艇1_過去2走_進入,艇1_過去2走_グレード,艇1_過去3走_着順,艇1_過去3走_進入,艇1_過去3走_グレード,艇1_過去4走_着順,艇1_過去4走_進入,艇1_過去4走_グレード,艇1_過去5走_着順,艇1_過去5走_進入,艇1_過去5走_グレード,艇1_過去6走_着順,艇1_過去6走_進入,艇1_過去6走_グレード,艇1_過去7走_着順,艇1_過去7走_進入,艇1_過去7走_グレード,艇1_過去8走_着順,艇1_過去8走_進入,艇1_過去8走_グレード,艇1_過去9走_着順,艇1_過去9走_進入,艇1_過去9走_グレード,艇1_過去10走_着順,艇1_過去10走_進入,艇1_過去10走_グレード,艇2_選手名,艇2_枠番別勝率,艇2_枠番別平均ST,艇2_枠番別平均スタート順,艇2_過去1走_着順,艇2_過去1走_進入,艇2_過去1走_グレード,艇2_過去2走_着順,艇2_過去2走_進入,艇2_過去2走_グレード,艇2_過去3走_着順,艇2_過去3走_進入,艇2_過去3走_グレード,艇2_過去4走_着順,艇2_過去4走_進入,艇2_過去4走_グレード,艇2_過去5走_着順,艇2_過去5走_進入,艇2_過去5走_グレード,艇2_過去6走_着順,艇2_過去6走_進入,艇2_過去6走_グレード,艇2_過去7走_着順,艇2_過去7走_進入,艇2_過去7走_グレード,艇2_過去8走_着順,艇2_過去8走_進入,艇2_過去8走_グレード,艇2_過去9走_着順,艇2_過去9走_進入,艇2_過去9走_グレード,艇2_過去10走_着順,艇2_過去10走_進入,艇2_過去10走_グレード,艇3_選手名,艇3_枠番別勝率,艇3_枠番別平均ST,艇3_枠番別平均スタート順,艇3_過去1走_着順,艇3_過去1走_進入,艇3_過去1走_グレード,艇3_過去2走_着順,艇3_過去2走_進入,艇3_過去2走_グレード,艇3_過去3走_着順,艇3_過去3走_進入,艇3_過去3走_グレード,艇3_過去4走_着順,艇3_過去4走_進入,艇3_過去4走_グレード,艇3_過去5走_着順,艇3_過去5走_進入,艇3_過去5走_グレード,艇3_過去6走_着順,艇3_過去6走_進入,艇3_過去6走_グレード,艇3_過去7走_着順,艇3_過去7走_進入,艇3_過去7走_グレード,艇3_過去8走_着順,艇3_過去8走_進入,艇3_過去8走_グレード,艇3_過去9走_着順,艇3_過去9走_進入,艇3_過去9走_グレード,艇3_過去10走_着順,艇3_過去10走_進入,艇3_過去10走_グレード,艇4_選手名,艇4_枠番別勝率,艇4_枠番別平均ST,艇4_枠番別平均スタート順,艇4_過去1走_着順,艇4_過去1走_進入,艇4_過去1走_グレード,艇4_過去2走_着順,艇4_過去2走_進入,艇4_過去2走_グレード,艇4_過去3走_着順,艇4_過去3走_進入,艇4_過去3走_グレード,艇4_過去4走_着順,艇4_過去4走_進入,艇4_過去4走_グレード,艇4_過去5走_着順,艇4_過去5走_進入,艇4_過去5走_グレード,艇4_過去6走_着順,艇4_過去6走_進入,艇4_過去6走_グレード,艇4_過去7走_着順,艇4_過去7走_進入,艇4_過去7走_グレード,艇4_過去8走_着順,艇4_過去8走_進入,艇4_過去8走_グレード,艇4_過去9走_着順,艇4_過去9走_進入,艇4_過去9走_グレード,艇4_過去10走_着順,艇4_過去10走_進入,艇4_過去10走_グレード,艇5_選手名,艇5_枠番別勝率,艇5_枠番別平均ST,艇5_枠番別平均スタート順,艇5_過去1走_着順,艇5_過去1走_進入,艇5_過去1走_グレード,艇5_過去2走_着順,艇5_過去2走_進入,艇5_過去2走_グレード,艇5_過去3走_着順,艇5_過去3走_進入,艇5_過去3走_グレード,艇5_過去4走_着順,艇5_過去4走_進入,艇5_過去4走_グレード,艇5_過去5走_着順,艇5_過去5走_進入,艇5_過去5走_グレード,艇5_過去6走_着順,艇5_過去6走_進入,艇5_過去6走_グレード,艇5_過去7走_着順,艇5_過去7走_進入,艇5_過去7走_グレード,艇5_過去8走_着順,艇5_過去8走_進入,艇5_過去8走_グレード,艇5_過去9走_着順,艇5_過去9走_進入,艇5_過去9走_グレード,艇5_過去10走_着順,艇5_過去10走_進入,艇5_過去10走_グレード,艇6_選手名,艇6_枠番別勝率,艇6_枠番別平均ST,艇6_枠番別平均スタート順,艇6_過去1走_着順,艇6_過去1走_進入,艇6_過去1走_グレード,艇6_過去2走_着順,艇6_過去2走_進入,艇6_過去2走_グレード,艇6_過去3走_着順,艇6_過去3走_進入,艇6_過去3走_グレード,艇6_過去4走_着順,艇6_過去4走_進入,艇6_過去4走_グレード,艇6_過去5走_着順,艇6_過去5走_進入,艇6_過去5走_グレード,艇6_過去6走_着順,艇6_過去6走_進入,艇6_過去6走_グレード,艇6_過去7走_着順,艇6_過去7走_進入,艇6_過去7走_グレード,艇6_過去8走_着順,艇6_過去8走_進入,艇6_過去8走_グレード,艇6_過去9走_着順,艇6_過去9走_進入,艇6_過去9走_グレード,艇6_過去10走_着順,艇6_過去10走_進入,艇6_過去10走_グレード
202609240101,2026-09-24,01,01R,菊池 峰晴,4.8,0.19,3.7,5,,IP,2,,IP,5,,IP,4,,IP,1,,IP,2,,IP,3,,IP,3,,IP,5,,IP,転,,IP,柴田 直哉,6.5,0.17,3.3,4,,IP,1,,IP,3,,IP,4,,IP,3,,IP,4,,IP,1,,IP,6,,IP,1,,IP,1,,IP,浜先 真範,9.1,0.13,1.9,1,,IP,1,,IP,1,,IP,5,,IP,1,,IP,1,,IP,1,,IP,1,,IP,2,,IP,1,,IP,小林 孝彰,3.7,0.14,4.3,3,,IP,5,,G3,6,,G3,6,6,IP,4,,IP,1,,IP,4,5,G3,4,,IP,4,,IP,6,6,IP,里岡 右貴,6.4,0.11,1.8,4,4,IP,3,,IP,2,,IP,2,,IP,4,,IP,3,,IP,3,4,IP,4,,IP,1,,IP,2,,IP,中村 駿平,1.9,0.2,4.0,6,,IP,6,,IP,6,,IP,4,,IP,4,,IP,5,,IP,5,,IP,6,,IP,6,,IP,5,,IP
202609240102,2026-09-24,01,02R,楠原 正剛,7.1,0.12,2.6,1,,IP,1,,IP,1,,IP,6,,IP,1,,IP,F,,IP,5,,IP,2,,IP,1,,IP,1,,IP,浜本 裕己,4.9,0.12,2.5,4,,IP,4,,IP,4,,IP,6,,IP,2,,IP,3,,IP,5,,IP,3,,IP,4,,IP,1,,IP,武田 光史,6.3,0.15,2.9,1,,IP,3,,IP,3,,IP,2,,G3,2,,IP,2,,IP,2,,IP,3,,G3,6,,IP,5,,G3,吉田 慎二郎,5.6,0.14,3.5,2,,IP,3,,IP,4,,IP,3,,IP,5,,IP,5,,IP,3,,IP,2,,IP,5,5,G3,2,5,G3,田中 辰彦,5.1,0.19,3.7,2,,IP,3,,IP,F,,IP,4,,IP,4,,IP,6,,IP,2,,IP,3,,IP,3,,IP,2,,IP,小川 晃司,5.5,0.15,3.2,4,,IP,4,,IP,3,,IP,5,,IP,4,,IP,2,,IP,2,,IP,1,,IP,2,,IP,6,,IP
202609240103,2026-09-24,01,03R,奈須 啓太,8.4,0.14,1.8,1,,IP,2,,IP,1,,IP,1,,IP,1,,IP,1,,IP,5,,IP,4,,IP,1,,IP,1,,IP,藤生 雄人,6.0,0.16,3.9,3,,IP,3,,IP,5,,IP,3,,IP,4,,IP,転,,IP,3,,IP,2,,IP,3,,IP,1,,IP,岡村 仁,6.5,0.17,3.5,5,,IP,1,,IP,2,,IP,6,4,IP,1,,IP,4,,IP,1,,IP,4,,IP,3,4,IP,1,2,IP,山下 流心,4.2,0.16,3.6,4,,IP,2,5,IP,4,,IP,5,,IP,F,2,IP,5,,IP,4,,IP,2,,IP,4,,IP,3,,IP,篠田 優也,4.4,0.13,2.7,4,,IP,6,,IP,2,,IP,2,,IP,5,,IP,4,,IP,3,,IP,4,4,IP,3,,IP,6,,IP,港 理樹,4.2,0.19,3.3,3,5,IP,4,,IP,6,,IP,3,,IP,5,,IP,5,,IP,2,,IP,6,,IP,2,,IP,4,,IP
202609240104,2026-09-24,01,04R,島倉 都,5.7,0.15,3.4,2,,IP,4,,IP,3,,IP,1,,G3,4,,G3,1,,G3,6,,IP,転,,IP,4,,IP,1,,IP,大廣 咲季,3.1,0.17,4.1,3,,IP,5,,IP,5,,IP,6,,IP,6,,IP,2,,IP,5,,IP,6,,IP,転,,G3,2,,IP,藤原 菜希,5.0,0.14,2.7,転,,IP,5,,IP,4,,IP,3,,IP,3,,IP,6,,IP,3,,G3,2,,IP,1,,IP,5,,IP,阿部 未侑,1.2,0.29,5.4,5,,IP,5,,IP,6,,IP,6,,IP,6,,IP,6,5,IP,6,6,IP,6,6,IP,6,6,IP,6,6,IP,金田 幸子,3.9,0.14,2.8,4,6,IP,6,,IP,3,,G3,2,,G3,2,,IP,4,,G3,5,,IP,6,,G3,6,,IP,4,,IP,中澤 里桜,1.0,0.25,5.2,6,,IP,エ,,IP,6,,IP,5,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP
202609240105,2026-09-24,01,05R,嶋田 有里,7.4,0.14,2.7,1,,IP,5,,IP,3,,G3,1,,G3,1,,IP,3,,G3,1,,G3,2,,IP,1,,G3,5,,IP,若狭 奈美子,6.4,0.2,4.4,4,,IP,1,,IP,5,,IP,6,,G1,2,,IP,1,,IP,3,,G3,3,,G3,2,,IP,2,,IP,高石 梨菜,5.2,0.21,4.6,6,,IP,5,,IP,2,,IP,3,,IP,3,,IP,2,,IP,6,,IP,1,,IP,4,,IP,3,,IP,櫻本 あゆみ,5.0,0.13,2.5,6,,IP,4,,IP,2,,IP,3,,G1,2,,G3,2,,G3,6,,G2,6,,G2,5,,IP,3,,IP,北村 寧々,3.9,0.14,2.8,2,,IP,4,,IP,5,,IP,4,6,IP,2,,IP,6,4,G3,6,,IP,6,4,IP,4,,IP,3,,IP,小野 桜,3.0,0.17,3.3,4,,IP,3,5,IP,4,,IP,5,,G3,6,5,IP,5,,IP,5,,G3,6,4,IP,3,,IP,5,,IP
202609240106,2026-09-24,01,06R,松尾 夏海,8.6,0.16,3.9,3,,IP,5,,IP,1,,IP,1,,IP,1,,G1,2,,G1,2,,IP,1,,G3,1,,G3,1,,IP,湯淺 紀香,5.0,0.19,3.5,1,,IP,6,,IP,5,,IP,2,,IP,4,,IP,1,,G3,4,,G3,5,,G3,6,,G3,2,,IP,樋口 由加里,6.1,0.19,3.4,1,,IP,1,,IP,4,,IP,2,,IP,4,,IP,6,,IP,3,,G3,2,,G3,2,,G3,5,,IP,大豆生田 蒼,4.9,0.17,3.0,3,,IP,4,,IP,5,,IP,2,,IP,4,,IP,3,,IP,4,,IP,3,,IP,6,,IP,2,,IP,大澤 真菜,3.0,0.17,3.5,6,6,IP,6,,IP,4,,IP,3,,G3,6,,G3,4,,G3,6,4,IP,4,,IP,5,,IP,3,,IP,市川 瑚幸,1.6,0.23,3.9,6,,IP,6,,IP,6,,IP,5,,IP,6,,G3,6,,G3,6,,G3,6,,G3,6,,IP,3,,IP
202609240107,2026-09-24,01,07R,吉田 慎二郎,9.2,0.16,3.4,2,,IP,1,,IP,1,,IP,2,,IP,1,,IP,2,,IP,1,,IP,2,,IP,1,,IP,1,,IP,加藤 優弥,4.2,0.15,3.2,5,,IP,4,,IP,1,,IP,6,,IP,4,,IP,F,3,IP,4,,IP,3,,IP,1,,IP,6,,IP,藤本 元輝,5.6,0.2,4.8,2,,IP,4,,IP,5,,IP,2,,IP,6,,IP,6,,IP,2,,IP,2,,IP,2,,IP,2,,IP,中村 駿平,3.0,0.13,2.3,6,,IP,6,,IP,5,,IP,2,,IP,5,,IP,6,,IP,5,,IP,4,,IP,2,,IP,6,,IP,村上 宗太郎,3.4,0.14,2.9,5,,IP,4,,IP,3,,IP,6,,IP,4,,IP,5,,IP,6,4,IP,5,,IP,5,,IP,1,,IP,大澤 普司,3.5,0.14,3.7,4,5,IP,F,,IP,3,,IP,5,,IP,4,,IP,4,,IP,3,,IP,3,,G3,6,,IP,5,,IP
202609240108,2026-09-24,01,08R,浜先 真範,8.9,0.11,1.9,1,,IP,2,,IP,2,,IP,1,,IP,4,,IP,2,,IP,1,,IP,1,,IP,1,,IP,1,,IP,奈須 啓太,5.4,0.13,3.3,1,,IP,1,3,IP,2,,IP,6,,IP,5,,IP,1,,IP,3,,IP,5,1,IP,4,,IP,6,,IP,里岡 右貴,8.4,0.1,2.2,4,,IP,2,,IP,1,,IP,2,,IP,2,,IP,2,,IP,2,,IP,1,,IP,2,,IP,1,,IP,浜本 裕己,6.3,0.13,1.6,3,,IP,4,5,IP,2,,IP,2,,IP,3,3,IP,2,,IP,4,,IP,1,,IP,2,,IP,6,,IP,武田 光史,5.2,0.17,2.9,2,4,IP,2,,IP,3,,G3,3,4,IP,5,,IP,6,3,G3,6,,G3,2,,IP,3,,G3,3,,G3,藤生 雄人,4.0,0.17,3.8,4,,IP,2,4,IP,4,,IP,3,,IP,5,2,IP,6,,IP,4,,IP,4,,IP,6,,IP,4,,IP
202609240109,2026-09-24,01,09R,田中 辰彦,9.6,0.17,4.1,1,,IP,1,,IP,3,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,篠田 優也,6.6,0.14,4.1,2,,IP,2,,IP,4,,IP,4,,IP,2,,IP,1,,IP,3,,IP,4,,IP,3,,IP,2,,IP,小林 孝彰,5.6,0.17,3.7,1,,IP,6,,G3,6,,IP,2,,IP,2,,IP,4,,IP,2,4,IP,2,,G3,5,,G3,3,,IP,岡村 仁,4.1,0.17,3.8,5,,IP,4,,IP,6,3,IP,2,,IP,4,,IP,5,,IP,5,,IP,4,,IP,2,,IP,3,,IP,柴田 直哉,3.9,0.18,4.2,2,,IP,6,,IP,1,,IP,2,,IP,5,6,IP,5,,IP,5,,IP,6,,IP,6,,IP,4,,IP,楠原 正剛,2.7,0.17,4.1,2,,IP,5,,IP,5,,IP,6,3,IP,5,3,IP,3,,IP,6,,IP,5,,IP,6,,IP,5,5,IP
202609240110,2026-09-24,01,10R,大豆生田 蒼,9.4,0.13,3.6,1,,IP,1,,IP,1,,IP,2,,IP,1,,IP,1,,IP,2,,IP,2,,IP,1,,IP,1,,IP,櫻本 あゆみ,6.8,0.14,2.8,4,,IP,3,,IP,2,,IP,1,,IP,2,,IP,1,,IP,5,,G1,5,,G1,3,,G3,1,,G3,金田 幸子,5.2,0.17,3.6,3,,IP,2,,IP,6,,IP,4,,IP,5,,G3,1,,IP,1,,G3,6,,G3,2,,G3,5,,G3,樋口 由加里,2.0,0.16,4.1,4,,IP,6,,IP,4,,IP,6,,IP,4,,IP,6,,G3,6,,G3,5,,IP,6,,IP,6,,IP,藤原 菜希,7.1,0.17,2.9,1,,IP,3,,IP,4,,IP,1,,G3,1,,IP,3,,IP,4,,IP,3,,IP,4,,IP,2,,IP,嶋田 有里,3.22,0.16,2.8,落,,IP,4,,IP,4,,G3,6,,IP,4,,G3,3,4,IP,6,,G3,5,,G3,3,,IP,6,,IP
