レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202608310401,2026-08-31,04,1R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し
202608310401,2026-08-31,04,1R,realtime,2-1-3,2-1-5,3-1-2,2-1-4,3-1-5,差し,差し,まくり差し,差し,まくり差し
202608310402,2026-08-31,04,2R,daily,2-1-3,5-1-2,2-1-5,2-1-4,3-1-5,差し,まくり差し,差し,差し,まくり差し
202608310402,2026-08-31,04,2R,realtime,5-1-2,5-2-1,5-1-3,2-1-5,5-1-4,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608310403,2026-08-31,04,3R,daily,3-1-4,3-1-5,3-1-2,3-4-1,3-2-4,まくり差し,まくり差し,まくり差し,まくり,まくり
202608310403,2026-08-31,04,3R,realtime,3-1-5,3-1-4,3-1-2,3-2-5,3-5-1,まくり差し,まくり差し,まくり差し,まくり,まくり
202608310404,2026-08-31,04,4R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202608310404,2026-08-31,04,4R,realtime,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202608310405,2026-08-31,04,5R,daily,2-1-3,2-1-4,4-1-2,3-1-4,2-1-5,差し,差し,まくり,まくり差し,差し
202608310405,2026-08-31,04,5R,realtime,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し
202608310406,2026-08-31,04,6R,daily,2-1-3,3-1-2,2-1-5,5-1-2,4-1-2,差し,まくり差し,差し,まくり差し,まくり
202608310407,2026-08-31,04,7R,daily,2-1-3,2-1-4,3-1-2,2-1-6,2-3-1,差し,差し,まくり差し,差し,差し
202608310408,2026-08-31,04,8R,daily,4-1-2,4-1-5,4-1-3,2-1-3,2-1-4,まくり,まくり,差し,差し,差し
202608310409,2026-08-31,04,9R,daily,4-1-2,4-1-5,5-1-2,2-1-4,5-1-4,まくり,まくり,まくり差し,差し,まくり差し
202608310410,2026-08-31,04,10R,daily,2-1-3,2-1-4,2-1-5,3-1-2,3-1-4,差し,差し,差し,まくり差し,まくり差し
202608310411,2026-08-31,04,11R,daily,2-1-4,2-1-3,2-1-5,4-1-2,2-1-6,差し,差し,差し,まくり,差し
202608310412,2026-08-31,04,12R,daily,2-1-3,3-1-2,2-3-1,2-1-5,2-1-4,差し,まくり差し,差し,差し,差し
202608310501,2026-08-31,05,1R,daily,2-1-3,2-1-4,2-3-1,2-1-5,3-1-2,差し,差し,差し,差し,まくり差し
202608310501,2026-08-31,05,1R,realtime,2-1-3,2-1-5,2-1-4,2-3-1,5-1-2,差し,差し,差し,差し,まくり差し
202608310502,2026-08-31,05,2R,daily,2-1-3,3-1-2,2-1-4,2-1-5,2-3-1,差し,まくり差し,差し,差し,差し
202608310502,2026-08-31,05,2R,realtime,2-1-3,3-1-2,2-3-1,2-1-4,3-2-1,差し,まくり差し,差し,差し,まくり
202608310503,2026-08-31,05,3R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202608310503,2026-08-31,05,3R,realtime,2-1-3,2-1-4,2-1-5,3-1-4,3-1-2,差し,差し,差し,まくり差し,まくり差し
202608310504,2026-08-31,05,4R,daily,3-1-4,3-1-2,3-1-5,5-1-2,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202608310504,2026-08-31,05,4R,realtime,5-1-2,3-1-5,3-1-4,3-1-2,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608310505,2026-08-31,05,5R,daily,2-1-3,2-1-4,3-1-2,3-1-4,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202608310505,2026-08-31,05,5R,realtime,3-1-2,3-1-4,2-1-3,3-1-5,4-1-3,まくり差し,まくり差し,差し,まくり差し,差し
202608310506,2026-08-31,05,6R,daily,3-1-4,3-1-2,3-1-5,4-1-3,4-1-2,まくり差し,まくり差し,まくり差し,差し,まくり
202608310507,2026-08-31,05,7R,daily,4-1-3,3-1-4,4-1-2,4-1-5,4-1-6,差し,まくり差し,まくり,まくり,まくり
202608310508,2026-08-31,05,8R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202608310509,2026-08-31,05,9R,daily,2-1-3,2-1-4,4-1-2,4-1-3,2-1-5,差し,差し,まくり,差し,差し
202608310510,2026-08-31,05,10R,daily,2-1-3,2-1-4,3-1-2,2-1-5,4-1-2,差し,差し,まくり差し,差し,まくり
202608310511,2026-08-31,05,11R,daily,2-1-3,3-1-4,3-1-2,2-1-4,4-1-3,差し,まくり差し,まくり差し,差し,差し
202608310512,2026-08-31,05,12R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202608310601,2026-08-31,06,1R,daily,3-1-4,3-1-2,2-1-3,2-1-4,3-1-5,まくり差し,まくり差し,差し,差し,まくり差し
202608310601,2026-08-31,06,1R,realtime,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202608310602,2026-08-31,06,2R,daily,3-1-4,3-1-2,3-1-5,3-1-6,3-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202608310602,2026-08-31,06,2R,realtime,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608310603,2026-08-31,06,3R,daily,4-1-2,4-1-3,2-1-4,3-1-4,2-1-3,まくり,差し,差し,まくり差し,差し
202608310603,2026-08-31,06,3R,realtime,4-1-2,4-1-3,2-1-4,4-1-5,4-1-6,まくり,差し,差し,まくり,まくり
202608310604,2026-08-31,06,4R,daily,3-1-4,2-1-3,3-1-2,4-1-3,2-1-4,まくり差し,差し,まくり差し,差し,差し
202608310604,2026-08-31,06,4R,realtime,4-1-2,2-1-4,4-1-3,4-1-5,3-1-4,まくり,差し,差し,まくり,まくり差し
202608310605,2026-08-31,06,5R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-3-5,差し,差し,差し,差し,まくり
202608310605,2026-08-31,06,5R,realtime,2-1-3,2-1-4,2-1-5,2-5-1,2-3-5,差し,差し,差し,差し,まくり
202608310606,2026-08-31,06,6R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608310607,2026-08-31,06,7R,daily,2-1-3,2-1-4,2-3-1,3-1-5,3-1-2,差し,差し,差し,まくり差し,まくり差し
202608310608,2026-08-31,06,8R,daily,4-1-3,4-1-5,3-1-4,2-1-3,4-1-2,差し,まくり,まくり差し,差し,まくり
202608310609,2026-08-31,06,9R,daily,3-1-4,3-1-5,3-1-2,3-4-1,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608310610,2026-08-31,06,10R,daily,3-1-2,3-1-4,3-1-5,3-1-6,3-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202608310611,2026-08-31,06,11R,daily,2-1-3,2-1-4,2-1-5,3-1-2,4-1-2,差し,差し,差し,まくり差し,まくり
202608310612,2026-08-31,06,12R,daily,2-1-3,3-1-2,2-1-5,2-1-4,3-1-5,差し,まくり差し,差し,差し,まくり差し
202608310701,2026-08-31,07,1R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202608310702,2026-08-31,07,2R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202608310703,2026-08-31,07,3R,daily,2-1-3,5-1-2,5-1-3,3-1-2,5-1-4,差し,まくり差し,まくり差し,まくり差し,まくり差し
202608310704,2026-08-31,07,4R,daily,2-1-3,2-1-4,4-1-5,4-1-2,4-1-3,差し,差し,まくり,まくり,差し
202608310705,2026-08-31,07,5R,daily,2-1-3,2-1-4,6-1-2,6-1-4,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202608310706,2026-08-31,07,6R,daily,3-1-4,4-1-3,3-1-2,4-1-2,4-1-5,まくり差し,差し,まくり差し,まくり,まくり
202608310707,2026-08-31,07,7R,daily,3-1-2,2-1-3,4-1-2,3-1-4,2-1-4,まくり差し,差し,まくり,まくり差し,差し
202608310708,2026-08-31,07,8R,daily,5-1-2,2-1-3,5-1-4,2-1-4,5-1-3,まくり差し,差し,まくり差し,差し,まくり差し
202608310709,2026-08-31,07,9R,daily,2-1-3,2-1-4,3-1-2,3-1-4,3-1-5,差し,差し,まくり差し,まくり差し,まくり差し
202608310710,2026-08-31,07,10R,daily,3-1-2,3-1-4,3-1-5,2-1-3,5-1-2,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608310711,2026-08-31,07,11R,daily,2-1-3,3-1-2,2-1-4,3-1-4,5-1-2,差し,まくり差し,差し,まくり差し,まくり差し
202608310712,2026-08-31,07,12R,daily,3-1-4,4-1-3,3-1-2,4-1-2,4-1-5,まくり差し,差し,まくり差し,まくり,まくり
202608310801,2026-08-31,08,1R,daily,2-1-3,3-1-2,2-1-4,3-1-4,4-1-2,差し,まくり差し,差し,まくり差し,まくり
202608310801,2026-08-31,08,1R,realtime,3-1-4,2-1-3,3-1-5,3-1-2,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202608310802,2026-08-31,08,2R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202608310802,2026-08-31,08,2R,realtime,2-1-3,2-1-5,2-1-4,3-1-2,5-1-2,差し,差し,差し,まくり差し,まくり差し
202608310803,2026-08-31,08,3R,daily,4-1-2,2-1-4,2-1-3,4-1-5,4-1-3,まくり,差し,差し,まくり,差し
202608310803,2026-08-31,08,3R,realtime,2-1-3,3-1-4,2-3-1,4-3-1,3-4-1,まくり差し,まくり,まくり,まくり差し,まくり
202608310804,2026-08-31,08,4R,daily,2-1-3,4-1-2,2-1-4,4-1-5,4-1-3,差し,まくり,差し,まくり,差し
202608310804,2026-08-31,08,4R,realtime,4-1-5,4-5-1,4-1-3,4-1-2,4-5-3,まくり,まくり,差し,まくり,まくり
