レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202608250101,2026-08-25,01,1R,daily,4-1-3,3-1-4,4-1-2,4-1-5,2-1-4,差し,まくり差し,まくり,まくり,差し
202608250101,2026-08-25,01,1R,realtime,4-1-5,4-1-2,4-1-3,4-5-1,2-1-4,まくり差し,まくり差し,まくり差し,まくり,差し
202608250102,2026-08-25,01,2R,daily,2-1-4,4-1-2,4-1-5,2-1-3,4-1-3,差し,まくり,まくり,差し,差し
202608250102,2026-08-25,01,2R,realtime,2-1-4,4-1-2,4-2-1,2-4-1,2-1-3,差し,まくり,まくり,差し,差し
202608250103,2026-08-25,01,3R,daily,4-1-5,4-1-2,4-5-1,2-1-4,4-2-1,まくり,まくり,まくり,差し,まくり
202608250103,2026-08-25,01,3R,realtime,4-1-5,4-1-2,4-5-1,4-1-6,4-2-1,まくり,まくり,まくり,まくり,まくり
202608250104,2026-08-25,01,4R,daily,3-1-4,2-1-3,4-1-3,2-1-4,3-1-2,まくり差し,差し,差し,差し,まくり差し
202608250104,2026-08-25,01,4R,realtime,2-1-3,3-1-4,2-1-4,4-1-3,3-1-2,差し,まくり差し,差し,差し,まくり差し
202608250105,2026-08-25,01,5R,daily,3-1-4,4-1-3,4-1-2,2-1-4,3-1-2,まくり差し,差し,まくり,差し,まくり差し
202608250105,2026-08-25,01,5R,realtime,2-1-4,3-1-4,2-1-3,3-1-2,4-1-2,差し,まくり差し,差し,まくり差し,まくり
202608250106,2026-08-25,01,6R,daily,4-1-5,4-1-3,2-1-4,4-1-2,3-1-4,まくり,差し,差し,まくり,まくり差し
202608250106,2026-08-25,01,6R,realtime,2-1-3,2-1-5,2-1-6,2-1-4,4-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608250107,2026-08-25,01,7R,daily,4-1-2,4-1-3,4-1-5,2-1-4,3-1-4,まくり,差し,まくり,差し,まくり差し
