レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202608290507,2026-08-29,05,7R,daily,5-1-2,2-1-4,2-1-5,5-1-4,2-1-3,まくり差し,差し,差し,まくり差し,差し
202608290508,2026-08-29,05,8R,daily,3-1-2,3-1-5,3-1-4,2-1-3,5-1-3,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608290509,2026-08-29,05,9R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202608290510,2026-08-29,05,10R,daily,3-1-2,3-1-5,3-1-4,2-1-3,5-1-3,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608290511,2026-08-29,05,11R,daily,2-1-3,3-1-2,3-1-4,4-1-2,4-1-5,差し,まくり差し,まくり差し,まくり,まくり
202608290512,2026-08-29,05,12R,daily,3-1-4,4-1-2,4-1-3,3-1-2,4-1-5,まくり差し,まくり,差し,まくり差し,まくり
202608290701,2026-08-29,07,1R,daily,2-1-3,2-1-4,2-3-1,2-1-5,2-3-4,差し,差し,差し,差し,まくり
202608290702,2026-08-29,07,2R,daily,2-1-3,2-1-4,2-3-1,2-3-4,2-1-5,差し,差し,差し,まくり,差し
202608290703,2026-08-29,07,3R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し
202608290704,2026-08-29,07,4R,daily,2-1-3,2-1-4,4-1-2,2-1-5,4-1-5,差し,差し,まくり,差し,まくり
202608290705,2026-08-29,07,5R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608290706,2026-08-29,07,6R,daily,2-1-3,2-1-4,3-1-4,2-1-5,3-1-2,差し,差し,まくり差し,差し,まくり差し
202608290707,2026-08-29,07,7R,daily,3-1-2,3-1-4,3-1-5,3-1-6,3-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202608290708,2026-08-29,07,8R,daily,3-1-4,3-1-2,3-1-5,3-1-6,3-4-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202608290709,2026-08-29,07,9R,daily,2-1-4,2-1-3,3-1-4,4-1-2,3-1-2,差し,差し,まくり差し,まくり,まくり差し
202608290709,2026-08-29,07,9R,realtime,2-1-3,2-1-4,2-1-6,2-1-5,3-1-2,差し,差し,差し,差し,まくり差し
202608290710,2026-08-29,07,10R,daily,3-1-2,3-1-4,2-1-3,3-1-5,4-1-3,まくり差し,まくり差し,差し,まくり差し,差し
202608290710,2026-08-29,07,10R,realtime,3-1-2,3-1-4,2-1-3,2-1-4,4-1-2,まくり差し,まくり差し,差し,差し,まくり
202608290711,2026-08-29,07,11R,daily,4-1-3,4-1-2,2-1-4,3-1-4,2-1-3,差し,まくり,差し,まくり差し,差し
202608290712,2026-08-29,07,12R,daily,3-1-4,4-1-3,2-1-3,3-1-2,4-1-2,まくり差し,差し,差し,まくり差し,まくり
202608290901,2026-08-29,09,1R,daily,2-1-3,5-1-2,2-1-5,2-1-4,5-1-3,差し,まくり差し,差し,差し,まくり差し
202608290902,2026-08-29,09,2R,daily,2-1-3,2-1-4,4-1-2,3-1-2,2-1-5,差し,差し,まくり,まくり差し,差し
202608290903,2026-08-29,09,3R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202608290904,2026-08-29,09,4R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し
202608290905,2026-08-29,09,5R,daily,5-1-2,5-1-4,5-1-3,4-1-5,4-1-2,まくり差し,まくり差し,まくり差し,まくり,まくり
202608290906,2026-08-29,09,6R,daily,2-1-3,3-1-2,5-1-2,5-1-3,3-1-5,差し,まくり差し,まくり差し,まくり差し,まくり差し
202608290907,2026-08-29,09,7R,daily,4-1-2,2-1-4,2-1-3,3-1-2,4-1-3,まくり,差し,差し,まくり差し,差し
202608290908,2026-08-29,09,8R,daily,2-1-3,3-1-2,2-1-4,3-1-4,4-1-3,差し,まくり差し,差し,まくり差し,差し
202608290909,2026-08-29,09,9R,daily,2-1-3,3-1-2,2-1-4,2-1-5,4-1-2,差し,まくり差し,差し,差し,まくり
202608290910,2026-08-29,09,10R,daily,2-1-3,2-1-4,2-1-5,4-1-2,3-1-2,差し,差し,差し,まくり,まくり差し
202608290911,2026-08-29,09,11R,daily,4-1-5,3-1-4,4-1-2,4-1-3,3-1-5,まくり,まくり差し,まくり,差し,まくり差し
202608290912,2026-08-29,09,12R,daily,2-1-3,3-1-2,2-1-4,3-1-4,2-1-5,差し,まくり差し,差し,まくり差し,差し
202608291001,2026-08-29,10,1R,daily,3-1-2,3-1-4,2-1-4,2-1-3,4-1-2,まくり差し,まくり差し,差し,差し,まくり
202608291002,2026-08-29,10,2R,daily,4-1-3,4-1-2,4-1-5,3-1-4,4-1-6,差し,まくり,まくり,まくり差し,まくり
202608291003,2026-08-29,10,3R,daily,2-1-3,2-1-4,2-1-6,2-1-5,6-1-2,差し,差し,差し,差し,まくり差し
202608291004,2026-08-29,10,4R,daily,2-1-3,2-1-6,2-1-4,6-1-2,2-1-5,差し,差し,差し,まくり差し,差し
202608291005,2026-08-29,10,5R,daily,2-1-3,2-1-4,2-1-6,2-1-5,6-1-2,差し,差し,差し,差し,まくり差し
202608291006,2026-08-29,10,6R,daily,2-1-3,2-1-6,2-1-4,2-3-1,2-1-5,差し,差し,差し,差し,差し
202608291007,2026-08-29,10,7R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202608291008,2026-08-29,10,8R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608291009,2026-08-29,10,9R,daily,3-1-4,3-1-2,3-1-6,2-1-3,3-1-5,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608291010,2026-08-29,10,10R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202608291011,2026-08-29,10,11R,daily,2-1-4,2-1-3,4-1-2,4-1-5,2-1-5,差し,差し,まくり,まくり,差し
202608291012,2026-08-29,10,12R,daily,2-1-3,2-1-4,2-1-5,3-1-2,3-1-5,差し,差し,差し,まくり差し,まくり差し
202608291101,2026-08-29,11,1R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202608291102,2026-08-29,11,2R,daily,4-1-2,4-1-5,4-1-3,3-1-4,3-1-2,まくり,まくり,差し,まくり差し,まくり差し
202608291103,2026-08-29,11,3R,daily,3-1-4,4-1-2,3-1-2,4-1-3,2-1-4,まくり差し,まくり,まくり差し,差し,差し
202608291104,2026-08-29,11,4R,daily,3-1-4,4-1-2,4-1-3,3-1-2,2-1-4,まくり差し,まくり,差し,まくり差し,差し
202608291105,2026-08-29,11,5R,daily,3-1-2,2-1-3,3-1-4,2-1-4,3-2-1,まくり差し,差し,まくり差し,差し,まくり
202608291106,2026-08-29,11,6R,daily,3-1-2,3-1-4,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202608291107,2026-08-29,11,7R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202608291108,2026-08-29,11,8R,daily,2-1-3,5-1-2,2-1-5,5-1-3,2-1-4,差し,まくり差し,差し,まくり差し,差し
202608291109,2026-08-29,11,9R,daily,2-1-4,2-1-3,2-1-5,4-1-2,2-4-1,差し,差し,差し,まくり,差し
202608291110,2026-08-29,11,10R,daily,6-1-3,3-1-6,3-1-4,3-1-2,6-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608291111,2026-08-29,11,11R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202608291112,2026-08-29,11,12R,daily,2-1-4,2-1-3,4-1-2,3-1-2,4-1-3,差し,差し,まくり,まくり差し,差し
202608291301,2026-08-29,13,1R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202608291302,2026-08-29,13,2R,daily,4-1-2,4-1-5,3-1-4,4-1-3,2-1-3,まくり,まくり,まくり差し,差し,差し
202608291303,2026-08-29,13,3R,daily,3-1-4,3-1-5,3-1-2,4-1-3,4-1-5,まくり差し,まくり差し,まくり差し,差し,まくり
202608291304,2026-08-29,13,4R,daily,4-1-2,4-1-3,3-1-4,4-1-5,3-1-2,まくり,差し,まくり差し,まくり,まくり差し
202608291305,2026-08-29,13,5R,daily,4-1-2,4-1-5,4-1-3,2-1-4,4-2-1,まくり,まくり,差し,差し,まくり
202608291306,2026-08-29,13,6R,daily,4-1-2,4-1-5,4-1-3,4-1-6,4-5-1,まくり,まくり,差し,まくり,まくり
202608291307,2026-08-29,13,7R,daily,2-1-3,2-1-4,3-1-2,2-3-1,2-1-5,差し,差し,まくり差し,差し,差し
202608291308,2026-08-29,13,8R,daily,3-1-4,3-1-2,2-1-3,3-1-5,4-1-3,まくり差し,まくり差し,差し,まくり差し,差し
202608291309,2026-08-29,13,9R,daily,3-1-2,3-1-4,3-1-5,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202608291310,2026-08-29,13,10R,daily,2-1-3,2-1-4,2-1-5,4-1-2,4-1-5,差し,差し,差し,まくり,まくり
202608291311,2026-08-29,13,11R,daily,2-1-3,3-1-2,3-1-4,3-1-5,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202608291312,2026-08-29,13,12R,daily,4-1-5,4-1-3,4-1-2,3-1-4,2-1-4,まくり,差し,まくり,まくり差し,差し
202608291401,2026-08-29,14,1R,daily,3-1-4,4-1-3,3-1-2,4-1-2,2-1-3,まくり差し,差し,まくり差し,まくり,差し
202608291402,2026-08-29,14,2R,daily,3-1-4,3-1-2,3-1-5,4-1-3,3-4-1,まくり差し,まくり差し,まくり差し,差し,まくり
202608291403,2026-08-29,14,3R,daily,2-1-3,3-1-2,3-1-4,2-1-4,4-1-2,差し,まくり差し,まくり差し,差し,まくり
202608291404,2026-08-29,14,4R,daily,5-1-2,5-1-3,3-1-5,5-1-4,3-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608291405,2026-08-29,14,5R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し
202608291406,2026-08-29,14,6R,daily,4-1-5,4-1-2,5-1-4,4-1-3,4-5-1,まくり,まくり,まくり差し,差し,まくり
202608291407,2026-08-29,14,7R,daily,3-1-4,3-1-2,3-1-5,3-4-1,3-2-1,まくり差し,まくり差し,まくり差し,まくり,まくり
202608291408,2026-08-29,14,8R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し
202608291409,2026-08-29,14,9R,daily,3-1-4,3-1-2,3-1-5,2-1-3,3-4-1,まくり差し,まくり差し,まくり差し,差し,まくり
202608291410,2026-08-29,14,10R,daily,2-1-3,3-1-2,2-1-4,2-1-5,2-3-1,差し,まくり差し,差し,差し,差し
202608291411,2026-08-29,14,11R,daily,2-1-3,3-1-2,2-1-4,2-3-1,4-1-2,差し,まくり差し,差し,差し,まくり
202608291412,2026-08-29,14,12R,daily,3-1-5,3-1-4,3-1-2,5-1-3,5-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608291601,2026-08-29,16,1R,daily,4-1-2,3-1-2,4-1-5,4-1-3,3-1-4,まくり,まくり差し,まくり,差し,まくり差し
202608291602,2026-08-29,16,2R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202608291603,2026-08-29,16,3R,daily,2-1-3,5-1-2,2-1-4,5-1-3,5-1-4,差し,まくり差し,差し,まくり差し,まくり差し
202608291604,2026-08-29,16,4R,daily,3-1-4,2-1-4,2-1-3,4-1-2,4-1-3,まくり差し,差し,差し,まくり,差し
202608291605,2026-08-29,16,5R,daily,2-1-3,2-1-4,2-1-5,3-1-2,3-1-4,差し,差し,差し,まくり差し,まくり差し
202608291606,2026-08-29,16,6R,daily,2-1-3,2-1-4,2-3-1,2-1-5,3-1-2,差し,差し,差し,差し,まくり差し
202608291607,2026-08-29,16,7R,daily,2-1-3,5-1-2,2-1-4,2-1-5,5-1-3,差し,まくり差し,差し,差し,まくり差し
202608291608,2026-08-29,16,8R,daily,2-1-3,2-1-4,2-1-6,2-1-5,4-1-2,差し,差し,差し,差し,まくり
202608291609,2026-08-29,16,9R,daily,3-1-4,3-1-2,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202608291610,2026-08-29,16,10R,daily,3-1-4,3-1-2,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202608291611,2026-08-29,16,11R,daily,3-1-4,3-1-2,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202608291612,2026-08-29,16,12R,daily,3-1-4,2-1-3,2-1-4,4-1-2,3-1-2,まくり差し,差し,差し,まくり,まくり差し
202608291701,2026-08-29,17,1R,daily,2-1-3,3-1-2,2-1-4,2-1-5,3-1-5,差し,まくり差し,差し,差し,まくり差し
202608291702,2026-08-29,17,2R,daily,4-1-2,2-1-4,4-1-5,2-1-3,4-1-3,まくり,差し,まくり,差し,差し
202608291703,2026-08-29,17,3R,daily,3-1-4,3-1-2,3-1-5,4-1-3,4-1-2,まくり差し,まくり差し,まくり差し,差し,まくり
202608291704,2026-08-29,17,4R,daily,2-1-3,2-1-4,6-1-2,5-1-2,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202608291705,2026-08-29,17,5R,daily,3-1-4,3-1-2,3-1-5,2-1-3,5-1-3,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608291706,2026-08-29,17,6R,daily,3-1-5,5-1-3,5-1-2,2-1-3,3-1-4,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608291707,2026-08-29,17,7R,daily,3-1-4,3-1-2,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608291708,2026-08-29,17,8R,daily,4-1-2,2-1-4,4-1-5,4-1-3,2-1-3,まくり,差し,まくり,差し,差し
202608291709,2026-08-29,17,9R,daily,2-1-4,2-1-3,3-1-2,3-1-4,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202608291710,2026-08-29,17,10R,daily,2-1-3,3-1-2,2-1-4,3-1-4,2-1-5,差し,まくり差し,差し,まくり差し,差し
202608291711,2026-08-29,17,11R,daily,2-1-3,2-1-4,3-1-2,3-1-4,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202608291712,2026-08-29,17,12R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202608291901,2026-08-29,19,1R,daily,2-1-3,2-1-5,2-1-4,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202608291902,2026-08-29,19,2R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202608291903,2026-08-29,19,3R,daily,3-1-4,4-1-3,3-4-1,3-1-2,4-1-6,まくり差し,差し,まくり,まくり差し,まくり
202608291904,2026-08-29,19,4R,daily,2-1-3,2-1-4,2-3-1,2-1-6,2-1-5,差し,差し,差し,差し,差し
202608291905,2026-08-29,19,5R,daily,4-1-2,4-1-3,2-1-4,4-1-5,3-1-4,まくり,差し,差し,まくり,まくり差し
202608291906,2026-08-29,19,6R,daily,2-1-3,2-1-5,2-1-4,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202608291907,2026-08-29,19,7R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し
202608291908,2026-08-29,19,8R,daily,3-1-4,4-1-3,4-1-5,3-1-5,3-1-2,まくり差し,差し,まくり,まくり差し,まくり差し
202608291909,2026-08-29,19,9R,daily,2-1-3,3-1-2,3-1-5,2-1-4,3-1-4,差し,まくり差し,まくり差し,差し,まくり差し
202608291909,2026-08-29,19,9R,realtime,3-1-2,2-1-3,3-1-5,3-1-6,2-1-5,まくり差し,差し,まくり差し,まくり差し,差し
202608291910,2026-08-29,19,10R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202608291911,2026-08-29,19,11R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608291912,2026-08-29,19,12R,daily,2-1-4,2-1-3,3-1-4,4-1-2,3-1-2,差し,差し,まくり差し,まくり,まくり差し
202608292301,2026-08-29,23,1R,daily,2-1-3,3-1-2,3-1-5,2-1-5,5-1-2,差し,まくり差し,まくり差し,差し,まくり差し
202608292302,2026-08-29,23,2R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202608292303,2026-08-29,23,3R,daily,5-1-2,3-1-2,3-1-5,3-1-4,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202608292304,2026-08-29,23,4R,daily,4-1-2,2-1-4,3-1-4,4-1-3,2-1-3,まくり,差し,まくり差し,差し,差し
202608292305,2026-08-29,23,5R,daily,2-1-3,2-1-4,2-1-6,2-1-5,4-1-2,差し,差し,差し,差し,まくり
202608292306,2026-08-29,23,6R,daily,2-1-3,2-1-4,4-1-2,3-1-2,3-1-4,差し,差し,まくり,まくり差し,まくり差し
202608292307,2026-08-29,23,7R,daily,2-1-3,3-1-2,2-1-4,2-3-1,3-1-4,差し,まくり差し,差し,差し,まくり差し
202608292308,2026-08-29,23,8R,daily,5-1-2,5-1-3,5-1-4,2-1-5,2-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202608292309,2026-08-29,23,9R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202608292310,2026-08-29,23,10R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202608292311,2026-08-29,23,11R,daily,2-1-3,2-1-4,2-1-5,3-1-2,5-1-2,差し,差し,差し,まくり差し,まくり差し
202608292312,2026-08-29,23,12R,daily,2-1-3,3-1-2,2-1-4,2-1-5,3-1-4,差し,まくり差し,差し,差し,まくり差し
