レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202608150101,2026-08-15,01,1R,daily,3-1-2,3-1-4,3-1-5,4-1-2,2-1-3,まくり差し,まくり差し,まくり差し,まくり,差し
202608150101,2026-08-15,01,1R,realtime,3-1-2,3-1-4,3-1-6,2-1-3,4-1-2,まくり差し,まくり差し,まくり差し,差し,まくり
202608150102,2026-08-15,01,2R,daily,3-1-4,3-1-2,3-1-5,3-1-6,4-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202608150102,2026-08-15,01,2R,realtime,3-1-4,3-1-5,3-1-2,3-1-6,3-4-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202608150103,2026-08-15,01,3R,daily,2-1-3,3-1-5,3-1-4,3-1-2,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202608150103,2026-08-15,01,3R,realtime,2-1-4,2-1-3,3-1-4,3-1-2,3-1-5,差し,差し,まくり差し,まくり差し,まくり差し
202608150104,2026-08-15,01,4R,daily,3-1-2,3-1-4,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202608150104,2026-08-15,01,4R,realtime,3-1-2,3-1-5,2-1-3,3-1-4,5-1-2,まくり差し,まくり差し,差し,まくり差し,まくり
202608150105,2026-08-15,01,5R,daily,5-1-2,5-1-4,5-1-3,4-1-5,3-1-5,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608150106,2026-08-15,01,6R,daily,2-1-3,2-1-5,2-1-4,3-1-2,4-1-2,差し,差し,差し,まくり差し,まくり
202608150107,2026-08-15,01,7R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202608150108,2026-08-15,01,8R,daily,3-1-4,4-1-3,4-1-5,4-1-2,2-1-3,まくり差し,差し,まくり,まくり,差し
202608150109,2026-08-15,01,9R,daily,2-1-4,2-1-3,2-1-5,4-1-2,4-2-1,差し,差し,差し,まくり,まくり
202608150110,2026-08-15,01,10R,daily,2-1-3,3-1-4,2-1-4,3-1-2,4-1-3,差し,まくり差し,差し,まくり差し,差し
