レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202608230201,2026-08-23,02,1R,daily,2-1-3,2-1-4,2-3-1,3-1-4,2-1-5,差し,差し,差し,まくり差し,差し
202608230202,2026-08-23,02,2R,daily,2-1-3,3-1-2,3-1-5,2-1-5,3-1-4,差し,まくり差し,まくり差し,差し,まくり差し
202608230203,2026-08-23,02,3R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-1-6,差し,差し,差し,差し,差し
202608230204,2026-08-23,02,4R,daily,2-1-3,2-1-4,2-3-1,2-1-5,2-4-1,差し,差し,差し,差し,差し
202608230205,2026-08-23,02,5R,daily,4-1-2,4-2-1,4-1-3,4-1-5,4-3-1,まくり,まくり,差し,まくり,まくり
202608230206,2026-08-23,02,6R,daily,3-1-4,3-1-2,3-1-5,3-4-1,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608230207,2026-08-23,02,7R,daily,2-1-4,4-1-2,2-1-3,4-1-5,3-1-4,差し,まくり,差し,まくり,まくり差し
202608230208,2026-08-23,02,8R,daily,2-1-3,3-1-2,2-1-4,3-1-4,3-1-5,差し,まくり差し,差し,まくり差し,まくり差し
202608230209,2026-08-23,02,9R,daily,2-1-4,2-1-3,2-1-5,4-1-2,4-2-1,差し,差し,差し,まくり,まくり
202608230210,2026-08-23,02,10R,daily,2-1-3,2-1-4,2-3-1,3-1-2,3-1-4,差し,差し,差し,まくり差し,まくり差し
202608230211,2026-08-23,02,11R,daily,3-1-2,3-1-5,3-1-4,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202608230212,2026-08-23,02,12R,daily,2-1-3,2-1-4,3-1-2,2-1-5,2-3-1,差し,差し,まくり差し,差し,差し
202608230301,2026-08-23,03,1R,daily,2-1-4,2-1-3,4-1-2,2-1-5,3-1-2,差し,差し,まくり,差し,まくり差し
202608230302,2026-08-23,03,2R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608230303,2026-08-23,03,3R,daily,5-1-2,5-1-3,3-1-5,2-1-5,3-1-2,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608230304,2026-08-23,03,4R,daily,2-1-4,2-1-3,4-1-2,2-1-5,2-4-1,差し,差し,まくり,差し,差し
202608230305,2026-08-23,03,5R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202608230306,2026-08-23,03,6R,daily,2-1-4,2-1-3,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し
202608230307,2026-08-23,03,7R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-1-6,差し,差し,差し,差し,差し
202608230308,2026-08-23,03,8R,daily,2-1-3,2-1-4,2-3-1,2-1-5,2-3-4,差し,差し,差し,差し,まくり
202608230309,2026-08-23,03,9R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し
202608230310,2026-08-23,03,10R,daily,2-1-3,2-1-4,5-1-2,2-1-5,3-1-2,差し,差し,まくり差し,差し,まくり差し
202608230311,2026-08-23,03,11R,daily,2-1-4,2-1-3,2-1-5,4-1-2,3-1-2,差し,差し,差し,まくり,まくり差し
202608230312,2026-08-23,03,12R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202608230401,2026-08-23,04,1R,daily,3-1-2,3-1-5,3-1-4,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202608230402,2026-08-23,04,2R,daily,4-1-2,4-2-1,2-1-4,4-1-5,2-1-3,まくり,まくり,差し,まくり,差し
202608230403,2026-08-23,04,3R,daily,2-1-3,2-1-5,2-1-4,5-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202608230404,2026-08-23,04,4R,daily,2-1-4,2-1-3,2-1-5,2-4-1,2-3-1,差し,差し,差し,差し,差し
202608230405,2026-08-23,04,5R,daily,4-1-2,2-1-4,4-1-5,4-2-1,2-1-3,まくり,差し,まくり,まくり,差し
202608230406,2026-08-23,04,6R,daily,2-1-4,2-1-3,4-1-2,4-1-5,4-2-1,差し,差し,まくり,まくり,まくり
202608230407,2026-08-23,04,7R,daily,5-1-2,5-1-4,5-1-3,5-1-6,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608230408,2026-08-23,04,8R,daily,4-1-3,3-1-4,4-1-2,3-4-1,4-3-1,差し,まくり差し,まくり,まくり,まくり
202608230409,2026-08-23,04,9R,daily,2-1-4,2-1-3,2-1-5,4-1-2,5-1-2,差し,差し,差し,まくり,まくり差し
202608230410,2026-08-23,04,10R,daily,3-1-4,3-1-2,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202608230411,2026-08-23,04,11R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し
202608230412,2026-08-23,04,12R,daily,2-1-3,3-1-2,2-1-4,2-3-1,2-1-5,差し,まくり差し,差し,差し,差し
202608230601,2026-08-23,06,1R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608230602,2026-08-23,06,2R,daily,2-1-3,2-1-4,2-3-1,2-1-5,2-3-4,差し,差し,差し,差し,まくり
202608230603,2026-08-23,06,3R,daily,2-1-3,3-1-2,3-1-5,3-1-4,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202608230604,2026-08-23,06,4R,daily,2-1-4,2-1-3,4-1-2,4-1-5,4-1-3,差し,差し,まくり,まくり,差し
202608230605,2026-08-23,06,5R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-3-1,差し,差し,まくり差し,まくり差し,差し
202608230606,2026-08-23,06,6R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608230607,2026-08-23,06,7R,daily,2-1-3,2-1-4,2-3-1,2-1-5,3-1-2,差し,差し,差し,差し,まくり差し
202608230608,2026-08-23,06,8R,daily,4-1-3,4-1-2,4-1-5,3-1-4,3-1-2,差し,まくり,まくり,まくり差し,まくり差し
202608230609,2026-08-23,06,9R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202608230610,2026-08-23,06,10R,daily,2-1-3,2-1-4,2-1-5,2-3-1,4-1-2,差し,差し,差し,差し,まくり
202608230611,2026-08-23,06,11R,daily,3-1-2,5-1-2,2-1-3,3-1-4,3-1-5,まくり差し,まくり差し,差し,まくり差し,まくり差し
202608230612,2026-08-23,06,12R,daily,2-1-3,3-1-2,3-1-4,2-1-4,2-3-1,差し,まくり差し,まくり差し,差し,差し
202608230701,2026-08-23,07,1R,daily,2-1-3,2-1-4,2-1-5,5-1-2,3-1-2,差し,差し,差し,まくり差し,まくり差し
202608230702,2026-08-23,07,2R,daily,4-1-2,2-1-4,4-1-5,4-2-1,2-1-3,まくり,差し,まくり,まくり,差し
202608230703,2026-08-23,07,3R,daily,2-1-3,2-1-4,3-1-4,4-1-3,3-1-2,差し,差し,まくり差し,差し,まくり差し
202608230704,2026-08-23,07,4R,daily,3-1-4,3-1-5,3-1-2,5-1-3,5-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608230705,2026-08-23,07,5R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202608230706,2026-08-23,07,6R,daily,5-1-2,5-1-3,5-1-4,5-1-6,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608230707,2026-08-23,07,7R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202608230708,2026-08-23,07,8R,daily,2-1-3,3-1-2,5-1-2,5-1-3,3-1-4,差し,まくり差し,まくり差し,まくり差し,まくり差し
202608230709,2026-08-23,07,9R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202608230710,2026-08-23,07,10R,daily,2-1-3,3-1-4,3-1-2,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202608230711,2026-08-23,07,11R,daily,3-1-4,3-1-2,2-1-3,4-1-3,2-1-4,まくり差し,まくり差し,差し,差し,差し
202608230712,2026-08-23,07,12R,daily,3-1-4,4-1-3,4-1-2,3-1-2,2-1-3,まくり差し,差し,まくり,まくり差し,差し
202608230801,2026-08-23,08,1R,daily,2-1-3,2-1-4,3-1-2,4-1-2,2-1-5,差し,差し,まくり差し,まくり,差し
202608230802,2026-08-23,08,2R,daily,2-1-4,4-1-2,2-1-3,4-2-1,4-1-5,差し,まくり,差し,まくり,まくり
202608230803,2026-08-23,08,3R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し
202608230804,2026-08-23,08,4R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-1-6,差し,差し,差し,差し,差し
202608230805,2026-08-23,08,5R,daily,2-1-3,2-1-4,4-1-2,4-1-3,3-1-4,差し,差し,まくり,差し,まくり差し
