レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202608240301,2026-08-24,03,1R,daily,2-1-4,2-1-3,4-1-2,3-1-2,2-1-5,差し,差し,まくり,まくり差し,差し
202608240301,2026-08-24,03,1R,realtime,4-1-2,2-1-4,4-1-5,2-1-3,4-1-3,まくり,差し,まくり,差し,差し
202608240302,2026-08-24,03,2R,daily,3-1-2,3-1-4,2-1-3,2-1-4,3-1-5,まくり差し,まくり差し,差し,差し,まくり差し
202608240302,2026-08-24,03,2R,realtime,3-1-4,3-1-2,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202608240303,2026-08-24,03,3R,daily,2-1-3,2-1-5,2-1-4,4-1-2,5-1-2,差し,差し,差し,まくり,まくり差し
202608240303,2026-08-24,03,3R,realtime,4-1-2,4-1-5,2-1-4,2-1-3,2-1-5,まくり,まくり,差し,差し,差し
202608240304,2026-08-24,03,4R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し
202608240304,2026-08-24,03,4R,realtime,2-1-4,2-1-3,2-1-5,2-4-1,2-3-1,差し,差し,差し,差し,差し
202608240305,2026-08-24,03,5R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202608240305,2026-08-24,03,5R,realtime,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608240306,2026-08-24,03,6R,daily,3-1-2,3-1-4,3-2-1,3-1-5,2-1-3,まくり差し,まくり差し,まくり,まくり差し,差し
202608240306,2026-08-24,03,6R,realtime,3-1-4,3-1-2,3-1-5,3-4-1,3-2-1,まくり差し,まくり差し,まくり差し,まくり,まくり
202608240307,2026-08-24,03,7R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-1-6,差し,差し,差し,差し,差し
202608240307,2026-08-24,03,7R,realtime,2-1-4,2-1-3,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し
202608240308,2026-08-24,03,8R,daily,3-1-2,2-1-4,4-1-2,2-1-3,3-1-4,まくり差し,差し,まくり,差し,まくり差し
202608240308,2026-08-24,03,8R,realtime,3-1-4,4-1-2,3-1-2,2-1-4,3-1-5,まくり差し,まくり,まくり差し,差し,まくり差し
202608240309,2026-08-24,03,9R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202608240309,2026-08-24,03,9R,realtime,3-1-4,3-1-2,2-1-4,2-1-3,3-1-5,まくり差し,まくり差し,差し,差し,まくり差し
202608240310,2026-08-24,03,10R,daily,2-1-3,3-1-2,2-1-4,3-1-4,4-1-2,差し,まくり差し,差し,まくり差し,まくり
202608240311,2026-08-24,03,11R,daily,2-1-3,2-1-4,4-1-2,3-1-2,2-1-5,差し,差し,まくり,まくり差し,差し
202608240312,2026-08-24,03,12R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202608240601,2026-08-24,06,1R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
