レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202608270101,2026-08-27,01,1R,daily,3-1-4,3-1-5,4-1-3,3-4-1,3-1-2,まくり差し,まくり差し,差し,まくり,まくり差し
202608270101,2026-08-27,01,1R,realtime,3-1-4,4-1-6,4-1-3,3-1-6,6-1-4,まくり,まくり差し,まくり差し,まくり,差し
202608270102,2026-08-27,01,2R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202608270102,2026-08-27,01,2R,realtime,2-1-4,2-1-3,2-1-5,4-1-2,3-1-2,差し,差し,差し,まくり,まくり差し
202608270103,2026-08-27,01,3R,daily,3-1-4,4-1-3,4-1-2,3-1-2,2-1-4,まくり差し,差し,まくり,まくり差し,差し
202608270103,2026-08-27,01,3R,realtime,3-1-4,3-1-2,2-1-3,2-1-4,4-1-2,まくり差し,まくり差し,差し,差し,まくり
202608270104,2026-08-27,01,4R,daily,3-1-4,2-1-4,4-1-2,3-1-2,2-1-3,まくり差し,差し,まくり,まくり差し,差し
202608270104,2026-08-27,01,4R,realtime,3-1-5,3-1-2,3-1-4,2-1-5,2-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202608270105,2026-08-27,01,5R,daily,3-1-4,3-1-5,2-1-3,4-1-5,2-1-4,まくり差し,まくり差し,差し,まくり,差し
202608270105,2026-08-27,01,5R,realtime,2-1-3,2-1-4,3-1-4,4-1-5,2-1-5,差し,差し,まくり差し,まくり,差し
202608270106,2026-08-27,01,6R,daily,2-1-3,2-1-4,3-1-2,2-1-5,2-3-1,差し,差し,まくり差し,差し,差し
202608270106,2026-08-27,01,6R,realtime,2-1-3,2-1-5,2-1-4,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202608270107,2026-08-27,01,7R,daily,3-1-5,3-1-4,3-1-2,2-1-3,5-1-3,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608270108,2026-08-27,01,8R,daily,3-1-4,3-1-5,3-1-2,4-1-3,5-1-3,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608270109,2026-08-27,01,9R,daily,3-1-5,3-1-2,3-1-4,2-1-3,4-1-5,まくり差し,まくり差し,まくり差し,差し,まくり
202608270110,2026-08-27,01,10R,daily,2-1-3,2-1-4,3-1-2,3-1-4,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202608270111,2026-08-27,01,11R,daily,3-1-2,2-1-3,3-1-4,3-1-5,3-1-6,まくり差し,差し,まくり差し,まくり差し,まくり差し
202608270112,2026-08-27,01,12R,daily,3-1-5,5-1-3,3-1-4,4-1-5,5-1-4,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608270401,2026-08-27,04,1R,daily,4-1-2,2-1-4,4-1-5,2-1-3,4-1-3,まくり,差し,まくり,差し,差し
202608270401,2026-08-27,04,1R,realtime,2-1-3,2-1-4,2-1-5,5-1-2,3-1-2,差し,差し,差し,まくり差し,まくり差し
202608270402,2026-08-27,04,2R,daily,4-1-2,4-1-3,4-1-5,3-1-4,2-1-4,まくり,差し,まくり,まくり差し,差し
202608270402,2026-08-27,04,2R,realtime,4-1-5,4-1-2,4-1-3,3-1-4,4-1-6,まくり,まくり,差し,まくり差し,まくり
202608270403,2026-08-27,04,3R,daily,3-1-4,4-1-3,3-1-2,4-1-2,3-4-1,まくり差し,差し,まくり差し,まくり,まくり
202608270403,2026-08-27,04,3R,realtime,3-1-4,4-1-3,3-4-1,3-1-2,4-1-2,まくり差し,差し,まくり,まくり差し,まくり
202608270404,2026-08-27,04,4R,daily,2-1-3,3-1-2,2-1-4,2-3-1,3-1-5,差し,まくり差し,差し,差し,まくり差し
202608270404,2026-08-27,04,4R,realtime,2-1-3,3-1-2,2-3-1,3-2-1,3-1-5,差し,まくり差し,差し,まくり,まくり差し
202608270405,2026-08-27,04,5R,daily,3-1-2,2-1-3,3-1-4,3-2-1,2-3-1,まくり差し,差し,まくり差し,まくり,差し
202608270405,2026-08-27,04,5R,realtime,3-1-4,3-1-2,2-1-3,3-1-5,3-4-1,まくり差し,まくり差し,差し,まくり差し,まくり
202608270406,2026-08-27,04,6R,daily,5-1-2,6-1-2,5-1-6,5-1-4,4-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202608270406,2026-08-27,04,6R,realtime,4-1-2,5-1-2,5-1-4,4-1-6,4-1-3,まくり,まくり差し,まくり差し,まくり,差し
202608270407,2026-08-27,04,7R,daily,2-1-4,2-1-3,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し
202608270407,2026-08-27,04,7R,realtime,2-1-3,2-1-5,2-1-4,2-3-1,2-5-1,差し,差し,差し,差し,差し
202608270408,2026-08-27,04,8R,daily,4-1-2,2-1-3,2-1-4,4-1-3,4-2-1,まくり,差し,差し,差し,まくり
202608270408,2026-08-27,04,8R,realtime,4-1-2,2-1-4,2-1-3,4-1-5,4-1-3,まくり,差し,差し,まくり,差し
202608270409,2026-08-27,04,9R,daily,2-1-3,2-1-4,2-1-5,4-1-2,2-1-6,差し,差し,差し,まくり,差し
202608270409,2026-08-27,04,9R,realtime,2-1-3,2-1-4,4-1-6,3-1-4,4-1-2,差し,差し,まくり,まくり差し,まくり
202608270410,2026-08-27,04,10R,daily,2-1-4,2-1-3,2-1-5,2-1-6,2-4-1,差し,差し,差し,差し,差し
202608270410,2026-08-27,04,10R,realtime,2-1-3,2-1-4,2-1-5,2-1-6,4-1-2,差し,差し,差し,差し,まくり
202608270411,2026-08-27,04,11R,daily,2-1-4,2-1-3,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202608270411,2026-08-27,04,11R,realtime,2-1-5,2-1-4,5-1-2,2-1-3,3-1-2,差し,差し,まくり差し,差し,まくり差し
202608270412,2026-08-27,04,12R,daily,3-1-2,2-1-3,3-2-1,2-3-1,3-1-4,まくり差し,差し,まくり,差し,まくり差し
202608270701,2026-08-27,07,1R,daily,2-1-3,2-1-4,2-3-1,3-1-2,2-3-4,差し,差し,差し,まくり差し,まくり
202608270701,2026-08-27,07,1R,realtime,2-1-3,3-1-4,3-1-2,3-1-5,2-3-1,差し,まくり差し,まくり差し,まくり差し,差し
202608270702,2026-08-27,07,2R,daily,2-1-3,2-1-4,4-1-2,4-1-3,4-1-5,差し,差し,まくり,差し,まくり
202608270702,2026-08-27,07,2R,realtime,4-1-2,2-1-4,4-1-3,4-1-5,2-1-3,まくり,差し,差し,まくり,差し
202608270703,2026-08-27,07,3R,daily,3-1-4,3-1-2,3-1-5,4-1-5,2-1-3,まくり差し,まくり差し,まくり差し,まくり,差し
202608270703,2026-08-27,07,3R,realtime,6-1-2,6-1-5,6-1-3,2-1-6,6-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202608270704,2026-08-27,07,4R,daily,2-1-3,2-1-4,3-1-2,2-3-1,2-1-5,差し,差し,まくり差し,差し,差し
202608270704,2026-08-27,07,4R,realtime,2-1-3,3-1-2,2-3-1,2-1-5,2-1-4,差し,まくり差し,差し,差し,差し
202608270705,2026-08-27,07,5R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202608270705,2026-08-27,07,5R,realtime,2-1-5,2-1-3,5-1-2,2-1-4,2-5-1,差し,差し,まくり差し,差し,差し
202608270706,2026-08-27,07,6R,daily,3-1-4,3-1-2,3-1-5,4-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608270707,2026-08-27,07,7R,daily,3-1-4,3-1-2,3-1-5,4-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202608270708,2026-08-27,07,8R,daily,2-1-3,2-3-1,2-1-4,2-3-4,2-3-5,差し,差し,差し,まくり,まくり
202608270709,2026-08-27,07,9R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202608270710,2026-08-27,07,10R,daily,3-1-2,3-1-4,3-1-5,5-1-3,5-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608270711,2026-08-27,07,11R,daily,4-1-3,4-1-2,3-1-4,2-1-3,4-1-5,差し,まくり,まくり差し,差し,まくり
202608270712,2026-08-27,07,12R,daily,2-1-3,2-1-4,4-1-3,3-1-4,4-1-2,差し,差し,差し,まくり差し,まくり
202608270801,2026-08-27,08,1R,daily,2-1-3,2-1-4,2-1-5,3-1-2,5-1-2,差し,差し,差し,まくり差し,まくり差し
202608270801,2026-08-27,08,1R,realtime,2-1-6,2-1-5,2-1-4,2-1-3,5-1-2,差し,差し,差し,差し,まくり差し
202608270802,2026-08-27,08,2R,daily,3-1-2,3-1-4,2-1-3,3-1-5,4-1-2,まくり差し,まくり差し,差し,まくり差し,まくり
202608270802,2026-08-27,08,2R,realtime,4-1-2,4-1-3,4-1-5,3-1-4,4-2-1,まくり,差し,まくり,まくり差し,まくり
202608270803,2026-08-27,08,3R,daily,4-1-2,4-1-3,4-1-5,2-1-3,3-1-4,まくり,差し,まくり,差し,まくり差し
202608270803,2026-08-27,08,3R,realtime,2-1-3,3-1-2,4-1-2,4-1-3,3-1-4,差し,まくり差し,まくり,差し,まくり差し
