レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202608280101,2026-08-28,01,1R,daily,5-1-2,2-1-5,2-1-4,4-1-5,4-1-2,まくり差し,差し,差し,まくり,まくり
202608280102,2026-08-28,01,2R,daily,4-1-5,5-1-3,5-1-2,5-1-4,3-1-5,まくり,まくり差し,まくり差し,まくり差し,まくり差し
202608280103,2026-08-28,01,3R,daily,2-1-4,4-1-5,4-1-2,2-1-3,2-1-5,差し,まくり,まくり,差し,差し
202608280104,2026-08-28,01,4R,daily,2-1-3,3-1-2,3-1-5,2-1-5,2-1-4,差し,まくり差し,まくり差し,差し,差し
202608280105,2026-08-28,01,5R,daily,5-1-2,2-1-5,2-1-3,3-1-2,5-2-1,まくり差し,差し,差し,まくり差し,まくり差し
202608280106,2026-08-28,01,6R,daily,3-1-4,3-1-2,4-1-3,3-1-5,2-1-3,まくり差し,まくり差し,差し,まくり差し,差し
202608280107,2026-08-28,01,7R,daily,2-1-4,2-1-3,3-1-4,2-1-5,3-1-5,差し,差し,まくり差し,差し,まくり差し
202608280108,2026-08-28,01,8R,daily,3-1-4,4-1-3,3-4-1,2-1-3,2-1-4,まくり差し,差し,まくり,差し,差し
202608280109,2026-08-28,01,9R,daily,3-1-4,3-1-2,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202608280110,2026-08-28,01,10R,daily,2-1-3,2-1-4,3-1-2,2-1-5,4-1-2,差し,差し,まくり差し,差し,まくり
202608280111,2026-08-28,01,11R,daily,2-1-3,3-1-2,3-1-4,3-1-5,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202608280112,2026-08-28,01,12R,daily,2-1-3,3-1-4,2-1-4,3-1-2,3-1-5,差し,まくり差し,差し,まくり差し,まくり差し
202608280401,2026-08-28,04,1R,daily,2-1-4,2-1-3,2-1-5,4-1-2,2-4-1,差し,差し,差し,まくり,差し
202608280401,2026-08-28,04,1R,realtime,2-1-4,2-1-6,4-1-2,2-1-3,4-2-1,差し,差し,まくり差し,差し,まくり差し
202608280402,2026-08-28,04,2R,daily,3-1-4,4-1-3,2-1-3,2-1-4,4-1-5,まくり差し,差し,差し,差し,まくり
202608280402,2026-08-28,04,2R,realtime,2-1-3,3-1-4,2-1-4,3-1-2,3-1-5,差し,まくり差し,差し,まくり差し,まくり差し
202608280403,2026-08-28,04,3R,daily,2-1-3,3-1-2,3-1-4,3-1-6,5-1-2,差し,まくり差し,まくり差し,まくり差し,まくり差し
202608280403,2026-08-28,04,3R,realtime,3-1-2,3-1-6,2-1-3,3-1-5,5-1-2,まくり差し,まくり差し,差し,まくり差し,まくり差し
202608280404,2026-08-28,04,4R,daily,3-1-2,3-1-5,3-1-4,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202608280404,2026-08-28,04,4R,realtime,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608280405,2026-08-28,04,5R,daily,2-1-3,3-1-2,3-1-5,2-3-1,3-2-1,差し,まくり差し,まくり差し,差し,まくり
202608280405,2026-08-28,04,5R,realtime,2-1-3,3-1-5,2-1-4,2-1-5,3-1-2,差し,まくり差し,差し,差し,まくり差し
202608280406,2026-08-28,04,6R,daily,2-1-4,5-1-2,2-1-5,2-1-3,5-1-4,差し,まくり差し,差し,差し,まくり差し
202608280406,2026-08-28,04,6R,realtime,2-1-5,5-1-2,5-2-1,2-5-1,2-1-4,差し,まくり差し,まくり差し,差し,差し
202608280407,2026-08-28,04,7R,daily,3-1-2,3-1-5,3-1-4,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202608280408,2026-08-28,04,8R,daily,4-1-2,4-1-3,2-1-4,3-1-4,4-2-1,まくり,差し,差し,まくり差し,まくり
202608280409,2026-08-28,04,9R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
