レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202608220304,2026-08-22,03,4R,realtime,4-1-2,4-1-5,4-2-1,4-5-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608220305,2026-08-22,03,5R,daily,4-1-2,4-1-5,2-1-3,4-1-3,4-2-1,まくり,まくり,差し,差し,まくり
202608220305,2026-08-22,03,5R,realtime,4-1-5,4-1-2,4-1-3,4-5-1,4-2-1,まくり,まくり,差し,まくり,まくり
202608220306,2026-08-22,03,6R,daily,4-1-2,4-1-5,4-1-3,4-2-1,4-5-1,まくり,まくり,差し,まくり,まくり
202608220306,2026-08-22,03,6R,realtime,4-1-5,4-1-2,4-5-1,4-1-3,5-1-4,まくり,まくり,まくり,差し,まくり差し
202608220307,2026-08-22,03,7R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-1-6,差し,差し,差し,差し,差し
202608220307,2026-08-22,03,7R,realtime,2-1-3,2-1-4,2-1-5,2-3-1,2-1-6,差し,差し,差し,差し,差し
202608220308,2026-08-22,03,8R,daily,2-1-3,3-1-2,3-1-4,2-1-4,2-3-1,差し,まくり差し,まくり差し,差し,差し
202608220308,2026-08-22,03,8R,realtime,2-1-3,3-1-2,2-1-4,2-3-1,3-1-4,差し,まくり差し,差し,差し,まくり差し
202608220309,2026-08-22,03,9R,daily,4-1-2,4-1-5,4-1-6,4-1-3,6-1-4,まくり,まくり,まくり,差し,まくり差し
202608220309,2026-08-22,03,9R,realtime,4-1-2,4-1-5,4-1-3,4-1-6,4-5-1,まくり,まくり,差し,まくり,まくり
202608220310,2026-08-22,03,10R,daily,2-1-3,2-1-4,3-1-2,4-1-2,2-1-5,差し,差し,まくり差し,まくり,差し
202608220310,2026-08-22,03,10R,realtime,2-1-3,2-1-4,3-1-2,4-1-2,3-1-4,差し,差し,まくり差し,まくり,まくり差し
202608220311,2026-08-22,03,11R,daily,2-1-3,2-1-4,2-1-5,4-1-2,3-1-2,差し,差し,差し,まくり,まくり差し
202608220311,2026-08-22,03,11R,realtime,4-1-2,4-1-5,2-1-3,4-5-1,4-1-3,まくり,まくり,差し,まくり,差し
202608220312,2026-08-22,03,12R,daily,2-1-4,4-1-2,2-1-3,4-1-3,4-2-1,差し,まくり,差し,差し,まくり
202608220401,2026-08-22,04,1R,daily,5-1-2,5-1-4,5-1-6,5-1-3,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608220401,2026-08-22,04,1R,realtime,5-1-2,2-1-5,2-1-4,5-2-1,5-1-4,まくり差し,差し,差し,まくり差し,まくり差し
202608220402,2026-08-22,04,2R,daily,2-1-3,2-1-4,3-1-2,2-1-5,2-1-6,差し,差し,まくり差し,差し,差し
202608220402,2026-08-22,04,2R,realtime,2-1-3,2-1-5,2-1-4,2-1-6,3-1-2,差し,差し,差し,差し,まくり差し
202608220403,2026-08-22,04,3R,daily,6-1-4,6-1-2,3-1-4,6-1-3,3-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608220403,2026-08-22,04,3R,realtime,6-1-3,6-1-5,6-1-4,3-1-6,3-1-4,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608220404,2026-08-22,04,4R,daily,4-1-6,4-1-2,4-1-5,6-1-4,4-1-3,まくり,まくり,まくり,まくり差し,差し
202608220404,2026-08-22,04,4R,realtime,4-1-6,4-1-2,4-6-1,4-1-5,4-1-3,まくり,まくり,まくり,まくり,差し
202608220405,2026-08-22,04,5R,daily,4-1-3,4-1-5,3-1-4,4-1-2,4-3-1,差し,まくり,まくり差し,まくり,まくり
202608220405,2026-08-22,04,5R,realtime,4-1-5,4-1-3,4-1-2,4-5-1,4-2-1,まくり,差し,まくり,まくり,まくり
202608220406,2026-08-22,04,6R,daily,3-1-4,3-1-2,3-1-5,3-2-1,3-2-4,まくり差し,まくり差し,まくり差し,まくり,まくり
202608220406,2026-08-22,04,6R,realtime,3-2-4,3-2-1,3-1-2,3-1-4,3-4-2,まくり,まくり,まくり差し,まくり差し,まくり
202608220407,2026-08-22,04,7R,daily,3-1-2,3-1-5,3-1-4,3-2-1,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608220407,2026-08-22,04,7R,realtime,3-1-2,3-1-5,3-1-4,3-2-1,3-2-5,まくり差し,まくり差し,まくり差し,まくり,まくり
202608220408,2026-08-22,04,8R,daily,4-1-2,4-2-1,4-1-3,4-1-5,4-3-1,まくり,まくり,差し,まくり,まくり
202608220408,2026-08-22,04,8R,realtime,4-1-2,4-1-3,4-2-1,4-1-5,4-3-1,まくり,差し,まくり,まくり,まくり
202608220409,2026-08-22,04,9R,daily,3-1-2,2-1-3,3-1-5,3-1-4,3-2-1,まくり差し,差し,まくり差し,まくり差し,まくり
202608220409,2026-08-22,04,9R,realtime,3-1-2,3-1-5,2-1-3,3-2-1,3-1-4,まくり差し,まくり差し,差し,まくり,まくり差し
202608220410,2026-08-22,04,10R,daily,5-1-2,2-1-5,5-2-1,2-1-3,2-1-4,まくり差し,差し,まくり差し,差し,差し
202608220411,2026-08-22,04,11R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-1-6,差し,差し,差し,差し,差し
202608220412,2026-08-22,04,12R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608220601,2026-08-22,06,1R,daily,4-1-2,2-1-3,4-1-3,2-1-4,4-1-5,まくり,差し,差し,差し,まくり
202608220601,2026-08-22,06,1R,realtime,4-1-2,4-1-5,2-1-4,4-2-1,4-1-3,まくり,まくり,差し,まくり,差し
202608220602,2026-08-22,06,2R,daily,2-1-3,2-1-4,2-1-5,3-1-2,3-1-4,差し,差し,差し,まくり差し,まくり差し
202608220602,2026-08-22,06,2R,realtime,2-1-4,2-1-3,3-1-4,5-1-4,5-1-2,差し,差し,まくり差し,まくり差し,まくり差し
202608220603,2026-08-22,06,3R,daily,2-1-4,2-1-3,4-1-2,2-3-4,2-4-1,差し,差し,まくり,まくり,差し
202608220603,2026-08-22,06,3R,realtime,4-1-2,4-1-3,4-2-1,2-1-4,4-2-3,差し,差し,差し,まくり差し,まくり
202608220604,2026-08-22,06,4R,daily,3-1-4,2-1-3,3-1-2,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202608220604,2026-08-22,06,4R,realtime,3-1-5,3-1-4,3-1-2,5-1-3,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202608220605,2026-08-22,06,5R,daily,4-1-2,2-1-3,4-1-3,2-1-4,4-1-5,まくり,差し,差し,差し,まくり
202608220605,2026-08-22,06,5R,realtime,6-1-2,6-1-3,6-2-1,6-1-4,4-1-6,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202608220606,2026-08-22,06,6R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202608220606,2026-08-22,06,6R,realtime,3-1-2,3-1-4,3-1-5,3-1-6,3-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202608220607,2026-08-22,06,7R,daily,2-1-3,2-1-4,2-3-1,2-1-5,3-1-2,差し,差し,差し,差し,まくり差し
202608220607,2026-08-22,06,7R,realtime,2-1-4,2-1-5,2-1-3,2-4-1,2-5-1,差し,差し,差し,差し,差し
202608220608,2026-08-22,06,8R,daily,4-1-2,4-1-3,4-1-5,4-2-1,3-1-4,まくり,差し,まくり,まくり,まくり差し
202608220608,2026-08-22,06,8R,realtime,4-1-3,4-1-2,4-1-5,4-2-1,4-3-1,差し,まくり,まくり,まくり,まくり
202608220609,2026-08-22,06,9R,daily,4-1-2,4-1-3,3-1-4,3-1-2,2-1-3,まくり,差し,まくり差し,まくり差し,差し
202608220609,2026-08-22,06,9R,realtime,2-1-4,2-1-3,4-1-2,2-1-5,4-2-1,差し,差し,まくり,差し,まくり
202608220610,2026-08-22,06,10R,daily,3-1-5,3-1-2,3-1-4,5-1-3,5-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608220610,2026-08-22,06,10R,realtime,6-1-3,6-1-2,6-3-1,6-1-5,5-1-6,まくり差し,まくり差し,まくり,まくり差し,差し
202608220611,2026-08-22,06,11R,daily,3-1-4,3-1-5,3-1-2,3-1-6,3-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202608220612,2026-08-22,06,12R,daily,3-1-2,3-1-4,3-1-5,4-1-2,2-1-3,まくり差し,まくり差し,まくり差し,まくり,差し
202608220701,2026-08-22,07,1R,daily,2-1-3,2-1-4,3-1-2,2-1-5,5-1-2,差し,差し,まくり差し,差し,まくり差し
202608220701,2026-08-22,07,1R,realtime,2-1-3,2-1-4,2-1-5,2-1-6,5-1-2,差し,差し,差し,差し,まくり差し
202608220702,2026-08-22,07,2R,daily,5-1-2,3-1-2,2-1-3,5-1-3,3-1-4,まくり差し,まくり差し,差し,まくり差し,まくり差し
202608220702,2026-08-22,07,2R,realtime,5-1-3,5-1-4,5-1-2,3-1-5,5-1-6,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608220703,2026-08-22,07,3R,daily,2-1-3,2-1-4,2-3-1,2-1-5,2-3-4,差し,差し,差し,差し,まくり
202608220704,2026-08-22,07,4R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608220705,2026-08-22,07,5R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202608220706,2026-08-22,07,6R,daily,4-1-2,4-1-5,4-1-3,4-1-6,4-5-1,まくり,まくり,差し,まくり,まくり
202608220707,2026-08-22,07,7R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608220708,2026-08-22,07,8R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202608220709,2026-08-22,07,9R,daily,4-1-3,3-1-4,4-1-2,3-1-2,4-1-5,差し,まくり差し,まくり,まくり差し,まくり
202608220710,2026-08-22,07,10R,daily,3-1-4,3-1-2,2-1-3,4-1-3,3-1-5,まくり差し,まくり差し,差し,差し,まくり差し
202608220711,2026-08-22,07,11R,daily,2-1-4,2-1-3,4-1-2,4-1-3,4-1-5,差し,差し,まくり,差し,まくり
202608220712,2026-08-22,07,12R,daily,3-1-4,3-1-2,4-1-3,2-1-3,3-1-5,まくり差し,まくり差し,差し,差し,まくり差し
202608220801,2026-08-22,08,1R,daily,2-1-3,2-1-4,4-1-2,3-1-2,2-1-5,差し,差し,まくり,まくり差し,差し
202608220801,2026-08-22,08,1R,realtime,2-1-3,3-1-2,2-1-4,4-1-2,2-1-5,差し,まくり差し,差し,まくり,差し
202608220802,2026-08-22,08,2R,daily,2-1-3,2-1-4,2-1-5,3-1-2,3-1-4,差し,差し,差し,まくり差し,まくり差し
202608220802,2026-08-22,08,2R,realtime,2-1-3,2-1-4,3-1-4,2-1-5,3-1-2,差し,差し,まくり差し,差し,まくり差し
202608220803,2026-08-22,08,3R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202608220803,2026-08-22,08,3R,realtime,2-1-3,2-1-4,2-1-5,3-1-2,3-1-4,差し,差し,差し,まくり差し,まくり差し
202608220804,2026-08-22,08,4R,daily,2-1-4,2-1-3,2-1-5,4-1-2,2-1-6,差し,差し,差し,まくり,差し
202608220804,2026-08-22,08,4R,realtime,5-1-2,2-1-5,2-1-4,2-1-3,5-1-4,まくり差し,差し,差し,差し,まくり差し
202608220805,2026-08-22,08,5R,daily,3-1-5,5-1-3,5-1-2,3-1-2,3-1-4,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608220805,2026-08-22,08,5R,realtime,5-1-2,5-1-3,3-1-5,2-1-5,3-1-2,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608220806,2026-08-22,08,6R,daily,2-1-3,2-1-4,4-1-2,2-1-5,3-1-2,差し,差し,まくり,差し,まくり差し
202608220806,2026-08-22,08,6R,realtime,2-1-4,4-1-2,2-1-3,4-1-5,4-1-3,差し,まくり,差し,まくり,差し
202608220807,2026-08-22,08,7R,daily,2-1-3,5-1-2,2-1-5,2-1-4,5-1-3,差し,まくり差し,差し,差し,まくり差し
202608220807,2026-08-22,08,7R,realtime,5-1-2,5-1-3,5-1-4,2-1-5,2-1-4,差し,差し,差し,まくり差し,まくり差し
202608220808,2026-08-22,08,8R,daily,2-1-3,2-1-4,3-1-2,2-3-1,2-1-5,差し,差し,まくり差し,差し,差し
202608220808,2026-08-22,08,8R,realtime,2-1-3,2-1-6,2-1-4,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202608220809,2026-08-22,08,9R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202608220809,2026-08-22,08,9R,realtime,2-1-4,2-4-1,2-1-3,2-4-3,2-3-4,差し,差し,差し,まくり,まくり
202608220810,2026-08-22,08,10R,daily,4-1-5,4-1-2,4-1-3,2-1-3,2-1-4,まくり,まくり,差し,差し,差し
202608220810,2026-08-22,08,10R,realtime,4-1-2,4-1-6,2-1-4,4-2-1,4-1-5,まくり,まくり,差し,まくり,まくり
202608220811,2026-08-22,08,11R,daily,2-1-4,2-1-3,2-1-5,4-1-2,2-1-6,差し,差し,差し,まくり,差し
202608220811,2026-08-22,08,11R,realtime,2-1-3,2-3-1,3-2-1,2-1-5,2-1-4,差し,差し,まくり,差し,差し
202608220812,2026-08-22,08,12R,daily,2-1-3,3-1-2,2-1-4,3-1-4,4-1-2,差し,まくり差し,差し,まくり差し,まくり
202608220812,2026-08-22,08,12R,realtime,2-1-4,2-1-3,2-1-5,2-4-1,2-1-6,差し,差し,差し,差し,差し
202608221601,2026-08-22,16,1R,daily,2-1-3,2-1-4,3-1-4,3-1-2,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202608221601,2026-08-22,16,1R,realtime,6-1-2,2-1-3,2-1-6,2-1-4,6-1-3,まくり差し,差し,差し,差し,まくり差し
202608221602,2026-08-22,16,2R,daily,4-1-5,5-1-2,5-1-4,4-1-2,5-1-3,まくり,まくり差し,まくり差し,まくり,まくり差し
202608221602,2026-08-22,16,2R,realtime,5-1-2,5-1-4,4-1-5,5-1-3,4-1-2,まくり差し,まくり差し,まくり,まくり差し,まくり
202608221603,2026-08-22,16,3R,daily,2-1-3,2-1-5,2-1-4,5-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202608221603,2026-08-22,16,3R,realtime,2-1-5,2-1-3,5-1-2,2-1-4,5-2-1,差し,差し,まくり差し,差し,まくり差し
202608221604,2026-08-22,16,4R,daily,3-1-2,2-1-3,3-1-4,3-1-5,3-1-6,まくり差し,差し,まくり差し,まくり差し,まくり差し
202608221604,2026-08-22,16,4R,realtime,3-1-5,3-1-2,3-1-4,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202608221605,2026-08-22,16,5R,daily,4-1-5,4-1-3,3-1-4,4-1-2,3-1-5,まくり,差し,まくり差し,まくり,まくり差し
202608221605,2026-08-22,16,5R,realtime,4-1-2,4-1-5,5-1-2,3-1-4,3-1-2,まくり,まくり,まくり差し,まくり差し,まくり差し
202608221606,2026-08-22,16,6R,daily,4-1-5,5-1-4,5-1-3,4-1-3,5-1-2,まくり,まくり差し,まくり差し,差し,まくり差し
202608221606,2026-08-22,16,6R,realtime,5-1-4,5-1-3,5-1-2,4-1-5,5-4-1,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608221607,2026-08-22,16,7R,daily,5-1-4,5-1-2,5-1-3,4-1-5,3-1-5,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608221607,2026-08-22,16,7R,realtime,5-1-2,5-1-4,2-1-5,4-1-5,5-1-3,まくり差し,まくり差し,差し,まくり,まくり差し
202608221608,2026-08-22,16,8R,daily,3-1-4,4-1-3,4-1-2,3-1-2,4-1-5,まくり差し,差し,まくり,まくり差し,まくり
202608221608,2026-08-22,16,8R,realtime,3-1-4,4-1-3,3-1-2,4-1-2,4-1-5,まくり差し,差し,まくり差し,まくり,まくり
202608221609,2026-08-22,16,9R,daily,3-1-5,5-1-3,3-1-4,5-1-4,5-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608221609,2026-08-22,16,9R,realtime,3-1-5,5-1-3,3-1-4,3-1-2,3-5-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202608221610,2026-08-22,16,10R,daily,2-1-3,2-1-4,3-1-4,3-1-2,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202608221610,2026-08-22,16,10R,realtime,2-1-4,4-1-2,3-1-4,2-1-3,4-1-5,差し,まくり,まくり差し,差し,まくり
202608221611,2026-08-22,16,11R,daily,3-1-4,3-1-2,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202608221612,2026-08-22,16,12R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し
202608221901,2026-08-22,19,1R,daily,2-1-3,2-1-4,3-1-2,2-3-1,2-1-5,差し,差し,まくり差し,差し,差し
202608221901,2026-08-22,19,1R,realtime,2-1-3,2-1-4,2-3-1,3-1-2,2-1-6,差し,差し,差し,まくり差し,差し
202608221902,2026-08-22,19,2R,daily,2-1-3,3-1-2,3-1-5,6-1-2,3-1-4,差し,まくり差し,まくり差し,まくり差し,まくり差し
202608221902,2026-08-22,19,2R,realtime,6-1-2,3-1-2,2-1-3,6-1-3,3-1-6,まくり差し,まくり差し,差し,まくり差し,まくり差し
202608221903,2026-08-22,19,3R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202608221904,2026-08-22,19,4R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608221905,2026-08-22,19,5R,daily,3-1-2,3-1-5,3-1-4,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202608221906,2026-08-22,19,6R,daily,3-1-4,3-1-2,3-1-5,4-1-3,2-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202608221907,2026-08-22,19,7R,daily,2-1-3,3-1-2,3-1-4,3-1-5,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202608221908,2026-08-22,19,8R,daily,3-1-2,3-1-4,4-1-3,2-1-3,4-1-2,まくり差し,まくり差し,差し,差し,まくり
202608221909,2026-08-22,19,9R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202608221910,2026-08-22,19,10R,daily,3-1-2,3-1-4,3-1-5,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202608221911,2026-08-22,19,11R,daily,3-1-4,3-1-2,2-1-3,4-1-3,4-1-2,まくり差し,まくり差し,差し,差し,まくり
202608221912,2026-08-22,19,12R,daily,3-1-5,3-1-4,3-1-2,2-1-3,5-1-3,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608222001,2026-08-22,20,1R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202608222001,2026-08-22,20,1R,realtime,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202608222002,2026-08-22,20,2R,daily,5-1-2,2-1-3,5-1-3,5-1-4,5-1-6,まくり差し,差し,まくり差し,まくり差し,まくり差し
202608222002,2026-08-22,20,2R,realtime,5-1-2,5-1-4,2-1-4,5-1-3,5-1-6,まくり差し,まくり差し,差し,まくり差し,まくり差し
202608222003,2026-08-22,20,3R,daily,3-1-4,3-1-2,2-1-3,3-1-5,4-1-2,まくり差し,まくり差し,差し,まくり差し,まくり
202608222004,2026-08-22,20,4R,daily,3-1-2,3-1-4,3-1-5,4-1-2,2-1-3,まくり差し,まくり差し,まくり差し,まくり,差し
202608222005,2026-08-22,20,5R,daily,2-1-3,2-1-4,2-1-5,3-1-2,4-1-2,差し,差し,差し,まくり差し,まくり
202608222006,2026-08-22,20,6R,daily,2-1-4,2-1-3,2-1-5,4-1-2,2-4-1,差し,差し,差し,まくり,差し
202608222007,2026-08-22,20,7R,daily,3-1-4,3-1-5,3-1-2,3-1-6,3-4-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202608222008,2026-08-22,20,8R,daily,3-1-2,3-1-5,2-1-3,3-1-4,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202608222009,2026-08-22,20,9R,daily,2-1-3,3-1-2,2-1-4,3-1-4,2-1-5,差し,まくり差し,差し,まくり差し,差し
202608222010,2026-08-22,20,10R,daily,2-1-3,2-1-4,2-1-5,3-1-2,4-1-2,差し,差し,差し,まくり差し,まくり
202608222011,2026-08-22,20,11R,daily,2-1-3,3-1-2,2-1-4,3-1-4,3-1-5,差し,まくり差し,差し,まくり差し,まくり差し
202608222012,2026-08-22,20,12R,daily,3-1-4,4-1-2,2-1-4,4-1-3,4-1-5,まくり差し,まくり,差し,差し,まくり
202608222101,2026-08-22,21,1R,daily,3-1-2,3-1-4,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202608222101,2026-08-22,21,1R,realtime,3-1-5,3-1-4,3-1-2,2-1-3,5-1-3,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608222102,2026-08-22,21,2R,daily,4-1-5,4-1-3,4-1-2,4-5-1,3-1-4,まくり,差し,まくり,まくり,まくり差し
202608222102,2026-08-22,21,2R,realtime,4-1-2,4-1-5,4-1-3,2-1-4,4-2-1,まくり,まくり,差し,差し,まくり
202608222103,2026-08-22,21,3R,daily,2-1-3,3-1-2,3-1-4,3-1-5,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202608222103,2026-08-22,21,3R,realtime,2-1-3,3-1-2,2-1-4,3-1-4,3-1-5,差し,まくり差し,差し,まくり差し,まくり差し
202608222104,2026-08-22,21,4R,daily,3-1-4,3-1-5,3-1-2,4-1-3,5-1-3,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608222104,2026-08-22,21,4R,realtime,5-1-3,5-1-2,3-1-5,5-1-4,3-1-4,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608222105,2026-08-22,21,5R,daily,2-1-3,2-1-4,4-1-2,2-1-5,3-1-2,差し,差し,まくり,差し,まくり差し
202608222105,2026-08-22,21,5R,realtime,6-1-2,6-1-3,2-1-3,2-1-6,3-1-2,まくり差し,まくり差し,差し,差し,まくり差し
202608222106,2026-08-22,21,6R,daily,2-1-3,2-1-4,3-1-2,2-3-1,3-1-4,差し,差し,まくり差し,差し,まくり差し
202608222106,2026-08-22,21,6R,realtime,2-1-3,3-1-2,2-1-4,2-1-5,2-3-1,差し,まくり差し,差し,差し,差し
202608222107,2026-08-22,21,7R,daily,2-1-3,5-1-2,5-1-3,2-1-4,5-1-4,差し,まくり差し,まくり差し,差し,まくり差し
202608222107,2026-08-22,21,7R,realtime,2-1-4,5-1-2,2-1-3,4-1-2,5-1-4,差し,まくり差し,差し,まくり,まくり差し
