レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202608300509,2026-08-30,05,9R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202608300510,2026-08-30,05,10R,daily,2-1-3,2-1-4,3-1-2,3-1-4,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202608300511,2026-08-30,05,11R,daily,2-1-3,4-1-2,3-1-2,2-1-4,4-1-3,差し,まくり,まくり差し,差し,差し
202608300512,2026-08-30,05,12R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し
202608300601,2026-08-30,06,1R,daily,2-1-3,3-1-2,3-1-4,3-1-5,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202608300602,2026-08-30,06,2R,daily,3-1-2,2-1-3,3-1-5,3-1-4,3-2-1,まくり差し,差し,まくり差し,まくり差し,まくり
202608300603,2026-08-30,06,3R,daily,2-1-3,2-1-4,2-3-1,2-1-5,2-4-1,差し,差し,差し,差し,差し
202608300604,2026-08-30,06,4R,daily,2-1-3,2-1-4,3-1-2,3-1-4,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202608300605,2026-08-30,06,5R,daily,2-1-3,2-1-4,2-3-1,2-1-5,2-3-4,差し,差し,差し,差し,まくり
202608300606,2026-08-30,06,6R,daily,3-1-2,2-1-3,3-1-4,3-1-5,3-1-6,まくり差し,差し,まくり差し,まくり差し,まくり差し
202608300607,2026-08-30,06,7R,daily,3-1-2,3-1-4,3-1-5,3-2-1,3-4-1,まくり差し,まくり差し,まくり差し,まくり,まくり
202608300608,2026-08-30,06,8R,daily,4-1-2,4-1-5,4-1-3,4-5-1,4-2-1,まくり,まくり,差し,まくり,まくり
202608300609,2026-08-30,06,9R,daily,2-1-4,2-1-3,2-1-5,4-1-2,3-1-2,差し,差し,差し,まくり,まくり差し
202608300610,2026-08-30,06,10R,daily,3-1-4,3-1-5,3-1-2,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608300611,2026-08-30,06,11R,daily,2-1-4,2-1-3,4-1-2,2-1-5,3-1-2,差し,差し,まくり,差し,まくり差し
202608300612,2026-08-30,06,12R,daily,3-1-2,5-1-2,3-1-4,2-1-4,2-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202608300701,2026-08-30,07,1R,daily,2-1-3,5-1-2,5-1-3,2-1-4,5-1-4,差し,まくり差し,まくり差し,差し,まくり差し
202608300702,2026-08-30,07,2R,daily,4-1-2,4-1-3,4-1-5,2-1-3,3-1-4,まくり,差し,まくり,差し,まくり差し
202608300703,2026-08-30,07,3R,daily,3-1-4,3-1-2,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202608300704,2026-08-30,07,4R,daily,2-1-3,2-1-4,2-3-1,3-1-2,2-1-5,差し,差し,差し,まくり差し,差し
202608300705,2026-08-30,07,5R,daily,3-1-4,3-1-2,3-1-5,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202608300706,2026-08-30,07,6R,daily,5-1-2,5-1-4,5-1-3,4-1-5,5-2-1,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608300707,2026-08-30,07,7R,daily,3-1-4,3-1-2,3-1-5,4-1-3,2-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202608300708,2026-08-30,07,8R,daily,3-1-4,3-1-2,3-1-5,3-2-1,3-4-1,まくり差し,まくり差し,まくり差し,まくり,まくり
202608300709,2026-08-30,07,9R,daily,2-1-3,2-1-4,2-1-5,4-1-2,4-1-5,差し,差し,差し,まくり,まくり
202608300710,2026-08-30,07,10R,daily,4-1-2,4-1-3,4-1-5,2-1-3,2-1-4,まくり,差し,まくり,差し,差し
202608300711,2026-08-30,07,11R,daily,3-1-2,2-1-3,3-1-5,3-1-4,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202608300712,2026-08-30,07,12R,daily,4-1-3,4-1-2,4-1-5,4-3-1,3-1-4,差し,まくり,まくり,まくり,まくり差し
202608300801,2026-08-30,08,1R,daily,2-1-3,3-1-2,2-1-4,3-1-4,3-1-5,差し,まくり差し,差し,まくり差し,まくり差し
202608300801,2026-08-30,08,1R,realtime,2-1-3,3-1-2,3-1-5,2-1-5,3-1-4,差し,まくり差し,まくり差し,差し,まくり差し
202608300802,2026-08-30,08,2R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し
202608300803,2026-08-30,08,3R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202608300804,2026-08-30,08,4R,daily,2-1-3,2-1-4,3-1-2,2-3-1,2-1-5,差し,差し,まくり差し,差し,差し
202608300805,2026-08-30,08,5R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202608300806,2026-08-30,08,6R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202608300807,2026-08-30,08,7R,daily,5-1-2,5-1-3,3-1-5,3-1-2,3-1-4,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608300808,2026-08-30,08,8R,daily,2-1-3,3-1-2,2-1-4,3-1-4,3-1-5,差し,まくり差し,差し,まくり差し,まくり差し
202608300809,2026-08-30,08,9R,daily,2-1-4,2-1-3,4-1-2,4-1-5,4-1-3,差し,差し,まくり,まくり,差し
202608300810,2026-08-30,08,10R,daily,3-1-4,3-1-2,3-1-5,5-1-2,5-1-3,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608300811,2026-08-30,08,11R,daily,2-1-3,3-1-2,3-1-4,2-1-4,4-1-2,差し,まくり差し,まくり差し,差し,まくり
202608300812,2026-08-30,08,12R,daily,2-1-3,3-1-2,3-1-4,2-1-4,4-1-2,差し,まくり差し,まくり差し,差し,まくり
202608300901,2026-08-30,09,1R,daily,2-1-3,3-1-2,2-1-4,3-1-4,2-3-1,差し,まくり差し,差し,まくり差し,差し
202608300901,2026-08-30,09,1R,realtime,2-1-3,3-1-2,2-3-1,3-2-1,3-1-5,差し,まくり差し,差し,まくり,まくり差し
202608300902,2026-08-30,09,2R,daily,2-1-4,2-1-3,4-1-2,4-1-5,4-1-3,差し,差し,まくり,まくり,差し
202608300903,2026-08-30,09,3R,daily,2-1-3,3-1-2,3-1-4,2-1-4,4-1-2,差し,まくり差し,まくり差し,差し,まくり
202608300904,2026-08-30,09,4R,daily,3-1-2,3-1-4,3-1-5,2-1-3,5-1-2,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608300905,2026-08-30,09,5R,daily,2-1-3,2-1-4,2-1-5,3-1-2,5-1-2,差し,差し,差し,まくり差し,まくり差し
202608300906,2026-08-30,09,6R,daily,2-1-3,2-1-4,3-1-2,4-1-2,5-1-2,差し,差し,まくり差し,まくり,まくり差し
202608300907,2026-08-30,09,7R,daily,2-1-3,3-1-2,3-1-5,2-1-4,3-1-4,差し,まくり差し,まくり差し,差し,まくり差し
202608300908,2026-08-30,09,8R,daily,2-1-3,2-1-4,2-1-5,4-1-2,3-1-2,差し,差し,差し,まくり,まくり差し
202608300909,2026-08-30,09,9R,daily,2-1-3,2-1-4,2-1-5,3-1-2,3-1-4,差し,差し,差し,まくり差し,まくり差し
202608300910,2026-08-30,09,10R,daily,2-1-3,3-1-4,2-1-4,3-1-2,3-1-5,差し,まくり差し,差し,まくり差し,まくり差し
202608300911,2026-08-30,09,11R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202608300912,2026-08-30,09,12R,daily,2-1-3,2-1-4,2-1-5,3-1-2,4-1-2,差し,差し,差し,まくり差し,まくり
202608301101,2026-08-30,11,1R,daily,2-1-4,2-1-3,4-1-2,2-1-5,3-1-2,差し,差し,まくり,差し,まくり差し
202608301101,2026-08-30,11,1R,realtime,2-1-4,2-1-3,4-1-2,2-1-5,2-4-1,差し,差し,まくり,差し,差し
202608301102,2026-08-30,11,2R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202608301103,2026-08-30,11,3R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し
202608301104,2026-08-30,11,4R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202608301105,2026-08-30,11,5R,daily,4-1-2,2-1-4,4-1-3,2-1-3,4-1-5,まくり,差し,差し,差し,まくり
202608301106,2026-08-30,11,6R,daily,3-1-4,4-1-3,3-1-2,4-1-2,3-1-5,まくり差し,差し,まくり差し,まくり,まくり差し
202608301107,2026-08-30,11,7R,daily,2-1-3,3-1-2,2-1-4,3-1-4,3-1-5,差し,まくり差し,差し,まくり差し,まくり差し
202608301108,2026-08-30,11,8R,daily,2-1-4,2-1-3,5-1-2,4-1-2,5-1-4,差し,差し,まくり差し,まくり,まくり差し
202608301109,2026-08-30,11,9R,daily,2-1-3,3-1-2,5-1-2,2-1-4,3-1-4,差し,まくり差し,まくり差し,差し,まくり差し
202608301110,2026-08-30,11,10R,daily,2-1-3,3-1-2,2-1-5,2-1-4,5-1-2,差し,まくり差し,差し,差し,まくり差し
202608301111,2026-08-30,11,11R,daily,2-1-3,3-1-2,3-1-4,2-1-4,4-1-2,差し,まくり差し,まくり差し,差し,まくり
202608301112,2026-08-30,11,12R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202608301401,2026-08-30,14,1R,daily,3-1-4,2-1-3,2-1-4,3-1-2,4-1-2,まくり差し,差し,差し,まくり差し,まくり
202608301401,2026-08-30,14,1R,realtime,2-1-3,3-1-4,3-1-2,2-1-4,4-1-3,差し,まくり差し,まくり差し,差し,差し
202608301402,2026-08-30,14,2R,daily,3-1-5,3-1-4,3-1-2,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202608301402,2026-08-30,14,2R,realtime,3-1-4,3-1-5,3-1-2,4-1-5,5-1-4,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608301403,2026-08-30,14,3R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202608301403,2026-08-30,14,3R,realtime,3-1-4,4-1-3,3-1-2,2-1-3,3-1-5,まくり差し,差し,まくり差し,差し,まくり差し
202608301404,2026-08-30,14,4R,daily,4-1-2,4-1-3,4-1-5,3-1-4,4-1-6,まくり,差し,まくり,まくり差し,まくり
202608301404,2026-08-30,14,4R,realtime,4-1-2,4-1-3,4-1-6,4-1-5,3-1-4,まくり,差し,まくり,まくり,まくり差し
202608301405,2026-08-30,14,5R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202608301405,2026-08-30,14,5R,realtime,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608301406,2026-08-30,14,6R,daily,3-1-2,3-1-4,2-1-3,5-1-2,3-1-5,まくり差し,まくり差し,差し,まくり差し,まくり差し
202608301407,2026-08-30,14,7R,daily,2-1-3,2-1-4,3-1-2,2-1-6,2-3-1,差し,差し,まくり差し,差し,差し
202608301408,2026-08-30,14,8R,daily,2-1-3,3-1-2,2-3-1,2-1-4,2-3-4,差し,まくり差し,差し,差し,まくり
202608301409,2026-08-30,14,9R,daily,2-1-3,2-1-4,3-1-2,3-1-4,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202608301410,2026-08-30,14,10R,daily,4-1-2,4-1-3,4-1-5,2-1-3,2-1-4,まくり,差し,まくり,差し,差し
202608301411,2026-08-30,14,11R,daily,3-1-4,3-1-2,3-1-5,2-1-3,3-4-1,まくり差し,まくり差し,まくり差し,差し,まくり
202608301412,2026-08-30,14,12R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し
202608301601,2026-08-30,16,1R,daily,2-1-3,2-1-4,3-1-2,3-1-4,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202608301602,2026-08-30,16,2R,daily,2-1-3,2-1-4,3-1-4,3-1-2,2-3-1,差し,差し,まくり差し,まくり差し,差し
202608301603,2026-08-30,16,3R,daily,4-1-2,3-1-4,4-1-5,4-1-3,5-1-2,まくり,まくり差し,まくり,差し,まくり差し
202608301604,2026-08-30,16,4R,daily,2-1-3,2-1-4,3-1-2,3-1-4,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202608301605,2026-08-30,16,5R,daily,5-1-2,4-1-5,3-1-5,4-1-2,3-1-4,まくり差し,まくり,まくり差し,まくり,まくり差し
202608301606,2026-08-30,16,6R,daily,2-1-3,2-1-4,3-1-4,3-1-2,4-1-3,差し,差し,まくり差し,まくり差し,差し
202608301607,2026-08-30,16,7R,daily,3-1-2,3-1-4,2-1-3,2-3-1,3-2-1,まくり差し,まくり差し,差し,差し,まくり
202608301608,2026-08-30,16,8R,daily,3-1-2,3-1-4,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202608301609,2026-08-30,16,9R,daily,2-1-3,2-1-4,2-1-5,4-1-2,4-1-5,差し,差し,差し,まくり,まくり
202608301610,2026-08-30,16,10R,daily,2-1-3,3-1-5,2-1-5,2-1-4,5-1-2,差し,まくり差し,差し,差し,まくり差し
202608301611,2026-08-30,16,11R,daily,3-1-4,3-1-2,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608301612,2026-08-30,16,12R,daily,2-1-3,2-1-4,3-1-4,3-1-2,3-1-5,差し,差し,まくり差し,まくり差し,まくり差し
202608301701,2026-08-30,17,1R,daily,2-1-3,2-1-4,2-1-5,3-1-2,3-1-4,差し,差し,差し,まくり差し,まくり差し
202608301701,2026-08-30,17,1R,realtime,2-1-5,2-1-4,2-1-3,5-1-2,4-1-2,差し,差し,差し,まくり差し,まくり
202608301702,2026-08-30,17,2R,daily,2-1-3,2-1-4,2-1-5,4-1-2,2-1-6,差し,差し,差し,まくり,差し
202608301703,2026-08-30,17,3R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202608301704,2026-08-30,17,4R,daily,3-1-2,2-1-3,3-1-5,3-1-4,5-1-2,まくり差し,差し,まくり差し,まくり差し,まくり差し
202608301705,2026-08-30,17,5R,daily,3-1-4,3-1-2,4-1-2,4-1-5,3-1-5,まくり差し,まくり差し,まくり,まくり,まくり差し
202608301706,2026-08-30,17,6R,daily,4-1-2,2-1-3,4-1-5,2-1-4,4-1-3,まくり,差し,まくり,差し,差し
202608301707,2026-08-30,17,7R,daily,5-1-2,5-1-3,5-1-4,2-1-3,3-1-5,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608301708,2026-08-30,17,8R,daily,2-1-4,2-1-3,4-1-2,2-1-5,4-1-5,差し,差し,まくり,差し,まくり
202608301709,2026-08-30,17,9R,daily,2-1-3,3-1-2,2-1-4,3-1-4,3-1-5,差し,まくり差し,差し,まくり差し,まくり差し
202608301710,2026-08-30,17,10R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202608301711,2026-08-30,17,11R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202608301712,2026-08-30,17,12R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202608301901,2026-08-30,19,1R,daily,3-1-4,2-1-3,3-1-2,4-1-5,4-1-3,まくり差し,差し,まくり差し,まくり,差し
202608301902,2026-08-30,19,2R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202608301903,2026-08-30,19,3R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608301904,2026-08-30,19,4R,daily,2-1-3,4-1-5,2-1-4,4-1-2,4-1-3,差し,まくり,差し,まくり,差し
202608301905,2026-08-30,19,5R,daily,2-1-3,3-1-2,3-1-4,4-1-3,2-1-4,差し,まくり差し,まくり差し,差し,差し
202608301906,2026-08-30,19,6R,daily,3-1-5,3-1-2,3-1-4,4-1-5,5-1-3,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608301907,2026-08-30,19,7R,daily,2-1-4,2-1-3,2-1-5,2-1-6,4-1-2,差し,差し,差し,差し,まくり
202608301908,2026-08-30,19,8R,daily,3-1-2,3-1-4,2-1-3,3-1-5,3-1-6,まくり差し,まくり差し,差し,まくり差し,まくり差し
202608301909,2026-08-30,19,9R,daily,2-1-3,6-1-2,6-1-3,2-1-4,2-1-6,差し,まくり差し,まくり差し,差し,差し
202608301910,2026-08-30,19,10R,daily,2-1-3,3-1-2,2-1-4,3-1-4,2-1-5,差し,まくり差し,差し,まくり差し,差し
202608301911,2026-08-30,19,11R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608301912,2026-08-30,19,12R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-1-6,差し,差し,差し,まくり差し,差し
202608302101,2026-08-30,21,1R,daily,2-1-3,2-1-4,2-1-5,3-1-4,3-1-2,差し,差し,差し,まくり差し,まくり差し
202608302101,2026-08-30,21,1R,realtime,2-1-3,2-1-4,2-1-5,3-1-4,3-1-2,差し,差し,差し,まくり差し,まくり差し
202608302102,2026-08-30,21,2R,daily,4-1-2,4-1-5,4-1-3,4-2-1,4-5-1,まくり,まくり,差し,まくり,まくり
202608302102,2026-08-30,21,2R,realtime,4-1-2,4-1-5,2-1-4,4-2-1,4-1-3,まくり,まくり,差し,まくり,差し
202608302103,2026-08-30,21,3R,daily,3-1-2,3-1-4,3-1-5,2-1-3,5-1-3,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608302103,2026-08-30,21,3R,realtime,3-1-2,3-1-5,3-1-4,2-1-3,5-1-2,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608302104,2026-08-30,21,4R,daily,2-1-3,2-1-4,4-1-2,4-1-5,3-1-2,差し,差し,まくり,まくり,まくり差し
202608302104,2026-08-30,21,4R,realtime,2-1-3,2-1-4,2-1-5,4-1-2,3-1-2,差し,差し,差し,まくり,まくり差し
202608302105,2026-08-30,21,5R,daily,3-1-4,4-1-2,4-1-5,4-1-3,3-1-2,まくり差し,まくり,まくり,差し,まくり差し
202608302105,2026-08-30,21,5R,realtime,4-1-3,4-1-5,4-1-6,3-1-4,4-1-2,まくり差し,まくり差し,まくり差し,差し,まくり差し
202608302106,2026-08-30,21,6R,daily,2-1-4,2-1-3,2-1-5,5-1-2,4-1-2,差し,差し,差し,まくり差し,まくり
202608302106,2026-08-30,21,6R,realtime,5-2-4,5-2-1,4-2-5,5-4-2,4-5-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202608302107,2026-08-30,21,7R,daily,3-1-4,3-1-2,3-1-5,4-1-2,2-1-3,まくり差し,まくり差し,まくり差し,まくり,差し
202608302108,2026-08-30,21,8R,daily,2-1-3,3-1-2,2-1-4,2-3-1,2-1-5,差し,まくり差し,差し,差し,差し
202608302109,2026-08-30,21,9R,daily,3-1-4,4-1-5,4-1-3,4-1-2,3-1-2,まくり差し,まくり,差し,まくり,まくり差し
202608302110,2026-08-30,21,10R,daily,2-1-3,2-1-4,4-1-2,4-1-5,4-1-3,差し,差し,まくり,まくり,差し
202608302111,2026-08-30,21,11R,daily,3-1-4,3-1-2,3-1-5,4-1-3,2-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202608302112,2026-08-30,21,12R,daily,2-1-3,2-1-4,3-1-4,3-1-2,2-1-5,差し,差し,まくり差し,まくり差し,差し
202608302301,2026-08-30,23,1R,daily,2-1-3,3-1-4,3-1-2,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202608302301,2026-08-30,23,1R,realtime,3-1-4,4-1-3,3-1-2,2-1-3,3-1-5,まくり差し,差し,まくり差し,差し,まくり差し
202608302302,2026-08-30,23,2R,daily,2-1-3,2-1-4,2-1-5,3-1-2,4-1-2,差し,差し,差し,まくり差し,まくり
202608302302,2026-08-30,23,2R,realtime,2-1-4,2-1-3,2-1-5,4-1-2,5-1-2,差し,差し,差し,まくり,まくり差し
202608302303,2026-08-30,23,3R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202608302303,2026-08-30,23,3R,realtime,2-1-3,2-1-4,3-1-2,3-1-4,2-1-6,差し,差し,まくり差し,まくり差し,差し
202608302304,2026-08-30,23,4R,daily,4-1-2,4-1-3,3-1-4,4-1-5,4-1-6,まくり,差し,まくり差し,まくり,まくり
202608302304,2026-08-30,23,4R,realtime,3-1-4,4-1-3,4-1-2,4-1-5,3-1-2,まくり差し,差し,まくり,まくり,まくり差し
202608302305,2026-08-30,23,5R,daily,2-1-3,2-1-4,2-1-5,5-1-2,5-1-4,差し,差し,差し,まくり差し,まくり差し
202608302305,2026-08-30,23,5R,realtime,2-1-4,2-1-3,2-1-5,5-1-2,2-1-6,差し,差し,差し,まくり差し,差し
202608302306,2026-08-30,23,6R,daily,2-1-3,2-1-4,5-1-2,2-1-5,5-1-4,差し,差し,まくり差し,差し,まくり差し
202608302307,2026-08-30,23,7R,daily,3-1-5,3-1-2,3-1-4,5-1-3,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202608302308,2026-08-30,23,8R,daily,2-1-3,2-1-4,4-1-2,6-1-2,2-1-5,差し,差し,まくり,まくり差し,差し
202608302309,2026-08-30,23,9R,daily,3-1-4,3-1-2,3-1-5,4-1-5,4-1-2,まくり差し,まくり差し,まくり差し,まくり,まくり
202608302310,2026-08-30,23,10R,daily,2-1-3,3-1-2,2-1-4,3-1-4,2-1-5,差し,まくり差し,差し,まくり差し,差し
202608302311,2026-08-30,23,11R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202608302312,2026-08-30,23,12R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
