レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202603132401,1,4,3,1,3,2,○,×,×,×,逃げ,逃げ,○,3,1.0,6,2.0,5,3.0,1,4.0,4,5.0,2,6.0,0,×,0.036,0.09,0.023,0.11,0.021,0.12,0.04,0.2,0.014,0.15,-0.014,0.16,0.11833333333333335
202603132402,1,2,6,1,2,5,○,○,×,×,逃げ,逃げ,○,2,1.0,4,2.0,6,3.0,5,4.0,3,5.0,1,6.0,0,×,0.006,0.22,0.021,0.28,0.008,0.19,0.027,0.17,0.033,0.09,-0.018,0.05,0.15383333333333335
202603132403,1,3,2,1,2,4,○,×,×,×,逃げ,逃げ,○,5,1.0,2,2.0,4,3.0,1,4.0,3,5.0,6,6.0,2,×,0.025,0.11,0.097,0.1,0.104,0.07,0.018,0.06,0.033,0.07,0.006,0.05,0.04083333333333333
202603132404,1,3,6,1,2,5,○,×,×,×,逃げ,逃げ,○,5,1.0,6,2.0,4,3.0,1,4.0,2,5.0,3,6.0,0,×,0.039,0.14,-0.001,0.22,-0.022,0.21,-0.007,0.17,0.051,0.13,0.018,0.12,0.152
202603132405,1,4,3,1,3,6,○,×,×,×,逃げ,逃げ,○,4,1.0,5,2.0,6,3.0,1,4.0,3,5.0,2,6.0,0,×,0.014,0.03,-0.001,0.08,-0.002,0.05,0.019,0.06,-0.023,0.09,0.036,0.05,0.052833333333333336
202603132406,1,4,2,1,4,5,○,○,×,×,逃げ,逃げ,○,2,1.0,4,2.0,5,3.0,1,4.0,6,5.0,3,6.0,0,×,-0.014,0.27,0.008,0.18,0.033,0.19,0.009,0.14,0.023,0.17,0.03,0.2,0.17683333333333331
202603132407,1,3,4,2,6,3,×,×,×,×,逃げ,差し,×,5,1.0,6,2.0,3,3.0,4,4.0,1,5.0,2,6.0,2,×,0.023,0.3,0.021,0.22,0.033,0.2,0.119,0.28,-0.011,0.22,0.006,0.19,0.2031666666666667
202603132408,1,3,5,1,4,5,○,×,○,×,逃げ,逃げ,○,5,1.0,6,2.0,4,3.0,2,4.0,1,5.0,3,6.0,0,×,0.006,0.1,0.04,0.19,0.003,0.19,0.051,0.11,0.027,0.09,0.025,0.07,0.09966666666666667
202603132409,1,2,3,1,2,4,○,○,×,×,逃げ,逃げ,○,1,1.0,3,2.0,2,3.0,5,4.0,4,5.0,6,6.0,2,×,0.051,0.11,0.037,0.25,0.018,0.1,-0.007,0.14,-0.02,0.21,0.003,0.23,0.15966666666666668
202603132410,1,2,6,1,2,4,○,○,×,×,逃げ,逃げ,○,4,1.0,2,2.0,6,3.0,3,4.0,5,5.0,1,6.0,2,×,0.02,0.1,0.001,0.25,0.001,0.13,0.014,0.2,-0.021,0.17,0.009,0.15,0.16266666666666665
202603132411,1,2,4,5,2,1,×,○,×,×,逃げ,まくり,×,1,1.0,3,2.0,6,3.0,5,4.0,2,5.0,4,6.0,1,×,0.0,0.12,0.035,0.1,0.025,0.1,0.021,0.13,0.033,0.07,0.024,0.14,0.08700000000000001
202603132412,1,2,3,1,3,4,○,×,×,×,逃げ,逃げ,○,1,1.0,2,2.0,5,3.0,6,4.0,4,5.0,3,6.0,2,×,0.03,0.13,0.003,0.17,0.039,0.21,-0.002,0.23,0.097,0.25,0.023,0.24,0.17333333333333334
202603132201,6,3,1,1,5,2,×,×,×,×,逃げ,逃げ,○,3,1.0,5,2.0,2,3.0,4,4.0,6,5.0,1,6.0,1,×,0.08,0.16,0.135,0.11,0.14,0.13,0.151,0.23,0.117,0.22,0.127,0.23,0.06666666666666667
202603132202,6,4,3,1,2,4,×,×,×,×,逃げ,,-,6,1.0,5,2.0,3,3.0,1,4.0,2,5.0,4,6.0,1,×,0.109,0.11,0.168,0.11,0.117,0.07,0.075,0.11,0.203,0.15,0.227,0.2,0.036833333333333336
202603132203,3,5,1,1,2,3,×,×,×,×,逃げ,逃げ,○,4,1.0,6,2.0,1,3.0,5,4.0,2,5.0,3,6.0,0,×,0.179,0.29,0.094,0.31,0.086,0.27,0.124,0.51,0.17,0.29,0.106,0.23,0.19016666666666668
